FolderNumber,FolderCategory,Type,ReportCode,DateIssued,DateApproved,DateExpired,DateCompleted,Status,Subject,Unit,Address,StreetName,Value,ESRI_OID,CreationDate,Creator,EditDate,Editor
PP023335,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2019 12:00AM,2019-04-04T07:00:00.000Z,Apr  5 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,7049,GUELPH CRES,,6118,,,,
PP023336,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2019 12:00AM,2019-04-24T07:00:00.000Z,Apr 23 2021 12:00AM,2019-05-22T07:00:00.000Z,COMPLETED,New Modular Home,,1945,AINTREE DR,,6119,,,,
PP023337,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2019 12:00AM,2019-04-11T07:00:00.000Z,Apr 12 2021 12:00AM,,ACTIVE,New SFD,,2770,LINKS DR,,6120,,,,
PP023338,BUILDING PERMITS,PLUMBING PERMIT,,Apr 10 2019 12:00AM,2019-04-10T07:00:00.000Z,Apr  9 2021 12:00AM,,ACTIVE,New SFD,,2786,LINKS DR,,6121,,,,
PP023339,BUILDING PERMITS,PLUMBING PERMIT,,Apr  9 2019 12:00AM,2019-04-09T07:00:00.000Z,Apr  8 2021 12:00AM,,ACTIVE,Volunteer Water Meter,113,7180,ST LAWRENCE AVE,,6122,,,,
PP023340,BUILDING PERMITS,PLUMBING PERMIT,,Apr 18 2019 12:00AM,2019-04-18T07:00:00.000Z,Apr 19 2021 12:00AM,,ACTIVE,New SFD,,1131,ABRUZZI PL,,6123,,,,
PP023341,BUILDING PERMITS,PLUMBING PERMIT,,Apr 15 2019 12:00AM,2019-04-15T07:00:00.000Z,Apr 14 2021 12:00AM,,ACTIVE,New SFD,,4840,LOGAN CRES,,6124,,,,
PP023342,BUILDING PERMITS,PLUMBING PERMIT,,Apr 17 2019 12:00AM,2019-04-17T07:00:00.000Z,Apr 16 2021 12:00AM,,ACTIVE,Sec. Suite,,1508,PEARSON AVE,,6125,,,,
PP023343,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2019 12:00AM,2019-04-24T07:00:00.000Z,Apr 23 2021 12:00AM,,ACTIVE,New SFD,,114,MCDERMID DR,,6126,,,,
PP023344,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2019 12:00AM,2019-04-11T07:00:00.000Z,Apr 12 2021 12:00AM,2019-04-25T07:00:00.000Z,COMPLETED,Volunteer Water Meter,,2886,KILLARNEY DR,,6127,,,,
PP023346,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2019 12:00AM,2019-04-11T07:00:00.000Z,Apr 12 2021 12:00AM,2019-05-10T07:00:00.000Z,COMPLETED,Volunteer Water Meter,,4139,BAKER RD,,6128,,,,
PP023347,BUILDING PERMITS,PLUMBING PERMIT,,May  2 2019 12:00AM,2019-05-02T07:00:00.000Z,May  3 2021 12:00AM,2019-05-02T07:00:00.000Z,COMPLETED,Existing SFD,,2819,ST ANNE AVE,,6129,,,,
PP023348,BUILDING PERMITS,PLUMBING PERMIT,,May  1 2019 12:00AM,2019-05-01T07:00:00.000Z,Apr 30 2021 12:00AM,2019-05-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing system,,4520,1ST AVE,,6130,,,,
PP023349,BUILDING PERMITS,PLUMBING PERMIT,,Apr 12 2019 12:00AM,2019-04-12T07:00:00.000Z,Apr 12 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,6733,EDELWEISS PL,,6131,,,,
PP023350,BUILDING PERMITS,PLUMBING PERMIT,,May 24 2019 12:00AM,2019-05-24T07:00:00.000Z,May 24 2021 12:00AM,,ACTIVE,New SFD,,3940,1ST AVE,,6132,,,,
PP023351,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,New SFD,,5144,WOODVALLEY DR,,6133,,,,
PP023352,BUILDING PERMITS,PLUMBING PERMIT,,Apr 25 2019 12:00AM,2019-04-25T07:00:00.000Z,Apr 26 2021 12:00AM,,ACTIVE,New SFD,,7663,SOUTHRIDGE AVE,,6134,,,,
PP023353,BUILDING PERMITS,PLUMBING PERMIT,,Apr 16 2019 12:00AM,2019-04-16T07:00:00.000Z,Apr 15 2021 12:00AM,2019-05-03T07:00:00.000Z,COMPLETED,Volunteer Water Meter,2685,2683,INLANDER ST,,6135,,,,
PP023354,BUILDING PERMITS,PLUMBING PERMIT,,Apr 16 2019 12:00AM,2019-04-16T07:00:00.000Z,Apr 15 2021 12:00AM,2019-05-03T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing system,,2505,15TH AVE,,6136,,,,
PP023355,BUILDING PERMITS,PLUMBING PERMIT,,Apr 16 2019 12:00AM,2019-04-16T07:00:00.000Z,Apr 15 2021 12:00AM,2019-05-03T07:00:00.000Z,COMPLETED,Volunteer Water Meter,262,258,FREEMAN ST,,6137,,,,
PP023356,BUILDING PERMITS,PLUMBING PERMIT,,May 17 2019 12:00AM,2019-05-17T07:00:00.000Z,May 17 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,1421,CARNEY ST,,6138,,,,
PP023357,BUILDING PERMITS,PLUMBING PERMIT,,May 17 2019 12:00AM,2019-05-17T07:00:00.000Z,May 17 2021 12:00AM,,ACTIVE,Existing SFD,,1421,CARNEY ST,,6139,,,,
PP023358,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,New SFD,,5225,GABLE PL,,6140,,,,
PP023359,BUILDING PERMITS,PLUMBING PERMIT,,Jun  5 2019 12:00AM,2019-06-05T07:00:00.000Z,Jun  4 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,9313,NORTH NECHAKO RD,,6141,,,,
PP023360,BUILDING PERMITS,PLUMBING PERMIT,,May 23 2019 12:00AM,2019-05-23T07:00:00.000Z,May 24 2021 12:00AM,,ACTIVE,Plumbing permit: Existing SFD,,2151,TAMARACK ST,,6142,,,,
PP023361,BUILDING PERMITS,PLUMBING PERMIT,,Apr 29 2019 12:00AM,2019-04-29T07:00:00.000Z,Apr 28 2021 12:00AM,,ACTIVE,New SFD,,5222,GABLE PL,,6143,,,,
PP023362,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,Plumbing permit - BUILDING 1,,2422,VANIER DR,,6144,,,,
PP023363,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-25T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,New SFD,,2738,LINKS DR,,6145,,,,
PP023364,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2019 12:00AM,2019-04-24T07:00:00.000Z,Apr 23 2021 12:00AM,,ACTIVE,Backflow prevenoter,,3485,22ND AVE,,6146,,,,
PP023365,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,New SFD,,7110,FOXRIDGE CRT,,6147,,,,
PP023366,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,Detached Garage,,7731,SABYAM RD,,6148,,,,
PP023367,BUILDING PERMITS,PLUMBING PERMIT,,May 14 2019 12:00AM,2019-05-14T07:00:00.000Z,May 13 2021 12:00AM,,ACTIVE,New SFD,,3414,ROSIA RD,,6149,,,,
PP023369,BUILDING PERMITS,PLUMBING PERMIT,,Apr 30 2019 12:00AM,2019-04-30T07:00:00.000Z,Apr 29 2021 12:00AM,,ACTIVE,Plumbing Permit: Existing SFD,,459,TOFIELD ST,,6150,,,,
PP023370,BUILDING PERMITS,PLUMBING PERMIT,,May  1 2019 12:00AM,2019-05-01T07:00:00.000Z,Apr 30 2021 12:00AM,2019-05-13T07:00:00.000Z,COMPLETED,Volunteer Water Meter,1069,1067,DOUGLAS ST,,6151,,,,
PP023371,BUILDING PERMITS,PLUMBING PERMIT,,May  1 2019 12:00AM,2019-05-01T07:00:00.000Z,Apr 30 2021 12:00AM,2019-05-27T07:00:00.000Z,COMPLETED,Volunteer Water Meter,,3646,BLACKBURN RD S,,6152,,,,
PP023372,BUILDING PERMITS,PLUMBING PERMIT,,May  1 2019 12:00AM,2019-05-01T07:00:00.000Z,Apr 30 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,4611,HEATHER RD,,6153,,,,
PP023373,BUILDING PERMITS,PLUMBING PERMIT,,May  3 2019 12:00AM,2019-05-03T07:00:00.000Z,May  3 2021 12:00AM,2019-05-03T07:00:00.000Z,COMPLETED,Volunteer Water Meter,,459,TOFIELD ST,,6154,,,,
PP023374,BUILDING PERMITS,PLUMBING PERMIT,,May 28 2019 12:00AM,2019-05-28T07:00:00.000Z,May 27 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,3314,UNDERHILL RD,,6155,,,,
PP023375,BUILDING PERMITS,PLUMBING PERMIT,,May 13 2019 12:00AM,2019-05-13T07:00:00.000Z,May 12 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,4778,PARKSIDE DR,,6156,,,,
PP023376,BUILDING PERMITS,PLUMBING PERMIT,,May 16 2019 12:00AM,2019-05-16T07:00:00.000Z,May 17 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,2821,VISTA RIDGE CRT,,6157,,,,
PP023377,BUILDING PERMITS,PLUMBING PERMIT,,May  6 2019 12:00AM,2019-05-06T07:00:00.000Z,May  5 2021 12:00AM,,ACTIVE,Plumbing Permit,,2222,DUNBAR PL,,6158,,,,
PP023379,BUILDING PERMITS,PLUMBING PERMIT,,May  6 2019 12:00AM,2019-05-06T07:00:00.000Z,May  5 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,2512,VANIER DR,,6159,,,,
PP023380,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,2471,ROWE ST,,6160,,,,
PP023381,BUILDING PERMITS,PLUMBING PERMIT,,May 22 2019 12:00AM,2019-05-22T07:00:00.000Z,May 21 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,2715,WILDWOOD CRES,,6161,,,,
PP023382,BUILDING PERMITS,PLUMBING PERMIT,,May 23 2019 12:00AM,2019-05-23T07:00:00.000Z,May 24 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,2151,TAMARACK ST,,6162,,,,
PP023385,BUILDING PERMITS,PLUMBING PERMIT,,May 31 2019 12:00AM,2019-05-31T07:00:00.000Z,May 31 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,3974,BARNES DR,,6163,,,,
PP023386,BUILDING PERMITS,PLUMBING PERMIT,,May 28 2019 12:00AM,2019-05-28T07:00:00.000Z,May 27 2021 12:00AM,,ACTIVE,Plumbing permit: Duplex Alteration,,1566,FIR ST,,6164,,,,
PP023387,BUILDING PERMITS,PLUMBING PERMIT,,May 28 2019 12:00AM,2019-05-28T07:00:00.000Z,May 27 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,1566,FIR ST,,6165,,,,
PP023389,BUILDING PERMITS,PLUMBING PERMIT,,May 17 2019 12:00AM,2019-05-17T07:00:00.000Z,May 17 2021 12:00AM,,ACTIVE,Plumbing permit: Existing SFD,,2840,WILDWOOD CRES,,6166,,,,
PP023390,BUILDING PERMITS,PLUMBING PERMIT,,May 24 2019 12:00AM,2019-05-24T07:00:00.000Z,May 24 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,2463,CHANCELLOR BLVD,,6167,,,,
PP023391,BUILDING PERMITS,PLUMBING PERMIT,,May 24 2019 12:00AM,2019-05-24T07:00:00.000Z,May 24 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,5245,GABLE PL,,6168,,,,
PP023393,BUILDING PERMITS,PLUMBING PERMIT,,May 31 2019 12:00AM,2019-05-31T07:00:00.000Z,May 31 2021 12:00AM,,ACTIVE,Plumbing permit: New SFD,,6916,SUNRISE PL,,6169,,,,
PP023403,BUILDING PERMITS,PLUMBING PERMIT,,May 22 2019 12:00AM,2019-05-22T07:00:00.000Z,May 21 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,2530,MINOTTI DR,,6170,,,,
PP023404,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Plumbing permit: to a lot,,2629,REDFIELD PL,,6171,,,,
PP023405,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Plumbing permit: Existing Duplex,,7651,STILLWATER CRES,,6172,,,,
PP023406,BUILDING PERMITS,PLUMBING PERMIT,,Jun  5 2019 12:00AM,2019-06-05T07:00:00.000Z,Jun  4 2021 12:00AM,,ACTIVE,Plumbing permit: Modular Home,,2457,MCMILLAN DR,,6173,,,,
PP023410,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Plumbing permit: New Fiveplex at 4278 22nd Ave,,4278,22ND AVE,,6174,,,,
PP023411,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,7731,SABYAM RD,,6175,,,,
PP023412,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,7865,QUEENS CRES,,6176,,,,
PP023413,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,New Fiveplex,,4278,22ND AVE,,6177,,,,
PP023414,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,New Fiveplex,,4278,22ND AVE,,6178,,,,
PP023415,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,New Fiveplex,,4278,22ND AVE,,6179,,,,
PP023416,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,New Fiveplex,,4278,22ND AVE,,6180,,,,
PP023417,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,New Fiveplex,,4278,22ND AVE,,6181,,,,
PP023418,BUILDING PERMITS,PLUMBING PERMIT,,Jun  5 2019 12:00AM,2019-06-05T07:00:00.000Z,Jun  4 2021 12:00AM,,ACTIVE,Plumbing permit: CNC,,3330,22ND AVE,,6182,,,,
PP023419,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,5409,HEYER RD,,6183,,,,
PP023420,BUILDING PERMITS,PLUMBING PERMIT,,Jun  4 2019 12:00AM,2019-06-04T07:00:00.000Z,Jun  3 2021 12:00AM,,ACTIVE,Volunteer Water Meter,,4117,CHURCHILL RD,,6184,,,,
SP004456,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Jan 11 2012 12:00AM,2012-01-11T08:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,,2344,WESTWOOD DR,,6185,,,,
SP004457,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb  2 2012 12:00AM,2012-02-02T08:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,,1440,CENTRAL ST E,,6186,,,,
SP004458,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb  2 2012 12:00AM,2012-02-02T08:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,3664,3658,OPIE CRES,,6187,,,,
SP004459,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Jan 27 2012 12:00AM,2012-01-27T08:00:00.000Z,,2013-12-30T08:00:00.000Z,COMPLETED,SIGN PERMIT,582,550,GEORGE ST,,6188,,,,
SP004460,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb  2 2012 12:00AM,2012-02-02T08:00:00.000Z,,2012-11-16T08:00:00.000Z,COMPLETED,SIGN PERMIT,1570,1560,3RD AVE,,6189,,,,
SP004461,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Feb  2 2012 12:00AM,2012-02-02T08:00:00.000Z,,2013-09-18T07:00:00.000Z,COMPLETED,SIGN PERMIT,1888,1550,1ST AVE,,6190,,,,
SP004462,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Feb  2 2012 12:00AM,2012-02-02T08:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,,462,CENTRAL ST E,,6191,,,,
SP004463,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb  6 2012 12:00AM,2012-02-06T08:00:00.000Z,,2012-10-25T07:00:00.000Z,COMPLETED,SIGN PERMIT,3055,3041,MCGILL CRES,,6192,,,,
SP004464,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb 13 2012 12:00AM,2012-02-13T08:00:00.000Z,,2012-10-25T07:00:00.000Z,COMPLETED,SIGN PERMIT,2482,2150,FERRY AVE,,6193,,,,
SP004465,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Feb  8 2012 12:00AM,2012-02-08T08:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,795,555,CENTRAL ST W,,6194,,,,
SP004467,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar  1 2012 12:00AM,2012-03-01T08:00:00.000Z,,2012-03-21T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1600,15TH AVE,,6195,,,,
SP004468,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar  1 2012 12:00AM,2012-03-01T08:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,1552,1550,VICTORIA ST,,6196,,,,
SP004469,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar  6 2012 12:00AM,2012-03-06T08:00:00.000Z,,2012-11-16T08:00:00.000Z,COMPLETED,SIGN PERMIT,435,401,QUEBEC ST,,6197,,,,
SP004470,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar  6 2012 12:00AM,2012-03-06T08:00:00.000Z,,2012-10-25T07:00:00.000Z,COMPLETED,SIGN PERMIT,5129,5111,DOMANO BLVD,,6198,,,,
SP004471,BUILDING PERMITS,SIGN PERMIT,PROJECTING,Mar  6 2012 12:00AM,2012-03-06T08:00:00.000Z,,2012-11-19T08:00:00.000Z,COMPLETED,SIGN PERMIT,1259,1249,4TH AVE,,6199,,,,
SP004472,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar  6 2012 12:00AM,2012-03-06T08:00:00.000Z,,2012-11-16T08:00:00.000Z,COMPLETED,SIGN PERMIT,1523,1505,3RD AVE,,6200,,,,
SP004473,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar  8 2012 12:00AM,2012-03-08T08:00:00.000Z,,2012-03-16T07:00:00.000Z,COMPLETED,SIGN PERMIT,890,886,VANCOUVER ST,,6201,,,,
SP004474,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar 13 2012 12:00AM,2012-03-13T07:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,2098,2070,ROBERTSON RD,,6202,,,,
SP004475,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar 13 2012 12:00AM,2012-03-13T07:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,,1822,QUEENSWAY,,6203,,,,
SP004476,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Mar 16 2012 12:00AM,2012-03-16T07:00:00.000Z,,2012-11-19T08:00:00.000Z,COMPLETED,SIGN PERMIT,,1840,1ST AVE,,6204,,,,
SP004477,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar 16 2012 12:00AM,2012-03-16T07:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,,2000,VICTORIA ST,,6205,,,,
SP004478,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar 16 2012 12:00AM,2012-03-16T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1666,SPRUCE ST,,6206,,,,
SP004479,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar 16 2012 12:00AM,2012-03-16T07:00:00.000Z,,2012-10-25T07:00:00.000Z,COMPLETED,SIGN PERMIT,,3133,BELLAMY RD,,6207,,,,
SP004480,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar 16 2012 12:00AM,2012-03-16T07:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,1873,1801,1ST AVE,,6208,,,,
SP004483,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Mar 27 2012 12:00AM,2012-03-27T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1485,10TH AVE,,6209,,,,
SP004484,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr  5 2012 12:00AM,2012-04-05T07:00:00.000Z,,2015-02-10T08:00:00.000Z,COMPLETED,SIGN PERMIT,,5988,GAUTHIER RD,,6210,,,,
SP004486,BUILDING PERMITS,SIGN PERMIT,FREESTAND,Jul 13 2012 12:00AM,2012-07-13T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,6333,SOUTHRIDGE AVE,,6211,,,,
SP004487,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 16 2012 12:00AM,2012-04-11T07:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,,841,CENTRAL ST W,,6212,,,,
SP004488,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 16 2012 12:00AM,2012-04-12T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,5240,5212,DOMANO BLVD,,6213,,,,
SP004489,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 17 2012 12:00AM,2012-04-12T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,880,GREAT ST,,6214,,,,
SP004490,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 13 2012 12:00AM,2012-04-13T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1840,1ST AVE,,6215,,,,
SP004491,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 18 2012 12:00AM,2012-04-17T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,2594,2588,RECPLACE DR,,6216,,,,
SP004492,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 18 2012 12:00AM,2012-04-17T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,2255,QUEENSWAY,,6217,,,,
SP004493,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 23 2012 12:00AM,2012-04-19T07:00:00.000Z,,2013-12-31T08:00:00.000Z,COMPLETED,SIGN PERMIT,,835,CENTRAL ST W,,6218,,,,
SP004494,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 24 2012 12:00AM,2012-04-23T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,1634,1602,OGILVIE ST S,,6219,,,,
SP004495,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 24 2012 12:00AM,2012-04-23T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,,4450,HART HWY,,6220,,,,
SP004496,BUILDING PERMITS,SIGN PERMIT,CANOPY,Apr 27 2012 12:00AM,2012-04-25T07:00:00.000Z,,2012-11-16T08:00:00.000Z,COMPLETED,SIGN PERMIT,,450,3RD AVE,,6221,,,,
SP004497,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 27 2012 12:00AM,2012-04-26T07:00:00.000Z,,2013-12-30T08:00:00.000Z,COMPLETED,SIGN PERMIT,,3328,15TH AVE,,6222,,,,
SP004498,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,Apr 27 2012 12:00AM,2012-04-26T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1556,7TH AVE,,6223,,,,
SP004499,BUILDING PERMITS,SIGN PERMIT,FREESTAND,May  3 2012 12:00AM,2012-04-26T07:00:00.000Z,,,ACTIVE,SIGN PERMIT,,4422,KIMBALL RD,,6224,,,,
SP004500,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 30 2012 12:00AM,2012-04-27T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,901,GREAT ST,,6225,,,,
SP004501,BUILDING PERMITS,SIGN PERMIT,PORTABLE,Apr 30 2012 12:00AM,2012-04-27T07:00:00.000Z,,2012-05-02T07:00:00.000Z,COMPLETED,SIGN PERMIT,,2800,HIGHWAY 16 W,,6226,,,,
SP004502,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,May  1 2012 12:00AM,2012-05-01T07:00:00.000Z,,2012-09-20T07:00:00.000Z,COMPLETED,SIGN PERMIT,835,805,VICTORIA ST,,6227,,,,
SP004503,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,May  1 2012 12:00AM,2012-04-30T07:00:00.000Z,,2012-11-15T08:00:00.000Z,COMPLETED,SIGN PERMIT,,1151,COMMERCIAL CRES,,6228,,,,
SP004504,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,May 11 2012 12:00AM,2012-05-08T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,2609,QUEENSWAY,,6229,,,,
SP004505,BUILDING PERMITS,SIGN PERMIT,FACIA SIGN,May 22 2012 12:00AM,2012-05-18T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,880,GREAT ST,,6230,,,,
SP004506,BUILDING PERMITS,SIGN PERMIT,PORTABLE,May 22 2012 12:00AM,2012-05-18T07:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,,3333,UNIVERSITY WAY,,6231,,,,
SP004507,BUILDING PERMITS,SIGN PERMIT,PORTABLE,May 22 2012 12:00AM,2012-05-18T07:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,,700,KINSMEN PL,,6232,,,,
SP004508,BUILDING PERMITS,SIGN PERMIT,BALLOON,May 30 2012 12:00AM,2012-05-28T07:00:00.000Z,,2012-10-24T07:00:00.000Z,COMPLETED,SIGN PERMIT,,975,CENTRAL ST W,,6233,,,,
SP004509,BUILDING PERMITS,SIGN PERMIT,BALLOON,May 30 2012 12:00AM,2012-05-28T07:00:00.000Z,,2012-08-01T07:00:00.000Z,COMPLETED,SIGN PERMIT,,1144,VICTORIA ST,,6234,,,,
