FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DVP00206,Development,Development Variance Permit,3501 Uplands Drive,COMPLETED,49.2150278,-124.0021251,https://www.nanaimo.ca/whatsbuilding/folder/DVP00206,TYPE: Development Variance Permit   SUBJECT: 3501 Uplands Drive   STATUS: COMPLETED
DVP00207,Development,Development Variance Permit,2137 Bowen Road,CANCELLED,49.1906540,-123.9910240,https://www.nanaimo.ca/whatsbuilding/folder/DVP00207,TYPE: Development Variance Permit   SUBJECT: 2137 Bowen Road   STATUS: CANCELLED
BOV00611,Development,Board of Variance,4747 Lost Lake Road,CANCELLED,49.2269130,-123.9830813,https://www.nanaimo.ca/whatsbuilding/folder/BOV00611,TYPE: Board of Variance   SUBJECT: 4747 Lost Lake Road   STATUS: CANCELLED
BOV00612,Development,Board of Variance,5381 Jacobs Lane,COMPLETED,49.2336013,-124.0018408,https://www.nanaimo.ca/whatsbuilding/folder/BOV00612,TYPE: Board of Variance   SUBJECT: 5381 Jacobs Lane   STATUS: COMPLETED
BOV00613,Development,Board of Variance,413 Belmonte Place,COMPLETED,49.2215436,-123.9568350,https://www.nanaimo.ca/whatsbuilding/folder/BOV00613,TYPE: Board of Variance   SUBJECT: 413 Belmonte Place   STATUS: COMPLETED
BOV00614,Development,Board of Variance,1295 Waddington Road,COMPLETED,49.1834419,-123.9630546,https://www.nanaimo.ca/whatsbuilding/folder/BOV00614,TYPE: Board of Variance   SUBJECT: 1295 Waddington Road   STATUS: COMPLETED
RA000307,Development,Rezoning Application,575 Milton Street,COMPLETED,49.1589089,-123.9389388,https://www.nanaimo.ca/whatsbuilding/folder/RA000307,TYPE: Rezoning Application   SUBJECT: 575 Milton Street   STATUS: COMPLETED
RA000306,Development,Rezoning Application,533  537 & 555 Milton Street,COMPLETED,49.1591629,-123.9398847,https://www.nanaimo.ca/whatsbuilding/folder/RA000306,TYPE: Rezoning Application   SUBJECT: 533  537 & 555 Milton Street   STATUS: COMPLETED
DP000819,Development,Development Permit,5768 Linley Valley Drive,COMPLETED,49.2272817,-124.0154744,https://www.nanaimo.ca/whatsbuilding/folder/DP000819,TYPE: Development Permit   SUBJECT: 5768 Linley Valley Drive   STATUS: COMPLETED
DP000821,Development,Development Permit,1935 Boxwood Road,COMPLETED,49.1838257,-123.9872753,https://www.nanaimo.ca/whatsbuilding/folder/DP000821,TYPE: Development Permit   SUBJECT: 1935 Boxwood Road   STATUS: COMPLETED
DP000820,Development,Development Permit,1910 & 1920 Boxwood Road,COMPLETED,49.1841303,-123.9856294,https://www.nanaimo.ca/whatsbuilding/folder/DP000820,TYPE: Development Permit   SUBJECT: 1910 & 1920 Boxwood Road   STATUS: COMPLETED
DP000822,Development,Development Permit,380 Fifth Street,COMPLETED,49.155386,-123.9469436,https://www.nanaimo.ca/whatsbuilding/folder/DP000822,TYPE: Development Permit   SUBJECT: 380 Fifth Street   STATUS: COMPLETED
DP000823,Development,Development Permit,119 Haliburton Street,COMPLETED,49.1591139,-123.9323332,https://www.nanaimo.ca/whatsbuilding/folder/DP000823,TYPE: Development Permit   SUBJECT: 119 Haliburton Street   STATUS: COMPLETED
DP000824,Development,Development Permit,4960 Songbird Place,COMPLETED,49.2168014,-124.0240093,https://www.nanaimo.ca/whatsbuilding/folder/DP000824,TYPE: Development Permit   SUBJECT: 4960 Songbird Place   STATUS: COMPLETED
DP000825,Development,Development Permit,20 Townsite Road,COMPLETED,49.1784657,-123.944041,https://www.nanaimo.ca/whatsbuilding/folder/DP000825,TYPE: Development Permit   SUBJECT: 20 Townsite Road   STATUS: COMPLETED
BOV00615,Development,Board of Variance,1911 Wilfert Road,COMPLETED,49.1935857,-123.9840807,https://www.nanaimo.ca/whatsbuilding/folder/BOV00615,TYPE: Board of Variance   SUBJECT: 1911 Wilfert Road   STATUS: COMPLETED
BOV00616,Development,Board of Variance,220 Bird Sanctuary Drive,COMPLETED,49.1712573,-123.9666769,https://www.nanaimo.ca/whatsbuilding/folder/BOV00616,TYPE: Board of Variance   SUBJECT: 220 Bird Sanctuary Drive   STATUS: COMPLETED
DP000826,Development,Development Permit,1597 Boundary Crescent,COMPLETED,49.1824363,-123.9731137,https://www.nanaimo.ca/whatsbuilding/folder/DP000826,TYPE: Development Permit   SUBJECT: 1597 Boundary Crescent   STATUS: COMPLETED
DP000827,Development,Development Permit,6025 Uplands Drive,COMPLETED,49.2355411,-124.0376592,https://www.nanaimo.ca/whatsbuilding/folder/DP000827,TYPE: Development Permit   SUBJECT: 6025 Uplands Drive   STATUS: COMPLETED
LA000085,Development,Liquor Licence Application,Vancouver Island University Liquor Primary License,COMPLETED,49.1590712,-123.9667534,https://www.nanaimo.ca/whatsbuilding/folder/LA000085,TYPE: Liquor Licence Application   SUBJECT: Vancouver Island University Liquor Primary License   STATUS: COMPLETED
DP000828,Development,Development Permit,325 Hecate Street,COMPLETED,49.1619776,-123.9358312,https://www.nanaimo.ca/whatsbuilding/folder/DP000828,TYPE: Development Permit   SUBJECT: 325 Hecate Street   STATUS: COMPLETED
DP000829,Development,Development Permit,2021 Northfield Road,COMPLETED,49.1917083,-123.987326,https://www.nanaimo.ca/whatsbuilding/folder/DP000829,TYPE: Development Permit   SUBJECT: 2021 Northfield Road   STATUS: COMPLETED
DP000830,Development,Development Permit,2253 Dorman Road,COMPLETED,49.1968124,-123.9910629,https://www.nanaimo.ca/whatsbuilding/folder/DP000830,TYPE: Development Permit   SUBJECT: 2253 Dorman Road   STATUS: COMPLETED
DVP00208,Development,Development Variance Permit,645 Wakesiah Avenue,COMPLETED,49.1489037,-123.9640586,https://www.nanaimo.ca/whatsbuilding/folder/DVP00208,TYPE: Development Variance Permit   SUBJECT: 645 Wakesiah Avenue   STATUS: COMPLETED
BOV00617,Development,Board of Variance,4320 Stonewood Place,DENIED,49.2172250,-124.0182488,https://www.nanaimo.ca/whatsbuilding/folder/BOV00617,TYPE: Board of Variance   SUBJECT: 4320 Stonewood Place   STATUS: DENIED
DP000798,Development,Development Permit,5930 Nelson Road,COMPLETED,49.2267109,-124.0226576,https://www.nanaimo.ca/whatsbuilding/folder/DP000798,TYPE: Development Permit   SUBJECT: 5930 Nelson Road   STATUS: COMPLETED
DP000831,Development,Development Permit,1621 Dufferin Crescent,COMPLETED,49.1828222,-123.9731015,https://www.nanaimo.ca/whatsbuilding/folder/DP000831,TYPE: Development Permit   SUBJECT: 1621 Dufferin Crescent   STATUS: COMPLETED
RA000308,Development,Rezoning Application,72 Twelfth Street,COMPLETED,49.1294729,-123.9224177,https://www.nanaimo.ca/whatsbuilding/folder/RA000308,TYPE: Rezoning Application   SUBJECT: 72 Twelfth Street   STATUS: COMPLETED
DP000832,Development,Development Permit,553 Larch Street,CANCELLED,49.1850076,-123.9538628,https://www.nanaimo.ca/whatsbuilding/folder/DP000832,TYPE: Development Permit   SUBJECT: 553 Larch Street   STATUS: CANCELLED
BOV00618,Development,Board of Variance,5340 Cascara Drive,COMPLETED,49.2271341,-124.0116597,https://www.nanaimo.ca/whatsbuilding/folder/BOV00618,TYPE: Board of Variance   SUBJECT: 5340 Cascara Drive   STATUS: COMPLETED
BOV00619,Development,Board of Variance,5336 Cascara Drive,COMPLETED,49.2271275,-124.0113483,https://www.nanaimo.ca/whatsbuilding/folder/BOV00619,TYPE: Board of Variance   SUBJECT: 5336 Cascara Drive   STATUS: COMPLETED
DP000833,Development,Development Permit,20 Barsby Avenue,COMPLETED,49.1729517,-123.9463197,https://www.nanaimo.ca/whatsbuilding/folder/DP000833,TYPE: Development Permit   SUBJECT: 20 Barsby Avenue   STATUS: COMPLETED
DP000834,Development,Development Permit,1205 Ocean Pearl Terrace,COMPLETED,49.2142476,-123.9914118,https://www.nanaimo.ca/whatsbuilding/folder/DP000834,TYPE: Development Permit   SUBJECT: 1205 Ocean Pearl Terrace   STATUS: COMPLETED
RA000309,Development,Rezoning Application,1844 Meredith Road,COMPLETED,49.1884926,-123.9820615,https://www.nanaimo.ca/whatsbuilding/folder/RA000309,TYPE: Rezoning Application   SUBJECT: 1844 Meredith Road   STATUS: COMPLETED
DP000835,Development,Development Permit,4063 Old Slope Place,COMPLETED,49.2063470,-124.0341663,https://www.nanaimo.ca/whatsbuilding/folder/DP000835,TYPE: Development Permit   SUBJECT: 4063 Old Slope Place   STATUS: COMPLETED
BOV00620,Development,Board of Variance,1284 College Drive,COMPLETED,49.1621667,-123.9824459,https://www.nanaimo.ca/whatsbuilding/folder/BOV00620,TYPE: Board of Variance   SUBJECT: 1284 College Drive   STATUS: COMPLETED
DP000836,Development,Development Permit,241 Milton Street,COMPLETED,49.1652223,-123.9463040,https://www.nanaimo.ca/whatsbuilding/folder/DP000836,TYPE: Development Permit   SUBJECT: 241 Milton Street   STATUS: COMPLETED
DVP00209,Development,Development Variance Permit,2468 Kenworth Road,COMPLETED,49.2035474,-124.0028911,https://www.nanaimo.ca/whatsbuilding/folder/DVP00209,TYPE: Development Variance Permit   SUBJECT: 2468 Kenworth Road   STATUS: COMPLETED
RA000310,Development,Rezoning Application,3500 Hillside Avenue (and Pacific Edge Way properties),COMPLETED,49.2191940,-124.0010748,https://www.nanaimo.ca/whatsbuilding/folder/RA000310,TYPE: Rezoning Application   SUBJECT: 3500 Hillside Avenue (and Pacific Edge Way properties)   STATUS: COMPLETED
RA000311,Development,Rezoning Application,141 Westwood Road,COMPLETED,49.1781955,-123.9879986,https://www.nanaimo.ca/whatsbuilding/folder/RA000311,TYPE: Rezoning Application   SUBJECT: 141 Westwood Road   STATUS: COMPLETED
RA000312,Development,Rezoning Application,359 Nicol Street,COMPLETED,49.1554620,-123.9335457,https://www.nanaimo.ca/whatsbuilding/folder/RA000312,TYPE: Rezoning Application   SUBJECT: 359 Nicol Street   STATUS: COMPLETED
RA000313,Development,Rezoning Application,1835 Bowen Road,COMPLETED,49.1833060,-123.9827909,https://www.nanaimo.ca/whatsbuilding/folder/RA000313,TYPE: Rezoning Application   SUBJECT: 1835 Bowen Road   STATUS: COMPLETED
DP000837,Development,Development Permit,1871/1881 Dufferin Crescent,COMPLETED,49.1827595,-123.9847685,https://www.nanaimo.ca/whatsbuilding/folder/DP000837,TYPE: Development Permit   SUBJECT: 1871/1881 Dufferin Crescent   STATUS: COMPLETED
DP000838,Development,Development Permit,1690 Stewart Avenue,COMPLETED,49.1881709,-123.9485750,https://www.nanaimo.ca/whatsbuilding/folder/DP000838,TYPE: Development Permit   SUBJECT: 1690 Stewart Avenue   STATUS: COMPLETED
RA000314,Development,Rezoning Application,3690 Country Club Drive,COMPLETED,49.2056194,-124.0006084,https://www.nanaimo.ca/whatsbuilding/folder/RA000314,TYPE: Rezoning Application   SUBJECT: 3690 Country Club Drive   STATUS: COMPLETED
DP000839,Development,Development Permit,662 Albert Street,COMPLETED,49.1603838,-123.9409231,https://www.nanaimo.ca/whatsbuilding/folder/DP000839,TYPE: Development Permit   SUBJECT: 662 Albert Street   STATUS: COMPLETED
DP000840,Development,Development Permit,3326 Stephenson Point Road,COMPLETED,49.2107017,-123.9490841,https://www.nanaimo.ca/whatsbuilding/folder/DP000840,TYPE: Development Permit   SUBJECT: 3326 Stephenson Point Road   STATUS: COMPLETED
DP000841,Development,Development Permit,6330 McRobb Avenue,COMPLETED,49.2381152,-124.0400289,https://www.nanaimo.ca/whatsbuilding/folder/DP000841,TYPE: Development Permit   SUBJECT: 6330 McRobb Avenue   STATUS: COMPLETED
BOV00621,Development,Board of Variance,5890 Waldbank Road,COMPLETED,49.2423846,-124.0203472,https://www.nanaimo.ca/whatsbuilding/folder/BOV00621,TYPE: Board of Variance   SUBJECT: 5890 Waldbank Road   STATUS: COMPLETED
DP000842,Development,Development Permit,6200 Doumont Road,COMPLETED,49.2246825,-124.0495745,https://www.nanaimo.ca/whatsbuilding/folder/DP000842,TYPE: Development Permit   SUBJECT: 6200 Doumont Road   STATUS: COMPLETED
RA000315,Development,Rezoning Application,4900 Wellington Road,CANCELLED,49.2121296,-124.0282092,https://www.nanaimo.ca/whatsbuilding/folder/RA000315,TYPE: Rezoning Application   SUBJECT: 4900 Wellington Road   STATUS: CANCELLED
DVP00211,Development,Development Variance Permit,850 Wentworth Street,COMPLETED,49.1671003,-123.9482711,https://www.nanaimo.ca/whatsbuilding/folder/DVP00211,TYPE: Development Variance Permit   SUBJECT: 850 Wentworth Street   STATUS: COMPLETED
DP000843,Development,Development Permit,4700 Amblewood Lane,COMPLETED,49.2163052,-124.0218703,https://www.nanaimo.ca/whatsbuilding/folder/DP000843,TYPE: Development Permit   SUBJECT: 4700 Amblewood Lane   STATUS: COMPLETED
BOV00622,Development,Board of Variance,450 Machleary Street,COMPLETED,49.1603386,-123.9446678,https://www.nanaimo.ca/whatsbuilding/folder/BOV00622,TYPE: Board of Variance   SUBJECT: 450 Machleary Street   STATUS: COMPLETED
BOV00623,Development,Board of Variance,4920 Ney Drive,DENIED,49.2345206,-123.9824558,https://www.nanaimo.ca/whatsbuilding/folder/BOV00623,TYPE: Board of Variance   SUBJECT: 4920 Ney Drive   STATUS: DENIED
DP000844,Development,Development Permit,1917 Northfield Road,COMPLETED,49.1911032,-123.9838136,https://www.nanaimo.ca/whatsbuilding/folder/DP000844,TYPE: Development Permit   SUBJECT: 1917 Northfield Road   STATUS: COMPLETED
BOV00624,Development,Board of Variance,5030 Banning Court,DENIED,49.2369078,-123.9807373,https://www.nanaimo.ca/whatsbuilding/folder/BOV00624,TYPE: Board of Variance   SUBJECT: 5030 Banning Court   STATUS: DENIED
BOV00625,Development,Board of Variance,3976 Apsley Avenue,COMPLETED,49.2089892,-124.0134720,https://www.nanaimo.ca/whatsbuilding/folder/BOV00625,TYPE: Board of Variance   SUBJECT: 3976 Apsley Avenue   STATUS: COMPLETED
BOV00626,Development,Board of Variance,101 McKinnon Place,DENIED,49.2195539,-123.9501193,https://www.nanaimo.ca/whatsbuilding/folder/BOV00626,TYPE: Board of Variance   SUBJECT: 101 McKinnon Place   STATUS: DENIED
DP000845,Development,Development Permit,2052 Boxwood Road,COMPLETED,49.18703,-123.9946736,https://www.nanaimo.ca/whatsbuilding/folder/DP000845,TYPE: Development Permit   SUBJECT: 2052 Boxwood Road   STATUS: COMPLETED
LA000090,Development,Liquor Licence Application,Royal Canadian Legion - Branch 256 Legion - Patio Endorsement,COMPLETED,49.1810796,-123.9767401,https://www.nanaimo.ca/whatsbuilding/folder/LA000090,TYPE: Liquor Licence Application   SUBJECT: Royal Canadian Legion - Branch 256 Legion - Patio Endorsement   STATUS: COMPLETED
DP000846,Development,Development Permit,2835 Departure Bay Road,COMPLETED,49.2049794,-123.9708047,https://www.nanaimo.ca/whatsbuilding/folder/DP000846,TYPE: Development Permit   SUBJECT: 2835 Departure Bay Road   STATUS: COMPLETED
RA000316,Development,Rezoning Application,5661 Christina Crescent,COMPLETED,49.2209795,-124.04467,https://www.nanaimo.ca/whatsbuilding/folder/RA000316,TYPE: Rezoning Application   SUBJECT: 5661 Christina Crescent   STATUS: COMPLETED
RA000317,Development,Rezoning Application,School District 68 / City of Nanaimo Land Exchange,COMPLETED,49.2446594,-124.0556449,https://www.nanaimo.ca/whatsbuilding/folder/RA000317,TYPE: Rezoning Application   SUBJECT: School District 68 / City of Nanaimo Land Exchange   STATUS: COMPLETED
RA000318,Development,Rezoning Application,2129  2123 and 2115 Boxwood Road,COMPLETED,49.1891868,-123.9970792,https://www.nanaimo.ca/whatsbuilding/folder/RA000318,TYPE: Rezoning Application   SUBJECT: 2129  2123 and 2115 Boxwood Road   STATUS: COMPLETED
RA000319,Development,Rezoning Application,Uplands / Linley Valley Corridor / Nelson Rezoning,COMPLETED,49.2260682,-124.0295813,https://www.nanaimo.ca/whatsbuilding/folder/RA000319,TYPE: Rezoning Application   SUBJECT: Uplands / Linley Valley Corridor / Nelson Rezoning   STATUS: COMPLETED
BOV00627,Development,Board of Variance,5658 Oceanview Terrace,COMPLETED,49.2364374,-124.0121101,https://www.nanaimo.ca/whatsbuilding/folder/BOV00627,TYPE: Board of Variance   SUBJECT: 5658 Oceanview Terrace   STATUS: COMPLETED
RA000320,Development,Rezoning Application,6016 & 6010 Tweedsmuir Crescent,COMPLETED,49.232717,-124.0314423,https://www.nanaimo.ca/whatsbuilding/folder/RA000320,TYPE: Rezoning Application   SUBJECT: 6016 & 6010 Tweedsmuir Crescent   STATUS: COMPLETED
DVP00212,Development,Development Variance Permit,4900 Wellington Road,COMPLETED,49.2121296,-124.0282092,https://www.nanaimo.ca/whatsbuilding/folder/DVP00212,TYPE: Development Variance Permit   SUBJECT: 4900 Wellington Road   STATUS: COMPLETED
RA000321,Development,Rezoning Application,5620 Hammond Bay Road and 5709 Oceanview Terrace,COMPLETED,49.23457,-124.0113781,https://www.nanaimo.ca/whatsbuilding/folder/RA000321,TYPE: Rezoning Application   SUBJECT: 5620 Hammond Bay Road and 5709 Oceanview Terrace   STATUS: COMPLETED
BOV00628,Development,Board of Variance,3160 Robin Hood Drive,COMPLETED,49.2128137,-123.9736437,https://www.nanaimo.ca/whatsbuilding/folder/BOV00628,TYPE: Board of Variance   SUBJECT: 3160 Robin Hood Drive   STATUS: COMPLETED
RA000322,Development,Rezoning Application,2161  2155 & 2157 Boxwood Road,COMPLETED,49.1914852,-123.9978089,https://www.nanaimo.ca/whatsbuilding/folder/RA000322,TYPE: Rezoning Application   SUBJECT: 2161  2155 & 2157 Boxwood Road   STATUS: COMPLETED
RA000323,Development,Rezoning Application,2180 Highland Boulevard,COMPLETED,49.1918529,-123.9699196,https://www.nanaimo.ca/whatsbuilding/folder/RA000323,TYPE: Rezoning Application   SUBJECT: 2180 Highland Boulevard   STATUS: COMPLETED
DP000847,Development,Development Permit,400 / 405 Madsen Road,COMPLETED,49.1775974,-123.9827965,https://www.nanaimo.ca/whatsbuilding/folder/DP000847,TYPE: Development Permit   SUBJECT: 400 / 405 Madsen Road   STATUS: COMPLETED
DVP00213,Development,Development Variance Permit,610 Miller Farm Drive,COMPLETED,49.217365,-123.9553481,https://www.nanaimo.ca/whatsbuilding/folder/DVP00213,TYPE: Development Variance Permit   SUBJECT: 610 Miller Farm Drive   STATUS: COMPLETED
DVP00214,Development,Development Variance Permit,3105 Uplands Drive,COMPLETED,49.2092140,-123.9975837,https://www.nanaimo.ca/whatsbuilding/folder/DVP00214,TYPE: Development Variance Permit   SUBJECT: 3105 Uplands Drive   STATUS: COMPLETED
DP000849,Development,Development Permit,600 Ninth Street,COMPLETED,49.139445,-123.9564623,https://www.nanaimo.ca/whatsbuilding/folder/DP000849,TYPE: Development Permit   SUBJECT: 600 Ninth Street   STATUS: COMPLETED
DP000851,Development,Development Permit,326 Wakesiah Avenue,COMPLETED,49.1615557,-123.9605767,https://www.nanaimo.ca/whatsbuilding/folder/DP000851,TYPE: Development Permit   SUBJECT: 326 Wakesiah Avenue   STATUS: COMPLETED
DP000850,Development,Development Permit,1825 Bowen Road,COMPLETED,49.1829209,-123.9827356,https://www.nanaimo.ca/whatsbuilding/folder/DP000850,TYPE: Development Permit   SUBJECT: 1825 Bowen Road   STATUS: COMPLETED
DVP00215,Development,Development Variance Permit,5030 Banning Court,COMPLETED,49.2369078,-123.9807373,https://www.nanaimo.ca/whatsbuilding/folder/DVP00215,TYPE: Development Variance Permit   SUBJECT: 5030 Banning Court   STATUS: COMPLETED
