"þÿ""School #""",School name,Division Name,Division Code,Address Line 1,Address Line 2,city,postalCode,email,infoString,gradeString,trackString,fax,phone,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
2218,PINE CREEK CHRISTIAN DAY SCHOOL,NON-FUNDED SCHOOLS,197,BOX 219,,AUSTIN,R0H 0C0,,()-2218-0197, 1-9, ,2043853025.0,2043853025,0,0,1,1,0
2199,PINE RIVER COUNTRY SCHOOL,NON-FUNDED SCHOOLS,197,P.O. BOX 242,,PINE RIVER,R0L 1M0,p.r.countryschool@gmail.com,()-2199-0197, 1-9, ,2042632001.0,2042632001,0,0,1,1,0
1207,POPLAR GROVE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 70,,GRANDVIEW,R0L 0Y0,,()-1207-0197, 1-9, ,2045462691.0,2045462691,0,0,1,1,0
1095,PRAIRIE MENNONITE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 50,,PLUM COULEE,R0G 1R0,,()-1095-0197, K-12, ,2043241879.0,2048293336,0,1,1,1,1
2264,PRAIRIE VIEW AMISH SCHOOL,NON-FUNDED SCHOOLS,197,BOX 390,,GLADSTONE,R0J 0T0,,()-2264-0197, 1-8, ,,2049999999,0,0,1,1,0
1534,PRAIRIE VIEW SCHOOL,NON-FUNDED SCHOOLS,197,BOX 117,,ROSENORT,R0G 1W0,,()-1534-0197, K-9, ,,2047468837,0,1,1,1,0
1401,RIVERDALE SCHOOL,NON-FUNDED SCHOOLS,197,R.R. #1,,KENVILLE,R0L 0Z0,Riverdaleschool77@gmail.com,()-1401-0197, K-9, ,2045392480.0,2045392660,0,1,1,1,0
1463,RIVERSIDE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 136,,ELMA,R0E 0Z0,,()-1463-0197, 1-9, ,,2043482686,0,0,1,1,0
1416,ROCK LAKE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 69,,CARTWRIGHT,R0K 0L0,,()-1416-0197, 1-9, ,2045292184.0,2045292349,0,0,1,1,0
1899,SHADY OAK CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,BOX 14,,BIRNIE,R0J 0J0,,()-1899-0197, K-9, ,,2049663477,0,1,1,1,0
2246,SOLID ROCK MINISTRIES CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,125 - 4TH AVENUE,,PORTAGE LA PRAIRIE,R1N 0E9,,()-2246-0197, K-12, ,2042396785.0,2042396785,0,1,1,1,1
1126,STONY CREEK SCHOOL,NON-FUNDED SCHOOLS,197,BOX 5,,SINCLAIR,R0M 2A0,,()-1126-0197, 1-9, ,2046624539.0,2046624431,0,0,1,1,0
2128,SUNFLOWER VALLEY CHRISTIAN SCHOOL,NON-FUNDED SCHOOLS,197,BOX 2484,,ALTONA,R0G 0B0,,()-2128-0197, 1-9, ,2043245810.0,2043241564,0,0,1,1,0
2247,TWELVE TRIBES SCHOOL,NON-FUNDED SCHOOLS,197,89 EAST GATE,,WINNIPEG,R3C 2C2,,()-2247-0197, 1-12, ,,2047991118,0,0,1,1,1
2146,TWIN RIVERS COUNTRY SCHOOL,NON-FUNDED SCHOOLS,197,BOX 30,,ELMA,R0E 0Z0,,()-2146-0197, 1-9, ,,2044265611,0,0,1,1,0
2056,VALLEY MENNONITE ACADEMY,NON-FUNDED SCHOOLS,197,BOX 139 GRP 7 RR 1,,WINKLER,R6W 4A1,,()-2056-0197, K-12, ,2043313199.0,2043258172,0,1,1,1,1
1454,WILD ROSE SCHOOL,NON-FUNDED SCHOOLS,197,33157 ROAD 27E,,KLEEFELD,R0A 0V1,,()-1454-0197, 1-9, ,2043774778.0,2043774778,0,0,1,1,0
1599,WILLOW GROVE SCHOOL,NON-FUNDED SCHOOLS,197,BOX 59,,BEAUSEJOUR,R0E 0C0,,()-1599-0197, K-9, ,,2042684035,0,1,1,1,0
2093,WINNIPEG MONTESSORI SCHOOL INC.,NON-FUNDED SCHOOLS,197,1525 WILSON PLACE,,WINNIPEG,R3T 4H1,admin@winnipegmontessori.com,()-2093-0197, K-K, ,2044523315.0,2044523315,0,1,0,0,0
1705,BINSCARTH ELEMENTARY,PARK WEST SCHOOL DIVISION,194,BOX 130,,BINSCARTH,R0J 0G0,binscarth@pwsd.ca,(  8)-1705-0194, K-8, ,2045322294.0,2048422802,0,1,1,1,0
1042,BIRTLE COLLEGIATE,PARK WEST SCHOOL DIVISION,194,BOX 370,,BIRTLE,R0M 0C0,bci@pwsd.ca,( 13)-1042-0194, 5-12, ,2048425317.0,2048423315,0,0,1,1,1
1426,BIRTLE ELEMENTARY,PARK WEST SCHOOL DIVISION,194,BOX 340,,BIRTLE,R0M 0C0,bes@pwsd.ca,(  7)-1426-0194, K-4, ,2048423463.0,2048423463,0,1,1,0,0
1014,DECKER COLONY SCHOOL,PARK WEST SCHOOL DIVISION,194,DECKER COLONY,BOX 8,DECKER,R0M 0K0,dcs@pwsd.ca,(  5)-1014-0194, K-12, ,2047642538.0,2047642225,0,1,1,1,1
1554,HAMIOTA COLLEGIATE,PARK WEST SCHOOL DIVISION,194,BOX 200,,HAMIOTA,R0M 0T0,hci@pwsd.ca,( 14)-1554-0194, 6-12, ,2047642725.0,2048422803,0,0,1,1,1
1277,HAMIOTA ELEMENTARY,PARK WEST SCHOOL DIVISION,194,BOX 427,,HAMIOTA,R0M 0T0,hes@pwsd.ca,( 11)-1277-0194, K-5, ,2047642385.0,2048422823,0,1,1,0,0
1057,INGLIS ELEMENTARY,PARK WEST SCHOOL DIVISION,194,BOX 30,,INGLIS,R0J 0X0,inglis@pwsd.ca,(  5)-1057-0194, K-8, ,2045642491.0,2048422806,0,1,1,1,0
1727,MAJOR PRATT SCHOOL,PARK WEST SCHOOL DIVISION,194,GENERAL DELIVERY,,RUSSELL,R0J 1W0,mps@pwsd.ca,( 39)-1727-0194, K-12, ,2047733470.0,2048422812,0,1,1,1,1
1093,MINIOTA SCHOOL,PARK WEST SCHOOL DIVISION,194,BOX 190,,MINIOTA,R0M 1M0,mcs@pwsd.ca,(  6)-1093-0194, K-8, ,2045673506.0,2048422826,0,1,1,1,0
2313,MONARCH COLONY SCHOOL,PARK WEST SCHOOL DIVISION,194,MONARCH COLONY FARMS LTD.,BOX 226,FOXWARREN,R0J 0R0,monarch@pwsd.ca,(  2)-2313-0194, K-12, ,2040000000.0,2048472008,0,1,1,1,1
1546,ROSSBURN COLLEGIATE,PARK WEST SCHOOL DIVISION,194,BOX 370,,ROSSBURN,R0J 1V0,rci@pwsd.ca,( 11)-1546-0194, 9-12, ,2048593044.0,2048422810,0,0,0,1,1
1827,ROSSBURN ELEMENTARY,PARK WEST SCHOOL DIVISION,194,BOX 160,,ROSSBURN,R0J 1V0,res@pwsd.ca,(  9)-1827-0194, K-8, ,2048592016.0,2048422804,0,1,1,1,0
1566,SHOAL LAKE SCHOOL,PARK WEST SCHOOL DIVISION,194,BOX 10,,SHOAL LAKE,R0J 1Z0,sls@pwsd.ca,( 17)-1566-0194, K-12, ,2047592697.0,2048422822,0,1,1,1,1
1125,STRATHCLAIR COMMUNITY SCHOOL,PARK WEST SCHOOL DIVISION,194,BOX 130,,STRATHCLAIR,R0J 2C0,scs@pwsd.ca,( 12)-1125-0194, K-12, ,2043652085.0,2048422801,0,1,1,1,1
1555,WAYWAYSEECAPPO COMMUNITY SCHOOL,PARK WEST SCHOOL DIVISION,194,BOX 9,,WAYWAYSEECAPPO,R0J 1S0,waywayschool@yahoo.ca,( 31)-1555-0194, N-8, ,2048592992.0,2048592811,1,1,1,1,0
1138,ACADIA JUNIOR HIGH SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,175 KILLARNEY AVENUE,,WINNIPEG,R3T 3B3,acadia@pembinatrails.ca,( 48)-1138-0188, 7-9, ,2042692369.0,2042696210,0,0,0,1,0
1104,ARTHUR A. LEACH JUNIOR HIGH,PEMBINA TRAILS SCHOOL DIVISION,188,1827 CHANCELLOR DRIVE,,WINNIPEG,R3T 4C4,arthuraleach@pembinatrails.ca,( 38)-1104-0188, 5-9, ,2042697832.0,2042691674,0,0,1,1,0
1958,BAIRDMORE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,700 BAIRDMORE BOULEVARD,,WINNIPEG,R3T 5R3,bairdmore20@pembinatrails.ca,( 27)-1958-0188, K-6, ,2042699946.0,2042613350,0,1,1,0,0
1676,BEAUMONT SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,5880 BETSWORTH AVENUE,,WINNIPEG,R3R 0J7,beaumont@pembinatrails.ca,( 16)-1676-0188, K-5, ,2048953196.0,2048952820,0,1,1,0,0
1754,BEAVERLODGE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,6691 RANNOCK AVENUE,,WINNIPEG,R3R 1Z3,beaverlodge@pembinatrails.ca,( 11)-1754-0188, K-5, ,2048950804.0,2048958213,0,1,1,0,0
1914,CHANCELLOR ELEMENTARY,PEMBINA TRAILS SCHOOL DIVISION,188,1520 CHANCELLOR DRIVE,,WINNIPEG,R3T 4P8,chancellor@pembinatrails.ca,( 31)-1914-0188, K-6, ,2042756571.0,2042619535,0,1,1,0,0
1378,DALHOUSIE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,262 DALHOUSIE DRIVE,,WINNIPEG,R3T 2Z1,dalhousie@pembinatrails.ca,( 40)-1378-0188, K-6, ,2042618374.0,2042694101,0,1,1,0,0
1896,ÉCOLE CHARLESWOOD SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,505 OAKDALE DRIVE,,WINNIPEG,R3R 0Z9,charleswood@pembinatrails.ca,( 39)-1896-0188, 5-8, IM,2048963860.0,2048899332,0,0,1,1,0
1608,ÉCOLE CRANE,PEMBINA TRAILS SCHOOL DIVISION,188,888 AVENUE CRANE,,WINNIPEG,R3T 1T9,crane@pembinatrails.ca,( 18)-1608-0188, M-4, IM,2044770783.0,2044530539,0,1,1,0,0
1511,ÉCOLE DIEPPE,PEMBINA TRAILS SCHOOL DIVISION,188,530 CHEMIN DIEPPE,,WINNIPEG,R3R 1C4,dieppe@pembinatrails.ca,( 28)-1511-0188, M-4, IM,2048892430.0,2048891034,0,1,1,0,0
1638,ÉCOLE SAINT-AVILA,PEMBINA TRAILS SCHOOL DIVISION,188,633 AVENUE PATRICIA,,WINNIPEG,R3T 3A8,stavila@pembinatrails.ca,( 20)-1638-0188, M-6, IM,2042693759.0,2042695677,0,1,1,0,0
2302,ÉCOLE SOUTH POINTE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,615 KIRKBRIDGE DRIVE,,WINNIPEG,R3T 6B4,southpointe@pembinatrails.ca,( 62)-2302-0188, K-8, IM,2042753605.0,2045944434,0,1,1,1,0
1789,ÉCOLE TUXEDO PARK,PEMBINA TRAILS SCHOOL DIVISION,188,2300 AVENUE CORYDON,,WINNIPEG,R3P 0N6,tuxedopark@pembinatrails.ca,( 13)-1789-0188, M-4, IM,2048893609.0,2048893602,0,1,1,0,0
1262,ÉCOLE VISCOUNT ALEXANDER,PEMBINA TRAILS SCHOOL DIVISION,188,810 AVENUE WATERFORD,,WINNIPEG,R3T 1G7,viscountalexander2@pembinatrails.ca,( 23)-1262-0188, 5-8, IM,2044745131.0,2044528945,0,0,1,1,0
1281,FORT RICHMOND COLLEGIATE,PEMBINA TRAILS SCHOOL DIVISION,188,99 KILLARNEY AVENUE,,WINNIPEG,R3T 3B3,frc@pembinatrails.ca,( 78)-1281-0188, 10-12, ,2042617624.0,2042757520,0,0,0,0,1
1231,GENERAL BYNG SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,1250 BEAUMONT STREET,,WINNIPEG,R3T 0L8,generalbyng@pembinatrails.ca,( 27)-1231-0188, K-9, ,2042849287.0,2044523040,0,1,1,1,0
2132,HENRY G. IZATT MIDDLE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,960 SCURFIELD BLVD.,,WINNIPEG,R3Y 1N6,izatt@pembinatrails.ca,( 41)-2132-0188, 5-9, ,2044891370.0,2044891239,0,0,1,1,0
1273,LAIDLAW SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,515 LAIDLAW BOULEVARD,,WINNIPEG,R3P 0L2,laidlaw@pembinatrails.ca,( 18)-1273-0188, K-8, ,2048882058.0,2048881678,0,1,1,1,0
2030,LINDEN MEADOWS SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,335 LINDENWOOD DRIVE EAST,,WINNIPEG,R3P 2H1,lindenmeadows@pembinatrails.ca,( 38)-2030-0188, K-8, ,2044898803.0,2044890799,0,1,1,1,0
1691,OAK PARK HIGH,PEMBINA TRAILS SCHOOL DIVISION,188,820 CHARLESWOOD ROAD,,WINNIPEG,R3R 1K6,oakpark@pembinatrails.ca,( 52)-1691-0188, 9-12, IM,2048958889.0,2048957221,0,0,0,1,1
1227,OAKENWALD SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,666 OAKENWALD AVENUE,,WINNIPEG,R3T 1M4,oakenwald@pembinatrails.ca,( 20)-1227-0188, K-6, ,2044778504.0,2044740269,0,1,1,0,0
1975,PACIFIC JUNCTION SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,715 CATHCART STREET,,WINNIPEG,R3R 3M7,pacificjunction@pembinatrails.ca,( 14)-1975-0188, K-5, ,2048325754.0,2048317099,0,1,1,0,0
2304,PEMBINA TRAILS ALTERNATIVE HIGH SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,315 CHANCELLOR MATHESON ROAD,,WINNIPEG,R3T 1Z2,ptalthigh@pembinatrails.ca,(  3)-2304-0188, 11-12, ,,2044887357,0,0,0,0,1
1263,R.H.G. BONNYCASTLE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,1100 CHANCELLOR DRIVE,,WINNIPEG,R3T 4W8,bonnycastle@pembinatrails.ca,( 35)-1263-0188, K-4, IM,2042693797.0,2042619400,0,1,1,0,0
1393,RALPH MAYBANK SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,20 DONNELLY STREET,,WINNIPEG,R3T 0S4,ralphmaybank@pembinatrails.ca,( 15)-1393-0188, K-6, ,2044526399.0,2044534631,0,1,1,0,0
1202,RIVER WEST PARK SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,30 STACK STREET,,WINNIPEG,R3R 2H3,riverwestpark@pembinatrails.ca,( 17)-1202-0188, K-8, ,2048882515.0,2048957225,0,1,1,1,0
1472,ROYAL SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,450 LAXDAL ROAD,,WINNIPEG,R3R 0W4,royal@pembinatrails.ca,( 16)-1472-0188, K-5, ,2048896665.0,2048896650,0,1,1,0,0
1498,RYERSON ELEMENTARY,PEMBINA TRAILS SCHOOL DIVISION,188,10 RYERSON AVENUE,,WINNIPEG,R3T 3P9,ryerson@pembinatrails.ca,( 22)-1498-0188, K-6, ,2042616908.0,2042691400,0,1,1,0,0
1114,SHAFTESBURY HIGH,PEMBINA TRAILS SCHOOL DIVISION,188,2240 GRANT AVENUE,,WINNIPEG,R3P 0P7,shaftesbury@pembinatrails.ca,( 49)-1114-0188, 9-12, ,2048965492.0,2048885898,0,0,0,1,1
1976,VAN WALLEGHEM SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,1 PRINCEMERE ROAD,,WINNIPEG,R3P 1K9,vanwalleghem@pembinatrails.ca,( 43)-1976-0188, K-8, IM,2044893792.0,2044890995,0,1,1,1,0
1062,VINCENT MASSEY COLLEGIATE,PEMBINA TRAILS SCHOOL DIVISION,188,975 DOWKER AVENUE,,WINNIPEG,R3T 1R7,vmc@pembinatrails.ca,( 82)-1062-0188, 9-12, IM,2042840448.0,2044538023,0,0,0,1,1
1398,WESTDALE JUNIOR HIGH,PEMBINA TRAILS SCHOOL DIVISION,188,6720 BETSWORTH AVENUE,,WINNIPEG,R3R 1W3,westdale@pembinatrails.ca,( 18)-1398-0188, 6-8, ,2048950011.0,2048958205,0,0,1,1,0
1512,WESTGROVE SCHOOL,PEMBINA TRAILS SCHOOL DIVISION,188,50 WESTGROVE WAY,,WINNIPEG,R3R 1R7,westgrove@pembinatrails.ca,( 11)-1512-0188, K-5, ,2048950801.0,2048958208,0,1,1,0,0
2065,WHYTE RIDGE ELEMENTARY,PEMBINA TRAILS SCHOOL DIVISION,188,400 SCURFIELD BOULEVARD,,WINNIPEG,R3Y 1L3,whyteridge@pembinatrails.ca,( 35)-2065-0188, K-4, ,2044891857.0,2044884245,0,1,1,0,0
1864,AUSTIN ELEMENTARY,PINE CREEK SCHOOL DIVISION,127,BOX 130,,AUSTIN,R0H 0C0,aes@pinecreeksd.mb.ca,( 10)-1864-0127, K-8, ,,2046372240,0,1,1,1,0
1859,BEAVER CREEK SCHOOL,PINE CREEK SCHOOL DIVISION,127,ASPENHEIM COLONY,BOX 179,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  1)-1859-0127, K-12, ,,2042742722,0,1,1,1,1
2003,CASCADE COLONY SCHOOL,PINE CREEK SCHOOL DIVISION,127,BOX 179,,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  2)-2003-0127, K-12, ,2046852931.0,2046852912,0,1,1,1,1
2283,EMERALD COLONY SCHOOL,PINE CREEK SCHOOL DIVISION,127,SE 35-14-12W,BOX 179,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  2)-2283-0127, K-12, ,2043853164.0,2043853475,0,1,1,1,1
1817,FOREST HOME SCHOOL,PINE CREEK SCHOOL DIVISION,127,RIVERDALE COLONY,BOX 179,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  1)-1817-0127, K-12, ,2043852227.0,2043852227,0,1,1,1,1
1753,GLADSTONE ELEMENTARY,PINE CREEK SCHOOL DIVISION,127,BOX 690,,GLADSTONE,R0J 0T0,ges@pinecreeksd.mb.ca,( 13)-1753-0127, K-6, ,2043853030.0,2043852613,0,1,1,0,0
1220,HIDDEN VALLEY SCHOOL,PINE CREEK SCHOOL DIVISION,127,HIDDEN VALLEY COLONY,BOX 179,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  2)-1220-0127, K-12, ,2046372312.0,2046372312,0,1,1,1,1
1023,LANGRUTH ELEMENTARY,PINE CREEK SCHOOL DIVISION,127,BOX 148,,LANGRUTH,R0H 0N0,les@pinecreeksd.mb.ca,(  3)-1023-0127, K-8, ,2044452274.0,2044452001,0,1,1,1,0
1465,MACGREGOR COLLEGIATE,PINE CREEK SCHOOL DIVISION,127,BOX 160,,MACGREGOR,R0H 0R0,mci@pinecreeksd.mb.ca,( 16)-1465-0127, 9-12, ,,2046852047,0,0,0,1,1
1447,MACGREGOR ELEMENTARY,PINE CREEK SCHOOL DIVISION,127,BOX 10,,MACGREGOR,R0H 0R0,mes@pinecreeksd.mb.ca,( 21)-1447-0127, K-8, ,2046852755.0,2046852249,0,1,1,1,0
1898,MULLER SCHOOL,PINE CREEK SCHOOL DIVISION,127,BOX 179,,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  1)-1898-0127, K-12, ,2042742240.0,2042742463,0,1,1,1,1
1726,PLUMAS ELEMENTARY,PINE CREEK SCHOOL DIVISION,127,BOX 40,,PLUMAS,R0J 1P0,pes@pinecreeksd.mb.ca,(  4)-1726-0127, K-8, ,2043862137.0,2043862250,0,1,1,1,0
1146,WEST PLAINS SCHOOL,PINE CREEK SCHOOL DIVISION,127,BOX 179,,AUSTIN,R0H 0C0,colonies@pinecreeksd.mb.ca,(  3)-1146-0127, K-12, ,2043852941.0,2043852980,0,1,1,1,1
1874,WILLIAM MORTON COLLEGIATE,PINE CREEK SCHOOL DIVISION,127,BOX 510,,GLADSTONE,R0J 0T0,wmci@pinecreeksd.mb.ca,( 14)-1874-0127, 7-12, ,2043853031.0,2043852845,0,0,0,1,1
1989,BRANTWOOD SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,BRANTWOOD COLONY,65  - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-1989-0121, K-12, ,2042672094.0,2042672094,0,1,1,1,1
1703,BRENNAN SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,ELM RIVER COLONY-NEWTON SIDING,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  5)-1703-0121, K-12, ,2042672040.0,2042672700,0,1,1,1,1
1142,ÉCOLE ARTHUR MEIGHEN SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,201 RIVER ROAD,,PORTAGE LA PRAIRIE,R1N 3W2,,( 25)-1142-0121, 5-8, IM,2042395943.0,2048573405,0,0,1,1,0
1634,ÉCOLE CRESCENTVIEW SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,751 CRESCENT ROAD EAST,,PORTAGE LA PRAIRIE,R1N 0Y2,,( 30)-1634-0121, K-4, IM,2042395930.0,2048573475,0,1,1,0,0
1269,FORT LA REINE SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,36 - 13TH STREET N.W.,,PORTAGE LA PRAIRIE,R1N 2T5,,( 17)-1269-0121, K-6, ,2042395740.0,2048577687,0,1,1,0,0
1438,GOOD HOPE COLONY SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,GOOD HOPE COLONY,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  3)-1438-0121, K-12, ,2042522986.0,2042522568,0,1,1,1,1
1539,INGLESIDE SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,GRANDE COLONY (OAKVILLE),65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-1539-0121, K-12, ,2042672265.0,2042672265,0,1,1,1,1
1837,LA VERENDRYE SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,500 - 7TH AVENUE N.W.,,PORTAGE LA PRAIRIE,R1N 0A5,,( 31)-1837-0121, K-8, ,2042395927.0,2048573478,0,1,1,1,0
2040,NORQUAY COLONY SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,C/O PORTAGE LA PRARIE SD,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-2040-0121, K-12, ,2042672641.0,2042672133,0,1,1,1,1
1849,NORTH MEMORIAL SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,410 - 6TH AVENUE N.E.,,PORTAGE LA PRAIRIE,R1N 0B4,,( 17)-1849-0121, K-6, ,2042395964.0,2048574564,0,1,1,0,0
2134,NORTHERN BREEZE COLONY SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,C/O PORTAGE LA PRAIRIE SD,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-2134-0121, K-12, ,2042394414.0,2048577521,0,1,1,1,1
1237,OAKVILLE SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,BOX 130,,OAKVILLE,R0H 0Y0,,( 17)-1237-0121, K-8, ,2042672603.0,2042672733,0,1,1,1,0
1029,PORTAGE COLLEGIATE INSTITUTE,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,65 - 3RD STREET S.W.,,PORTAGE LA PRAIRIE,R1N 2B6,,( 72)-1029-0121, 9-12, IM,2042395905.0,2048576843,0,0,0,1,1
1757,SOMMERFELD COLONY SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,SOMMERFELD COLONY (HIGH BLUFF),65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-1757-0121, K-12, ,2042432050.0,2042432487,0,1,1,1,1
1055,SUNNYSIDE SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,SUNNYSIDE COLONY,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  1)-1055-0121, K-12, ,2042672632.0,2042672632,0,1,1,1,1
2063,WESTROC SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,C/O PORTAGE LA PRAIRIE SD,65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  2)-2063-0121, K-12, ,2042742078.0,2042742786,0,1,1,1,1
1003,WOODLAND COLONY SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,WOODLAND COLONY (POPLAR POINT),65 - 3RD STREET SW,PORTAGE LA PRAIRIE,R1N 2B6,,(  1)-1003-0121, K-12, ,2042432465.0,2042432435,0,1,1,1,1
1858,YELLOWQUILL SCHOOL,PORTAGE LA PRAIRIE SCHOOL DIVISION,121,BOX 1000,,PORTAGE LA PRAIRIE,R1N 3C4,,( 30)-1858-0121, K-8, ,2042395906.0,2048578714,0,1,1,1,0
1871,BARRICKMAN COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  2)-1871-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
2276,BLOOMING PRAIRIE COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  1)-2276-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
1422,BON HOMME COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  2)-1422-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
1230,BOYNE VIEW SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  1)-1230-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
1800,CARMAN COLLEGIATE,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 1510,,CARMAN,R0G 0J0,carmancollegiate@prsdmb.ca,( 26)-1800-0195, 6-12, ,2047456288.0,2047452001,0,0,1,1,1
1872,CARMAN ELEMENTARY,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 1510,,CARMAN,R0G 0J0,ces@prsdmb.ca,( 24)-1872-0195, K-5, IM,2047453295.0,2047452623,0,1,1,0,0
1369,CLEARVIEW COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  1)-1369-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
2312,EAGLE CREEK COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  1)-2312-0195, K-12, ,2043532706.0,2043532297,0,1,1,1,1
1268,ÉCOLE SAINT-EUSTACHE,PRAIRIE ROSE SCHOOL DIVISION,195,CASE POSTALE 182,,ST. EUSTACHE,R0H 1H0,steuoff@prsdmb.ca,( 10)-1268-0195, M-6, IM,2043532137.0,2043532869,0,1,1,0,0
1289,ELM CREEK SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 40,,ELM CREEK,R0G 0N0,ecadmin@prsdmb.ca,( 20)-1289-0195, K-12, ,2044362659.0,2044362354,0,1,1,1,1
1527,HURON COLONY SCHOOL,PRAIRIE ROSE SCHOOL DIVISION,195,BOX 56,#3 PR 248 SOUTH,ELIE,R0H 0H0,huttadmin@prsdmb.ca,(  1)-1527-0195, K-12, ,2043532706.0,2043532704,0,1,1,1,1
