# of SCH,SCHOOL DIVISION NAME,DAN #,SCHOOL/PROGRAM NAME,ADDRESS,TOWN/CITY,PC,PHONE,GRADE RANGE, K-12 Total ,ISCED020,ISCED1,ISCED2,ISCED3
,Sun West SD 207,3110513,Davidson School - K-12,BOX 699,DAVIDSON,S0G 1A0,306-567-3216,Gr. K-12,269,1,1,1,1
,Sun West SD 207,3311513,Dinsmore Colony School,BOX 175,DINSMORE,S0L 0T0,,Gr. 2-9,16,0,1,1,0
,Sun West SD 207,3310113,Dinsmore Composite School,PO BOX 490,DINSMORE,S0L 0T0,306-846-2188,Gr. K-12,103,1,1,1,1
,Sun West SD 207,3410313,Eaton School,BOX 190,EATONIA,S0L 0Y0,306-967-2536,Gr. K-12,133,1,1,1,1
,Sun West SD 207,3410321,Eatonia Hutterite School,BOX 459,EATONIA,S0L 0Y0,306-967-2755,Gr. 1-9,21,0,1,1,0
,Sun West SD 207,3410511,Elizabeth Middle School,BOX 666,KINDERSLEY,S0L 1S0,306-463-6547,Gr. 5-8,286,0,1,1,0
,Sun West SD 207,3310213,Elrose Composite School,BOX 400,ELROSE,S0L 0Z0,306-378-2505,Gr. K-12,103,1,1,1,1
,Sun West SD 207,3310323,Eston Composite School,BOX 639,ESTON,S0L 1A0,306-962-3275,Gr. K-12,236,1,1,1,1
,Sun West SD 207,3410811,Glidden Hutterite School,BOX 39,GLIDDEN,S0L 1H0,306-463-4160,Gr. 2-9, <10 ,0,1,1,0
,Sun West SD 207,5010613,Goldenview Colony School,GENERAL DELIVERY,LANDIS,S0K 2K0,306-948-1721,Gr. 1-8,14,0,1,1,0
,Sun West SD 207,4310413,Harris-Tessier Central School,BOX 249,HARRIS,S0L 1K0,306-656-2050,Gr. 1-6,19,0,1,0,0
,Sun West SD 207,,Home-based School,,,,,Gr. K-12,63,1,1,1,1
,Sun West SD 207,3110913,Kenaston School,BOX 99,KENASTON,S0G 2N0,306-252-2182,Gr. K-12,111,1,1,1,1
,Sun West SD 207,3410543,Kindersley Composite School,BOX 1450,KINDERSLEY,S0L 1S0,306-463-3771,Gr. 9-12,271,0,0,1,1
,Sun West SD 207,3311413,Kyle Colony School,BOX 518,ELROSE,S0L 0Z0,306-375-2910,Gr. 1-9,10,0,1,1,0
,Sun West SD 207,3310613,Kyle Composite School,BOX 40,KYLE,S0L 1T0,306-375-2521,Gr. K-12,70,1,1,1,1
,Sun West SD 207,3210713,Loreburn Central School,BOX 220,LOREBURN,S0H 2S0,306-644-2135,Gr. K-12,86,1,1,1,1
,Sun West SD 207,3210823,Lucky Lake School,BOX 219,LUCKY LAKE,S0L 1Z0,306-858-2052,Gr. K-12,105,1,1,1,1
,Sun West SD 207,3310633,Matador Colony School,BOX 628,KYLE,S0L 1T0,306-375-9128,Gr. 1-8,10,0,1,1,0
,Sun West SD 207,4310973,McGee Colony School,BOX 1408,ROSETOWN,S0L 2V0,306-882-1366,Gr. 1-9,11,0,1,1,0
,Sun West SD 207,4310813,Milden Colony School,P O BOX 700,ROSETOWN,S0L 2V0,306-856-2305,Gr. 1-9,21,0,1,1,0
,Sun West SD 207,4310823,North West Central School,BOX 40,PLENTY,S0L 2R0,306-932-2222,Gr. K-12,195,1,1,1,1
,Sun West SD 207,3211011,Outlook Elementary School,BOX 820,OUTLOOK,S0L 2N0,306-867-8653,Gr. K-5,318,1,1,0,0
,Sun West SD 207,3211023,Outlook High School,BOX 1720,OUTLOOK,S0L 2N0,306-867-8697,Gr. 6-12,301,0,1,1,1
,Sun West SD 207,4310963,Prairieland Hutterite School,BOX 667,ROSETOWN,S0L 2V0,306-831-8038,Gr. 1-8,13,0,1,1,0
,Sun West SD 207,4310943,Rosetown Central High School,BOX 910,ROSETOWN,S0L 2V0,306-882-2655,Gr. 7-12,290,0,0,1,1
,Sun West SD 207,3410211,Rossville School,BOX 25,COLEVILLE,S0L 0K0,306-965-2791,Gr. K-6,26,1,1,0,0
,Sun West SD 207,3410721,Smiley Hutterite School,BOX 44,SMILEY,S0L 2Z0,306-838-4400,Gr. 1-9,25,0,1,1,0
,Sun West SD 207,3410911,Springfield Hutterite School,BOX 1777,KINDERSLEY,S0L 1S0,306-463-6422,Gr. 1-9, <10 ,0,1,1,0
,Sun West SD 207,5010713,Springwater Hutterite Elementary,P.O. BOX 89,RUTHILDA,S0K 3S0,306-948-1793,Gr. 1-9,18,0,1,1,0
,Sun West SD 207,2070501,Sun West Distance Learning Centre,PO BOX 99,KENASTON,S0G 2N0,306-252-1000,Gr. K-12,"1,136",1,1,1,1
,Sun West SD 207,4310964,Valley Centre Hutterite School,BOX 1087,ROSETOWN,S0L 2V0,,Gr. 1-4, <10 ,0,1,0,0
,Sun West SD 207,4310921,Walter Aseltine School,BOX 1117,ROSETOWN,S0L 2V0,306-882-2644,Gr. K-6,316,1,1,0,0
,Sun West SD 207,3410531,Westberry Elementary School,BOX 1774,KINDERSLEY,S0L 1S0,306-463-2433,Gr. K-4,333,1,1,0,0
,Sun West SD 207,3410613,Westcliffe Composite School,BOX 65,MARENGO,S0L 2K0,306-968-2933,Gr. K-12,119,1,1,1,1
