X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-80.992218182,46.493789781,119,137284699,9000000120,AIDS Bureau,"AT site, HIV POC Testing",Sudbury and District Health Unit (operating as Public Health Sudbury & Districts), , , ,10 Elm Street,Unit 130,Practice Location,Greater Sudbury,P3C5N3,20210527134917,20210527083726
-79.3728782869999,43.7228542980001,120,137284700,9000000121,AIDS Bureau,HIV Outpatient Clinic,"Sunnybrook Health Sciences Centre, Anita Rachlis Clinic", , , ,2075 Bayview Avenue,Room H266,Practice Location,Toronto,M4N3M5,20210527133905,20210527083732
-79.468414315,43.6919377880001,121,137284701,9000000122,AIDS Bureau,"CBAESP, HR Program",Syme-Woolner Neighbourhood and Family Centre, , , ,2468 Eglinton Avenue West, ,Practice Location,Toronto,M6M5E2,20210527134455,20210527083724
-79.3925094909999,43.697182292,122,137284702,9000000124,AIDS Bureau,CBAESP,Teresa Group Child and Family Aid, , , ,124 Merton Street,Suite 104,Practice Location,Toronto,M4S2Z2,20210527134301,20210527083728
-79.864987802,43.255115592,123,137284703,9000000125,AIDS Bureau,"CBAESP, HR Program",The AIDS Network, , , ,140 King Street East,"Suite 101, Lower Level",Practice Location,Hamilton,L8N1B2,20210527134226,20210527083734
-75.6476279199999,45.401233054,124,137284704,9000000126,AIDS Bureau,"HCV Team, HIV POC Testing","The Ottawa Hospital
Department of Medicine
Division of Infectious Diseases", , , ,501 Smyth Road,"Postal Office Box 223, Second Floor",Practice Location,Ottawa,K1H8L6,20210527133647,20210527083726
-89.258857866,48.4005803580001,125,137284705,9000000127,AIDS Bureau,"CBAESP, AT Site, HIV POC Testing",Thunder Bay District Health Unit, , , ,999 Balmoral Street, ,Practice Location,Thunder Bay,P7B6E7,20210527134357,20210527083731
-79.3248615689999,43.6898798940001,126,137284706,9000000128,AIDS Bureau,HIV Outpatient Clinic,"Michael Garron Hospital
Immunodeficiency Clinic", , , ,825 Coxwell Avenue East, ,Practice Location,Toronto,M4C3E7,20210527134205,20210527083723
-79.3890020859999,43.6582129860001,127,137284707,9000000129,AIDS Bureau,HIV Outpatient Clinic,"Toronto General Hospital
Immunodeficiency Clinic", , , ,585 University Avenue,13nu-1300,Practice Location,Toronto,M5G2N2,20210527134026,20210527083728
-79.371769281,43.6614407870001,128,137284708,9000000130,AIDS Bureau,CBAESP,Toronto People With AIDS Foundation, , , ,200 Gerrard Street East,2nd Floor,Practice Location,Toronto,M5A2E6,20210527133923,20210527083721
-79.4522111059999,43.656925383,129,137284709,9000000131,AIDS Bureau,"AT site, HIV POC Testing","Toronto Public Health, Crossways Sexual Health Clinic", , , ,2340 Dundas Street West, ,Practice Location,Toronto,M6P4A9,20210527134351,20210527083733
-79.2575822539999,43.7728964120001,130,137284710,9000000132,AIDS Bureau,"AT site, HIV POC Testing","Toronto Public Health, Scarborough Sexual Health Clinic", , , ,160 Borough Drive, ,Practice Location,Toronto,M1P4N8,20210527134510,20210527083725
-79.379380383,43.656544286,131,137284711,9000000133,AIDS Bureau,"AT site, HR Program, HIV POC Testing","Toronto Public Health, The Works", , , ,277 Victoria Street,Main Floor,Practice Location,Toronto,M5B1W2,20210527134847,20210527083730
-79.562001499,46.3379841300001,132,137284712,9000000134,AIDS Bureau,CBAESP,Union of Ontario Indians, , , ,1 Migizii Miikan,Postal Office Box 711,Practice Location,North Bay,P1B8J8,20210527134326,20210527083723
-79.4449441089999,43.7195344940001,133,137284713,9000000135,AIDS Bureau,"CBAESP, AT site, HR Program, HIV POC Testing",Unison Health and Community Services, , , ,12 Flemington Road, ,Practice Location,Toronto,M6A2N4,20210527134832,20210527083727
-79.3883722859999,43.6586745860001,134,137284714,9000000136,AIDS Bureau,"HCV Team, HIV POC Testing","University Health Network, Toronto General Hospital", , , ,200 Elizabeth Street,Rfe 1s417,Practice Location,Toronto,M5G2C4,20210527133825,20210527083732
-75.680394333,45.4217354560001,135,137284715,9000000137,AIDS Bureau,HIV Outpatient Clinic,"University of Ottawa Health Services, HIV Clinic", , , ,100 Marie-Curie Private,Suite 300,Practice Location,Ottawa,K1N6N5,20210527133944,20210527083724
-82.4934225659999,42.5920535490001,136,137284716,9000000139,AIDS Bureau,CBAESP,"Walpole Island First Nation, Bkejwanong Territory", , , ,117 Tahgahoning Road, ,Practice Location,Wallaceburg,N8A4K9,20210527134353,20210527083729
-79.278126755,43.7039609990001,137,137284717,9000000140,AIDS Bureau,"CBAESP, HR Program",Warden Woods Community Centre, , , ,74 Firvalley Court, ,Practice Location,Toronto,M1L1N9,20210527134029,20210527083722
-79.873043404,43.2498311910001,138,137284718,9000000141,AIDS Bureau,"HCV Team, HIV POC Testing",Wayside House of Hamilton, , , ,15 Charlton Avenue West, ,Practice Location,Hamilton,L8P2B8,20210527134444,20210527083727
-79.712076795,43.728077483,139,137284719,9000000142,AIDS Bureau,"HCV Team, HIV Outpatient Clinic, HIV POC Testing","WellFort Community Health Services, Bloom Clinic", , , ,40 Finchgate Boulevard,Suite 224,Practice Location,Brampton,L6T3J1,20210527134206,20210527083731
-80.233746943,43.5248898230001,140,137284720,9000000143,AIDS Bureau,"AT site, HIV POC Testing","Wellington-Dufferin-Guelph Health Unit, Sexual Health Clinic", , , ,160 Chancellors Way, ,Practice Location,Guelph,N1G0E1,20210527134157,20210527083724
-83.0024599979999,42.313775574,141,137284721,9000000144,AIDS Bureau,"CBAESP, AT Site, HIV Outpatient Clinic, HIV POC Testing","Windsor Regional Hospital, Tecumseh Byng Clinic, HIV Care Program", , , ,1275 Walker Road,Suite 10,Practice Location,Windsor,N8Y4X9,20210527134750,20210527083729
-83.030058105,42.302826871,142,137284722,9000000145,AIDS Bureau,"AT Site, HCV Team, HIV POC Testing",Windsor-Essex Community Health Centre, , , ,1361 Ouellette Avenue,Suite 101,Practice Location,Windsor,N8X1J6,20210527134953,20210527083722
-79.3828448849999,43.6616867870001,143,137284723,9000000146,AIDS Bureau,"CBAESP, AT Site, HIV POC Testing",Women's Health in Women's Hands, , , ,2 Carlton Street,Suite 500,Practice Location,Toronto,M5B1J3,20210527134339,20210527083726
-79.4545263429999,44.0598170530001,144,137284724,9000000147,AIDS Bureau,"AT site, HIV POC Testing","York Region Public Health Services
Sexual Health Clinic", , , ,22 Prospect Street, ,Practice Location,Newmarket,L3Y3S9,20210527134437,20210527083731
-79.384306985,43.6614536860001,145,137284725,9000000026,Community Health Centre,Site,Centre Francophone de Toronto, , , ,22 College Street,Main Floor, ,Toronto,M5G1K2,20210527134731,20210526121136
-91.658751975,49.4159547180001,146,137284726,9000000073,Community Health Centre,Site,Mary Berglund Community Health Centre, , , ,1100 Main Street,Postal Office Box 450, ,Ignace,P0T1T0,20210527134543,20210526121136
-79.502275017,43.5994625700001,147,137284727,9000000030,Community Health Centre,Site,Lakeshore Area Multi-Services Project Inc., , , ,5th Street,Unit 185, ,Toronto,M8V2Z5,20210527134322,20210526121137
-77.694624602,45.482006477,148,137284728,9000000062,Community Health Centre,Site,St. Francis Memorial Hospital - Rainbow Valley Community Health Centre, , , ,7 Saint Francis Memorial Drive, , ,Barry's Bay,K0J1B0,20210527133620,20210526121137
-79.231857679,42.993767775,149,137284729,9000000015,Community Health Centre,Site,Centre de santé communautaire Hamilton-Wentworth-Niagara Inc, , , ,810 Rue East Main, , ,Welland,L3B3Y4,20210527133727,20210526121137
-75.709909341,45.4090382520001,150,137284730,9000000060,Community Health Centre,Site,Somerset West Community Health Centre, , , ,55 Eccles Street, , ,Ottawa,K1R6S3,20210527133756,20210526121137
-80.344203566,43.3970152950001,151,137284731,9000000012,Community Health Centre,Site,Langs Farm Village Association, , , ,1145 Concession Road, , ,Cambridge,N3H4L5,20210527134203,20210526121138
-79.36981238,43.6542205860001,152,137284732,9000000024,Community Health Centre,Site,Anishnawbe Health Toronto, , , ,225 Queen Street East, , ,Toronto,M5A1S4,20210527134913,20210526121138
-81.33909203,48.475521368,153,137284733,9000000072,Community Health Centre,Site,Misiway Milopemahtesewin Community Health Centre, , , ,130 Wilson Avenue, , ,Timmins,P4N2S9,20210527134629,20210526121138
-75.788008664,45.366434542,154,137284734,9000000057,Community Health Centre,Site,Pinecrest-Queensway Community Health Centre, , , ,1365 Richmond Road,Second Floor, ,Ottawa,K2B6R7,20210527134915,20210526121138
-78.747024241,44.3439597350001,155,137284735,9000000042,Community Health Centre,Site,Community Care City of Kawartha Lakes, , , ,108 Angeline Street South, , ,Kawartha Lakes,K9V3L5,20210527133627,20210526121138
-81.2297278089999,42.9890499810001,156,137284736,9000000006,Community Health Centre,Site,London InterCommunity Health Centre, , , ,659 Dundas Street East, , ,London,N5W2Z1,20210527134925,20210526121139
-80.998301784,46.4937706810001,157,137284737,9000000069,Community Health Centre,Site,Centre de santé communautaire du Grand Sudbury, , , ,19 Frood Road, , ,Greater Sudbury,P3C4Y9,20210527133942,20210526121139
-79.454837808,43.6706866850001,158,137284738,9000000027,Community Health Centre,Site,Davenport-Perth Neighbourhood and Community Health Centre, , , ,1900 Davenport Road, , ,Toronto,M6N1B7,20210527134119,20210526121139
-81.6056512919999,42.604804594,159,137284739,9000000008,Community Health Centre,Site,West Elgin Community Health Centre, , , ,153 Main Street,Postal Office Box 761, ,West Lorne,N0L2P0,20210527134135,20210526121139
-79.3828448849999,43.6616867870001,160,137284740,9000000038,Community Health Centre,Site,Women's Health in Women's Hands, , , ,2 Carlton Street,Suite 500, ,Toronto,M5B1J3,20210527133921,20210526121139
-80.550923545,43.5441784110001,161,137284741,9000000013,Community Health Centre,Site,Woolwich Community Health Centre, , , ,10 Parkside Drive,Postal Office Box 370, ,St. Jacobs,N0B2N0,20210527133917,20210526121139
-79.3973703899999,43.669612187,162,137284742,9000000032,Community Health Centre,Site,Planned Parenthood Toronto, , , ,36 Prince Arthur Avenue,Unit B, ,Toronto,M5R1A9,20210527134141,20210526121140
-79.365588879,43.659384887,163,137284743,9000000033,Community Health Centre,Site,Regent Park Community Health Centre, , , ,465 Dundas Street East, , ,Toronto,M5A2B2,20210527134816,20210526121140
-79.57171735,43.719337088,164,137284744,9000000021,Community Health Centre,Site,Rexdale Community Health Centre, , , ,8 Taber Road, , ,Toronto,M9W3A4,20210527134332,20210526121140
-75.6836023339999,45.4293894570001,165,137284745,9000000058,Community Health Centre,Site,Sandy Hill Community Health Centre, , , ,221 Nelson Street, , ,Ottawa,K1N1C7,20210527133751,20210526121140
-79.489022816,43.638058277,166,137284746,9000000035,Community Health Centre,Site,Stonegate Community Health Centre, , , ,150 Berry Road, , ,Toronto,M8Y1W3,20210527134428,20210526121141
-75.8419993429999,44.9143526620001,167,137284747,9000000051,Community Health Centre,Site,Rideau Community Health Services, , , ,354 Read Street,Postal Office Box 550, ,Merrickville,K0G1N0,20210527134025,20210526121141
-79.8616688019999,43.2699442950001,168,137284748,9000000019,Community Health Centre,Site,Compass Community Health Centre, , , ,438 Hughson Street North, , ,Hamilton,L8L4N5,20210527135028,20210526121141
-76.492059103,44.26243372,169,137284749,9000000050,Community Health Centre,Site,Kingston Community Health Centres, , , ,263 Weller Avenue, , ,Kingston,K7K2V4,20210527134540,20210526121141
-82.00250066,43.0963356620001,170,137284750,9000000003,Community Health Centre,Site,North Lambton Community Health Centre, , , ,59 King Street West,Unit 3, ,Lambton Shores,N0N1J0,20210527133834,20210526121141
-89.237464157,48.3912201590001,171,137284751,9000000074,Community Health Centre,Site,NorWest Community Health Centre, , , ,525 Simpson Street, , ,Thunder Bay,P7C3J6,20210527134428,20210526121142
-77.315599089,44.4749519220001,172,137284752,9000000049,Community Health Centre,Site,Gateway Community Health Centre, , , ,41 McCellan Street,Postal Office Bag 99, ,Tweed,K0K3J0,20210527134208,20210526121142
-81.750285501,43.3099490110001,173,137284753,9000000002,Community Health Centre,Site,Grand Bend Area Community Health Centre, , , ,69 Main Street East, , ,Lambton Shores,N0M2T0,20210527134905,20210526121142
-79.864948302,43.2575967930001,174,137284754,9000000017,Community Health Centre,Site,Hamilton Urban Core Community Health Centre, , , ,71 Rebecca Street, , ,Hamilton,L8R1B6,20210527133823,20210526121142
-80.4975237199999,43.4505588970001,175,137284755,9000000011,Community Health Centre,Site,Kitchener Downtown Community Health Centre, , , ,44 Francis Street South, , ,Kitchener,N2G2A2,20210527135044,20210526121142
-79.511688931,43.721784691,176,137284756,9000000039,Community Health Centre,Site,Black Creek Community Health Centre, , , ,2202 Jane Street,Suite 5, ,Toronto,M3M1A4,20210527134514,20210526121143
-75.733423447,45.3833267470001,177,137284757,9000000052,Community Health Centre,Site,Carlington Community and Health Services, , , ,900 Merivale Road, , ,Ottawa,K1Z5Z8,20210527133853,20210526121143
-75.697760138,45.415471354,178,137284758,9000000054,Community Health Centre,Site,Centretown Community Health Centre, , , ,420 Cooper Street, , ,Ottawa,K2P2N6,20210527134434,20210526121143
-76.194848841,44.6945998090001,179,137284759,9000000048,Community Health Centre,Site,Country Roads Community Health Centre, , , ,4319 Cove Road,Postal Office Box 58, ,Portland,K0G1V0,20210527133756,20210526121143
-74.7315992859999,45.0291998270001,180,137284760,9000000053,Community Health Centre,Site,Centre de santé communautaire de l'Estrie, , , ,841 Rue Sydney, , ,Cornwall,K6H3J7,20210527134012,20210526121143
-79.670514361,47.5082264100001,181,137284761,9000000071,Community Health Centre,Site,Centre de santé communautaire du Témiskaming, , , ,20 May Street South, , ,Temiskaming Shores,P0J1P0,20210527134200,20210526121144
-79.444789402,43.6388352800001,182,137284762,9000000028,Community Health Centre,Site,East End Health Community Health Centre, , , ,1619 Queen Street, , ,Toronto,M4L1G4,20210527134209,20210526121144
-79.3326165729999,43.709829997,183,137284763,9000000029,Community Health Centre,Site,Flemingdon Health Centre, , , ,10 Gateway Boulevard, , ,Toronto,M3C3A1,20210527134144,20210526121144
-79.458426608,43.655358682,184,137284764,9000000036,Community Health Centre,Site,The Four Villages Community Health Centre, , , ,1700 Bloor Street West, , ,Toronto,M6P4C3,20210527133652,20210526121144
-79.403396791,43.6574630850001,185,137284765,9000000023,Community Health Centre,Site,Access Alliance Multicultural Health and Community Services, , , ,340 College Street,Suite 500, ,Toronto,M5T3A9,20210527134413,20210526121144
-79.665694737,44.3470095920001,186,137284766,9000000063,Community Health Centre,Site,Barrie Community Health Centre, , , ,490 Huronia Road, , ,Barrie,L4N4C3,20210527133629,20210526121145
-79.339122071,43.6610322880001,187,137284767,9000000034,Community Health Centre,Site,South Riverdale Community Health Centre, , , ,955 Queen Street East, , ,Toronto,M4M3P3,20210527134458,20210526121145
-79.224059043,43.7609569110001,188,137284768,9000000045,Community Health Centre,Site,Scarborough Centre for Healthy Communities, , , ,629 Markham Road,Unit 2, ,Toronto,M1H2A4,20210527134615,20210526121145
-75.675053828,45.38799185,189,137284769,9000000061,Community Health Centre,Site,South-East Ottawa Community Health Centre, , , ,1355 Bank Street,Suite 600, ,Ottawa,K1H8K7,20210527134835,20210526121145
-83.025820004,42.3034498710001,190,137284770,9000000001,Community Health Centre,Site,City Centre (CMHA) Community Health Centre, , , ,1400 Windsor Avenue, , ,Windsor,N8X3L9,20210527134553,20210526121145
-76.378552729,45.0224915580001,191,137284771,9000000055,Community Health Centre,Site,Lanark Renfrew Health and Community Services, , , ,207 Robertson Drive, , ,Lanark,K0G1K0,20210527134142,20210526121146
-80.2512768509999,43.547888426,192,137284772,9000000010,Community Health Centre,Site,Guelph Community Health Centre, , , ,176 Wyndham Street North, , ,Guelph,N1H8N9,20210527134312,20210526121146
-82.4193850139999,49.4149243420001,193,137284773,9000000066,Community Health Centre,Site,Centre de santé communautaire de Kapuskasing, , , ,27 Kolb Avenue, , ,Kapuskasing,P5N1G2,20210527134832,20210526121146
-79.7429203849999,43.4957285410001,194,137284774,9000000067,Community Health Centre,Site,Centre de santé Univi Health Centre, , , ,44 Christopher Road, , ,Oakville,P0M2N0,20210527134744,20210526121146
-75.683403535,45.434099358,195,137284775,9000000056,Community Health Centre,Site,Ottawa Inner City Health Inc., , , ,5 Myrand Avenue, , ,Ottawa,K1N5N7,20210527134942,20210526121146
-78.9715133889999,42.904104171,196,137284776,9000000014,Community Health Centre,Site,Bridges Community Health Centre, , , ,1485 Garrison Road, , ,Fort Erie,L2A1P8,20210527134839,20210526121147
-79.142001576,44.426871331,197,137284777,9000000041,Community Health Centre,Site,Brock Community Health Centre, , , ,720 Simcoe Street,Postal Office Box 279, ,Beaverton,L0K1A0,20210527135038,20210526121147
-79.0727177379999,43.104981502,198,137284778,9000000018,Community Health Centre,Site,Niagara Falls Community Health Centre Inc., , , ,4790 Victoria Avenue, , ,Niagara Falls,L2E2L4,20210527135034,20210526121147
-78.316497468,43.956447387,199,137284779,9000000044,Community Health Centre,Site,Community Health Centre of Northumberland, , , ,99 Toronto Road, , ,Port Hope,L1A3S4,20210527134018,20210526121147
-79.220678246,43.8060731190001,200,137284780,9000000046,Community Health Centre,Site,TAIBU Community Health Centre, , , ,27 Tapscott Road,Unit 1, ,Toronto,M1B4Y7,20210527134626,20210526121148
-79.9285112219999,46.3701583160001,201,137284781,9000000070,Community Health Centre,Site,Nipissing West Community Health Centre,Centre de santé communautaire du Nipissing Ouest, , ,145 Main Street,Unit M100, ,West Nipissing,P2B1N8,20210527134852,20210526121148
