District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,1_to_6,7_to_9,10_to_12,ISCED1,ISCED2,ISCED3,ISCED020,ISCED010
41,4141005,Alpha Secondary,4600 Parker St,Burnaby                       ,BC             ,V5C 3E2,Mr,Tim,Wozney,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,604 296-6865,604 296-6868,tim.wozney@burnabyschools.ca,1142,September 30 2019,0,0,2,34,0,0,0,0,0,0,0,0,238,194,210,207,259,0,432,676,0,1,1,,
57,5799140,Alternate Community Programs,3400 Westwood Dr,Prince George                 ,BC             ,V2N 1S1,Ms,Christa,Barnes,Alternate Programs                      ,8-12,Public School,,no,no,no,no,no,no,no,250 564-6574,250 563-5487,cbarnes@sd57.bc.ca                                                                                  ,197,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,3,10,27,59,98,0,13,184,0,1,1,,
22,2299152,Alternative Learning Program,1401 15 St,Vernon                        ,BC             ,V1T 8S8,Ms,Rana,Grace,Alternate Programs                      ,8-11,Public School,,no,no,no,no,no,no,no,250 545-1736,250 558-3474,rgrace@sd22.bc.ca                                                                                   ,41,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,2,0,0,16,25,0,1,1,,
92,9292009,Alvin A McKay Elementary,311 Church St,Greenville                    ,BC             ,V0J 1X0,Ms,Martha,Swinn,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 621-3277,250 621-3220,mswimm@nisgaa.bc.ca                                                                                 ,71,September 30 2019,0,8,0,0,0,11,9,8,9,9,7,10,0,0,0,0,0,53,10,0,1,1,0,1,
60,6060025,Alwin Holland Elementary,10615 96 St,Fort St John                  ,BC             ,V1J 3R3,Ms,Jerelyn,Orcutt,Standard School                         ,K-6,Public School,,yes,no,no,no,no,no,no,250 785-6125,250 785-6123,jorcutt@prn.bc.ca                                                                                   ,383,September 30 2019,0,52,0,0,0,58,43,57,52,57,64,0,0,0,0,0,0,331,0,0,1,0,0,1,
5,502023,Amy Woodland Elementary,911 6th St S,Cranbrook                     ,BC             ,V1C 1L6,Mr,Scott,Holt,Standard School                         ,K-6,Public School,,no,yes,no,no,no,no,no,250 426-7258,250 426-1815,scott.holt@sd5.bc.ca                                                                                ,266,September 30 2019,0,30,0,0,0,36,31,42,40,41,46,0,0,0,0,0,0,236,0,0,1,0,0,1,
5,525017,Amy Woodland StrongStart Centre,911 6th St S,Cranbrook                     ,BC             ,V1C 1L6,Mr,Scott,Holt,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 426-7258,250 426-1815,scott.holt@sd5.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
27,2727054,Anahim Lake Elem-Jr Secondary,PO Box 3350 General Delivery,Anahim Lake                   ,BC             ,V0L 1C0,Mr,Mikel,Brogan,Standard School                         ,K-10,Public School,,no,no,no,no,no,no,no,250 742-3235,250 742-3459,mikel.brogan@sd27.bc.ca                                                                             ,50,September 30 2019,0,4,0,0,0,3,4,3,9,4,5,7,3,3,5,0,0,28,13,5,1,1,1,1,
83,8396713,Anchor Academy (DL),PO Box 3015,Salmon Arm                    ,BC             ,V1E 4R8,Mr,Stephen,Anderson,Distributed Learning Programs           ,"K-12, SU",Independent School,1.0,no,no,no,no,no,no,no,250 832-2754,250 832-4379,anchor@ark.net                                                                                      ,506,September 30 2019,0,34,204,8,0,29,31,35,39,44,35,49,36,40,46,41,39,213,125,126,1,1,1,1,
39,3996693,Anchor Point Montessori,PO Box 32138,Richmond                      ,BC             ,V6X 3R9,Ms,Riza,Weinstein,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,604 677-1958,,Riza.w@lionsgatemontessori.org,42,September 30 2019,0,14,0,0,0,3,4,4,5,6,4,2,0,0,0,0,0,26,2,0,1,1,0,1,
93,9344004,Andre-Piolat,380 Kings Rd W,North Vancouver               ,BC             ,V7N 2L9,Mme,Monica,Martin,Standard School                         ,K-9,Public School,,yes,no,no,no,yes,yes,no,604 980-6040,604 980-6797,ecole_andre_piolat@csf.bc.ca,422,September 30 2019,0,40,0,0,0,49,60,52,53,48,46,60,13,1,0,0,0,308,74,0,1,1,0,1,
43,4343002,Anmore Elementary,30 Elementary Rd,Anmore                        ,BC             ,V3H 4Y6,Mr,Jason,Hewlett,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 469-9926,604 937-8001,jhewlett@sd43.bc.ca                                                                                 ,125,September 30 2019,0,16,2,0,0,18,17,20,20,34,0,0,0,0,0,0,0,109,0,0,1,0,0,1,
93,9325187,Anne Hebert StrongStart Centre,7051 Killarney St,Vancouver                     ,BC             ,V5S 2Y5,Mme,Irene,Noel,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 736-5056,,irene_noel@csf.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
23,2323070,Anne McClymont Elementary,4489 Lakeshore Rd,Kelowna                       ,BC             ,V1W 1W9,Mr,Brady,Ibbetson,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 870-5133,250 870-5070,brady.ibbetson@sd23.bc.ca                                                                           ,473,September 30 2019,0,51,0,0,0,66,63,99,89,105,0,0,0,0,0,0,0,422,0,0,1,0,0,1,
60,6060066,Anne Roberts Young Elementary,10112 105 Ave,Fort St. John                 ,BC             ,V1J 4S4,Mr,not reported,not reported,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
93,9339111,Anne-Hebert,7051 Killarney St,Vancouver                     ,BC             ,V5S 2Y5,Mme,Irene,Noel,Standard School                         ,K-6,Public School,,yes,no,no,no,yes,no,no,604 437-4849,604 437-9630,irene_noel@csf.bc.ca                                                                                ,477,September 30 2019,0,77,1,0,0,73,81,60,64,67,55,0,0,0,0,0,0,400,0,0,1,0,0,1,
37,3737009,Annieville Elementary,9240 112 St,Delta                         ,BC             ,V4C 4X8,Ms,Jann,Kwasnicki,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 588-1204,604 588-1206,jkwasnicki@deltasd.bc.ca                                                                            ,272,September 30 2019,0,27,0,0,0,23,35,36,38,33,36,44,0,0,0,0,0,201,44,0,1,1,0,1,
52,5296122,Annunciation School,627 5th Ave W,Prince Rupert                 ,BC             ,V8J 1V1,Mrs,Tina,McDonald,Standard School                         ,K-8,Independent School,1.0,no,no,no,no,no,no,no,250 624-5873,250 627-4486,tmcdonald@cispg.ca                                                                                  ,216,September 30 2019,0,21,0,0,0,26,24,26,25,25,26,23,20,0,0,0,0,152,43,0,1,1,0,1,
61,6161062,Arbutus Global Middle School,2306 Edgelow St,Victoria                      ,BC             ,V8N 1R5,Mr,Rob,Parker,Standard School                         ,"6-8, SU",Public School,,no,no,no,no,no,no,no,250 477-1878,250 477-2553,arbutus@sd61.bc.ca                                                                                  ,439,September 30 2019,0,0,0,8,0,0,0,0,0,0,155,145,131,0,0,0,0,155,276,0,1,1,0,,
43,4396629,Archbishop Carney Regional Secondary,1335 Dominion Ave,Port Coquitlam                ,BC             ,V3B 8G7,Mr,Len,De Julius,Standard School                         ,"8-12, SU",Independent School,1.0,no,no,no,no,no,no,no,604 768-8189,604 942-5289,ldejulius@acrss.org                                                                                 ,588,September 30 2019,0,0,0,1,0,0,0,0,0,0,0,0,105,106,131,131,114,0,211,376,0,1,1,,
38,3838060,Archibald Blair Elementary,6551 Lynas Lane,Richmond                      ,BC             ,V7C 3K8,Ms,Catherine,Ludwig,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 668-6330,604 668-6317,blair@sd38.bc.ca                                                                                    ,270,September 30 2019,0,28,0,0,0,18,19,35,32,36,44,58,0,0,0,0,0,184,58,0,1,1,0,1,
71,7171060,Arden Elementary,3040 Lake Trail Rd,Courtenay                     ,BC             ,V9N 9M1,Mrs,Lucinda,Wolters,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 334-3191,250 897-0539,Lucinda.Wolters@sd71.bc.ca,300,September 30 2019,0,43,0,0,0,42,52,58,52,53,0,0,0,0,0,0,0,257,0,0,1,0,0,1,
44,4444022,Argyle Secondary,1131 Frederick Rd,North Vancouver               ,BC             ,V7K 1J3,Ms,Kim,Jonat,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 903-3300,604 903-3301,kjonat@sd44.ca                                                                                      ,1257,September 30 2019,0,0,1,0,0,0,0,0,0,0,0,0,239,231,289,273,225,0,470,787,0,1,1,,
38,3896781,Ark Elementary,502-14 Begbie St,New Westminster               ,BC             ,V3M 0C4,Ms,Adina,Priel,Standard School                         ,K-3,Independent School,3.0,no,no,no,no,no,no,no,778 990-3520,,adipri@me.com                                                                                       ,25,September 30 2019,0,8,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,1,
41,4141015,Armstrong Elementary,8757 Armstrong Ave,Burnaby                       ,BC             ,V3N 2H8,Mr,Frankie,De Vita,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9000,604 296-9050,frankie.devita@burnabyschools.ca,423,September 30 2019,0,43,0,0,0,58,40,68,49,49,56,60,0,0,0,0,0,320,60,0,1,1,0,1,
83,8321001,Armstrong Elementary,3010 Pleasant Valley Rd,Armstrong                     ,BC             ,V0E 1B2,Ms,Corrinne,Langston,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 546-8778,250 804-7781,clangsto@sd83.bc.ca                                                                                 ,270,September 30 2019,0,40,2,0,0,34,41,48,57,50,0,0,0,0,0,0,0,230,0,0,1,0,0,1,
19,1919015,Arrow Heights Elementary,PO Bag 7400,Revelstoke                    ,BC             ,V0E 2S0,Ms,Rita,Tedesco,Standard School                         ,K-7,Public School,,yes,no,no,no,no,yes,no,250 837-6360,,rtedesco@sd19.bc.ca                                                                                 ,182,September 30 2019,0,29,0,0,0,29,17,21,18,26,23,19,0,0,0,0,0,134,19,0,1,1,0,1,
10,1099217,Arrow Lakes Distributed Learning,Po Box 130,New Denver                    ,BC             ,V0G 1S0,Mr,Nicholas,Graves,Distributed Learning Programs           ,"K-12, SU",Public School,,no,yes,no,no,yes,no,no,250 265-3638,250 358-2533,nicholas.graves@sd10.bc.ca,36,September 30 2019,1,0,0,1,0,0,1,4,0,2,3,3,3,4,1,2,11,10,10,14,1,1,1,1,
69,6996656,Arrowsmith Independent School,861 Hilliers Rd,Qualicum Beach                ,BC             ,V9K 1X5,Mrs,Leslie,Bremner,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,250 752-2722,250 752-8558,leslie@arrowsmithlearning.ca,46,September 30 2019,0,10,0,0,0,11,4,5,4,4,7,1,0,0,0,0,0,35,1,0,1,1,0,1,
69,6969020,Arrowview Elementary,650 Bennett Rd,Qualicum Beach                ,BC             ,V9K 1N1,Ms,Autumn,Taylor,Standard School                         ,"K-7, EU",Public School,,yes,yes,no,no,yes,yes,no,250 752-3875,250 752-7291,ataylor@sd69.bc.ca                                                                                  ,299,September 30 2019,0,33,2,0,2,36,40,48,31,24,58,27,0,0,0,0,0,237,27,0,1,1,0,1,
61,6196827,Artemis Place Secondary,3020 Richmond Rd,Victoria                      ,BC             ,V8R 4V1,Ms,Rachel,Calder,Standard School                         ,10-12,Independent School,1.0,no,no,no,no,no,no,no,250 598-5183,250 388-9153,artemisplace@shaw.ca                                                                                ,45,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,18,0,0,45,0,0,1,,
73,7324036,Arthur Hatton Elementary,315 Chestnut Ave,Kamloops                      ,BC             ,V2B 1L4,Ms,Deb,Piggin,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 376-7217,250 377-2238,dpiggin@sd73.bc.ca                                                                                  ,267,September 30 2019,0,47,1,0,0,39,36,39,35,35,36,0,0,0,0,0,0,220,0,0,1,0,0,1,
73,7325015,Arthur Hatton StrongStart Centre,315 Chestnut Ave,Kamloops                      ,BC             ,V2B 1L4,Ms,Deb,Piggin,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 376-7231,,dpiggin@sd73.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
73,7324031,Arthur Stevenson Elementary,2890 Bank Rd,Kamloops                      ,BC             ,V2B 6Y7,Mrs,Deanna,Steptoe,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 579-9284,250 377-2239,dsteptoe@sd73.bc.ca                                                                                 ,338,September 30 2019,0,47,0,0,0,26,47,41,35,52,40,50,0,0,0,0,0,241,50,0,1,1,0,1,
61,6196891,ArtsCalibre Academy,4201 Tyndall Ave,Victoria                      ,BC             ,V8N 3R9,Ms,Sandra,Walton,Standard School                         ,K-9,Independent School,1.0,no,no,no,no,no,no,no,250 382-3533,866 857-6295,info@artscalibre.ca                                                                                 ,74,September 30 2019,0,7,0,0,0,10,6,12,10,10,7,6,3,3,0,0,0,55,12,0,1,1,0,1,
73,7396838,ASCEND Online Distributed Learning Prg.,635a Tranquille Rd,Kamloops                      ,BC             ,V2B 3H5,Mrs,Lynn,Hale,Distributed Learning Programs           ,K-12,Independent School,1.0,no,no,no,no,no,no,no,888 599-5775,604 357-1844,admin@ascendonline.ca                                                                               ,408,September 30 2019,0,34,47,0,0,39,29,35,28,34,35,39,27,28,33,26,21,200,94,80,1,1,1,1,
34,3434005,ASIA - North Poplar,32041 Marshall Rd,Abbotsford                    ,BC             ,V2T 1A2,Ms,Annalisa,Osterby-Batryn,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 859-3101,604 850-7675,a.osterbybatryn@abbyschools.ca,414,September 30 2019,0,59,0,0,0,64,66,82,70,73,0,0,0,0,0,0,0,355,0,0,1,0,0,1,
34,3434062,ASIA - Sumas Mountain 6-9,36232 Lower Sumas Mtn Rd,Abbotsford                    ,BC             ,V3G 2J3,Mrs,Karen,Bennett,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 850-5207,604 850-8619,karen.bennett@abbyschools.ca,201,September 30 2019,0,0,0,0,0,0,0,0,0,0,57,67,77,0,0,0,0,57,144,0,1,1,0,,
34,3434064,ASIA - Sumas Mountain 9-12,36232 Lower Sumas Mtn Rd,Abbotsford                    ,BC             ,V3G 2J3,Mrs,Karen,Bennett,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,604 850-5207,604 850-8619,karen.bennett@abbyschools.ca,199,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,58,49,42,50,0,58,141,0,1,1,,
71,7171155,Aspen Park Elementary,2250 Bolt Ave,Comox                         ,BC             ,V9M 4E7,Mrs,Lisa,Scheck,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 890-0944,250 890-0966,lisa.scheck@sd71.bc.ca                                                                              ,330,September 30 2019,0,31,0,0,0,26,37,50,30,43,60,53,0,0,0,0,0,246,53,0,1,1,0,1,
68,6896730,Aspengrove School,7660 Clark Dr  RR 2,Lantzville                    ,BC             ,V0R 2H0,Mr,David,Thompson,Standard School                         ,K-12,Independent School,2.0,no,no,no,no,no,no,no,250 390-2201,250 390-2281,dthompson@aspengroveschool.com,268,September 30 2019,0,20,0,0,0,22,23,21,32,16,21,19,21,22,22,12,17,135,62,51,1,1,1,1,
43,4343071,Aspenwood Elementary,2001 Panorama Dr,Port Moody                    ,BC             ,V3H 5G8,Mr,Kevin,Akins,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 461-7680,604 461-7615,kakins@sd43.bc.ca                                                                                   ,464,September 30 2019,0,71,0,0,0,76,73,81,84,79,0,0,0,0,0,0,0,393,0,0,1,0,0,1,
47,4796088,Assumption School,7091 Glacier St,Powell River                  ,BC             ,V8A 1R8,Mrs,Lisa,Berg,Standard School                         ,K-9,Independent School,1.0,no,no,no,no,no,no,no,604 485-9894,604 485-7984,assump.principal@shaw.ca                                                                            ,136,September 30 2019,0,21,0,0,0,11,19,10,12,17,22,8,11,5,0,0,0,91,24,0,1,1,0,1,
87,8787010,Atlin School,PO Box 83,Atlin                         ,BC             ,V0W 1A0,Ms,Nav,Chonker,Standard School                         ,K-12,Public School,,no,no,no,no,yes,yes,no,250 651-7525,250 651-7741,nav.chonker@sd87.bc.ca                                                                              ,31,September 30 2019,0,2,0,0,0,2,2,3,3,3,2,1,4,2,4,1,2,15,7,7,1,1,1,1,
