facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
Centre métropolitain de chirurgie plastique Inc.,,RLS d'Ahuntsic - Montréal-Nord,Centre métropolitain de chirurgie plastique Inc.,,,,999,rue de salaberry,"999, rue de Salaberry",Montréal,QC,H3L1L2,Province of Quebec,45.5454483032,-73.6929397583,,,
Hôpital Mont-Sinai,,RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,Hôpital Mont-Sinai,,,,5690,boulevard cavendish,"5690, boulevard Cavendish",Montréal,QC,H4W1S7,Province of Quebec,45.4738426208,-73.6573410034,,,
Hôpital Shriners pour enfants (Québec) Inc.,,RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,Hôpital Shriners pour enfants (Québec) Inc.,,,,1003,boulevard décarie,"1003, boulevard Décarie",Montréal,QC,H4A0A9,Province of Quebec,45.4717750549,-73.6019973755,,,
Accueil du Rivage Inc.,,RLS de Richelieu-Yamaska,Accueil du Rivage Inc.,,,,1008,rue du rivage,"1008, rue du Rivage",La Vallée-du-Richelieu,QC,J0L1R0,Province of Quebec,45.7780685425,-73.1733551025,,,
Institut universitaire de cardiologie et de pneumologie de Québec – Université Laval,,RLS de Québec-Sud,IUCPQ – UL,,,,2725,chemin sainte-foy,"2725, chemin Sainte-Foy",Québec,QC,G1V4G5,Province of Quebec,46.7790908813,-71.2976608276,,,
Manoir St-Patrice inc.,,RLS de Laval,Manoir St-Patrice inc.,,,,3615,boulevard perron,"3615, boulevard Perron",Laval,QC,H7V1P4,Province of Quebec,45.5418167114,-73.7410354614,,,
Institut universitaire en santé mentale Douglas,,RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,Institut universitaire en santé mentale Douglas,,,,6875,boulevard lasalle,"6875, boulevard Lasalle",Montréal,QC,H4H1R3,Province of Quebec,45.4421348572,-73.5843582153,,,
CHSLD Juif de Montréal,,RLS de Côte-des-Neiges - Métro - Parc-Extension,CHSLD Juif de Montréal,,,,5725,avenue,"5725, avenue Victoria",Montréal,QC,H3W3H6,Province of Quebec,45.4929847717,-73.6337585449,,,
Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke,,RLS de Sherbrooke,CSSS- Institut universitaire de gériatrie de Sherbrooke,,,,1036,rue belvédère sud,"1036, rue Belvédère Sud",Sherbrooke,QC,J1H4C4,Province of Quebec,45.3906669617,-71.8951034546,,,
Centre d'accueil Le Programme de Portage Inc.,,RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,Centre d'accueil Le Programme de Portage inc.,,,,865,place,"865, place Richmond",Montréal,QC,H3J1V8,Province of Quebec,45.4918365479,-73.5725097656,,,
Conseil cri de la santé et des services sociaux de la Baie James,,,CCSSS de la Baie James,,,,,,Case postale 250,Eeyou Istchee,QC,J0M1E0,Province of Quebec,53.7826538086,-78.8957366943,,,
La Maison Michel Sarrazin,,RLS de Québec-Sud,La Maison Michel Sarrazin,,,,2101,chemin saint-louis,"2101, chemin Saint-Louis",Québec,QC,G1T1P5,Province of Quebec,46.7734794617,-71.2515945435,,,
Villa Belle Rive Inc.,,RLS d'Ahuntsic - Montréal-Nord,Villa Belle Rive Inc.,,,,5320,boulevard gouin est,"5320, boulevard Gouin Est",Montréal,QC,H1G1B4,Province of Quebec,45.6135787964,-73.6356506348,,,
Bande Indienne des Montagnais de Sept-Iles et Maliotenam,,RLS de Sept-Îles,Bande Ind. des Montagnais de Sept-Iles et Maliotenam,,,,1089,avenue de quen,"1089, avenue de Quen",Sept-Rivières,QC,G4R4L9,Province of Quebec,50.2211761475,-66.4036636353,,,
Conseil de la Nation Huronne Wendat,,RLS de Québec-Nord,Conseil de la Nation Huronne Wendat,,,,255,place chef michel laveau,"255, place Chef Michel Laveau",Québec,QC,G0A4V0,Province of Quebec,46.8625564575,-71.3571166992,,,
Pekuakamiulnuatsh Takuhikan,,RLS du Domaine-du-Roy,Pekuakamiulnuatsh Takuhikan,,,,1671,rue ouiatchouan,"1671, rue Ouiatchouan",Le Domaine-du-Roy,QC,G0W2H0,Province of Quebec,48.5763092041,-72.2292785645,,,
Conseil des Mohawks de Kahnawake,,RLS de Jardins-Roussillon,Conseil des Mohawks de Kahnawake,,,,,,Case postale 720,Roussillon,QC,J0L1B0,Province of Quebec,45.4138755798,-73.6763534546,,,
88980 Canada Inc.,,RLS de Pierrefonds - Lac Saint-Louis,88980 Canada Inc.,,,,34,avenue woodland,"34, avenue Woodland",Montréal,QC,H9W4V9,Province of Quebec,45.4189491272,-73.8835525513,,,
Centre de santé Inuulitsivik - Inuulitsivik Healthcenter,,,Centre de santé Inuulitsivik,,,,,chemin baie d'hudson,Chemin Baie d'Hudson,Administration régionale Kativik,QC,J0M1P0,Province of Quebec,60.037651062,-77.2757949829,,,
Chateau Westmount Inc.,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Chateau Westmount Inc.,,,,4860,boulevard de maisonneuve ouest,"4860, boulevard De Maisonneuve Ouest",Montréal,QC,H3Z3G2,Province of Quebec,45.4771652222,-73.6001586914,,,
Centre d'hébergement St-Francois Inc.,,RLS de Chicoutimi,Centre d'hébergement St-Francois Inc.,,,,912,rue jacques-cartier est,"912, rue Jacques-Cartier Est",Saguenay,QC,G7H2A9,Province of Quebec,48.4230995178,-71.0394973755,,,
Placements M.G.O. Inc.,,RLS de Laval,Placements M.G.O. Inc.,,,,5855,rue boulard,"5855, rue Boulard",Laval,QC,H7B1A3,Province of Quebec,45.6865501404,-73.6474456787,,,
Manoir Soleil Inc.,,RLS du Haut-Richelieu - Rouville,Manoir Soleil Inc.,,,,125,rue daigneault,"125, rue Daigneault",La Vallée-du-Richelieu,QC,J3L1G7,Province of Quebec,45.4613571167,-73.2959899902,,,
Conseil Mohawk d'Akwesasne,,RLS du Haut-Saint-Laurent,Conseil Mohawk d'Akwesasne,,,,95,snye school road,"95, Snye School road",Le Haut-Saint-Laurent,QC,H0M1A1,Province of Quebec,45.0087394714,-74.6025085449,,,
Hôpital Ste-Monique inc.,,RLS de Québec-Sud,Hopital Ste-Monique Inc.,,,,4805,boulevard wilfrid-hamel,"4805, boulevard Wilfrid-Hamel",Québec,QC,G1P2J7,Province of Quebec,46.8044166565,-71.3263092041,,,
Centre d'accueil Saint-Joseph de Lévis Inc.,,RLS Alphonse-Desjardins,Centre d'accueil Saint-Joseph de Lévis Inc.,,,,5445,rue saint-louis,"5445, rue Saint-Louis",Lévis,QC,G6V4G9,Province of Quebec,46.7991447449,-71.1886901855,,,
Centre d'accueil Marcelle Ferron Inc.,,RLS de Champlain,Centre d'accueil Marcelle Ferron Inc.,,,,8600,boulevard marie-victorin,"8600, boulevard Marie-Victorin",Longueuil,QC,J4X1A1,Province of Quebec,45.446056366,-73.4943847656,,,
Jardins du Haut Saint-Laurent (1992) Inc.,,RLS de Québec-Sud,Jardins du Haut Saint-Laurent (1992) Inc.,,,,4770,rue saint-félix,"4770, rue Saint-Félix",Québec,QC,G3A1B1,Province of Quebec,46.7369422913,-71.3782043457,,,
Centre d'hébergement St-Jean-Eudes Inc.,,RLS de Québec-Nord,Centre d'hébergement St-Jean-Eudes Inc.,,,,6000,3e avenue ouest,"6000, 3e Avenue Ouest",Québec,QC,G1H7J5,Province of Quebec,46.8505249023,-71.2595214844,,,
Résidence Sorel-Tracy Inc.,,RLS Pierre-De Saurel,Résidence Sorel-Tracy Inc.,,,,4025,rue frontenac,"4025, rue Frontenac",Pierre-De Saurel,QC,J3R4G8,Province of Quebec,46.0282249451,-73.1436767578,,,
2863-9839 Québec Inc.,,RLS de Vaudreuil-Soulanges,2863-9839 Québec Inc.,,,,170,rue boileau,"170, rue Boileau",Vaudreuil-Soulanges,QC,J7V8A3,Province of Quebec,45.4034423828,-74.0412597656,,,
Centre hospitalier Saint-François inc.,,RLS de Québec-Sud,Centre hospitalier Saint-François inc.,,,,1604,1re avenue,"1604, 1re Avenue",Québec,QC,G1L3L6,Province of Quebec,46.8290405273,-71.2359771729,,,
Centre d'hébergement et de soins de longue durée de La Maison Legault inc.,,RLS de Québec-Sud,CHSLD de La Maison Legault inc.,,,,3035,chemin saint-louis,"3035, chemin Saint-Louis",Québec,QC,G1W1R5,Province of Quebec,46.7577552795,-71.2886199951,,,
Centre d'hébergement et de soins de longue durée Bourget inc.,,RLS de Rivière-des-Prairies - Anjou - Montréal-Est,CHSLD Bourget inc.,,,,11570,rue notre-dame est,"11570, rue Notre-Dame Est",Montréal,QC,H1B2X4,Province of Quebec,45.6338005066,-73.4927597046,,,
Centre d'hébergement et de soins de longue durée Bussey (Québec) inc.,,RLS de Dorval - Lachine - Lasalle,CHSLD Bussey (Québec) inc.,,,,2069,boulevard saint-joseph,"2069, boulevard Saint-Joseph",Montréal,QC,H8S4B7,Province of Quebec,45.4330787659,-73.683303833,,,
Foyer Saints-Anges de Ham-Nord Inc.,,RLS d’Arthabaska-et-de-L’Érable,Foyer Saints-Anges de Ham-Nord Inc.,,,,493,rue principale,"493, rue Principale",Arthabaska,QC,G0P1A0,Province of Quebec,45.9038162231,-71.6477737427,,,
Villa Medica Inc.,,RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,Villa Medica Inc.,,,,225,rue sherbrooke est,"225, rue Sherbrooke Est",Montréal,QC,H2X1C9,Province of Quebec,45.5149726868,-73.5687408447,,,
Charles S. Curtis Memorial Hospital,TYPE 1,Labrador-Grenfell Health,,50,,178,200,west st.,178-200 West St.,St. Anthony,NL,A0K4S0,Labrador-Grenfell Health,51.37053739,-55.59584398,709-454-3333,,https://www.lghealth.ca/facilities/hospitals/charles-s-curtis-memorial-hospital/
Labrador Health Centre,TYPE 1,Labrador-Grenfell Health,,25,,,227,hamilton river rd,227 Hamilton River Rd,Happy Valley – Goose Bay,NL,A0P1C0,Labrador-Grenfell Health,53.29653352,-60.33745711,709-897-2000,,https://www.lghealth.ca/facilities/hospitals/labrador-health-centre/
Labrador West Health Centre,TYPE 1,Labrador-Grenfell Health,,28,,,1700,nichols-adam highway,1700 Nichols-Adam Highway,Labrador City,NL,A2V0B2,Labrador-Grenfell Health,52.9467621,-66.90962068,709-285-8100,,https://www.lghealth.ca/facilities/hospitals/labrador-west-health-centre/
Labrador South Health Centre,Health centre,Labrador-Grenfell Health,,,,,,,,Forteau,NL,A0K2P0,Labrador-Grenfell Health,,,709-931-2450,,https://www.lghealth.ca/facilities/health-centres/labrador-south-health-centre/
Strait of Belle Isle Health Centre,Health centre,Labrador-Grenfell Health,,,,,259,viking trail,259 Viking Trail,Flowers Cove,NL,A0K2N0,Labrador-Grenfell Health,51.30818047,-56.71477155,709-456-2401,,https://www.lghealth.ca/facilities/health-centres/strait-of-belle-isle/
White Bay Central Health Centre,Health centre,Labrador-Grenfell Health,,,,,63,cloud dr,63 Cloud Dr,Roddickton-Bide Arm,NL,A0K4P0,Labrador-Grenfell Health,50.86783991,-56.11390002,709-457-2215,,https://www.lghealth.ca/facilities/health-centres/white-bay-central/
John M. Gray Centre & Complex,TYPE 2,Labrador-Grenfell Health,,47,,,176,west st,176 West St,St. Anthony,NL,A0K4S0,Labrador-Grenfell Health,51.36368604,-55.58852975,709-454-0371,,https://www.lghealth.ca/facilities/long-term-care/john-m-gray-centre-complex/
Happy Valley-Goose Bay Long Term Care,TYPE 2,Labrador-Grenfell Health,,70,,,229,hamilton river rd,229 Hamilton River Rd,Happy Valley – Goose Bay,NL,A0P1E0,Labrador-Grenfell Health,53.29647269,-60.3465936,709-896-2469,,https://www.lghealth.ca/facilities/long-term-care/happy-valley-goose-bay-long-term-care/
KIPLING & QUEENSWAY PHARMACY,TYPE 0,,,,,,1255,the queensway,"1255 THE QUEENSWAY, UNIT-20",Toronto,ON,,Toronto,43.621073842,-79.524809007,647-508-3550,,
GLENCADE PHARMACY,TYPE 0,,,,,,290,the west mall,"290 THE WEST MALL ETOBICOKE, ON M9C1C6",Toronto,ON,M9C1C6,Toronto,43.634647842,-79.561801833,416-622-2111,,https://www.GLENCADEPHARMACY.CA
Whitehorse General Hospital,TYPE 1,,,,,,5,hospital road,5 Hospital Road,Whitehorse,YK,Y1A3H7,Yukon,60.71933555,-135.0435648,867-393-8700,,https://yukonhospitals.ca/whitehorse-general-hospital/programs-and-services/emergency-services
Watson Lake Community Hospital,TYPE 1,,,,,,817,ravenhill drive,817 Ravenhill Drive,Watson Lake,YK,Y0A1C0,Yukon,60.07077394,-128.7101567,867-536-4444,,https://yukonhospitals.ca/watson-lake-community-hospital/programs-and-services/emergency-services
Dawson City Community Hospital,TYPE 1,,,,,,501,sixth avenue,501 Sixth Avenue,Dawson City,YK,Y0B1G0,Yukon,64.05725428,-139.4329756,867-993-4444,,https://yukonhospitals.ca/dawson-city-hospital/programs-and-services/emergency-services
CENTRE DE SOINS PROLONGÉS GRACE DART,,RLS de Hochelaga - Mercier-Ouest - Rosemont,Centre de soins prolongés Grace Dart,,,,5155,rue sainte-catherine est,"5155, rue Sainte-Catherine Est",Montréal,QC,H1V2A5,Province of Quebec,45.5594596863,-73.5289077759,,,
HÔPITAL JUIF DE RÉADAPTATION,,RLS de Laval,Hôpital juif de réadaptation,,,,3205,place alton-goldbloom,"3205, place Alton-Goldbloom",Laval,QC,H7V1R2,Province of Quebec,45.5487289429,-73.7376403809,,,
CHSLD PROVIDENCE NOTRE-DAME DE LOURDES,,RLS de Hochelaga - Mercier-Ouest - Rosemont,CHSLD Providence Notre-Dame de Lourdes inc.,,,,1870,boulevard pie-ix,"1870, boulevard Pie-IX",Montréal,QC,H1V2C6,Province of Quebec,45.549785614,-73.5406951904,,,
ATELIER LE FIL D'ARIANE,,RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,Atelier le fil d'Ariane Inc.,,,App. 100,4837,rue boyer,"4837, rue Boyer, app. 100",Montréal,QC,H2J3E6,Province of Quebec,45.5294494629,-73.5838394165,,,
C.H.S.L.D. BAYVIEW,,RLS de Pierrefonds - Lac Saint-Louis,CHSLD Bayview Inc.,,,,27,lakeshore,"27, Lakeshore",Montréal,QC,H9S4H1,Province of Quebec,45.4486465454,-73.786567688,,,
RESIDENCE BERTHIAUME-DU TREMBLAY,,RLS d'Ahuntsic - Montréal-Nord,Résidence Berthiaume-Du Tremblay,,,,1635,boulevard gouin est,"1635, boulevard Gouin Est",Montréal,QC,H2C1C2,Province of Quebec,45.5674171448,-73.6630554199,,,
CHSLD POLONAIS MARIE-CURIE-SKLODOWSKA,,RLS de Hochelaga - Mercier-Ouest - Rosemont,Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal,,,,5655,rue bélanger,"5655, rue Bélanger",Montréal,QC,H1T1G2,Province of Quebec,45.5810432434,-73.5743331909,,,
LA CHAMPENOISE,,RLS de Québec-Sud,La corporation Notre-Dame de Bon-Secours,,,,990,rue gérard-morisset,"990, rue Gérard-Morisset",Québec,QC,G1S1X6,Province of Quebec,46.788066864,-71.2566070557,,,
INSTITUT DE CARDIOLOGIE DE MONTRÉAL,,RLS de Hochelaga - Mercier-Ouest - Rosemont,Institut de Cardiologie de Montréal,,,,5000,rue bélanger,"5000, rue Bélanger",Montréal,QC,H1T1C8,Province of Quebec,45.573764801,-73.5778198242,,,
HÔPITAL MARIE-CLARAC,,RLS d'Ahuntsic - Montréal-Nord,Hôpital Marie-Clarac des Soeurs de Charité de Ste-Marie (1995) Inc.,,,,3530,boulevard gouin est,"3530, boulevard Gouin Est",Montréal,QC,H1H1B7,Province of Quebec,45.5908355713,-73.6497421265,,,
CLINIQUE COMMUNAUTAIRE DE POINTE ST-CHARLES,,RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,Clinique communautaire de Pointe St-Charles,,,,500,avenue ash,"500, avenue Ash",Montréal,QC,H3K2R4,Province of Quebec,45.4783477783,-73.556892395,,,
SERVICES D'HEBERGEMENT INTERNES SERVICES DE READAPTATION EXTERNES - SOUS-REGION D'AMOS,,RLS de l'Abitibi,Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue,,,,841,3e rue ouest,"841, 3e Rue Ouest",Abitibi,QC,J9T2T4,Province of Quebec,48.5773849487,-78.1251831055,,,
HÔPITAL DU SACRÉ-CŒUR DE MONTRÉAL,,RLS du Nord de l'Île - Saint-Laurent,Centre intégré universitaire de santé et de services sociaux du Nord-de-l'Île-de-Montréal,,,,5400,boulevard gouin ouest,"5400, boulevard Gouin Ouest",Montréal,QC,H4J1C5,Province of Quebec,45.5325775146,-73.7140350342,,,
MAISON ELIZABETH,,RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,Maison Elizabeth,,,,2131,avenue de marlowe,"2131, avenue de Marlowe",Montréal,QC,H4A3L4,Province of Quebec,45.4752159119,-73.606880188,,,
CENTRE MIRIAM,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Centre Miriam,,,,8160,chemin royden,"8160, chemin Royden",Montréal,QC,H4P2T2,Province of Quebec,45.4963607788,-73.6618652344,,,
HÔPITAL GÉNÉRAL DE MONTRÉAL,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Centre universitaire de santé McGill,,,,1650,avenue cedar,"1650, avenue Cedar",Montréal,QC,H3G1A4,Province of Quebec,45.4970474243,-73.5890350342,,,
CHSLD HEATHER I,,RLS de Lanaudière-Nord,Centre d'hébergement et de soins de longue durée Heather Inc.,,,,3931,lakeshore drive,"3931, Lakeshore Drive",Matawinie,QC,J0K1S0,Province of Quebec,46.0508613586,-73.7022247314,,,
HÔPITAL GÉNÉRAL JUIF,,RLS de Côte-des-Neiges - Métro - Parc-Extension,L'Hôpital général juif Sir Mortimer B. Davis,,,,3755,chemin de la côte-sainte-catherin,"3755, chemin de la Côte-Sainte-Catherin",Montréal,QC,H3T1E2,Province of Quebec,45.4978103638,-73.6288070679,,,
LA RÉSIDENCE DE LACHUTE,,RLS d'Argenteuil,La résidence de Lachute,,,,377,rue principale,"377, rue Principale",Argenteuil,QC,J8H1Y1,Province of Quebec,45.6566467285,-74.339263916,,,
CENTRE DE SANTÉ TULATTAVIK DE L'UNGAVA,,,Centre de santé Tulattavik de l'Ungava,,,,,,Kuujjuaq,Administration régionale Kativik,QC,J0M1C0,Province of Quebec,58.1070480347,-68.4052734375,,,
CENTRE HOSPITALIER DE ST. MARY,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Centre hospitalier de St. Mary,,,,3830,avenue lacombe,"3830, avenue Lacombe",Montréal,QC,H3T1M5,Province of Quebec,45.4949417114,-73.6241378784,,,
INSTITUT NATIONAL DE PSYCHIATRIE LÉGALE PHILIPPE-PINEL,,RLS de Rivière-des-Prairies - Anjou - Montréal-Est,Institut national de psychiatrie légale Philippe-Pinel,,,,10905,boulevard henri-bourassa est,"10905, boulevard Henri-Bourassa Est",Montréal,QC,H1C1H1,Province of Quebec,45.6560554504,-73.5336151123,,,
L'HÔPITAL CHINOIS DE MONTRÉAL (1963),,RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,L'Hôpital chinois de Montréal (1963),,,,189,avenue viger est,"189, avenue Viger Est",Montréal,QC,H2X3Y9,Province of Quebec,45.5095558167,-73.5581207275,,,
HÔPITAL MAISONNEUVE-ROSEMONT,,RLS de Hochelaga - Mercier-Ouest - Rosemont,Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal,,,,5415,boulevard de l'assomption,"5415, boulevard de l'Assomption",Montréal,QC,H1T2M4,Province of Quebec,45.5742149353,-73.5584640503,,,
PAVILLON STE-MARIE,,RLS de la Rivière-du-Nord - Mirabel-Nord,Pavillon Ste-Marie Inc.,,,,45,rue du pavillon,"45, rue du Pavillon",La Rivière-du-Nord,QC,J7Y3R6,Province of Quebec,45.8080062866,-74.0083770752,,,
LES CEDRES-CENTRE D'ACCUEIL POUR PERSONNES AGEES,,RLS du Nord de l'Île - Saint-Laurent,Les cèdres - Centre d'accueil pour personnes agées,,,,1275,boulevard de la côte-vertu,"1275, boulevard de la Côte-Vertu",Montréal,QC,H4L4V2,Province of Quebec,45.5170021057,-73.6799240112,,,
CENTRE HOSPITALIER GERIATRIQUE MAIMONIDES,,RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,La corporation du Centre hospitalier gériatrique Maimonides,,,,5795,avenue caldwell,"5795, avenue Caldwell",Montréal,QC,H4W1W3,Province of Quebec,45.4715499878,-73.6684265137,,,
PAVILLON BELLEVUE,,RLS Alphonse-Desjardins,Pavillon Bellevue Inc.,,,,99,rue monseigneur-bourget,"99, rue Monseigneur-Bourget",Lévis,QC,G6V9V2,Province of Quebec,46.819103241,-71.1567382813,,,
CENTRE METROPOLITAIN DE CHIRURGIE PLASTIQUE,,RLS d'Ahuntsic - Montréal-Nord,Centre métropolitain de chirurgie plastique Inc.,,,,999,rue de salaberry,"999, rue de Salaberry",Montréal,QC,H3L1L2,Province of Quebec,45.5454483032,-73.6929397583,,,
HÔPITAL MONT SINAÏ,,RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,Hôpital Mont-Sinai,,,,5690,boulevard cavendish,"5690, boulevard Cavendish",Montréal,QC,H4W1S7,Province of Quebec,45.4738426208,-73.6573410034,,,
ACCUEIL DU RIVAGE,,RLS de Richelieu-Yamaska,Accueil du Rivage Inc.,,,,1008,rue du rivage,"1008, rue du Rivage",La Vallée-du-Richelieu,QC,J0L1R0,Province of Quebec,45.7780685425,-73.1733551025,,,
MANOIR ST-PATRICE,,RLS de Laval,Manoir St-Patrice inc.,,,,3615,boulevard perron,"3615, boulevard Perron",Laval,QC,H7V1P4,Province of Quebec,45.5418167114,-73.7410354614,,,
INSTITUT UNIVERSITAIRE DE GÉRIATRIE DE MONTRÉAL,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal,,,,4565,chemin queen-mary,"4565, chemin Queen-Mary",Montréal,QC,H3W1W5,Province of Quebec,45.4910316467,-73.6238174438,,,
LA MAISON MICHEL SARRAZIN,,RLS de Québec-Sud,La Maison Michel Sarrazin,,,,2101,chemin saint-louis,"2101, chemin Saint-Louis",Québec,QC,G1T1P5,Province of Quebec,46.7734794617,-71.2515945435,,,
MANOIR BEACONSFIELD,,RLS de Pierrefonds - Lac Saint-Louis,88980 Canada Inc.,,,,34,avenue woodland,"34, avenue Woodland",Montréal,QC,H9W4V9,Province of Quebec,45.4189491272,-73.8835525513,,,
