Roll_No,Application_Year,Building_Permit_No,Develop__Permit__No,Date_Received,Status,Date_Of_Decision,Date_Permit_Expires,Date_Of_Occupancy_Permit,Lot,Block,Plan,Unit_No,Street_No,Street_Name,Building_Name,Business_Name,Description,No_Of_Existing_Dwelling_Units,No_Of_New_Dweling_Units,Value_of_Construction,Permit_Fee,SCC_Fee,Comments,Processing_Time
000026,2007,07BP75,,20071204,Approved,20071211,20081211,,7-1,2,51055,,114,Banff Ave,,,Commercial,,,275000.0000000,2167.0000000,75.8500000,Retail Store Tenant Improvements - IP,Dec. 11/07  Dec. 11/07
000894,2007,07BP76,,2007121,Approved,,,,7A 7B,3,2296HG,,141,Kootenay Ave,,,Residential,,,1026000.0000000,2500.0000000,87.5000000,New Single Family Dwelling - Single Family Dwelling,Dec. 10/07  jan. 22/08
045415,2007,07BP77,,20071214,,,,,17,1,6719BC,,135,Banff Ave,,The Body Shop,Commercial,,,100000.0000000,788.0000000,27.5800000,Interior renovations - IP,Dec. 18/07 Dec. 18/07
000855,2007,07BP78,,20071218,Closed,,,,10-2,1,383LK,,120B,Spray Ave,,,Residential,,,900000.0000000,2500.0000000,87.5000000,New single family dwelling - Single Family Dwelling,Dec. 18/07 Jan. 08/08
120901,2007,07BP79,,20071221,Closed,,,,,,011367,,,St Julien Rd,,The Banff Centre,Institutional,,,40000000.000000,315200.0000000,500.0000000,New Commercial Development (Educational Facility) - Learning Centre,Dec. 21/07  Jan. 22/08
000661,2007,07BP80,,20071231,Approved,20080108,20090108,,,,,,320,Big Horn St,,,Residential,,,90000.0000000,709.2000000,24.8200000,Renovation,Dec. 31/07 Jan. 08/08
120901,2008,08BP01,,20080122,Closed,,,,,,111367,,107,Tunnel Mountain Dr,,The Banff Centre,Demolition,,,0.0000000,75.0000000,4.0000000,Portion of Donald Cameron Hall (loading bays) - Demolition,Jan. 22/08  Jan. 22/08
000309,2008,08BP02,,20080211,,,,,7,16,6719BC,,340,Muskrat St,,,Residential,1,0,400000.0000000,2500.0000000,87.5000000,Renovation - Single Family Dwelling Renovation,Feb. 11/08   Feb. 12/08
037101,2008,08BP03,,20080214,,,,,32-35,19,8911426,,440,Cougar St,,,Residential,,,25000.0000000,218.7500000,7.6600000,Addition of one condo unit - Renovatio,Feb. 19/08  Feb. 19/08
000319,2008,08BP04,,20080228,,,,,18,16,6719BC,,337,Otter St,,,Demolition,,,0.0000000,75.0000000,4.0000000,Demo of existing house for new fourplex - Single Family Dwelling Demolition,Mar. 05/08  Mar. 05/08
000319,2008,08BP05,,20080228,,,,,18,16,6719BC,,337,Otter St,,,Residential,,,525600.0000000,4599.0000000,160.9700000,Multi Family Housing - Four Unit Dwelling,Jun.17  Jun. 24
001126,2008,08BP06,,20080303,,,,,33,58,7810719,,150,Eagle Cres,,,Commercial,,,40000.0000000,350.0000000,12.2500000,Interior alteration,Mar. 05/08  Mar. 05/08
000792,2008,08BP07,,2008031,Closed,,,,,P,8422HK,,525,Tunnel Mountain Rd,,,Commercial,,,45000.0000000,393.7500000,13.7800000,"Renovation of existing waterslide, women's change - Renov. To Existing Wash/Change room",Mar. 11/08  Mar. 11/08
000894,2008,08BP08,,20080318,Completed,,20090929,,7B,3,2296HG,,143,Kootenay Ave,,,Residential,0,1,1100000.0000000,2500.0000000,87.5000000,New SFD - Single Family Dwelling,Apr. 01/08  Apr. 01/08
000106,2008,08BP09,,20080401,Closed,,,,4-8,5,6719BC,,211,Bear St,,,Commercial,,,50000.0000000,437.5000000,15.3100000,Interior renovation - Interior Renovation,Apr. 08/08  Apr. 08/08
020052,2008,08BP10,,20080401,Completed,,20091208,,,,87964,,120,Hawk Ave,,,Commercial,,,5796679.8300000,0.0000000,500.0000000,Transit Storage Facility and Fleet Shop,
000831,2008,08BP11,,20080403,,,,,10,B,7115HT,,505,Buffalo St,,,Demolition,,,0.0000000,75.0000000,4.0000000,Painter House - prep. work for relocation; Completed - Demolition,Apr. 08/08  Apr. 08/08
045417,2008,08BP12,,20080409,Closed,,,,16-18,22,8210109,,440,Banff Ave,,,Residential,,,2000.0000000,100.0000000,4.0000000,Bulk head/closing off loft,
089502,2008,08BP13,,20080411,Completed,,20091013,,8,R3,0210662,,2,Kootenay Close,,,Residential,0,1,675000.0000000,2500.0000000,87.5000000,Single Family Dwelling,Apr. 14/08  Apr. 14/08
000791,2008,08BP14,,20080414,Completed,,,,AA,,8422JK,,901,Hidden Ridge Way,,,Commercial,,,5150000.0000000,45062.5000000,500.0000000,Expansion of existing hotel development - Multi-Use Buildings,Apr. 22/08 Apr. 29/08
120901,2008,08BP15,,20080414,,,,,,,,,,,,,Residential,,,40000.0000000,350.0000000,12.2500000,Relocation of Painter Residence - foundation at ri - Foundation Only,Apr. 14/08  Apr. 14/08
000555,2008,08BP16,,20080419,,,,,1-3,28,6719BC,,501,Banff Ave,,,Commercial,,,20000.0000000,175.0000000,6.1300000,HVAC - H.V.A.C,May 06/08 May 06/08
000791,2008,08BP17,,20080422,,,,,AA,,8422JK,,901,Hidden Ridge Way,,,Commercial,,,0.0000000,75.0000000,4.0000000,Demolition motel/office and removal of chalets - Demolition,Apr.  22/08  Apr. 29/08
120901,2008,08BP18,,20080425,,,,,,HJ,0111367,,107,Tunnel Mountain Dr,,,Commercial,,,110000.0000000,962.5000000,33.6900000,Renovation of Painter House - Single Family Dwelling Add./Renov,May 13/08  May 13/08
001015,2008,08BP19,,20080428,,,,,42,1,7410623,,224,Glen Cres,,,Residential,,,0.0000000,0.0000000,0.0000000,,
121101,2008,08BP20,,20080429,,,,,21,13,8710330,,202,Springs Cres,,,Residential,,,100000.0000000,875.0000000,30.6300000,Exterior renovation (new fireplace) - Single Family Dwelling - Renov,May 13/08 May 13/08
009034,2008,08BP21,,20080411,,,,,13,58,3939JK,,124,Eagle Cres,,,Commercial,,,675000.0000000,5906.2500000,206.7200000,Trade Bays - Residential and Parking - OLD 07BP24 - Multi Use Bldg,May 06/08  May 06/08
000831,2008,08BP22,,20080507,Approved,,,20111213,10,B,7115,,505,Buffalo St,,,Residential,,,1700000.0000000,14875.0000000,500.0000000,Single Family Dwelling,May 13/08 May 20/08
000860,2008,08BP23,,20080512,Closed,,,,21,1,5860GW,,400,Spray Ave,,,Commercial,,,1048000.0000000,18340.0000000,500.0000000,Conversion of 7 rooms into lounge space-Gold Floor - Renovation /Permit Fee double as work done wihtout permit.,May 13 Jun 03
001015,2008,08BP24,,20080513,,,,,42,1,7410623,,224,Glen Cres,,,Residential,,,250000.0000000,2187.5000000,76.5600000,"Front foyer addition, exterior siding - Single Family Dwelling Add/Renov",May 20/08  May 20/08
002007,2008,08BP25,,2008052,,,,,11,53,8211588,,400,Moose St,Mount Edith House,,Residential,,,30000.0000000,262.5000000,9.1900000,Accessory Building (Cart storage shed) - Det. Garage,May 20/08 May 20/08
000826,2008,08BP26,,20080523,Closed,,,,,B,4357HW,,98,Banff Ave,,CIBC,Commercial,,,30000.0000000,262.5000000,9.1900000,Interior Renovations - CIBC  Renovation,May 27/08  May 27/08
000300,2008,08BP27,,20080604,,,,,21,15,6719BC,,333,Muskrat St,,,Residential,,,2000.0000000,100.0000000,4.0000000,"Addition of door, removal of interior wall - Alteration Single Family Dwelling",Jun. 17  Jun. 17
092505,2008,08BP28,,20080604,CXL'd,,,,15/5,,0012741,,119,Cave Ave,,,Residential,,,1500.0000000,100.0000000,4.0000000,"Install basement window - Install Window. March 16/11 - appears work was never done, permit was not paid for and has since expired. Cancelled.",Jun 10   Jun.10
001275,2008,08BP29,,20080606,Closed,,,,8,25,8911519,,115,Glacier Dr,,,Residential,,,8500.0000000,100.0000000,4.0000000,deck construction - Deck,Jun. 17  Jun. 17
001059,2008,08BP30,,2008061,Closed,,,,24,DN,8011455,,135,Nahanni Dr,,,Residential,,,5700.0000000,100.0000000,4.0000000,"Remove wall, install fireplace - Alteration /Condo",Jun. 17  Jun. 17
000906,2008,08BP31,,20080626,Approved,,,,13,4,1926HH,,117,Mountain Ave,,,Residential,,,40000.0000000,350.0000000,12.2500000,Attached garage addition - Att. Garage,July 03/08  July 08/08
000631,2008,08BP32,,20080626,Closed,,,,5-8,36,1163CD,,537,Banff Ave,,Rundlestone Lodge,Commercial,,,40000.0000000,350.0000000,12.2500000,New exterior entrance to restaurant - New Exterior Door,July 03/08  July 08/08
001180,2008,08BP33,,20080627,Closed,,,,DU,,B111477,,801,Hidden Ridge Way,,Hostelling International,Commercial,,,68000.0000000,595.0000000,20.8300000,Foundation Permit - Foundation,July 08/08  July 08/08
000125,2008,08BP34,,20080622,Approved,,,,12-13,6,6719BC,,225,Banff Ave,,,Commercial,,,950000.0000000,8312.5000000,290.9400000,Boston Pizza Interior  Renovation - Boston Pizza Rest,Aug. 12/08  Aug. 12/08
000555,2008,08BP35,,20080806,Approved; Completed,,20090922,,1-3,28,6719BC,,501,Banff Ave,,,Commercial,,,20000.0000000,175.0000000,6.1300000,New Garbage Enclosure Building - Garbage enclosure,Aug. 12/08  Aug. 12/08
000859,2008,08BP36,,20080812,Completed,,,,11-1,1,6431JK,,121,Glen Ave,,,Residential,,,80000.0000000,700.0000000,24.5000000,"Exterior renovations - deck, siding & railing. - Exterior Renovation",Sept. 02/08  Sept. 02/08
001444,2008,08BP37,,20080813,Completed,,20090922,,24,R30,0113208,,324,Middle Springs Dr,,,Residential,,,3500.0000000,200.0000000,8.0000000,Rear deck extension - Deck Expansion,Aug. 19/08  Aug. 19/08
001424,2008,08BP38,,20080819,Closed,,,,4,R30,0013208,,307,Middle Springs Dr,,,Residential,,,20000.0000000,175.0000000,6.1300000,New deck and walkout basement retaining wall. - Deck,Sept. 02/08  Sept. 02/08
000015,2008,08BP39,,20080822,,,,,19,1,6719BC,,137,Banff Ave,,,Commercial,,,175000.0000000,1531.2500000,53.5900000,Interior Renovations - Interior Renovation,Sept. 02/08  Sept. 09/08
112101,2008,08BP40,,20080902,,,,,11,58,,,120,Eagle Cres,,,Commercial,,,10000.0000000,100.0000000,4.0000000,Prep Building for car wash conversion - Car Wash Conversion,Sept. 09/08   Sept. 16/08
000860,2008,08BP41,,20080908,Closed,,,,21,1,5860GW,,400,Spray Ave,,,Commercial,,,120000.0000000,1050.0000000,36.7500000,Third floor rooftop walkway - Roof Top Walkway,Sept. 09/08  Sept. 09/08
000028,2008,08BP42,,20081014,Completed,,20100202,,10,2,6719BC,,120,Banff Ave,,,Commercial,,,150000.0000000,1312.5000000,45.9400000,Restaurant Renovation - Renovation,Oct. 15/08  Oct. 15/08
000106,2008,08BP43,,20081204,Approved,,,,4,5,6719BC,,211,Bear St,,,Commercial,,,250000.0000000,2187.5000000,76.5600000,Renovation / Expansion - Interior Renovation,Dec. 09/08  Dec. 09/08
000125,2008,08BP44,,20081217,Approved,,,,12,6,6719BV,,225,Banff Ave,,,Commercial,,,4000.0000000,100.0000000,4.0000000,Renovation / Expansion   Needs to pay - Interior Renovation,Dec. 17/08  Jan . 06/09
120901,2009,09BP01,,2009013,Approved,,,20140923,,,7411025,,Lloyd Hall Bldg,St Julien Rd,Lloyd hall,The Banff Centre,Institutional,,,148000.0000000,1295.0000000,45.3200000,Reno to Office,3 hours
000027,2009,09BP02,,20090217,Closed,20090324,,,8,2,6719BC,,116,Banff Ave,,McDonald's Restaurant,Commercial,,,150000.0000000,1312.5000000,45.9400000,Restaurant,1.5 Hours
000120,2009,09BP03,,2009022,completed,,,20091007,5,6,6719BC,,209,Banff Ave,,OK Gift Shop,Commercial,,,230000.0000000,2012.5000000,70.4400000,Reno to Retail,March 20/09
001056,2009,09BP04,,2009022,Closed,,,,31,DN,8011455,,130,Nahanni Dr,,,Residential,,,1500.0000000,100.0000000,4.0000000,"Requested spec sheet for the window,need to pay - Residential",1 hour
000134,2009,09BP05,,20090302,Completed,,,20100105,28-30,6,6395FP,,208,Caribou St,,Sushi Bistro,Commercial,,,30000.0000000,262.5000000,9.1900000,Reno to Rest,March 23/09
001049,2009,09BP06,,20090306,Completed,,,20100105,24,DN,8011455,,121,Nahanni Dr,,,Residential,,,10000.0000000,100.0000000,4.0000000,Install window to townhouse,March 23/09
120901,2009,09BP07,,20090325,Approved,20090331,,20100105,HJ,,0111367,,107,Tunnel Mountain Dr,Smith Hall,The Banff Centre,Institutional,,,0.0000000,75.0000000,4.0000000,Bird construction p/u permit & plans April 7/09 - Demolition,March 29 March 29
000578,2009,09BP08,,20090421,Approved,2012032,,2012032,22/23,29,6719BC,,519,Deer St,,,Residential,,,900000.0000000,2500.0000000,87.5000000,Single Family Dwelling, May 1 - May 1
000578,2009,09BP09,,20090421,Completed,,,,22/23,29,6719BC,,519,Deer St,,,Demolition - Residential,,,0.0000000,75.0000000,4.0000000,Demolition, May 1 - May 1
000403,2009,09BP10,,20090421,Completed,,,20100105,12,20,6719BC,,433,Banff Ave,,,Commercial,,,35000.0000000,306.2500000,10.7200000,Int/Ext Reno, May 5 - May 5
020054,2009,09BP11,,20090424,Closed,,,,CM,,6883JK,,100,Mount Norquay Rd,,Banff Recreation Centre,Demolition - Commercial,,,0.0000000,75.0000000,4.0000000,Demolition,April 24 - 28
001257,2009,09BP12,,20090519,,,,,8,24,8911519,,241,Jasper Way,,,Residential,,,15000.0000000,131.2500000,4.5900000,Single Family Dwelling Garage,May 26 to May 26
001260,2009,09BP13,,20090521,Completed,,,20100223,,24,8911519,,235,Jasper Way,,,Residential,,,3000.0000000,100.0000000,4.0000000,Single Family Dwelling Deck,May 26 to May 26
001206,2009,09BP14,,20090522,(cxled),,,,,,,,,,Banff 123S Substation,,cxl'd,,,0.0000000,0.0000000,0.0000000,determined a BP was not needed - they are exempt,
000626,2009,09BP15,,20090526,completed,,,2009102,18,34,1709CG,,121,Wolverine St,,,Residential,,,100000.0000000,100.0000000,4.0000000,Interior,May 28 to May 28
000712,2009,09BP16,,20090609,completed,,,20151201,17,64,7655JK,,206,Marmot St,,,Residential,,,20000.0000000,175.0000000,6.1300000,paid 6/9/09 - Res Addition,June 9th - June 10th
121101,2009,09BP17,,20090609,Completed,2011061,,20110607,21,13,,,202,Springs Cres,,,Residential,,,10000.0000000,75.0000000,4.0000000,replacing fireplace - Interior Renovation,June 9th- June 10th
001423,2009,09BP18,,20090618,completed,,,20091103,3,30,0113208,,305,Middle Springs Dr,,,Residential,,,7500.0000000,100.0000000,4.0000000,deck expansion - Residential,July 2 - July 2
000106,2009,09BP19,,20090623,Completed,,,20090728,4,5,6719BC,,211,Bear St,,Avanti Shoe Store,Commercial,,,10000.0000000,100.0000000,4.0000000,construction of store interior - Commercial,July 29 -July 29
020054,2009,09BP20,,20090623,Completed,20110308,,20110308,,CM,6883JK,,100,Mount Norquay Rd,,Banff Recreation Centre,Institutional,,,27000000.000000,0.0000000,0.0000000,fees not applicable - Institutional - Banff  Rec. Center,July 7 - July 7 - Oct. 13
120901,2009,09BP21,,20090624,completed,,,20100601,,,,,107,Tunnel Mountain Dr,Smith Hall,The Banff Centre,Institutional,,,4886761.0000000,45202.5400000,500.0000000,Institutional,July 21 -July 21
003010,2009,09BP22,,2009081,Completed,,,20091229,10,,,,258,Jasper Way,,,Demolition - Residential,,,0.0000000,75.0000000,4.0000000,fire damage - structure is unsafe - Demolition - Residential,"Aug 18 - Aug 18, 2009"
000528,2009,09BP23,09DP28,20090811,,,,20101102,19,26,6719BC,,213,Grizzly St,,,Residential,,,80000.0000000,740.0000000,25.9000000,Renovation - Residential,"Aug 27 - Aug 27, 2009"
000634,2009,09BP24x,09DP46,20090828,,,,,1-3,37,1163CD,,601,Banff Ave,Bumpers Inn / Husky,Husky,Demolition - Commercial,,,0.0000000,75.0000000,4.0000000,CANCELLED,
000741,2009,09BP25,,20090908,Completed,20120925,,,2,4,6719BC,,512,Buffalo St,,,Demolition - Residential,,,0.0000000,75.0000000,4.0000000,Det. Gar  Demolition,Sept. 08    Sept. 09  200
000741,2009,09BP26,,20090908,,,,,2,4,6719BC,,512,Buffalo St,,,Residential,,,600000.0000000,5550.0000000,194.2500000,"Semi-Detached Dwelling - CLOSED, PROJECT NEVER STARTED.",Sept. 08  Sept. 11    200
112101,2009,09BP27,09DP17,20090908,completed,,,20091124,11,58,3939JK,,120,Eagle Cres,,,Commercial,,,5000.0000000,100.0000000,4.0000000,Concrete Apron & Sump Pit,Sept. 08    Sept. 09  200
000792,2009,09BP28,,20090909,Completed,20100119,,20100126,,P,8422HK,,525,Tunnel Mountain Rd,,,Commercial,,,15000.0000000,138.7500000,4.8600000,Guest Room Renovation,2-Oct
000258,2009,09BP29,09DP35,2009091,completed,,,,"5-9, 15-20",13,6719BC,,337,Banff Ave,,,Commercial,,,30000.0000000,277.5000000,9.7100000,Canopy Addition,Sept. 15      Sept.  21
121119,2009,09BP30,09DP48,20090911,completed,,,20100119,37,13,8710330,,209,Springs Cres,,,Residential,,,20000.0000000,185.0000000,6.4800000,Deck,Sept. 15      Sept.  21
002018,2009,09BP31,,20090914,Closed,,,,26,14,0011315,,330,Banff Ave,,Banff High School,Institutional,,,22618.0000000,209.2200000,7.3200000,BCHS  Solar Panels,Oct. 28 to Oct. 30
000128,2009,09BP32,09DP27,20090929,Completed/Closed,20110315,,20110315,16,6,6719BC,,226,Bear St,,St. James Gate,Commercial,,,52700.0000000,487.4800000,17.0600000,New exhaust duct/chimney,Sept 29-Oct 2
000140,2009,09BP33,,20091001,Closed,,,,16&17,7,6719BC,,227-229,Beaver St,,Mt. Edith House,Institutional,,,138500.0000000,1281.1300000,44.8400000,Kitchen Renovation,Oct. 13 to Oct 19
000119,2009,09BP34,,20091006,Completed,,,20100223,4,6,6719BC,,207,Banff Ave,,The Grizzly House,Commercial,,,30000.0000000,277.5000000,9.7100000,Rooftop Generator,Oct. 13 to Oct. 19
000028,2009,09BP35,,20091023,Closed,,,,9,2,6719BC,,120,Banff Ave,,The Cascade Dance Hall,Commercial,,,275000.0000000,2543.7500000,89.0300000,Exterior  Renovation,Oct. 20 to Oct.  23
000004,2009,09BP36,,20091028,Completed,,,20100126,6&7,1,6719BC,,111,Banff Ave,,Symiotics Stylist & Artist,Commercial,,,20000.0000000,185.0000000,6.4800000,Interior Renovation,Oct. 28 to Oct.28
035504,2009,09BP37,,20091109,Closed,,,,4D,435,0211353,,435,Marten St,,,Residential,,,1700.0000000,100.0000000,4.0000000,Install  Window,Nov 10 to Nov 10
003010,2009,09BP38,,20091207,Closed,,,,10,,0713881,,256&258,Jasper Way,,,Residential,,,75000.0000000,2127.5000000,74.4600000,Combined 256 w/ 258 in the BP application - Repair After Fire,Dec 8 - Dec 15
000122,2009,09BP39,,20091229,Completed,,,20100209,7-9,6,6719BC,,213 & 215 & 217,Banff Ave,Sundance Mall,,Demolition - Commercial,,,0.0000000,75.0000000,4.0000000,Office Demolition,Dec 29 - Jan 5/10
000026,2010,10BP01,09DP01,2010012,Approved,20100126,,20110315,7-2,2,1108JK,,114,Banff Ave,,,Commercial,,,50000.0000000,462.5000000,16.1900000,Enclosed Stairwell,Jan.  26/10   Jan. 26/10
020052,2010,10BP02,,2010012,Closed,,,,,,0312541,,120,Hawk Ave,Town of Banff Operations,,Commercial,,,2000.0000000,0.0000000,0.0000000,Demissing Wall,Feb . 02/10  Feb. 02/10
001016,2010,10BP03,09DP29,20100125,Approved,20100126,,20100824,43,R1,7410623,,222,Glen Cres,,,Residential,,,75000.0000000,693.7500000,24.2800000,Single Family Dwelling Addition,Jan.  26/10   Jan. 26/10
001082,2010,10BP04,,20100205,,,,20101102,57,DL,8011455,,225,Kluane Drive,,,Residential,,,4000.0000000,100.0000000,4.0000000,Fireplace,Feb. 09/10  Feb. 09/10
000122,2010,10BP05,10DP05,20100219,Approved,,,20141007,"7,8,9",6,6719BC,107,215,Banff Ave,Sundance Mall,Evelyn's Coffee,Commercial,,,175000.0000000,1618.7500000,56.6600000,Interior Renovation,Feb. 23/10  March 02/10
120901,2010,10BP06,,20100305,,,,,,,7411025,,107,Tunnel Mountain Dr,Sally Borden Building,,Institutional,,,500000.0000000,4625.0000000,161.8800000,Interior Renovation,Mar.09/10  Mar. 16/10
