facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,postal_code,provider,latitude,longitude,phone,email,website,geo_source
Centre d'accueil Le Programme de Portage Inc.,,RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,Centre d'accueil Le Programme de Portage inc.,,,,,"865, place Richmond",Montréal,H3J1V8,Province of Quebec,45.4918365479,-73.5725097656,,,,Source
Conseil cri de la santé et des services sociaux de la Baie James,,,CCSSS de la Baie James,,,,,Case postale 250,Eeyou Istchee,J0M1E0,Province of Quebec,53.7826538086,-78.8957366943,,,,Source
La Maison Michel Sarrazin,,RLS de Québec-Sud,La Maison Michel Sarrazin,,,,,"2101, chemin Saint-Louis",Québec,G1T1P5,Province of Quebec,46.7734794617,-71.2515945435,,,,Source
Villa Belle Rive Inc.,,RLS d'Ahuntsic - Montréal-Nord,Villa Belle Rive Inc.,,,,,"5320, boulevard Gouin Est",Montréal,H1G1B4,Province of Quebec,45.6135787964,-73.6356506348,,,,Source
Bande Indienne des Montagnais de Sept-Iles et Maliotenam,,RLS de Sept-Îles,Bande Ind. des Montagnais de Sept-Iles et Maliotenam,,,,,"1089, avenue de Quen",Sept-Rivières,G4R4L9,Province of Quebec,50.2211761475,-66.4036636353,,,,Source
Conseil de la Nation Huronne Wendat,,RLS de Québec-Nord,Conseil de la Nation Huronne Wendat,,,,,"255, place Chef Michel Laveau",Québec,G0A4V0,Province of Quebec,46.8625564575,-71.3571166992,,,,Source
Pekuakamiulnuatsh Takuhikan,,RLS du Domaine-du-Roy,Pekuakamiulnuatsh Takuhikan,,,,,"1671, rue Ouiatchouan",Le Domaine-du-Roy,G0W2H0,Province of Quebec,48.5763092041,-72.2292785645,,,,Source
Conseil des Mohawks de Kahnawake,,RLS de Jardins-Roussillon,Conseil des Mohawks de Kahnawake,,,,,Case postale 720,Roussillon,J0L1B0,Province of Quebec,45.4138755798,-73.6763534546,,,,Source
88980 Canada Inc.,,RLS de Pierrefonds - Lac Saint-Louis,88980 Canada Inc.,,,,,"34, avenue Woodland",Montréal,H9W4V9,Province of Quebec,45.4189491272,-73.8835525513,,,,Source
Centre de santé Inuulitsivik - Inuulitsivik Healthcenter,,,Centre de santé Inuulitsivik,,,,,Chemin Baie d'Hudson,Administration régionale Kativik,J0M1P0,Province of Quebec,60.037651062,-77.2757949829,,,,Source
Chateau Westmount Inc.,,RLS de Côte-des-Neiges - Métro - Parc-Extension,Chateau Westmount Inc.,,,,,"4860, boulevard De Maisonneuve Ouest",Montréal,H3Z3G2,Province of Quebec,45.4771652222,-73.6001586914,,,,Source
Centre d'hébergement St-Francois Inc.,,RLS de Chicoutimi,Centre d'hébergement St-Francois Inc.,,,,,"912, rue Jacques-Cartier Est",Saguenay,G7H2A9,Province of Quebec,48.4230995178,-71.0394973755,,,,Source
Placements M.G.O. Inc.,,RLS de Laval,Placements M.G.O. Inc.,,,,,"5855, rue Boulard",Laval,H7B1A3,Province of Quebec,45.6865501404,-73.6474456787,,,,Source
Manoir Soleil Inc.,,RLS du Haut-Richelieu - Rouville,Manoir Soleil Inc.,,,,,"125, rue Daigneault",La Vallée-du-Richelieu,J3L1G7,Province of Quebec,45.4613571167,-73.2959899902,,,,Source
Conseil Mohawk d'Akwesasne,,RLS du Haut-Saint-Laurent,Conseil Mohawk d'Akwesasne,,,,,"95, Snye School road",Le Haut-Saint-Laurent,H0M1A1,Province of Quebec,45.0087394714,-74.6025085449,,,,Source
Hôpital Ste-Monique inc.,,RLS de Québec-Sud,Hopital Ste-Monique Inc.,,,,,"4805, boulevard Wilfrid-Hamel",Québec,G1P2J7,Province of Quebec,46.8044166565,-71.3263092041,,,,Source
Centre d'accueil Saint-Joseph de Lévis Inc.,,RLS Alphonse-Desjardins,Centre d'accueil Saint-Joseph de Lévis Inc.,,,,,"5445, rue Saint-Louis",Lévis,G6V4G9,Province of Quebec,46.7991447449,-71.1886901855,,,,Source
Centre d'accueil Marcelle Ferron Inc.,,RLS de Champlain,Centre d'accueil Marcelle Ferron Inc.,,,,,"8600, boulevard Marie-Victorin",Longueuil,J4X1A1,Province of Quebec,45.446056366,-73.4943847656,,,,Source
Jardins du Haut Saint-Laurent (1992) Inc.,,RLS de Québec-Sud,Jardins du Haut Saint-Laurent (1992) Inc.,,,,,"4770, rue Saint-Félix",Québec,G3A1B1,Province of Quebec,46.7369422913,-71.3782043457,,,,Source
Centre d'hébergement St-Jean-Eudes Inc.,,RLS de Québec-Nord,Centre d'hébergement St-Jean-Eudes Inc.,,,,,"6000, 3e Avenue Ouest",Québec,G1H7J5,Province of Quebec,46.8505249023,-71.2595214844,,,,Source
Résidence Sorel-Tracy Inc.,,RLS Pierre-De Saurel,Résidence Sorel-Tracy Inc.,,,,,"4025, rue Frontenac",Pierre-De Saurel,J3R4G8,Province of Quebec,46.0282249451,-73.1436767578,,,,Source
2863-9839 Québec Inc.,,RLS de Vaudreuil-Soulanges,2863-9839 Québec Inc.,,,,,"170, rue Boileau",Vaudreuil-Soulanges,J7V8A3,Province of Quebec,45.4034423828,-74.0412597656,,,,Source
Centre hospitalier Saint-François inc.,,RLS de Québec-Sud,Centre hospitalier Saint-François inc.,,,,,"1604, 1re Avenue",Québec,G1L3L6,Province of Quebec,46.8290405273,-71.2359771729,,,,Source
Centre d'hébergement et de soins de longue durée de La Maison Legault inc.,,RLS de Québec-Sud,CHSLD de La Maison Legault inc.,,,,,"3035, chemin Saint-Louis",Québec,G1W1R5,Province of Quebec,46.7577552795,-71.2886199951,,,,Source
Centre d'hébergement et de soins de longue durée Bourget inc.,,RLS de Rivière-des-Prairies - Anjou - Montréal-Est,CHSLD Bourget inc.,,,,,"11570, rue Notre-Dame Est",Montréal,H1B2X4,Province of Quebec,45.6338005066,-73.4927597046,,,,Source
Centre d'hébergement et de soins de longue durée Bussey (Québec) inc.,,RLS de Dorval - Lachine - Lasalle,CHSLD Bussey (Québec) inc.,,,,,"2069, boulevard Saint-Joseph",Montréal,H8S4B7,Province of Quebec,45.4330787659,-73.683303833,,,,Source
Foyer Saints-Anges de Ham-Nord Inc.,,RLS d’Arthabaska-et-de-L’Érable,Foyer Saints-Anges de Ham-Nord Inc.,,,,,"493, rue Principale",Arthabaska,G0P1A0,Province of Quebec,45.9038162231,-71.6477737427,,,,Source
Villa Medica Inc.,,RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,Villa Medica Inc.,,,,,"225, rue Sherbrooke Est",Montréal,H2X1C9,Province of Quebec,45.5149726868,-73.5687408447,,,,Source
Charles S. Curtis Memorial Hospital,TYPE 1,Labrador-Grenfell Health,,50.0,,,,178-200 West St.,St. Anthony,A0K4S0,Labrador-Grenfell Health,51.37053739,-55.59584398,709-454-3333,,https://www.lghealth.ca/facilities/hospitals/charles-s-curtis-memorial-hospital/,Source
Labrador Health Centre,TYPE 1,Labrador-Grenfell Health,,25.0,,,,,Happy Valley � Goose Bay,A0P1C0,Labrador-Grenfell Health,,,709-897-2000,,https://www.lghealth.ca/facilities/hospitals/labrador-health-centre/,
Labrador West Health Centre,TYPE 1,Labrador-Grenfell Health,,28.0,,,,1700 Nichols-Adam Highway,Labrador City,A2V0B2,Labrador-Grenfell Health,52.9467621,-66.90962068,709-285-8100,,https://www.lghealth.ca/facilities/hospitals/labrador-west-health-centre/,Source
Labrador South Health Centre,Health centre,Labrador-Grenfell Health,,,,,,,Forteau,A0K2P0,Labrador-Grenfell Health,,,709-931-2450,,https://www.lghealth.ca/facilities/health-centres/labrador-south-health-centre/,
Strait of Belle Isle Health Centre,Health centre,Labrador-Grenfell Health,,,,,,,Flowers Cove,A0K2N0,Labrador-Grenfell Health,,,709-456-2401,,https://www.lghealth.ca/facilities/health-centres/strait-of-belle-isle/,
White Bay Central Health Centre,Health centre,Labrador-Grenfell Health,,,,,,,Roddickton-Bide Arm,A0K4P0,Labrador-Grenfell Health,,,709-457-2215,,https://www.lghealth.ca/facilities/health-centres/white-bay-central/,
John M. Gray Centre & Complex,TYPE 2,Labrador-Grenfell Health,,47.0,,,,176 West St,St. Anthony,,Labrador-Grenfell Health,,,709-454-0371,,https://www.lghealth.ca/facilities/long-term-care/john-m-gray-centre-complex/,
Happy Valley-Goose Bay Long Term Care,TYPE 2,Labrador-Grenfell Health,,70.0,,,,,Happy Valley � Goose Bay,A0P1E0,Labrador-Grenfell Health,,,709-896-2469,,https://www.lghealth.ca/facilities/long-term-care/happy-valley-goose-bay-long-term-care/,
Metro Toronto Convention Centre,TYPE 3,,,,,,,"255 Front Street West, North Building, Hall A (west ramp on Front Street at John Street)",Toronto,,Toronto,43.643971128415,-79.386829859627,,,,Source
Scarborough Town Centre,TYPE 3,,,,,,,300 Borough Drive,Toronto,,Toronto,43.776990231769,-79.258930615442,,,,Source
Cloverdale Mall,TYPE 3,,,,,,,250 The East Mall,Toronto,,Toronto,43.632603612174,-79.556501959627,,,,Source
Woodbine Mall,TYPE 3,,,,,,,500 Rexdale Boulevard,Toronto,,Toronto,43.719178000313,-79.599279647844,,,,Source
Mitchell Field Arena,TYPE 3,,,,,,,89 Church Avenue,Toronto,,Toronto,43.774637558851,-79.40822900195101,,,,Source
Wellesley Community Centre,TYPE 1,,,,,,,495 Sherbourne Street (east entrance by the parkette),Toronto,,Toronto,43.667604299075,-79.374465659626,,,https://sherbourne.on.ca/covid-19-vaccine-info/,Source
Seneca College Vaccination Clinic,TYPE 1,,,,,,,1750 Finch Avenue East,Toronto,,Toronto,43.795323958241,-79.349676663484,,,https://www.nygh.on.ca/,Source
SHN Centenary Clinic,TYPE 1,,,,,,,2867 Ellesmere Road,Toronto,,Toronto,43.78239801145,-79.206660232638,,,https://www.scarboroughcovidvaccineclinic.ca/,Source
Warden Hilltop Community Centre,TYPE 1,,,,,,,25 Mendelssohn Street,Toronto,,Toronto,43.71479635415,-79.28074231914901,,,https://tehn.ca/covid19/covid-19-vaccine,Source
West Park Healthcare Centre,TYPE 1,,,,,,,82 Buttonwood Avenue,Toronto,,Toronto,43.689919358638,-79.508040174969,,,https://www.westpark.org/en/PatientsAndFamilies/COVID-19/VaccinationClinics,Source
"Regent Park, 40 Oaks (Fred Victor)",TYPE 1,,,,,,,40 Oak Street,Toronto,,Toronto,43.661619703176,-79.36531997497,,,https://regentparkchc.org/,Source
University Health Network - University of Toronto - St. George's Campus Vaccination Clinic,TYPE 1,,,,,,,255 McCaul Street (entrance through main doors on McCaul Street),Toronto,,Toronto,43.65874688966,-79.392924501954,,,University-Rosedale,Source
East York Town Centre,TYPE 1,,,,,,,45 Overlea Boulevard,Toronto,,Toronto,43.705981419136,-79.346049059625,,,https://tehn.ca/covid19/covid-19-vaccine/covid-19-immunization-clinics-east-toronto,Source
Carefirst Seniors and Community Services Association Clinic,TYPE 1,,,,,,,300 Silver Star Boulevard,Toronto,,Toronto,43.812781513219,-79.294956688457,,,https://www.scarboroughcovidvaccineclinic.ca/,Source
Centennial College Progress Campus Clinic,TYPE 1,,,,,,,941 Progress Avenue,Toronto,,Toronto,43.785626371638,-79.22820230195,,,https://www.scarboroughcovidvaccineclinic.ca/,Source
Humber River Hospital COVax Vaccine Clinic - Downsview Arena,TYPE 1,,,,,,,2625 Weston Road,Toronto,,Toronto,43.713852472062,-79.531034259625,,,https://www.hrh.ca/covax-clinic-booking/,Source
NYGH Vaccination Clinic,TYPE 1,,,,,,,4001 Leslie Street,Toronto,,Toronto,43.769755820985,-79.363201801951,,,,Source
CAMH Vaccination Clinic,TYPE 1,,,,,,,100 Stokes Street,Toronto,,Toronto,43.64352200475,-79.419124457775,,,http://www.camh.ca/covidvaccine,Source
TAIBU Community Health Centre,TYPE 1,,,,,,,27 Tapscott Road,Toronto,,Toronto,43.806308528206,-79.2205897086,,,https://www.scarboroughcovidvaccineclinic.ca/,Source
The Mid-Scarborough Hub,TYPE 1,,,,,,,2660 Eglinton Avenue East,Toronto,,Toronto,43.737387970125,-79.250706610454,,,https://www.scarboroughcovidvaccineclinic.ca/,Source
Michael Garron Hospital,TYPE 1,,,,,,,825 Coxwell Avenue,Toronto,,Toronto,43.690088500097,-79.324879659625,,,https://tehn.ca/covid19/covid-19-vaccine,Source
Allcures Pharmacy,TYPE 0,,,,,,,"31 St. Dennis Drive, Unit 1",Toronto,,Toronto,43.718572185,-79.329585034,416-696-1400,,,Source
Raymond Wing Chiu Chan Drug Ltd.,TYPE 0,,,,,,,794 Sheppard Ave East,Toronto,,Toronto,43.770123506,-79.374856585,416-222-7701,,,Source
KIPLING & QUEENSWAY PHARMACY,TYPE 0,,,,,,,"1255 THE QUEENSWAY, UNIT-20",Toronto,,Toronto,43.621073842,-79.524809007,647-508-3550,,,Source
NEW CALEDONIA PHARMACY,TYPE 0,,,,,,,600 Caledonia Rd,Toronto,,Toronto,43.693285018,-79.462294728,416-785-8385,,,Source
HEALTH CHECK PHARMACY PHARMASAVE,TYPE 0,,,,,,,"2826A MARKHAM ROAD, SCARBOROUGH, ONTARIO",Toronto,,Toronto,43.823166745,-79.248587886,416-298-8165,,,Source
Vina Pharmacy,TYPE 0,,,,,,,1025 Gerrard Street E,Toronto,,Toronto,43.668691587,-79.337169872,416-469-5386,,,Source
Birchmount Pharmasave,TYPE 0,,,,,,,462 Birchmount Road,Toronto,,Toronto,43.707284138,-79.26959561,416-698-1616,,,Source
Whole Health Pharmacy,TYPE 0,,,,,,,"1575 Jane Street, Unit 7",Toronto,,Toronto,43.699196993,-79.5023861,416-245-2273,,https://wholehealthcooksville.ca/,Source
pharmasave 606,TYPE 0,,,,,,,944 Kingston Rd.,Toronto,,Toronto,43.680636081,-79.28803955200001,416-698-1641,,https://lawlor.medmeapp.ca/schedule/,Source
Keele and Finch Pharmacy,TYPE 0,,,,,,,102- 1275 Finch Ave West,Toronto,,Toronto,43.763887344,-79.487445664,647-349-2273,,https://pharmasave.com/store/pharmasave-university-heights-pharmacy/,Source
Jarvis st. Apothecary,TYPE 0,,,,,,,275 Jarvis St.,Toronto,,Toronto,43.658253511,-79.374722773,416-792-1959,,https://jarvis-st-apothecary.business.site,Source
Total Health Pharmacy,TYPE 0,,,,,,,997 Gerrard St E,Toronto,,Toronto,43.668487404,-79.338046193,647-351-3784,,https://pharmaconnect.ca/Appointment/ff38dc2c-4b68-479a-a6a5-5c0f6bd992c5,Source
Nor-Arm Pharmacy,TYPE 0,,,,,,,107-1280 Finch Ave West,Toronto,,Toronto,43.764248055,-79.488537583,416-667-8430,,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/nor-arm-pharmacy-7018005,Source
Premier Pharmacy and Compounding Centre,TYPE 0,,,,,,,3323 Bathurst Street,Toronto,,Toronto,43.725380703,-79.430935728,647-347-1311,,https://premierpharmacy.ca/,Source
Northcliffe Pharmacy,TYPE 0,,,,,,,1751 Eglinton Avenue West,Toronto,,Toronto,43.696007225,-79.447847031,416-256-7888,,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/northcliff-pharmacy-7023147,Source
LOBLAWS INC LOB1010 RX DSP,TYPE 0,,,,,,,5095 YONGE ST,Toronto,,Toronto,43.768280256,-79.412275076,416-512-9436,,https://www.loblaws.ca/covid19,Source
LOBLAWS INC LOB1212 RX DSP,TYPE 0,,,,,,,396 ST CLAIR AVE W,Toronto,,Toronto,43.684075185,-79.41530468,416-651-5145,,https://www.loblaws.ca/covid19,Source
Dynasty Pharmacy,TYPE 0,,,,,,,5460 Yonge Street Unit 106,Toronto,,Toronto,43.777205211,-79.415524819,416-250-5460,,https://www.rxhealthmed.ca/locations/dynasty-pharmacy/,Source
Lingeman IDA Pharmacy,TYPE 0,,,,,,,411 Jane st,Toronto,,Toronto,43.658742791,-79.487922138,416-767-8409,,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/lingeman-ida-pharmacy-7028510,Source
Guardian Village Square Pharmacy,TYPE 0,,,,,,,"2942 FINCH AVE E., Scar, Ont",Toronto,,Toronto,43.794260779,-79.329809802,416-492-4167,,https://www.guardian-ida-pharmacies.ca/en/ontario/scarborough/village-square-pharmacy-7005106,Source
Orton Park Guardian Pharmacy,TYPE 0,,,,,,,136 Orton Park Road,Toronto,,Toronto,43.77171822,-79.20911961,416-439-7222,,https://www.guardian-ida-pharmacies.ca/en/ontario/scarborough/orton-park-pharmacy-7041430,Source
Canadian Compounding Pharmacy,TYPE 0,,,,,,,2920 Bloor St West,Toronto,,Toronto,43.648501682,-79.507232356,416-239-3566,,https://www.medspharmacy.ca/canadian-compounding-pharmacy,Source
High Park,TYPE 0,,,,,,,1938 Bloor St. W,Toronto,,Toronto,43.653433271,-79.466789535,416-769-2222,,https://www.medspharmacy.ca/high-park-pharmacy,Source
Junction Pharmacy,TYPE 0,,,,,,,3016 DUNDAS ST WEST,Toronto,,Toronto,43.665660061,-79.469944965,416-763-2394,,https://www.medspharmacy.ca/junction-pharmacy,Source
Rosebury - Sobeys,TYPE 0,,,,,,,145 Marlee Avenue,Toronto,,Toronto,43.703254768,-79.441027128,416-781-0606,,https://www.pharmacyappointments.ca/,Source
Lawrence/Midland - Sobeys,TYPE 0,,,,,,,2650 Lawrence Avenue E,Toronto,,Toronto,43.752174235,-79.263873273,416-755-4184,,https://www.pharmacyappointments.ca/,Source
Unicare Pharmacy,TYPE 0,,,,,,,3170 Lakeshore BLVD West,Toronto,,Toronto,43.598308603,-79.517825239,416-503-0013,,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/unicare-pharmacy-7001192,Source
Care and Health Pharmacy,TYPE 0,,,,,,,2928 Danforth Ave,Toronto,,Toronto,43.690270422,-79.293529986,416-537-2565,,https://carehealth.pharmabest.ca/,Source
Rylander Pharmasave,TYPE 0,,,,,,,"6758 Kingston Rd., Unit 8",Toronto,,Toronto,43.798573896,-79.148074795,416-281-4223,,https://pharmasave.com/scarborough-rylander/,Source
Sam's I.D.A. Pharmacy,TYPE 0,,,,,,,1920 Yonge Street,Toronto,,Toronto,43.698770881,-79.397276935,416-483-3003,,https://www.guardian-ida-pharmacies.ca/en/ontario/toronto/sams-ida-pharmacy-7008620,Source
Pharmasave (PHF 307-1),TYPE 0,,,,,,,"720 Spadina Ave, Unit 100",Toronto,,Toronto,43.665282022,-79.403617352,416-929-7200,,https://spadinamedicalpharmacy.medmeapp.ca/schedule,Source
Snowden Pharmacy,TYPE 0,,,,,,,264 Bloor St. W,Toronto,,Toronto,43.667615656,-79.400395756,416-922-2156,,https://www.snowdoncompounding.com/,Source
City Pharmacy Remedy's Rx,TYPE 0,,,,,,,238 Danforth Avenue,Toronto,,Toronto,43.677139691,-79.355405335,416-469-1898,,https://www.remedys.ca/en/ontario/toronto/city-pharmacy-remedysrx-7018322,Source
Bathurst Wilson IDA Pharmacy,TYPE 0,,,,,,,322 Wilson Ave,Toronto,,Toronto,43.737225285,-79.436580114,416-638-1755,,https://www.guardian-ida-pharmacies.ca/en/ontario/downsview/bathurst-wilson-i-d-d-d-a-d-pharmacy-7014507,Source
ARIA PHARMACY,TYPE 0,,,,,,,11 NEWTON DR,Toronto,,Toronto,43.792959377,-79.417779991,647-716-5663,,https://ariapharmacy.ca/,Source
CLINICPLUS I.D.A. PHARMACY,TYPE 0,,,,,,,"10 NEIGHBOURHOOD LANE, UNIT 103",Toronto,,Toronto,43.637790316,-79.488544014,416-232-0018,,https://www.guardian-ida-pharmacies.ca/en/ontario/etobicoke/clinic-plus-pharmacy-7035501,Source
THE MEDICINE SHOPPE PHARMACY # 134,TYPE 0,,,,,,,2600 EGLINTON AVE WEST,Toronto,,Toronto,43.690839184,-79.473005864,416-651-6511,,https://www.medicineshoppe.ca/en/ontario/toronto/the-medicine-shoppe-pharmacy-134-7014226,Source
People's Choice RemedysRx,TYPE 0,,,,,,,1145 Morningside Ave. Unit#16,Toronto,,Toronto,43.801243998,-79.199175559,647-748-7337,,https://www.peopleschoicepharmacies.com/,Source
Kennedy Road Pharmacy,TYPE 0,,,,,,,"2 Antrim Crescent, Unit 4",Toronto,,Toronto,43.771982426,-79.284017626,416-298-2222,,https://idapharmacytoronto.ca/,Source
East York Pharmasave,TYPE 0,,,,,,,840 Coxwell Ave. #102,Toronto,,Toronto,43.69015940100001,-79.326763401,416-613-9511,,https://pharmasave.com/toronto-east-york/,Source
Lefko Pharmasave #794,TYPE 0,,,,,,,842 Wilson Ave,Toronto,,Toronto,43.730803868,-79.467380913,416-635-6802,,https://ps794.medmeapp.ca/schedule,Source
One Eva,TYPE 0,,,,,,,1 Eva Road,Toronto,,Toronto,43.639469453,-79.563066247,416-628-5793,,https://1evapharmacy.ca/,Source
Lawrence Pharmacy,TYPE 0,,,,,,,2683 Lawrence Ave E,Toronto,,Toronto,43.751692831,-79.26148795,416-750-4691,,https://www.remedys.ca/en/ontario/scarborough/lawrence-pharmacy-7016574?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Source
Keele-Ingram Pharmacy,TYPE 0,,,,,,,2221 Keele Street,Toronto,,Toronto,43.698959775,-79.475504338,416-247-8618,,https://www.pharmachoice.com/locations/keele-ingram/,Source
LOBLAWS INC RCSS2800 RX DSP,TYPE 0,,,,,,,2549 WESTON RD,Toronto,,Toronto,43.709950033,-79.533850643,416-246-1417,,https://www.realcanadiansuperstore.ca/covid19,Source
Shoppers Drug Mart 857,TYPE 0,,,,,,,123 Rexdale Blvd,Toronto,,Toronto,43.711375082,-79.565240884,416-743-1645,,https://www.shoppersdrugmart.ca/covid19,Source
Shoppers Drug Mart 859,TYPE 0,,,,,,,2751 Eglinton Ave E,Toronto,,Toronto,43.736523524,-79.24765016,416-267-8211,,https://www.shoppersdrugmart.ca/covid19,Source
Wal-Mart Pharmacy #3159,TYPE 0,,,,,,,1900 EGLINTON AVE E,Toronto,,Toronto,43.727477033,-79.293906187,416-615-2702,,https://www.walmart.ca,Source
Shoppers Drug Mart 1322,TYPE 0,,,,,,,"565 SHERBOURNE STREET, UNIT 40",Toronto,,Toronto,43.669960976,-79.375430592,416-963-9495,,https://www.shoppersdrugmart.ca/covid19,Source
LOBLAWS INC FORT4165 RX DSP,TYPE 0,,,,,,,330 QUEENS PLATE DR,Toronto,,Toronto,43.721575079,-79.596042772,416-745-2825,,https://fortinos.ca/covid19,Source
Welcome Guardian Drugs (Roncesvalles),TYPE 0,,,,,,,137 Roncesvalles Avenue,Toronto,,Toronto,43.643375049,-79.447412719,416-533-2088,,https://roncesvallesguardianpharmacy.com/,Source
