EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
BPUX,Hair Inc. Academy,null,Private Institution,Designated,NA,2020-09-16,null,8107 104 Street,null,null,Edmonton,Alberta,T6E 4E4,Canada,780-700-0279,780-700-0279,780-700-0279
BPUU,Hamptons College,null,Private Institution,Designated,NA,2020-08-11,null,202-4015- 17 Avenue SE,null,null,Calgary,Alberta,T2A 0S8,Canada,403-919-1429,403-919-1429,403-919-1429
BPPK,Heritage College,Apple Pharmacy Staffing Corp.,Private Institution,Designated,NA,2016-10-19,null,140- 3015 - 12 Street NE,null,null,Calgary,Alberta,T2E 7J2,Canada,403-800-8221,403-800-8221,403-800-8221
BPMF,High Velocity Equipment Training College,null,Private Institution,Designated,NA,2010-03-11,null,NE 22 52 26 W4,null,null,Enoch,Alberta,T7X 3Y3,Canada,(780) 678-2626,(780) 678-2626,(780) 678-2626
BPQM,InnoTech College-Calgary,2015702 Ablerta Inc.,Private Institution,Designated,NA,2018-10-31,null,305 4014 MacLeod Trail SE,null,null,Calgary,Alberta,T2G2R7,Canada,4034730939,4034730939,4034730939
BPQN,InnoTech College-Edmonton,2015702 Alberta Inc.,Private Institution,Designated,NA,2018-10-31,null,209 10080 Jasper Avenue,null,null,Edmonton,Alberta,T5J1V9,Canada,4034730939,4034730939,4034730939
BPGV,International Academy of Esthetics,null,Private Institution,Designated,NA,1992-12-11,null,122 150 Chippewa Road,null,null,Sherwood Park,Alberta,T8A6A2,Canada,(780) 449-1225,(780) 449-1225,(780) 449-1225
BPVH,Kanata Aviation Training Inc.,null,Private Institution,Designated,NA,2021-01-12,null,Hangar C1- Gordon James Way,High River Airport,null,High River,Alberta,T1V 1P7,Canada,403-463-0829,403-463-0829,403-463-0829
BPHT,Kdm Dental College International Incorporated,null,Private Institution,Designated,NA,1994-07-28,null,2101 Bell Tower,10104-103 Ave,null,Edmonton,Alberta,T5J 0H8,Canada,7804236863,7804236863,7804236863
BPFF,Kdm Dental College International Incorporated,null,Private Institution,Designated,NA,1989-03-06,null,940 - 6th Ave Sw,Suite 520,null,Calgary,Alberta,T2P 3T1,Canada,4032642744,4032642744,4032642744
BPMR,LR Helicopters Inc.,null,Private Institution,Designated,NA,2010-11-15,null,135 MacLaurin Drive,Springbank Airport,null,Calgary,Alberta,T3Z3S4,Canada,(403) 286-4601,(403) 286-4601,(403) 286-4601
BPQG,Lighthouse Labs - Calgary,Lighthouse Labs Inc.,Private Institution,Designated,NA,2018-05-29,null,WorkNicer- 630 8 Ave SW,#600,null,Calgary,Alberta,T2P 1G6,Canada,8885696898,8885696898,8885696898
BPPU,M. Dent College,null,Private Institution,Designated,NA,2017-06-30,null,207- 1711-4th Street SW,null,null,Calgary,Alberta,T2S1V8,Canada,4032647656,4032647656,4032647656
BPAS,MC College-Calgary,null,Private Institution,Designated,NA,1988-12-21,null,1023 - 7th Ave. S.W.,null,null,Calgary,Alberta,T2P1A8,Canada,null,null,null
BPAY,MC College-Edmonton,null,Private Institution,Designated,NA,1988-12-21,null,10345- 107 Street,null,null,Edmonton,Alberta,T5J 1K3,Canada,(780) 429-4407,(780) 429-4407,(780) 429-4407
BPCT,MC College-Red Deer,null,Private Institution,Designated,NA,1988-01-12,null,5008 Ross  St.,null,null,Red Deer,Alberta,T4N1Y3,Canada,(403) 342-1110,(403) 342-1110,(403) 342-1110
BPOQ,MCG - Red Deer,null,Private Institution,Designated,NA,2015-07-29,null,103 4719-48 Avenue,null,null,Red Deer,Alberta,T4N3T1,Canada,7804538210,7804538210,7804538210
BPUA,MCG Career College - Calgary,null,Private Institution,Designated,NA,2019-07-08,null,Unit 220- 4774 Westwinds Drive,NE,null,Calgary,Alberta,T3J0L7,Canada,(403) 993-7108,(403) 993-7108,(403) 993-7108
BPOZ,MCG Career College - Cold Lake,null,Private Institution,Designated,NA,2016-04-14,null,103 - 5605 55 Street,null,null,Cold Lake,Alberta,T9M 1R6,Canada,888 261 8999,888 261 8999,888 261 8999
BPDS,MCG Career College - Red Deer,null,Private Institution,Designated,NA,2007-09-13,null,200,4806-51 Ave,null,Red Deer,Alberta,T4N4H3,Canada,(888) 261-8999,(888) 261-8999,(888) 261-8999
BPSA,MH Vicars School of Massage Therapy - Edmonton,null,Private Institution,Designated,NA,2002-04-29,null,2828 Calgary Trail ,NW,null,Edmonton,Alberta,T6J 6V7,Canada,(780) 491-0574,(780) 491-0574,(780) 491-0574
BPGL,MH Vicars School of Massage Therapy-Calgary,null,Private Institution,Designated,NA,2007-10-10,null,101 & 103,200 Country Hills Landing NW,null,Calgary,Alberta,T3K5P3,Canada,(403) 567-1451,(403) 567-1451,(403) 567-1451
BPNJ,MTG Healthcare Academy,null,Private Institution,Designated,NA,2012-07-24,null,Suite 100,1324 36 Ave NE,null,Calgary,Alberta,T2E8S1,Canada,4032642009,4032642009,4032642009
BPPA,MTG Healthcare Academy-Edmonton,null,Private Institution,Designated,NA,2016-05-25,null,6920 Roper Road,null,null,Edmonton,Alberta,T6B3H9,Canada,7808637263,7808637263,7808637263
BPON,MTG Healthcare Academy-Red Deer,null,Private Institution,Designated,NA,2015-03-11,null,4811-48 Street,null,null,Red Deer,Alberta,T4N1S6,Canada,403-264-2009,403-264-2009,403-264-2009
BPNV,Makami College Inc.- Calgary,null,Private Institution,Designated,NA,2013-07-12,null,9618 Horton Road SW,null,null,Calgary,Alberta,T2V 4K8,Canada,403 474-0772,403 474-0772,403 474-0772
BPTB,Makami College Inc.- Edmonton,null,Private Institution,Designated,NA,2007-12-11,null,Unit #137- Bonnie Doon Centre,8330 82 Avenue NW, ,Edmonton,Alberta,T6C 4E3,Canada,(780) 468-3454,(780) 468-3454,(780) 468-3454
BPQL,Manual Osteopathic College of Canada,null,Private Institution,Designated,NA,2018-10-30,null,4620 99 Street,null,null,Edmonton,Alberta,T6E5H5,Canada,7809166888,7809166888,7809166888
BPTT,Manual Osteopathic College of Canada - Calgary,null,Private Institution,Designated,NA,2019-04-18,null,#100- 1167 Kensington Crescent,NW,null,Calgary,Alberta,T2N 1X7,Canada,877 768-8400,877 768-8400,877 768-8400
BPUH,Manual Osteopathic College of Canada – Grande Prairie,null,Private Institution,Designated,NA,2019-11-18,null,#201- 11402 100 St ,null,null,Grande Prairie,Alberta,T8V 2N5,Canada,1-877-768-8400,1-877-768-8400,1-877-768-8400
BPUI,Manual Osteopathic College of Canada – Lloydminster,null,Private Institution,Designated,NA,2019-11-18,null,Bay 1A- 5712 44 St,null,null,Lloydminster,Alberta,T9V 0B6,Canada,1-877-768-8400,1-877-768-8400,1-877-768-8400
BPHW,Maskwacis Cultural College,null,Private Institution,Designated,NA,1994-11-09,null,Po Box 960,null,null,Hobbema,Alberta,T0C1N0,Canada,(780) 585-3925,(780) 585-3925,(780) 585-3925
BPMH,Medical Reception College 1 Ltd-Calgary,null,Private Institution,Designated,NA,2010-05-26,null,Suite 210,840 7 Avenue SW,null,Calgary,Alberta,T2P 3G2,Canada,(403) 701-2837,(403) 701-2837,(403) 701-2837
BPMI,Medical Reception College 1 Ltd-Edmonton,null,Private Institution,Designated,NA,2010-05-26,null,10279 Jasper Ave,null,null,Edmonton,Alberta,T5J1X8,Canada,(403) 701-2837,(403) 701-2837,(403) 701-2837
BPRJ,Mountain View Helicopters,null,Private Institution,Designated,NA,1996-01-01,null,Springbank Airport,402A Otter Bay,null,Calgary,Alberta,T3Z3S6,Canada,(403) 286-7186,(403) 286-7186,(403) 286-7186
BPNP,NIWE Academy Inc.,null,Private Institution,Designated,NA,2013-02-22,null,3817 - 27 Street,null,null,Calgary,Alberta,T1Y 7G2,Canada,5873519024,5873519024,5873519024
BPGF,Namao Flying Club,null,Private Institution,Designated,NA,2014-05-09,null,25 27018 S.H. 633,null,null,Sturgeon County,Alberta,T8T0E3,Canada,(780) 419-6777,(780) 419-6777,(780) 419-6777
BPNX,National Manual Osteopathic College,null,Private Institution,Designated,NA,2013-09-09,null,#203 4911 - 50 Street,null,null,Innisfail,Alberta,T4G1W4,Canada,4033561581,4033561581,4033561581
BPHV,Nechi Institute: Centre of Indigenous Learning ,null,Private Institution,Designated,NA,2015-10-05,null,P.O. Box 2039,Station Main,null,St. Albert,Alberta,T8N 2G3,Canada,(780) 459-1884,(780) 459-1884,(780) 459-1884
BPRF,Newman Theological College,null,Private Institution,Designated,NA,1988-12-21,null,10012 84 Street,NW,null,Edmonton,Alberta,T6A0B2,Canada,(780) 467-5858,(780) 467-5858,(780) 467-5858
BPSP,Nightingale Academy of Health Services Inc.,null,Private Institution,Designated,NA,2003-05-23,null,Venta Care Centre,13525 102 Street, ,Edmonton,Alberta,T5E4K3,Canada,(780) 478-5267,(780) 478-5267,(780) 478-5267
BPOH,Numa International Institute of Makeup and Design,null,Private Institution,Designated,NA,2014-10-09,null,6410 - 1A Street SW,null,null,Calgary,Alberta,T2H 0G6,Canada,(403) 394-7884,(403) 394-7884,(403) 394-7884
BPNY,One Beauty Academy - Medicine Hat,null,Private Institution,Designated,NA,2013-09-20,null,634 2 Street SE,null,null,Medicine Hat,Alberta,T1A0C9,Canada,4308949434,4308949434,4308949434
BPOM,One Beauty Academy-Calgary,null,Private Institution,Designated,NA,2015-02-24,null,6410-1A Street SW,null,null,Calgary,Alberta,T2H0G6,Canada,4035276822,4035276822,4035276822
BPQR,One Beauty Academy-Edmonton,null,Private Institution,Designated,NA,2019-02-14,null,1424 8882 170 Street,null,null,Edmonton,Alberta,T5T4M2,Canada,5879995890,5879995890,5879995890
BPOF,One Beauty Academy-Grande Prairie,null,Private Institution,Designated,NA,2014-08-12,null,Suite 209 10001-101 Ave,null,null,Grande Prairie,Alberta,T8V0X9,Canada,4035276822,4035276822,4035276822
BPVJ,One Beauty Inc.- o/a Lethbridge,null,Private Institution,Designated,NA,2021-02-09,null,1239 - 2nd Street S,null,null,Lethbridge,Alberta,T1J 0E5,Canada,587-999-5890,587-999-5890,587-999-5890
BPPR,Painter Decorator College,null,Private Institution,Designated,NA,2017-05-31,null,4409-94 Street,null,null,Edmonton,Alberta,T6E6T7,Canada,5879891954,5879891954,5879891954
BPQE,Peace River Academy,EC Peace River Academy Inc.,Private Institution,Designated,NA,2018-05-11,null,Glenmary School,8801 96 Street,null,Peace River,Alberta,T8S1R6,Canada,7804090222,7804090222,7804090222
BPCH,Peace River Bible Institute,null,Private Institution,Designated,NA,1988-12-21,null,9601 - 100th Street,P.O. Box 99,null,Sexsmith,Alberta,T0H3C0,Canada,(403) 568-3962,(403) 568-3962,(403) 568-3962
BPQC,Peerless Training Institute,Peerless Training Institute Inc.,Private Institution,Designated,NA,2018-02-12,null,#260- 2635-37th Avenue NE,null,null,Calgary,Alberta,T1Y 5Z6,Canada,(403) 230-2665,(403) 230-2665,(403) 230-2665
BPLK,Pixel Blue College,null,Private Institution,Designated,NA,2008-04-28,null,200,10080 Jasper Avenue,null,Edmonton,Alberta,T5J1V9,Canada,(780) 756-3990,(780) 756-3990,(780) 756-3990
BPQH,Polished School Of Esthetics,null,Private Institution,Designated,NA,2018-06-26,null,207 12 Street B North,null,null,Lethbridge,Alberta,T1H2K8,Canada,5872207416,5872207416,5872207416
BPDL,Prairie Aviation Training Centre,null,Private Institution,Designated,NA,2007-01-24,null,Box 4000,330 5 Ave North,null,Three Hills,Alberta,T0M2N0,Canada,(403) 443-2349,(403) 443-2349,(403) 443-2349
BPAP,Prairie Bible Institute,null,Private Institution,Designated,NA,1988-12-21,null,Box 4000,330 5th Ave NE,null,Three Hills,Alberta,T0M2A0,Canada,4034435511,4034435511,4034435511
BPUO,Prairie Western College,null,Private Institution,Designated,NA,2020-01-07,null,915 33 Street NE,null,null,Calgary,Alberta,T2A 6T2,Canada,null,null,null
BPTM,Professional Institute of Massage Therapy,null,Private Institution,Designated,Student(s) attending- EI pending de-designation,2004-11-03,null,#310 15 Royal Vista Place NW,null,null,Calgary,Alberta,T3R0P3,Canada,(403) 247-4319,(403) 247-4319,(403) 247-4319
BPUM,Professional Institute of Massage Therapy Calgary,null,Private Institution,Designated,NA,2019-11-28,null,#103 1422 Kensington Road NW ,null,null,Calgary,Alberta,T2N 3P9,Canada,null,null,null
BPSC,Professional Medical Associates - St. Albert,null,Private Institution,Designated,NA,2002-08-07,null,#101 265 Carleton Drive,null,null,St. Albert,Alberta,T8N 4J9,Canada,7804608410,7804608410,7804608410
BPTS,Professional Medical Associates - Three Hills,null,Private Institution,Designated,NA,2019-04-02,null,330 - 5th Avenue NE,null,null,Three Hills,Alberta,T0M 2N0,Canada,780-460-8410,780-460-8410,780-460-8410
BPNL,Professional Medical Associates-Calgary,null,Private Institution,Designated,NA,2012-10-01,null,#112,11420 27 Street SE,null,Calgary,Alberta,T2Z3R6,Canada,4035479709,4035479709,4035479709
BPUB,QCom College of Technology (QCT) ,null,Private Institution,Designated,NA,2019-07-30,null,417 14 Street NW,null,null,Calgary,Alberta,T2N 2A1,Canada,403-460-7080,403-460-7080,403-460-7080
BPCN,Reeves College - Calgary City Centre,null,Private Institution,Designated,NA,2006-02-06,null,Suite 1500,910 7th Avenue SW,null,Calgary,Alberta,T2P3N8,Canada,(403) 290-1511,(403) 290-1511,(403) 290-1511
BPLG,Reeves College - Calgary North,null,Private Institution,Designated,NA,2008-03-26,null,#120- 2886 Sunridge Way NE,null,null,Calgary,Alberta,T1Y 7H9,Canada,(403) 769-1556,(403) 769-1556,(403) 769-1556
BPVA,Reeves College - Calgary South ,null,Private Institution,Designated,NA,2020-10-08,null,9- 6624 Centre Street SE,null,null,Calgary,Alberta,T2H 0C6,Canada,1-877-915-7288,1-877-915-7288,1-877-915-7288
BPSY,Reeves College - Edmonton,null,Private Institution,Designated,NA,2003-11-25,null,#500 ,10004Jasper Avenue,null,Edmonton,Alberta,T5J 1R3,Canada,(780) 990-1650,(780) 990-1650,(780) 990-1650
BPUZ,Reeves College - Edmonton North,null,Private Institution,Designated,NA,2020-10-06,null,Units 174 and 200,Northtown Mall,9450 - 137 Avenue,Edmonton,Alberta,T5E 6C2,Canada,587-442-1098,587-442-1098,587-442-1098
BPLH,Reeves College - Lethbridge,null,Private Institution,Designated,NA,2008-03-26,null,#110 601 4th Avenue South,null,null,Lethbridge,Alberta,T1J0N6,Canada,(403) 381-4469,(403) 381-4469,(403) 381-4469
BPSS,Reeves College - Lloydminster,null,Private Institution,Designated,NA,1988-12-21,null,2nd Floor- The Atrium Centre,5012 - 49 Street,null,Lloydminster,Alberta,T9V 0K2,Canada,(780) 875-3308,(780) 875-3308,(780) 875-3308
BPUR,Reeves College Edmonton South,null,Private Institution,Designated,NA,2020-04-27,null,Unit 103- 9910 39th Avenue,null,null,Edmonton,Alberta,T6E 5H8,Canada,null,null,null
BPUJ,Risio Institute for Digital Dental Education,null,Private Institution,Designated,NA,2019-11-19,null,900 10665 Southport Rd SW,null,null,Calgary,Alberta,T2W 4Y1,Canada,403-401-1734,403-401-1734,403-401-1734
BPTA,Robertson College - Calgary,null,Private Institution,Designated,NA,2004-02-18,null,Suite 100,2912 Memorial Drive SE, ,Calgary,Alberta,T2A 6R1,Canada,(403) 920-0070,(403) 920-0070,(403) 920-0070
BPNK,Robertson College - Edmonton,null,Private Institution,Designated,NA,2012-09-18,null,#206- 10145 - 109 Street,null,null,Edmonton,Alberta,T5J3M5,Canada,7807056633,7807056633,7807056633
BPOB,Robertson College-Calgary SE,null,Private Institution,Designated,Student(s) attending- EI pending de-designation,2014-03-25,null,5907 - 3 Street SE,null,null,Calgary,Alberta,T2H 0P3,Canada,403 920 0070,403 920 0070,403 920 0070
BPGS,Rocky Mountain College,null,Private Institution,Designated,NA,1992-08-14,null,4039 Brentwood Rd. N.W.,null,null,Calgary,Alberta,T2L1L1,Canada,4032845100,4032845100,4032845100
BPFC,Rosebud School of the Arts,null,Private Institution,Designated,NA,1988-10-14,null,Box 654,null,null,Rosebud,Alberta,T0J2T0,Canada,4036772350,4036772350,4036772350
BPOA,Rosewood College,Rosewood College Ltd.,Private Institution,Designated,NA,2013-11-19,null,280- 3670 - 63 Avenue ,NE,null,Calgary,Alberta,T3J0S4,Canada,4038369578,4038369578,4038369578
BPSM,Rotorworks Inc.,null,Private Institution,Designated,NA,2008-10-16,null,Whitecourt Airport,Box 86,null,Whitecourt,Alberta,T7S1N3,Canada,(780) 778-6600,(780) 778-6600,(780) 778-6600
BPMT,Royal Health Care Aide Training School - Lethbridge,null,Private Institution,Designated,NA,2011-03-11,null,522 - 5 Street South,null,null,Lethbridge,Alberta,T1J 2B9,Canada,(403) 393-5167,(403) 393-5167,(403) 393-5167
BPEC,Sky Wings Aviation Academy,null,Private Institution,Designated,NA,1988-12-21,null,Box 190,Hanger 13,Red Deer Indust. Arpt.,Penhold,Alberta,T0M 1R0,Canada,4038865191,4038865191,4038865191
BPMW,Solomon College Ltd,null,Private Institution,Designated,NA,2011-06-06,null,Suite 228,10621 100 Avenue,null,Edmonton,Alberta,T5J0B3,Canada,(780) 431-1515,(780) 431-1515,(780) 431-1515
BPNG,South Edmonton School of Massage Therapy,null,Private Institution,Designated,NA,2012-06-07,null,#220,6203 - 28th Avenue,null,Edmonton,Alberta,T6L 6K3,Canada,(780) 450-0720,(780) 450-0720,(780) 450-0720
BPCI,Southern Alberta Institute of Massage - Lethbridge, ,Private Institution,Designated,NA,2005-11-07,null,534 18 Street,South,null,Lethbridge,Alberta,T1J3E7,Canada,(403) 331-5657,(403) 331-5657,(403) 331-5657
BPQQ,Southern Alberta Institute of Massage-Medicine Hat,null,Private Institution,Designated,NA,2019-01-31,null,340 Maple Avenue SE,null,null,Medicine Hat,Alberta,T1A7L5,Canada,4035049694,4035049694,4035049694
BPSG,Springbank Air Training College Ltd.,null,Private Institution,Designated,NA,2002-12-12,null,132 Maclaurin Drive,null,null,Calgary,Alberta,T3Z3S4,Canada,(403) 288-7700,(403) 288-7700,(403) 288-7700
BPJB,St. Mary's University,null,Private Institution,Designated,NA,1997-07-08,null,14500 Bannister Road East S.E.,null,null,Calgary,Alberta,T2X1Z4,Canada,(403) 531-9130,(403) 531-9130,(403) 531-9130
BPJF,St. Stephen's College,null,Private Institution,Designated,NA,1997-12-09,null,8810-112th St.,null,null,Edmonton,Alberta,T6G2J6,Canada,(780) 439-7311,(780) 439-7311,(780) 439-7311
BPLN,Sterling College Ltd.,null,Private Institution,Designated,NA,2008-08-26,null,1239 2 Ave South,null,null,Lethbridge,Alberta,T1J0E5,Canada,(403) 394-7884,(403) 394-7884,(403) 394-7884
BPEZ,Sultana's Beauty Clinic And School,null,Private Institution,Designated,NA,1988-03-23,null,76 Boyce Street,null,null,Red Deer,Alberta,T4R 1L3,Canada,(403) 342-5525,(403) 342-5525,(403) 342-5525
BPPD,Sundance College,null,Private Institution,Designated,NA,2016-06-20,null,Unit G 128-28 Street SE,null,null,Calgary,Alberta,T2A 6J9,Canada,403-455-9010,403-455-9010,403-455-9010
BPUP,Sundance College - Edmonton,null,Private Institution,Designated,NA,2020-01-27,null,200- 10115 - 100A STREET,null,null,EDMONTON,Alberta,T5J 2W2,Canada,null,null,null
BPLP,Super T Aviation Academy,Super T Management Ltd.,Private Institution,Designated,NA,2008-12-17,null,Hangar #11,49 Viscount Ave SW,null,Medicine Hat,Alberta,T1A5G4,Canada,(403) 548-6636,(403) 548-6636,(403) 548-6636
BPPQ,Synergy Flight Training Inc.,null,Private Institution,Designated,NA,2017-03-23,null,Bldg. 38- 32 - 27018 SH633,Villeneuve Airport,null,Strugeon County,Alberta,T8T0E3,Canada,7804532085,7804532085,7804532085
BPOC,TOC Hair Studio Akademy,1701151 Alberta Ltd.,Private Institution,Designated,NA,2014-04-03,null,#201 6008 MacLeod Trail SW,null,null,Calgary,Alberta,T2H0K1,Canada,4034605919,4034605919,4034605919
BPAL,Taylor College and Seminary,null,Private Institution,Designated,NA,1988-12-21,null,11525 - 23rd Avenue,null,null,Edmonton,Alberta,T6J4T3,Canada,(403) 437-1960,(403) 437-1960,(403) 437-1960
BPPI,The Esthetic Institute Training Center,null,Private Institution,Designated,NA,2016-09-30,null,4110 7005 Fairmount Drive,SE,null,Calgary,Alberta,T2H0J1,Canada,4032632204,4032632204,4032632204
BPQI,The Esthetic Institute Training Center-Edmonton,null,Private Institution,Designated,NA,2018-09-27,null,6012 82 Avenue,null,null,Edmonton,Alberta,T6B0E7,Canada,4036308975,4036308975,4036308975
