idx,facility_name,facility_type,health_authority,alternative_name,number_beds,longitude,latitude,street_addr,city,province,postal_code,phone,provider
136,Greater Vancouver Community Services Society,Mental Health,Vancouver Coastal Health,Railway House,,-123.1705359,49.1486767,4851 Francis Rd,Richmond,BC,V7C 4R5,(604) 370-5875,Province of British Columbia
137,Coast Foundation Society (1974),Mental Health,Vancouver Coastal Health,Shaw Place,,-123.0949923,49.2326234,488 E 41st Ave,Vancouver,BC,V5W 1P2,(604) 322-4678,Province of British Columbia
138,Cathryn Helen Jordan,Community Living,Vancouver Coastal Health,Bowness Residence,,-124.5073983,49.8491442,4909 Bowness Avenue,Powell River,BC,V8A 3S6,604-485-2291,Province of British Columbia
139,Providence Health Care,Long Term Care,Vancouver Coastal Health,Youville Residence,42,-123.1198493,49.2404603,4950 Heather St,Vancouver,BC,V5Z 3L9,(604) 806-9640,Province of British Columbia
140,Vancouver Coastal Health,Long Term Care,Vancouver Coastal Health,Willingdon Creek Village,102,-124.5187515,49.8497932,4980 Kiwanis Avenue,Powell River,BC,V8A 5H5,(604) 485-9868,Province of British Columbia
141,Coast Foundation - AP Department,Mental Health,Vancouver Coastal Health,Camille House,,-123.1054368,49.2577745,5 W 15th Ave,Vancouver,BC,V5Y 1X7,(604) 675-3502,Province of British Columbia
142,Vancouver Coastal Health,Long Term Care,Vancouver Coastal Health,Dogwood Lodge,83,-123.117928,49.2183308,500 W 57th Ave,Vancouver,BC,V6P 6E8,(604) 324-6882,Province of British Columbia
143,Western Human Resource Corp,Community Living,Vancouver Coastal Health,Birch Station,,-123.1682267,49.1553184,5100 Blundell Rd,Richmond,BC,V7C 1H4,(604) 278-9751,Province of British Columbia
144,Revera Long Term Care,Long Term Care,Vancouver Coastal Health,Capilano Care Centre,148,-123.130122,49.3290301,525 Clyde Avenue,West Vancouver,BC,V7T 1C4,604-926-6856,Province of British Columbia
145,Coast Mental Health,Mental Health,Vancouver Coastal Health,Chester House,,-123.0889024,49.2366929,5328 Chester St,Vancouver,BC,V5W 3A9,(604) 322-3071,Province of British Columbia
146,Inclusion Powell River Society,Community Living,Vancouver Coastal Health,Cranberry Creek,,-124.5208725,49.8624767,5402 Dale,Avenue Powell River,BC,V8A 3W3,(604) 485-7948,Province of British Columbia
147,WJS Canada,Community Living,Vancouver Coastal Health,Gladstone Street Group Home,,-123.0623051,49.2356383,5425 Gladstone St,Vancouver,BC,V5P 4S1,(604) 321-4289,Province of British Columbia
148,"MPA - Motivation, Power & Achievement Society",Mental Health,Vancouver Coastal Health,Byron House,,-123.0926041,49.2567269,551 E 16th Ave,Vancouver,BC,V5T 2V1,(604) 737-8441,Province of British Columbia
149,Sunshine Coast Association for Community Living,Community Living,Vancouver Coastal Health,Rosecliffe Residence,,-123.7649643,49.4728987,5527 Shorncliffe Ave,Sechelt,BC,V0N 3A7,(604) 885-7492,Province of British Columbia
150,Inclusion Powell River Society,Community Living,Vancouver Coastal Health,Nelson Residence,,-124.5253194,49.8660534,5534 Nelson Avenue,Powell River,BC,V8A 4C8,(604) 483-3293,Province of British Columbia
151,S.U.C.C.E.S.S. Multi-Level Care Society,Long Term Care,Vancouver Coastal Health,S.U.C.C.E.S.S. Simon K.Y. Lee Seniors Care Home,114,-123.1048487,49.2797458,555 Carrall St,Vancouver,BC,V6B 2J8,(604) 608-8800,Province of British Columbia
152,Richmond Society for Community Living,Community Living,Vancouver Coastal Health,Woodwards Home,,-123.1592847,49.1437498,5728 Woodwards Road,Richmond,BC,V7E 1H1,(604) 277-1976,Province of British Columbia
153,North Shore Disability Resource Centre,Community Living,Vancouver Coastal Health,Nancy Greene Way,,-123.100531,49.3687958,5793 Nancy Greene Way,North Vancouver,BC,V7R 4W4,(604) 980-5987,Province of British Columbia
154,Sunshine Coast Association for Community Living,Community Living,Vancouver Coastal Health,Medusa Street Residence,,-123.7650971,49.4749988,5832 Medusa Street,Sechelt,BC,V0N 3A3,604-885-8823,Province of British Columbia
155,Vancouver Coastal Health,Long Term Care,Vancouver Coastal Health,Shorncliffe,59,-123.7655306,49.4745937,5847 Medusa Street,Sechelt,BC,V0N 3A3,604-885-5126,Province of British Columbia
156,The Good Samaritan Society,Long Term Care,Vancouver Coastal Health,Christenson Village,80,-123.5202772,49.4044948,585 Shaw Road,Gibsons,BC,V0N 1V8,(604) 886-8747,Province of British Columbia
157,Sunshine Coast Association for Community Living,Community Living,Vancouver Coastal Health,Turnstone,,-123.7681431,49.4827669,5910 Turnstone Crescent,Sechelt,BC,V0N 3A6,(604) 885-7457,Province of British Columbia
158,VRS Communities Society,Community Living,Vancouver Coastal Health,Larch House,,-123.163241,49.2323326,5953 Larch St,Vancouver,BC,V6M 4E5,(604) 261-0729,Province of British Columbia
159,VRS Communities Society,Community Living,Vancouver Coastal Health,Yew Residence,,-123.1590853,49.2300253,6191 Yew St,Vancouver,BC,V6M 3Z1,(604) 569-1857,Province of British Columbia
160,Richmond Intermediate Care Society,Long Term Care,Vancouver Coastal Health,Rosewood Manor,156,-123.1553156,49.1551041,6260 Blundell Rd,Richmond,BC,V7C 5C4,(604) 271-3590,Province of British Columbia
161,Providence Health Care,Hospice,Vancouver Coastal Health,St. John Hospice,,-123.2474225,49.2551898,6389 Stadium Rd,Vancouver,BC,V6T 2J9,(604) 806-9686,Province of British Columbia
162,The Salvation Army,Hospice,Vancouver Coastal Health,Rotary Hospice House,,-123.1132486,49.1655515,6460 No. 4 Rd,Richmond,BC,V6Y 2S9,(604) 207-1212,Province of British Columbia
163,posAbilities Association of BC,Community Living,Vancouver Coastal Health,East 61st Community House,,-123.0920388,49.2146808,648 E 61st Ave,Vancouver,BC,V5X 2B9,(604) 321-8501,Province of British Columbia
164,The Bloom Group Community Services Society,Hospice,Vancouver Coastal Health,Cottage Hospice,,-123.0506165,49.2910232,650 N Penticton St,Vancouver,BC,V5K 3L8,(604) 606-0440,Province of British Columbia
165,Developmental Disabilities Association of Vancouver-Richmond,Community Living,Vancouver Coastal Health,Azure Group Home,,-123.1552752,49.163382,6531 Azure Rd,Richmond,BC,V7C 2S1,(604) 271-3338,Province of British Columbia
166,Amica Senior Lifestyles Inc.,Long Term Care,Vancouver Coastal Health,Amica West Vancouver,36,-123.1332044,49.3285715,659 Clyde Ave,West Vancouver,BC,V7T 1C8,(604) 921-9181,Province of British Columbia
167,Developmental Disabilities Association of Vancouver-Richmond,Community Living,Vancouver Coastal Health,Camsell House,,-123.1558957,49.1698214,6631 Camsell Cres,Richmond,BC,V7C 2M9,(604) 241-9477,Province of British Columbia
168,Veronica Sindayen,Community Living,Vancouver Coastal Health,Starburst Home Care,,-123.0909955,49.2468922,665 E 27th Ave,Vancouver,BC,V5V 2K7,(604) 565-5158,Province of British Columbia
169,Developmental Disabilities Association,Community Living,Vancouver Coastal Health,6655a and 6655b Arlington Street,,-123.0293827,49.2227283,6655 Arlington St,Vancouver,BC,V5S 3P1,(604) 435-7308,Province of British Columbia
170,Developmental Disabilities Association of Vancouver-Richmond,Community Living,Vancouver Coastal Health,6699 Arlington,,-123.028809,49.2228275,6699 Arlington St,Vancouver,BC,V5S 3P1,(604) 435-5713,Province of British Columbia
171,Greater Vancouver Community Services Society,Community Living,Vancouver Coastal Health,Doman House,,-123.0371915,49.2203848,6985 Doman St,Vancouver,BC,V5S 3H9,(604) 439-7910,Province of British Columbia
172,Amica Senior Living Management Inc.,Long Term Care,Vancouver Coastal Health,Amica Lions Gate,99,-123.1349848,49.3308811,701 Keith Rd,West Vancouver,BC,V7T 1M2,(778) 280-8540,Province of British Columbia
173,Columbus Long Term Care Society,Long Term Care,Vancouver Coastal Health,Columbus Residence,76,-123.1210099,49.2089096,704 W 69th Ave,Vancouver,BC,V6P 2W3,(604) 321-4405,Province of British Columbia
174,Inclusion Powell River Society,Community Living,Vancouver Coastal Health,Nootka Street Residence,,-124.5182516,49.8209862,7050 Nootka Street,Powell River,BC,V8A 5E5,604-485-6346,Province of British Columbia
175,Courtyard Gardens Holdings Ltd.,Long Term Care,Vancouver Coastal Health,Courtyard Gardens,31,-123.1441684,49.162097,7051 Moffatt Rd,Richmond,BC,V6Y 3W2,(604) 273-1225,Province of British Columbia
176,Vancouver Coastal Health,Mental Health,Vancouver Coastal Health,Magnolia House,,-123.0538386,49.3242483,720 E 17th St,North Vancouver,BC,V7L 2W8,604-984-2789,Province of British Columbia
177,Baptist Housing (Baptist Housing Oak Bay Care Society),Long Term Care,Vancouver Coastal Health,Inglewood Care Centre,137,-123.1356688,49.3354367,725 Inglewood Ave,West Vancouver,BC,V7T 1X5,(604) 922-9394,Province of British Columbia
178,650603 BC Ltd,Mental Health,Vancouver Coastal Health,Granville House,,-123.1145231,49.1600362,7315 No. 4 Rd,Richmond,BC,V6Y 2T4,(604) 276-0602,Province of British Columbia
179,Western Human Resource Corp.,Community Living,Vancouver Coastal Health,Woodrich,,-123.1584481,49.1592407,7360 No. 2 Rd,Richmond,BC,V7C 3L9,(604) 274-8945,Province of British Columbia
180,Bethesda Christian Association,Community Living,Vancouver Coastal Health,Bethesda Richmond Home,,-123.1400007,49.1598783,7540 Acheson Road,Richmond,BC,V6Y 1M9,(604) 244-3133,Province of British Columbia
181,Coast Foundation Society (1974),Mental Health,Vancouver Coastal Health,Coast Magnolia House,,-123.0886298,49.2539535,755 E 19th Ave,Vancouver,BC,V5V 1K4,(604) 708-9624,Province of British Columbia
182,Developmental Disabilities Association of Vancouver-Richmond,Community Living,Vancouver Coastal Health,Langton Road,,-123.1606944,49.1570208,7611 Langton Rd,Richmond,BC,V7C 4B4,(604) 275-4944,Province of British Columbia
183,Developmental Disabilities Association,Community Living,Vancouver Coastal Health,Curzon House,,-123.1511773,49.1559856,7671 Curzon St,Richmond,BC,V7C 4H8,(604) 241-0528,Province of British Columbia
184,Royal Arch Masonic Homes Society,Long Term Care,Vancouver Coastal Health,Royal Arch Masonic Home,151,-123.0288043,49.2135327,7850 Champlain Cres,Vancouver,BC,V5S 4C7,(604) 437-7343,Province of British Columbia
185,Jasper Crescent Care Home Ltd.,Acquired Injury,Vancouver Coastal Health,Jasper Crescent Care Home,,-123.0665302,49.2122329,7887 Jasper Cres,Vancouver,BC,V5P 3T2,(604) 324-9111,Province of British Columbia
186,St. Jude's Anglican Home Society,Long Term Care,Vancouver Coastal Health,St. Jude's Anglican Home,55,-123.1227326,49.2468877,810 W 27th Ave,Vancouver,BC,V5Z 2G7,(604) 874-3200,Province of British Columbia
187,Cheshire Homes Society of B.C.,Acquired Injury,Vancouver Coastal Health,King Edward House,,-123.0870448,49.2483529,820 E King Edward Ave,Vancouver,BC,V5V 2E4,(604) 872-1120,Province of British Columbia
188,Western Human Resource Corp.,Community Living,Vancouver Coastal Health,Williams Road Group Home,,-123.1314438,49.1406059,8380 Williams Rd,Richmond,BC,V7A 1G6,(604) 271-1322,Province of British Columbia
189,Developmental Disabilities Association of Vancouver-Richmond,Community Living,Vancouver Coastal Health,Robinson Group Home,,-123.1303718,49.1490998,8400 Robinson Rd,Richmond,BC,V6Y 1B5,(604) 275-5854,Province of British Columbia
190,Little Mountain Residential Care and Housing Society,Long Term Care,Vancouver Coastal Health,Adanac Park Lodge,76,-123.0245958,49.2770771,851 Boundary Rd,Vancouver,BC,V5K 4T2,(604) 299-7567,Province of British Columbia
191,650600 BC Ltd,Mental Health,Vancouver Coastal Health,Francis House,,-123.1472723,49.1497112,8640 Cruickshank Dr,Richmond,BC,V6Y 2X6,(604) 241-0972,Province of British Columbia
192,Milieu Family Services Inc,Community Living,Vancouver Coastal Health,Richmond House,,-123.1593858,49.1492749,8691 No. 2 Rd,Richmond,BC,V7C 3M4,(604) 271-2297,Province of British Columbia
193,Windermere Care Centre Inc.,Long Term Care,Vancouver Coastal Health,Windermere Care Centre,210,-123.1252814,49.2602777,900 W 12th Ave,Vancouver,BC,V5Z 1N3,(604) 736-8676,Province of British Columbia
194,Vancouver Coastal Health,Long Term Care,Vancouver Coastal Health,Richmond Lions Manor - Bridgeport,88,-123.1251457,49.1915261,9020 Bridgeport Rd,Richmond,BC,V6X 1S1,(604) 675-2590,Province of British Columbia
195,Bernard C. Vinge & Associates (HCS) Ltd.,Community Living,Vancouver Coastal Health,9511 Steveston Highway,,-123.1212091,49.1337379,9511 Steveston Hwy,Richmond,BC,V7A 1M7,(604) 275-2470,Province of British Columbia
196,Richmond Society for Community Living,Community Living,Vancouver Coastal Health,Pendleton House,,-123.1772907,49.1448542,9580 Pendleton Road,Richmond,BC,V7E 4N1,(604) 275-3337,Province of British Columbia
197,Fraserview Retirement Community Ltd.,Long Term Care,Vancouver Coastal Health,Fraserview Retirement Community Ltd.,199,-123.1174766,49.1398092,9580 Williams Road,Richmond,BC,V7A 1H2,(604) 274-3510,Province of British Columbia
198,Villa Cathay Care Home Society,Long Term Care,Vancouver Coastal Health,Villa Cathay Care Home,134,-123.0833778,49.276979,970 Union St,Vancouver,BC,V6A 3V1,(604) 254-5621,Province of British Columbia
199,Thompson Community Services,Community Living,Vancouver Coastal Health,Plymouth House,,-122.9920303,49.3147181,972 Plymouth Dr,North Vancouver,BC,V7H 2J1,(604) 929-8468,Province of British Columbia
200,Ventas SS L Ontario II Inc,Long Term Care,Vancouver Coastal Health,Sunrise of Lynn Valley,114,-123.0472914,49.3326532,980 Lynn Valley Rd,North Vancouver,BC,V7J 3V7,(604) 904-1226,Province of British Columbia
201,Marineview Housing Society,Mental Health,Vancouver Coastal Health,Parkview House,,-123.0464839,49.3135994,990 E Keith Rd,North Vancouver,BC,V7L 1X2,(778) 340-1081,Province of British Columbia
202,Ventas SS L Ontario II Inc,Long Term Care,Vancouver Coastal Health,Sunrise of Vancouver,106,-123.1278011,49.2195761,999 W 57th Ave,Vancouver,BC,V6P 6Y9,(604) 261-5799,Province of British Columbia
203,Delta Community Living Society,Residential Care,Fraser Health,11A Home,,-123.0812712,49.0241528,5145 11A Ave,Delta,BC,V4M 1Z7,(604)943-2581,Province of British Columbia
204,Arcus Community Resources Ltd.,Residential Care,Fraser Health,122nd Avenue Home,,-122.6062374,49.2244181,22229 122nd Ave,Maple Ridge,BC,V2X 3X8,(604)467-8828,Province of British Columbia
205,Younghusband Resources Ltd.,Residential Care,Fraser Health,123rd Home,,-122.6427073,49.2259116,20878 123rd Ave,Maple Ridge,BC,V2X 4B2,(604)463-5484,Province of British Columbia
206,Semiahmoo House Society,Residential Care,Fraser Health,12698 - 25th Avenue,,-122.8701789,49.0479336,12698 25th Ave,Surrey,BC,V4A 2K4,(604)535-2514,Province of British Columbia
207,Semiahmoo House Society,Residential Care,Fraser Health,13330 - 20A Avenue,,-122.8529028,49.0396693,13330 20A Ave,Surrey,BC,V4A 9K2,(604)538-1587,Province of British Columbia
208,Semiahmoo House Society,Residential Care,Fraser Health,13333 - 20th Avenue,,-122.8527109,49.0386634,13333 20th Ave,Surrey,BC,V4A 1Z3,(604)538-1635,Province of British Columbia
209,Community Living Society,Residential Care,Fraser Health,216A Street,,-122.6236643,49.1658526,8983 216A St,Langley,BC,V1M 4C7,(604)293-0284,Province of British Columbia
210,Younghusband Resources Ltd.,Residential Care,Fraser Health,227th Home,,-122.5944504,49.234607,12775 227th St,Maple Ridge,BC,V2X 6K5,(604)463-0202,Province of British Columbia
211,Community Living Society,Residential Care,Fraser Health,48B,,-123.0890958,49.0853658,4515 48B St,Delta,BC,V4K 2R9,(604)940-1372,Province of British Columbia
212,H.O.M.E. Society,Residential Care,Fraser Health,58th Avenue Home,,-122.4158806,49.1057393,29172 58th Ave,Abbotsford,BC,V4X 2G1,(604)856-3278,Province of British Columbia
213,Semiahmoo House Society,Residential Care,Fraser Health,5960 Angus Place,,-122.7472302,49.1107603,5960 Angus Pl,Surrey,BC,V3S 4W7,(604)576-0823,Province of British Columbia
214,Semiahmoo House Society,Residential Care,Fraser Health,5984 - 191A Street,,-122.691835,49.1106832,5984 191A St,Surrey,BC,V3S 7N1,(604)574-7229,Province of British Columbia
215,Fraser Health,Residential Care,Fraser Health,7550 Rosewood,178,-122.9440186,49.2237295,7550 Rosewood St,Burnaby,BC,V5E 3Z3,(236)888-9726,Province of British Columbia
216,Communitas Supportive Care Society,Residential Care,Fraser Health,88th,,-122.5823423,49.1623586,23124 88th Ave,Fort Langley,BC,V1M 2R4,(604)217-2108,Province of British Columbia
217,Kinsight Community Society,Residential Care,Fraser Health,917 Foster,,-122.8710548,49.2565374,917 Foster Ave,Coquitlam,BC,V3J 2L8,(604)937-0609,Province of British Columbia
218,Pioneer Community Living Association,Residential Care,Fraser Health,Adrian House,,-122.9834531,49.275764,948 Howard Ave,Burnaby,BC,V5B 3R6,(604)299-4985,Province of British Columbia
219,Agassiz Seniors Community Partnership,Residential Care,Fraser Health,Agassiz Seniors Community,68,-121.7681608,49.2335015,1525 Mackay Cres,Agassiz,BC,V0M 1A3,(604)796-3886,Province of British Columbia
220,Western Human Resource Corp.,Residential Care,Fraser Health,Alice Lake Place Group Home,,-122.813081,49.2551287,2724 Alice Lake Pl,Coquitlam,BC,V3C 5W8,(604)941-4918,Province of British Columbia
