,idx,facility_name,facility_type,alternative_name,longitude,latitude,street_addr,city,province,postal_code,provider,filename
145,145,Mary Berglund Community Health Centre,Community Health Centre,,-91.658751975,49.4159547180001,1100 Main Street,Ignace,ON,P0T1T0,Province of Ontario,ON_healthcare_facilities.csv
146,146,Lakeshore Area Multi-Services Project Inc.,Community Health Centre,,-79.502275017,43.5994625700001,5th Street,Toronto,ON,M8V2Z5,Province of Ontario,ON_healthcare_facilities.csv
147,147,St. Francis Memorial Hospital - Rainbow Valley Community Health Centre,Community Health Centre,,-77.694624602,45.482006477,7 Saint Francis Memorial Drive,Barry's Bay,ON,K0J1B0,Province of Ontario,ON_healthcare_facilities.csv
148,148,Centre de santé communautaire Hamilton-Wentworth-Niagara Inc,Community Health Centre,,-79.231857679,42.993767775,810 Rue East Main,Welland,ON,L3B3Y4,Province of Ontario,ON_healthcare_facilities.csv
149,149,Somerset West Community Health Centre,Community Health Centre,,-75.709909341,45.4090382520001,55 Eccles Street,Ottawa,ON,K1R6S3,Province of Ontario,ON_healthcare_facilities.csv
150,150,Langs Farm Village Association,Community Health Centre,,-80.344203566,43.3970152950001,1145 Concession Road,Cambridge,ON,N3H4L5,Province of Ontario,ON_healthcare_facilities.csv
151,151,Anishnawbe Health Toronto,Community Health Centre,,-79.36981238,43.6542205860001,225 Queen Street East,Toronto,ON,M5A1S4,Province of Ontario,ON_healthcare_facilities.csv
152,152,Misiway Milopemahtesewin Community Health Centre,Community Health Centre,,-81.33909203,48.475521368,130 Wilson Avenue,Timmins,ON,P4N2S9,Province of Ontario,ON_healthcare_facilities.csv
153,153,Pinecrest-Queensway Community Health Centre,Community Health Centre,,-75.788008664,45.366434542,1365 Richmond Road,Ottawa,ON,K2B6R7,Province of Ontario,ON_healthcare_facilities.csv
154,154,Community Care City of Kawartha Lakes,Community Health Centre,,-78.747024241,44.3439597350001,108 Angeline Street South,Kawartha Lakes,ON,K9V3L5,Province of Ontario,ON_healthcare_facilities.csv
155,155,London InterCommunity Health Centre,Community Health Centre,,-81.2297278089999,42.9890499810001,659 Dundas Street East,London,ON,N5W2Z1,Province of Ontario,ON_healthcare_facilities.csv
156,156,Centre de santé communautaire du Grand Sudbury,Community Health Centre,,-80.998301784,46.4937706810001,19 Frood Road,Greater Sudbury,ON,P3C4Y9,Province of Ontario,ON_healthcare_facilities.csv
157,157,Davenport-Perth Neighbourhood and Community Health Centre,Community Health Centre,,-79.454837808,43.6706866850001,1900 Davenport Road,Toronto,ON,M6N1B7,Province of Ontario,ON_healthcare_facilities.csv
158,158,West Elgin Community Health Centre,Community Health Centre,,-81.6056512919999,42.604804594,153 Main Street,West Lorne,ON,N0L2P0,Province of Ontario,ON_healthcare_facilities.csv
159,159,Women's Health in Women's Hands,Community Health Centre,,-79.3828448849999,43.6616867870001,2 Carlton Street,Toronto,ON,M5B1J3,Province of Ontario,ON_healthcare_facilities.csv
160,160,Woolwich Community Health Centre,Community Health Centre,,-80.550923545,43.5441784110001,10 Parkside Drive,St. Jacobs,ON,N0B2N0,Province of Ontario,ON_healthcare_facilities.csv
161,161,Planned Parenthood Toronto,Community Health Centre,,-79.3973703899999,43.669612187,36 Prince Arthur Avenue,Toronto,ON,M5R1A9,Province of Ontario,ON_healthcare_facilities.csv
162,162,Regent Park Community Health Centre,Community Health Centre,,-79.365588879,43.659384887,465 Dundas Street East,Toronto,ON,M5A2B2,Province of Ontario,ON_healthcare_facilities.csv
163,163,Rexdale Community Health Centre,Community Health Centre,,-79.57171735,43.719337088,8 Taber Road,Toronto,ON,M9W3A4,Province of Ontario,ON_healthcare_facilities.csv
164,164,Sandy Hill Community Health Centre,Community Health Centre,,-75.6836023339999,45.4293894570001,221 Nelson Street,Ottawa,ON,K1N1C7,Province of Ontario,ON_healthcare_facilities.csv
165,165,Stonegate Community Health Centre,Community Health Centre,,-79.489022816,43.638058277,150 Berry Road,Toronto,ON,M8Y1W3,Province of Ontario,ON_healthcare_facilities.csv
166,166,Rideau Community Health Services,Community Health Centre,,-75.8419993429999,44.9143526620001,354 Read Street,Merrickville,ON,K0G1N0,Province of Ontario,ON_healthcare_facilities.csv
167,167,Compass Community Health Centre,Community Health Centre,,-79.8616688019999,43.2699442950001,438 Hughson Street North,Hamilton,ON,L8L4N5,Province of Ontario,ON_healthcare_facilities.csv
168,168,Kingston Community Health Centres,Community Health Centre,,-76.492059103,44.26243372,263 Weller Avenue,Kingston,ON,K7K2V4,Province of Ontario,ON_healthcare_facilities.csv
169,169,North Lambton Community Health Centre,Community Health Centre,,-82.00250066,43.0963356620001,59 King Street West,Lambton Shores,ON,N0N1J0,Province of Ontario,ON_healthcare_facilities.csv
170,170,NorWest Community Health Centre,Community Health Centre,,-89.237464157,48.3912201590001,525 Simpson Street,Thunder Bay,ON,P7C3J6,Province of Ontario,ON_healthcare_facilities.csv
171,171,Gateway Community Health Centre,Community Health Centre,,-77.315599089,44.4749519220001,41 McCellan Street,Tweed,ON,K0K3J0,Province of Ontario,ON_healthcare_facilities.csv
172,172,Grand Bend Area Community Health Centre,Community Health Centre,,-81.750285501,43.3099490110001,69 Main Street East,Lambton Shores,ON,N0M2T0,Province of Ontario,ON_healthcare_facilities.csv
173,173,Hamilton Urban Core Community Health Centre,Community Health Centre,,-79.864948302,43.2575967930001,71 Rebecca Street,Hamilton,ON,L8R1B6,Province of Ontario,ON_healthcare_facilities.csv
174,174,Kitchener Downtown Community Health Centre,Community Health Centre,,-80.4975237199999,43.4505588970001,44 Francis Street South,Kitchener,ON,N2G2A2,Province of Ontario,ON_healthcare_facilities.csv
175,175,Black Creek Community Health Centre,Community Health Centre,,-79.511688931,43.721784691,2202 Jane Street,Toronto,ON,M3M1A4,Province of Ontario,ON_healthcare_facilities.csv
176,176,Carlington Community and Health Services,Community Health Centre,,-75.733423447,45.3833267470001,900 Merivale Road,Ottawa,ON,K1Z5Z8,Province of Ontario,ON_healthcare_facilities.csv
177,177,Centretown Community Health Centre,Community Health Centre,,-75.697760138,45.415471354,420 Cooper Street,Ottawa,ON,K2P2N6,Province of Ontario,ON_healthcare_facilities.csv
178,178,Country Roads Community Health Centre,Community Health Centre,,-76.194848841,44.6945998090001,4319 Cove Road,Portland,ON,K0G1V0,Province of Ontario,ON_healthcare_facilities.csv
179,179,Centre de santé communautaire de l'Estrie,Community Health Centre,,-74.7315992859999,45.0291998270001,841 Rue Sydney,Cornwall,ON,K6H3J7,Province of Ontario,ON_healthcare_facilities.csv
180,180,Centre de santé communautaire du Témiskaming,Community Health Centre,,-79.670514361,47.5082264100001,20 May Street South,Temiskaming Shores,ON,P0J1P0,Province of Ontario,ON_healthcare_facilities.csv
181,181,East End Health Community Health Centre,Community Health Centre,,-79.444789402,43.6388352800001,1619 Queen Street,Toronto,ON,M4L1G4,Province of Ontario,ON_healthcare_facilities.csv
182,182,Flemingdon Health Centre,Community Health Centre,,-79.3326165729999,43.709829997,10 Gateway Boulevard,Toronto,ON,M3C3A1,Province of Ontario,ON_healthcare_facilities.csv
183,183,The Four Villages Community Health Centre,Community Health Centre,,-79.458426608,43.655358682,1700 Bloor Street West,Toronto,ON,M6P4C3,Province of Ontario,ON_healthcare_facilities.csv
184,184,Access Alliance Multicultural Health and Community Services,Community Health Centre,,-79.403396791,43.6574630850001,340 College Street,Toronto,ON,M5T3A9,Province of Ontario,ON_healthcare_facilities.csv
185,185,Barrie Community Health Centre,Community Health Centre,,-79.665694737,44.3470095920001,490 Huronia Road,Barrie,ON,L4N4C3,Province of Ontario,ON_healthcare_facilities.csv
186,186,South Riverdale Community Health Centre,Community Health Centre,,-79.339122071,43.6610322880001,955 Queen Street East,Toronto,ON,M4M3P3,Province of Ontario,ON_healthcare_facilities.csv
187,187,Scarborough Centre for Healthy Communities,Community Health Centre,,-79.224059043,43.7609569110001,629 Markham Road,Toronto,ON,M1H2A4,Province of Ontario,ON_healthcare_facilities.csv
188,188,South-East Ottawa Community Health Centre,Community Health Centre,,-75.675053828,45.38799185,1355 Bank Street,Ottawa,ON,K1H8K7,Province of Ontario,ON_healthcare_facilities.csv
189,189,City Centre (CMHA) Community Health Centre,Community Health Centre,,-83.025820004,42.3034498710001,1400 Windsor Avenue,Windsor,ON,N8X3L9,Province of Ontario,ON_healthcare_facilities.csv
190,190,Lanark Renfrew Health and Community Services,Community Health Centre,,-76.378552729,45.0224915580001,207 Robertson Drive,Lanark,ON,K0G1K0,Province of Ontario,ON_healthcare_facilities.csv
191,191,Guelph Community Health Centre,Community Health Centre,,-80.2512768509999,43.547888426,176 Wyndham Street North,Guelph,ON,N1H8N9,Province of Ontario,ON_healthcare_facilities.csv
192,192,Centre de santé communautaire de Kapuskasing,Community Health Centre,,-82.4193850139999,49.4149243420001,27 Kolb Avenue,Kapuskasing,ON,P5N1G2,Province of Ontario,ON_healthcare_facilities.csv
193,193,Centre de santé Univi Health Centre,Community Health Centre,,-79.7429203849999,43.4957285410001,44 Christopher Road,Oakville,ON,P0M2N0,Province of Ontario,ON_healthcare_facilities.csv
194,194,Ottawa Inner City Health Inc.,Community Health Centre,,-75.683403535,45.434099358,5 Myrand Avenue,Ottawa,ON,K1N5N7,Province of Ontario,ON_healthcare_facilities.csv
195,195,Bridges Community Health Centre,Community Health Centre,,-78.9715133889999,42.904104171,1485 Garrison Road,Fort Erie,ON,L2A1P8,Province of Ontario,ON_healthcare_facilities.csv
196,196,Brock Community Health Centre,Community Health Centre,,-79.142001576,44.426871331,720 Simcoe Street,Beaverton,ON,L0K1A0,Province of Ontario,ON_healthcare_facilities.csv
197,197,Niagara Falls Community Health Centre Inc.,Community Health Centre,,-79.0727177379999,43.104981502,4790 Victoria Avenue,Niagara Falls,ON,L2E2L4,Province of Ontario,ON_healthcare_facilities.csv
198,198,Community Health Centre of Northumberland,Community Health Centre,,-78.316497468,43.956447387,99 Toronto Road,Port Hope,ON,L1A3S4,Province of Ontario,ON_healthcare_facilities.csv
199,199,TAIBU Community Health Centre,Community Health Centre,,-79.220678246,43.8060731190001,27 Tapscott Road,Toronto,ON,M1B4Y7,Province of Ontario,ON_healthcare_facilities.csv
200,200,Nipissing West Community Health Centre,Community Health Centre,,-79.9285112219999,46.3701583160001,145 Main Street,West Nipissing,ON,P2B1N8,Province of Ontario,ON_healthcare_facilities.csv
201,201,South Georgian Bay Community Health Centre,Community Health Centre,,-80.07588988,44.468545793,14 Ramblewood Drive,Wasaga Beach,ON,L9Z0C4,Province of Ontario,ON_healthcare_facilities.csv
202,202,Centre de santé communautaire Chigamik Community Health Centre,Community Health Centre,,-79.871339639,44.734614949,845 King Street,Midland,ON,L4R0B7,Province of Ontario,ON_healthcare_facilities.csv
203,203,Vaughan Community Health Centre Corporation,Community Health Centre,,-79.531806748,43.8356228100001,9401 Jane Street,Vaughan,ON,L6A4H7,Province of Ontario,ON_healthcare_facilities.csv
204,204,Oxford County Community Health Centre,Community Health Centre,,-80.756416373,43.1287755280001,35 Metcalfe Street,Woodstock,ON,N4S3E6,Province of Ontario,ON_healthcare_facilities.csv
205,205,Wellfort Community Health Services,Community Health Centre,,-79.712076795,43.728077483,40 Finchgate Boulevard,Brampton,ON,L6T3J1,Province of Ontario,ON_healthcare_facilities.csv
206,206,Seaway Valley Community Health Centre,Community Health Centre,,-74.7299879839999,45.021039026,353 Pitt Street,Cornwall,ON,K6J3R1,Province of Ontario,ON_healthcare_facilities.csv
207,207,Belleville Quinte West Community Health Centre,Community Health Centre,,-77.396679489,44.1598222640001,161 Bridge Street West,Belleville,ON,K8P1K2,Province of Ontario,ON_healthcare_facilities.csv
208,208,Grand River Community Health Centre,Community Health Centre,,-80.255875916,43.138827554,363 Colborne Street,Brantford,ON,N3S3N2,Province of Ontario,ON_healthcare_facilities.csv
209,209,Quest Community Health Centre,Community Health Centre,,-79.2301833929999,43.163282505,145 Queenston Street,St. Catharines,ON,L2R2Z9,Province of Ontario,ON_healthcare_facilities.csv
210,210,Central Community Health Centre,Community Health Centre,,-81.19813428,42.7793149450001,359 Talbot Street,St. Thomas,ON,N5P1B7,Province of Ontario,ON_healthcare_facilities.csv
211,211,Chatham-Kent Community Health Centres,Community Health Centre,,-82.187928254,42.397890729,150 Richmond Street,Chatham-Kent,ON,N7M1N9,Province of Ontario,ON_healthcare_facilities.csv
212,212,Windsor Essex Community Health Centre,Community Health Centre,,-83.030058105,42.302826871,1361 Ouellette Avenue,Windsor,ON,N8X1J6,Province of Ontario,ON_healthcare_facilities.csv
213,213,Unison Health and Community Services,Community Health Centre,,-79.4449441089999,43.7195344940001,12 Flemington Road,Toronto,ON,M6A2N4,Province of Ontario,ON_healthcare_facilities.csv
214,214,Southeast Grey Community Health Centre,Community Health Centre,,-80.646625547,44.315674739,55 Victoria Street,Markdale,ON,N0C1C0,Province of Ontario,ON_healthcare_facilities.csv
215,215,Carea Community Health Centre,Community Health Centre,,-78.844790431,43.869286048,115 Grassmere Avenue,Oshawa,ON,L1H3X7,Province of Ontario,ON_healthcare_facilities.csv
216,216,Parkdale Queen West Community Health Centre,Community Health Centre,,-79.429469798,43.641832881,1229 Queen Street West,Toronto,ON,M6K1L2,Province of Ontario,ON_healthcare_facilities.csv
217,217,Vibrant Healthcare Alliance,Community Health Centre,Vibrant Health Care Alliance,-79.399295094,43.709747394,2398 Yonge Street,Toronto,ON,M4P2H4,Province of Ontario,ON_healthcare_facilities.csv
218,218,Centre de santé communautaire de Timmins,Community Health Centre,,-81.3386606289999,48.471457367,120 Kent Street,Timmins,ON,P4N7S4,Province of Ontario,ON_healthcare_facilities.csv
219,219,The Social Service Bureau of Sarnia-Lambton Incorporated,Community Support Service,SARNIA The Social Service Bureau,-82.341278654,42.9764749240001,1086 Modeland Road,Sarnia,ON,N7S6L2,Province of Ontario,ON_healthcare_facilities.csv
220,220,York Region Abuse Program,Community Support Service,NEWMARKET York Region Abuse Program,-79.431931837,44.071021456,17705 Leslie Street,Newmarket,ON,L3Y3E3,Province of Ontario,ON_healthcare_facilities.csv
221,221,St. Christopher House,Community Support Service,TORONTO St. Christopher House,-79.40426579,43.6474148830001,588 Queen Street West,Toronto,ON,M6J1E3,Province of Ontario,ON_healthcare_facilities.csv
222,222,Loft Community Services,Community Support Service,TORONTO Loft Community Services,-79.388684885,43.6494022840001,205 Richmond Street West,Toronto,ON,M5V1V3,Province of Ontario,ON_healthcare_facilities.csv
223,223,Hospice of Windsor and Essex County Inc. (The),Community Support Service,WINDSOR Hospice Of Windsor & Essex,-82.954613083,42.3128785760001,6038 Empress Street,Windsor,ON,N8T1B5,Province of Ontario,ON_healthcare_facilities.csv
224,224,Wendat Community Programs,Community Support Service,MIDLAND Wendat Community Program,-79.888640846,44.7500405500001,237 Second Street,Midland,ON,L4R4P4,Province of Ontario,ON_healthcare_facilities.csv
225,225,Alzheimer Society of Durham Region,Community Support Service,OSHAWA Alzheimer Society,-78.878957943,43.8894496500001,419 King Street West,Oshawa,ON,L1J2K5,Province of Ontario,ON_healthcare_facilities.csv
226,226,The Canadian Hearing Society,Community Support Service,TORONTO The Canadian Hearing Society,-79.4077743939999,43.677205588,271 Spadina Road,Toronto,ON,M5R2V3,Province of Ontario,ON_healthcare_facilities.csv
227,227,Reconnect Community Health Services,Community Support Service,TORONTO Reconnect Comm HS,-79.5518300419999,43.7053204860001,2150 Islington Avenue,Toronto,ON,M9P3V4,Province of Ontario,ON_healthcare_facilities.csv
228,228,Kenora Chiefs Advisory Inc.,Community Support Service,KENORA Kenora Chiefs Advisory Inc.,-94.4894012949999,49.767050139,Kenora Market Square 100,Kenora,ON,P9N3X4,Province of Ontario,ON_healthcare_facilities.csv
229,229,Wesway Incorporated,Community Support Service,THUNDER BAY Wesway Inc,-89.260782664,48.3841244560001,East Victoria Avenue,Thunder Bay,ON,P7C1C8,Province of Ontario,ON_healthcare_facilities.csv
230,230,Jane/Finch Community and Family Centre,Community Support Service,TORONTO Community&Family Centre,-79.520080438,43.765217598,4400 Jane Street,Toronto,ON,M3N2K4,Province of Ontario,ON_healthcare_facilities.csv
231,231,Woodgreen Community Services,Community Support Service,TORONTO Woodgreen Community Services,-79.344052472,43.660091988,835 Queen Street East,Toronto,ON,M4M1H9,Province of Ontario,ON_healthcare_facilities.csv
232,232,Cota Health,Community Support Service,TORONTO Cota Health,-79.44742051,43.716451593,700 Lawrence Avenue West,Toronto,ON,M6A3B4,Province of Ontario,ON_healthcare_facilities.csv
233,233,Community Care Durham,Community Support Service,OSHAWA Community Care,-78.878957943,43.8894496500001,419 King Street West,Oshawa,ON,L1J2K5,Province of Ontario,ON_healthcare_facilities.csv
234,234,North of Superior Community Mental Health Program Corporation,Community Support Service,THUNDER BAY Mental Health Prog Corp,-86.534499422,49.7810053330001,101 King Street,Longlac,ON,P0T2A0,Province of Ontario,ON_healthcare_facilities.csv
235,235,Lakehead University - Cerah,Community Support Service,THUNDER BAY LakeheadUniversity CERAH,-89.26215497,48.420965761,955 Oliver Road,Thunder Bay,ON,P7B5E1,Province of Ontario,ON_healthcare_facilities.csv
236,236,St. Stephen's Community House,Community Support Service,TORONTO St Stephen's Comm House,-79.4031751909999,43.656434785,260 Augusta Avenue,Toronto,ON,M5T2L9,Province of Ontario,ON_healthcare_facilities.csv
237,237,Oneida Nation of the Thames,Community Support Service,SOUTHWOLD Oneida Nation of Thames,-81.40974375,42.8193660420001,2212 Elm Avenue,Southwold,ON,N0L2G0,Province of Ontario,ON_healthcare_facilities.csv
238,238,N'swakakmok Native Friendship Centre,Community Support Service,SUDBURY NSwakakmok Native Friendship,-80.998743884,46.4932612810001,110 Elm Street,Greater Sudbury,ON,P3C1T5,Province of Ontario,ON_healthcare_facilities.csv
239,239,Ontario Federation of Indian Friendship Centres,Community Support Service,TORONTO Ont Fed Of Indian Friends,-79.385468784,43.6445288830001,219 Front Street,Toronto,ON,M5A1E8,Province of Ontario,ON_healthcare_facilities.csv
240,240,Lennox and Addington County Gen Hospital,Community Support Service,NAPANEE Lennox & Addington,-76.966989656,44.240159196,8 Richmond Park Drive,Napanee,ON,K7R2Z4,Province of Ontario,ON_healthcare_facilities.csv
