,idx,facility_name,facility_type,health_authority,longitude,latitude,street_addr,city,province,phone,provider,filename
521,521,Russell Medical Clinic,Medical Clinic,Prairie Mountain Health,-101.28895613,50.78116623100004,117 Westbourne St W,Russell,MB,204-773-2146,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
522,522,Morden Access Centre,Other Organization,Southern Health-Santé Sud,-98.09504468799996,49.19776551800004,111 Gilmour St,Morden,MB,0,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
523,523,Meyers Drugs,Pharmacy,,,,843 William Ave,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
524,524,Red River Co-Op Pharmacy St Norbert,Pharmacy,Winnipeg,-97.15613300099994,49.76695590900005,3477 Pembina Hwy,Winnipeg,MB,204-202-1711,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
525,525,Parkway Pharmacy,Pharmacy,Winnipeg,-97.19472438699997,49.90050701900003,1123 Empress St,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
526,526,Whitemouth Pharmacy,Pharmacy,,,,159 Railway ave,Whitemouth,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
527,527,Save-On-Foods Pharmacy #4420,Pharmacy,Winnipeg,-97.062272335,49.89852751100005,5 1555 Regent Ave W,Winnipeg,MB,204-661-2225,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
528,528,Save-On-Foods Pharmacy #4425,Pharmacy,Winnipeg,-97.15145477,49.82201789800007,24 1910 Pembina Hwy,Winnipeg,MB,204-275-7450,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
529,529,Munroe Pharmacy (St. B Hospital),Pharmacy,,-97.123334759,49.88476047000006,400 Tache Ave,Winnipeg,MB,204-560-4600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
530,530,Vermillion Pharmacy,Pharmacy,Winnipeg,-97.07086382999996,49.85439198300003,170 115 Vermillion Ave,Winnipeg,MB,204-306-3600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
531,531,Red River Co-op Pharmacy - Niverville,Pharmacy,,-97.04587331699996,49.60293247900006,103 101 Second Ave S,Niverville,MB,204-388-6910,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
532,532,Southtown Medical Clinic,Medical Clinic,Winnipeg,-97.195036895,49.78929847500007,2 405 Centre St,winnipeg,MB,204-306-2217,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
533,533,Union Pharmacy,Pharmacy,,,,940 Sherbrook St,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
534,534,Whitemouth Primary Health Care Centre,Medical Clinic,,,,75 Hospital St Box 160,Whitemouth,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
535,535,St. Pierre Medical Clinic,Medical Clinic,,,,354 Prefontaine Ave Box 569,St-Pierre-Jolys,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
536,536,Riverbank Medical Associates,Medical Clinic,,,,353 Eveline St,Selkirk,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
537,537,Winnipeg Super-site (RBC Convention Centre location),Vaccine Clinic,Winnipeg,-97.14453217,49.88907187000007,375 York Avenue,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
538,538,Brandon Super-site (Keystone Centre location),Vaccine Clinic,Prairie Mountain Health,-99.96074047999996,49.83209438000006,1 1175 18th Street,Brandon,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
539,539,Thompson Clinic (Burntwood Wellness - Burntwood Strip Mall),Vaccine Clinic,Northern,-97.85178366999996,55.74176001000006,15 Selkirk Ave,Thompson,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
540,540,Selkirk Super-site (Former site of Selkirk and District General Hospital),Vaccine Clinic,Interlake-Eastern,-96.88323875999998,50.15605275000007,100 Easton Drive,Selkirk,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
541,541,Morden Super-site (Access Event Centre),Vaccine Clinic,Southern Health-Santé Sud,-98.09464426999996,49.19660006000004,111-D Gilmour St,Morden,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
542,542,Dauphin Clinic (Ukrainian Orthodox Hall),Vaccine Clinic,Prairie Mountain Health,-100.0506468,51.14082371000006,304 Whitmore Ave,Dauphin,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
543,543,Steinbach Super-site,Vaccine Clinic,Southern Health-Santé Sud,-96.68184211,49.52624029000003,294 Lumber Ave,Steinbach,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
544,544,Winnipeg Pop-up Clinic (Mount Carmel Clinic),Vaccine Clinic,Winnipeg,-97.13355028999996,49.91028989000006,886 Main St.,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
545,545,Flin Flon Primary Health Care Centre,Vaccine Clinic,Northern,-101.8780612,54.76897113000007,1 North Ave.,Flin Flon,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
546,546,Flin Flon Pop-up Clinic (The Flin Flon Community Hall),Vaccine Clinic,Northern,-101.8785541,54.76863001000004,2 North Ave.,Flin Flon,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
547,547,The Pas Pop-up Clinic (The Pas Royal Canadian Legion),Vaccine Clinic,Northern,-101.2494981,53.82232133000008,4 Veterans Way,The Pas,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
548,548,Ma-Mow-We-Tak Friendship Centre,Urban Indigenous Clinic,Northern,-97.84880642999995,55.73989408000006,4 Nelson Rd.,Thompson,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
549,549,Brandon Friendship Centre,Urban Indigenous Clinic,Prairie Mountain Health,-99.940883,49.83806068000007,205 College Ave.,Brandon,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
550,550,Portage Urban Indigenous Clinic,Urban Indigenous Clinic,Southern Health-Santé Sud,-98.28817829999996,49.97382598000007,11 Second St. NE,Portage la Prairie,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
551,551,Ma Mawi Wi Chi Itata Centre - Win Gardner Place,Urban Indigenous Clinic,Winnipeg,-97.14384572999997,49.92339559000004,363 McGregor St.,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
552,552,Gimli Pop-up Clinic (New Horizons),Vaccine Clinic,Interlake-Eastern,-96.99011434,50.64153336000004,17 Colonization Road,Gimli,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
553,553,Pinawa Pop-up Clinic (Pinawa Alliance Church),Vaccine Clinic,Interlake-Eastern,-95.88129992999995,50.14696096000006,1 Bessborough Ave,Pinawa,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
554,554,Lundar Pop-up Clinic (Lundar Legion),Vaccine Clinic,Interlake-Eastern,-98.03478894999996,50.69052113000004,50 3 Ave.,Lundar,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
555,555,Russell Pop-up Clinic (George P. Buluziuk Centre),Vaccine Clinic,Prairie Mountain Health,-101.2900392,50.77855967000005,106 Shell River Ave. S.,Russell,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
556,556,Aboriginal Health and Wellness Centre,Urban Indigenous Clinic,Winnipeg,-97.13213036999996,49.90493073000005,181 Higgins Ave,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
557,557,Rexall #7404,Pharmacy,Winnipeg,-97.080172,49.85493,34 Lakewood Blvd,Winnipeg,MB,204-254-8816,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
558,558,Ellis Pharmacy & Thrify Meds,Pharmacy,Southern Health-Santé Sud,-98.53702106699996,49.24213982300006,408 Main St,Manitou,MB,204-242-2446,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
559,559,Sobeys Pharmacy #5104,Pharmacy,Winnipeg,-97.31161163499996,49.88572609800008,3635 Portage Ave,Winnipeg,MB,204-832-8810,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
560,560,Shoppers Drug Mart #546,Pharmacy,Interlake-Eastern,-96.880831,50.136876,230 Main St,Selkirk,MB,204-482-5600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
561,561,London drugs #066,Pharmacy,Winnipeg,-97.11188188799996,49.82864978100008,23C 1225 St Marys Rd,Winnipeg,MB,204-253-2696,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
562,562,Rexall Pharmaplus #4820,Pharmacy,Winnipeg,-97.147158,49.890339,233 Kennedy St,Winnipeg,MB,204-942-6127,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
563,563,Pharmasave #455,Pharmacy,Southern Health-Santé Sud,-98.102098,49.189604,360 Stephen St,Morden,MB,204-822-4444,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
564,564,Emerson Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.21526749699996,49.00557130300007,21 Main St Box 160,Emerson,MB,204-373-2746,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
565,565,Rexall #7410,Pharmacy,Interlake-Eastern,-96.513576,50.062112,651 Park Ave,Beausejour,MB,204-268-1434,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
566,566,Safeway Pharmacy #4828,Pharmacy,Interlake-Eastern,-96.874629,50.145161,318 Manitoba Ave,Selkirk,MB,204-482-8887,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
567,567,Freshco Pharmacy #4258,Pharmacy,Winnipeg,-97.070561,49.900059,500 1615 Regent Ave W,Winnipeg,MB,204-663-6824,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
568,568,Sobeys Pharmacy #5167,Pharmacy,Winnipeg,-97.094513,49.933565,965 Henderson Hwy,Winnipeg,MB,204-668-3277,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
569,569,Sobeys St. Anne's #5152,Pharmacy,Winnipeg,-97.094741,49.838663,1939 Bishop Grandin Blvd,Winnipeg,MB,204-255-5393,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
570,570,Rexall #4854,Pharmacy,Winnipeg,-97.160057,49.887567,676 Portage Ave,Winnipeg,MB,204-783-0151,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
571,571,Safeway Pembina Village #4847,Pharmacy,Winnipeg,-97.15322129799996,49.81192749300004,2155 Pembina Hwy,Winnipeg,MB,204-261-9870,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
572,572,Safeway Pharmacy #4851,Pharmacy,Winnipeg,-97.29871,49.884279,3393 Portage Ave,Winnipeg,MB,204-888-5600,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
573,573,Safeway Pharmacy #0622,Pharmacy,Southern Health-Santé Sud,-96.686436,49.544252,143 Pth 12N,Steinbach,MB,204-346-1322,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
574,574,Empire Drugs,Pharmacy,Winnipeg,-97.156099,49.919459,801 Selkirk Ave,Winnipeg,MB,204-586-2212,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
575,575,Sobeys Pharmacy #5377,Pharmacy,Winnipeg,-97.08881,49.958055,2575 Main St,Winnipeg,MB,204-339-1113,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
576,576,Rexall Pharmaplus #4813,Pharmacy,Winnipeg,-97.15404007099994,49.84269618500008,1295 Pembina Hwy,Winnipeg,MB,204-982-4160,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
577,577,Rexall #4887,Pharmacy,Winnipeg,-97.075682,49.95284,1795 Henderson Hwy,Winnipeg,MB,204-339-1595,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
578,578,The Medicine Shoppe Pharmacy #278,Pharmacy,Winnipeg,-97.064389,49.911384,115 1100 Concordia Ave,Winnipeg,MB,204-661-2121,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
579,579,FreshCo #4288,Pharmacy,Winnipeg,-97.027674,49.902872,50 Kildonan Green Dr,Winnipeg,MB,204-222-6008,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
580,580,Rexall #4994,Pharmacy,Winnipeg,-97.15528826099997,49.80894197900005,2271 Pembina Hwy,Winnipeg,MB,204-261-0510,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
581,581,Rexall Pharmaplus,Pharmacy,Winnipeg,-97.280534,49.888957,3051 Ness Ave,Winnipeg,MB,204-888-9842,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
582,582,Eriksdale Pharmacy,Pharmacy,Interlake-Eastern,-98.03059725099996,50.69696276400003,18 Railway Ave Box 480,Eriksdale,MB,0,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
583,583,Rexall #4895,Pharmacy,Winnipeg,-97.143025,49.890625,333 St Mary Ave,Winnipeg,MB,204-949-1188,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
584,584,Pfahl's Drugs Ltd.,Pharmacy,Southern Health-Santé Sud,-97.94034796399995,49.18202937400008,215 320 6Th St Box 1024,Winkler,MB,204-325-8201,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
585,585,Pilot Mound Pharmacy,Pharmacy,Southern Health-Santé Sud,-98.89488739299998,49.20321961300004,143 Broadway Ave,Pilot Mound,MB,204-825-2500,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
586,586,Rexall #4812,Pharmacy,Winnipeg,-97.162208,49.868101,971 Corydon Ave,Winnipeg,MB,204-453-8331,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
587,587,FreshCo #4286,Pharmacy,Winnipeg,-97.159157,49.895778,600 Sargent Ave,Winnipeg,MB,204-775-2576,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
588,588,Shoppers Drug Mart #552,Pharmacy,Winnipeg,-97.147958,49.892396,125 393 Portage Ave,Winnipeg,MB,204-943-5431,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
589,589,Exchange District Pharmacy,Pharmacy,Winnipeg,-97.14202,49.897357,286 McDermot Ave,Winnipeg,MB,204-942-0573,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
590,590,Shoppers Drug Mart #547,Pharmacy,Winnipeg,-97.126917,49.882065,43 Marion St,Winnipeg,MB,204-235-1919,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
591,591,Shoppers Drug Mart #535,Pharmacy,Winnipeg,-97.147362,49.879856,43 Osborne St,Winnipeg,MB,204-958-7000,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
592,592,St Boniface Pharmacy,Pharmacy,Winnipeg,-97.121503,49.881659,159 Marion St,Winnipeg,MB,204-415-4888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
593,593,Shoppers Drug Mart #540,Pharmacy,Winnipeg,-97.138588,49.894515,2 360 Main St,Winnipeg,MB,204-956-0944,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
594,594,Safeway Pharmacy #4848,Pharmacy,Winnipeg,-97.196826,49.93771,850 Keewatin St,Winnipeg,MB,204-694-4419,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
595,595,Leclerc Pharmacy,Pharmacy,Winnipeg,-97.123852,49.882619,343 Tache Ave,Winnipeg,MB,204-233-8806,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
596,596,Shoppers Drug Mart #2505,Pharmacy,Winnipeg,-97.094461,49.958073,2512 Main St,Winnipeg,MB,204-334-6008,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
597,597,Reston Drugs,Pharmacy,Prairie Mountain Health,-101.094712,49.557308,209 4th St,Reston,MB,204-877-3641,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
598,598,Pharmamir Pharmacy,Pharmacy,Winnipeg,-97.123045,49.930416,1572 Main St,Winnipeg,MB,204-231-1900,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
599,599,Shoppers Drug Mart No. #2514,Pharmacy,Winnipeg,-97.202505,49.8198,2160 Mcgillivray Blvd,Winnipeg,MB,204-487-4453,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
600,600,Positive Health Pharmacy,Pharmacy,Winnipeg,-97.1745,49.7462,3556 Pembina Hwy,Winnipeg,MB,204-415-3160,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
601,601,Fair Havens Pharmacy,Pharmacy,Winnipeg,-97.158669,49.868859,894 Corydon Ave,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
602,602,Grand Medicine HSC Pharmacy,Pharmacy,Winnipeg,-97.15916900699996,49.90496535800003,Sr171 700 William Ave,Winnipeg,MB,204-775-1000,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
603,603,Sobeys St. Vital #5157,Pharmacy,Winnipeg,-97.095372,49.810485,1500 Dakota St,Winnipeg,MB,204-257-3784,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
604,604,The Medicine Shoppe Pharmacy #305,Pharmacy,Winnipeg,-97.210451,49.879185,1765 Portage Ave,Winnipeg,MB,204-885-4465,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
605,605,Pine Pharmacy,Pharmacy,Interlake-Eastern,-96.218239,50.566736,22 Pine St,Pine Falls,MB,204-367-2517,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
606,606,Loblaw Pharmacy # 1503,Pharmacy,Southern Health-Santé Sud,-96.69101241099996,49.54293402500008,130 12 PTH,Steinbach,MB,204-320-4130,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
607,607,Falk Pharmacy,Pharmacy,Prairie Mountain Health,-99.35945289999997,49.86841272800007,135 Main St,Carberry,MB,204-834-2426,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
608,608,Loblaw Pharmacy #1516,Pharmacy,Winnipeg,-97.203641,49.85639,550 Kenaston Blvd,Winnipeg,MB,204-489-0977,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
609,609,Loblaw Pharmacy #1505,Pharmacy,Winnipeg,-97.155849,49.949255,2132 Mcphillips St,Winnipeg,MB,204-631-6226,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
610,610,Loblaw Pharmacy #1512,Pharmacy,Winnipeg,-97.069665,49.928007,1035 Gateway Rd,Winnipeg,MB,204-987-7533,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
611,611,Loblaw Pharmacy #4625,Pharmacy,Winnipeg,-97.08449454199996,49.82211953900003,740 St Anne's Rd,Winnipeg,MB,204-257-6806,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
612,612,No Frills Pharmacy #4629,Pharmacy,Interlake-Eastern,-96.873405,50.142982,Bldg B 366 Main St,Selkirk,MB,204-482-2900,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
613,613,Shoppers Drug Mart #544,Pharmacy,Southern Health-Santé Sud,-98.28884759999994,49.97320519600004,124 Saskatchewan Ave E,Portage la Prairie,MB,204-857-7891,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
614,614,loblaw pharmacy # 1511,Pharmacy,Winnipeg,-97.198845,49.899757,1385 Sargent Ave,Winnipeg,MB,204-784-7935,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
615,615,Loblaw Pharmacy #1509,Pharmacy,Winnipeg,-97.16367640199996,49.79997655400007,80 Bison Dr,Winnipeg,MB,204-275-4135,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
616,616,Loblaw Pharmacy #1515,Pharmacy,Prairie Mountain Health,-99.950087,49.841355,920 Victoria Ave,Brandon,MB,204-729-4646,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
617,617,Loblaw Pharmacy #1514,Pharmacy,Winnipeg,-97.102592,49.857567,215 St Anne's Rd,Winnipeg,MB,204-258-2430,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
618,618,First Circle Pharmacy,Pharmacy,Winnipeg,-97.21694,49.894395,1880 Ellice Ave,Winnipeg,MB,204-772-6193,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
619,619,Winkler Pharmacy,Pharmacy,Southern Health-Santé Sud,-97.93945,49.181851,309 Main St,Winkler,MB,204-325-8787,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
620,620,Simkin Centre,Pharmacy,Winnipeg,-97.192899,49.823239,1 Falcon Ridge Dr,Winnipeg,MB,204-589-9017,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
621,621,Rexall #4814,Pharmacy,Winnipeg,-97.076278023,49.85440625900003,35 Lakewood Blvd,Winnipeg,MB,204-982-4120,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
622,622,Wal-Mart Pharmacy #3117,Pharmacy,Winnipeg,-97.313175,49.885833,3655 Portage Ave,Winnipeg,MB,204-885-4470,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
623,623,Shoppers Drug Mart #2428,Pharmacy,Winnipeg,-97.084137,49.824126,710 St Anne's Rd,Winnipeg,MB,204-254-6316,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
624,624,Rexall #4950,Pharmacy,Interlake-Eastern,-96.87347922199996,50.14295971400003,A 366 Main St,Selkirk,MB,204-482-6003,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
625,625,Shoppers Drug Mart #555,Pharmacy,Prairie Mountain Health,-99.964564506,49.82352351500003,15A 1570 18TH St,Brandon,MB,204-729-8100,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
626,626,Shoppers Drug Mart #2444,Pharmacy,Winnipeg,-97.316707,49.863307,14 6670 Roblin Blvd,Winnipeg,MB,204-831-5222,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
627,627,Loblaw Pharmacy #1510,Pharmacy,Southern Health-Santé Sud,-97.931397,49.18626,175 Cargill Rd,Winkler,MB,204-331-2535,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
628,628,Safeway Pharmacy #4854,Pharmacy,Winnipeg,-97.26278,49.857958,3900 Grant Ave,Winnipeg,MB,204-889-2350,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
629,629,Shoppers Drugmart #2424,Pharmacy,Prairie Mountain Health,-99.936857,49.842583,139 Victoria Ave E,Brandon,MB,204-727-4248,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
630,630,Fisher Branch Pharmacy,Pharmacy,Interlake-Eastern,-97.621767,51.082232,3 80 Tache St,Fisher Branch,MB,204-372-6444,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
631,631,Snow Lake Pharmacy,Pharmacy,Winnipeg,-97.095961,49.933715,963 Henderson Hwy,Winnipeg,MB,204-982-4130,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
632,632,Rexall #4815,Pharmacy,Winnipeg,-97.095961,49.933715,963 Henderson Hwy,Winnipeg,MB,204-982-4130,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
633,633,Rexall #7401,Pharmacy,Southern Health-Santé Sud,-97.556527,49.10545,67 2nd St NE Box 780,Altona,MB,204-324-6461,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
634,634,Rexall #7406,Pharmacy,Southern Health-Santé Sud,-97.553468,49.106593,17 115 4th Ave NE Box 1708,Altona,MB,204-234-5991,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
635,635,Shoppers Drug Mart #530,Pharmacy,Winnipeg,-97.151006,49.95374,1050 Leila Ave,Winnipeg,MB,204-339-9221,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
636,636,Fisher Branch Primary Health Care Centre,Medical Clinic,Interlake-Eastern,-97.61768335999994,51.08474937700004,23 Main St Box 370,Fisher Branch,MB,204-372-6258,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
637,637,River East Pharmacy,Pharmacy,Winnipeg,-97.085706,49.944707,A 1417 Henderson Hwy,Winnipeg,MB,204-333-5094,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
638,638,Shoppers Drug Mart #549,Pharmacy,Northern,-97.851767,55.741412,17 Selkirk Ave,Thompson,MB,204-778-8391,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
639,639,Target Pharmacy T-3747,Pharmacy,Winnipeg,-97.16302154599998,49.85990467400006,1080 Grant Ave,Winnipeg,MB,204-285-3571-6,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
640,640,Shoppers Drug Mart #561,Pharmacy,Winnipeg,-97.066591,49.855177,100 235 Vermillion Rd,Winnipeg,MB,204-256-5540,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
641,641,Mitchell's Drug Store,Pharmacy,Prairie Mountain Health,-101.548498,51.914091,125 Main St,Roblin,MB,204-937-4424,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
642,642,Munroe Pharmacy,Pharmacy,Winnipeg,-97.080344,49.911405,525 London St,Winnipeg,MB,204-669-1267,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
643,643,Wal-Mart Pharmacy #1027,Pharmacy,Interlake-Eastern,-96.902098,50.155968,1016 Manitoba Ave,Selkirk,MB,204-785-9010,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
644,644,St Malo Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.95511757299994,49.31556286100005,70 122 St Malo St Box 70,St Malo,MB,204-347-5574,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
645,645,Wal-Mart Pharmacy #3660,Pharmacy,Northern,-101.878967,54.769801,200 Pth #10A,Flin Flon,MB,204-687-7188,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
646,646,Hill's East Drug Store,Pharmacy,Southern Health-Santé Sud,-98.287617,49.973251,200 Saskatchewan Ave E,Portage la Prairie,MB,204-857-4631,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
647,647,Fisher River Cree Nation Pharmacy,Pharmacy,,,,63 Main st,Fisher Branch,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
648,648,Shoppers Drug Mart #2404,Pharmacy,Winnipeg,-97.171697,49.885698,917 Portage Ave,Winnipeg,MB,204-775-5008,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
649,649,Shoppers drug mart #533,Pharmacy,Winnipeg,-97.129253,49.918047,C 1155 Main St,Winnipeg,MB,204-989-8700,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
650,650,Leila Pharmacy,Pharmacy,Winnipeg,-97.134222,49.948718,632 Leila Ave,Winnipeg,MB,204-228-3304,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
651,651,Flatland Drugs,Pharmacy,Prairie Mountain Health,-99.951512,49.828909,B 1340 10th St,Brandon,MB,204-727-0011,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
652,652,The Medicine Shoppe Pharmacy #331,Pharmacy,Winnipeg,-97.132229,49.863112,1A 660 Osborne St,Winnipeg,MB,204-504-9333,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
