EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
BPVH,Kanata Aviation Training Inc.,,Private Institution,Designated,,2021-01-12,,Hangar C1- Gordon James Way,High River Airport,,High River,Alberta,T1V 1P7,Canada,403-463-0829,403-463-0829,403-463-0829
BPHT,Kdm Dental College International Incorporated,,Private Institution,Designated,,1994-07-28,,2101 Bell Tower,10104-103 Ave,,Edmonton,Alberta,T5J 0H8,Canada,7804236863,7804236863,7804236863
BPFF,Kdm Dental College International Incorporated,,Private Institution,Designated,,1989-03-06,,940 - 6th Ave Sw,Suite 520,,Calgary,Alberta,T2P 3T1,Canada,4032642744,4032642744,4032642744
BPMR,LR Helicopters Inc.,,Private Institution,Designated,,2010-11-15,,135 MacLaurin Drive,Springbank Airport,,Calgary,Alberta,T3Z3S4,Canada,(403) 286-4601,(403) 286-4601,(403) 286-4601
BPQG,Lighthouse Labs - Calgary,Lighthouse Labs Inc.,Private Institution,Designated,,2018-05-29,,WorkNicer- 630 8 Ave SW,#600,,Calgary,Alberta,T2P 1G6,Canada,8885696898,8885696898,8885696898
BPPU,M. Dent College,,Private Institution,Designated,,2017-06-30,,207- 1711-4th Street SW,,,Calgary,Alberta,T2S1V8,Canada,4032647656,4032647656,4032647656
BPAS,MC College-Calgary,,Private Institution,Designated,,1988-12-21,,1023 - 7th Ave. S.W.,,,Calgary,Alberta,T2P1A8,Canada,,,
BPAY,MC College-Edmonton,,Private Institution,Designated,,1988-12-21,,10345- 107 Street,,,Edmonton,Alberta,T5J 1K3,Canada,(780) 429-4407,(780) 429-4407,(780) 429-4407
BPCT,MC College-Red Deer,,Private Institution,Designated,,1988-01-12,,5008 Ross  St.,,,Red Deer,Alberta,T4N1Y3,Canada,(403) 342-1110,(403) 342-1110,(403) 342-1110
BPOQ,MCG - Red Deer,,Private Institution,Designated,,2015-07-29,,103 4719-48 Avenue,,,Red Deer,Alberta,T4N3T1,Canada,7804538210,7804538210,7804538210
BPUA,MCG Career College - Calgary,,Private Institution,Designated,,2019-07-08,,Unit 220- 4774 Westwinds Drive,NE,,Calgary,Alberta,T3J0L7,Canada,(403) 993-7108,(403) 993-7108,(403) 993-7108
BPOZ,MCG Career College - Cold Lake,,Private Institution,Designated,,2016-04-14,,103 - 5605 55 Street,,,Cold Lake,Alberta,T9M 1R6,Canada,888 261 8999,888 261 8999,888 261 8999
BPDS,MCG Career College - Red Deer,,Private Institution,Designated,,2007-09-13,,200,4806-51 Ave,,Red Deer,Alberta,T4N4H3,Canada,(888) 261-8999,(888) 261-8999,(888) 261-8999
BPSA,MH Vicars School of Massage Therapy - Edmonton,,Private Institution,Designated,,2002-04-29,,2828 Calgary Trail ,NW,,Edmonton,Alberta,T6J 6V7,Canada,(780) 491-0574,(780) 491-0574,(780) 491-0574
BPGL,MH Vicars School of Massage Therapy-Calgary,,Private Institution,Designated,,2007-10-10,,101 & 103,200 Country Hills Landing NW,,Calgary,Alberta,T3K5P3,Canada,(403) 567-1451,(403) 567-1451,(403) 567-1451
BPNJ,MTG Healthcare Academy,,Private Institution,Designated,,2012-07-24,,Suite 100,1324 36 Ave NE,,Calgary,Alberta,T2E8S1,Canada,4032642009,4032642009,4032642009
BPPA,MTG Healthcare Academy-Edmonton,,Private Institution,Designated,,2016-05-25,,6920 Roper Road,,,Edmonton,Alberta,T6B3H9,Canada,7808637263,7808637263,7808637263
BPON,MTG Healthcare Academy-Red Deer,,Private Institution,Designated,,2015-03-11,,4811-48 Street,,,Red Deer,Alberta,T4N1S6,Canada,403-264-2009,403-264-2009,403-264-2009
BPNV,Makami College Inc.- Calgary,,Private Institution,Designated,,2013-07-12,,9618 Horton Road SW,,,Calgary,Alberta,T2V 4K8,Canada,403 474-0772,403 474-0772,403 474-0772
BPTB,Makami College Inc.- Edmonton,,Private Institution,Designated,,2007-12-11,,Unit #137- Bonnie Doon Centre,8330 82 Avenue NW, ,Edmonton,Alberta,T6C 4E3,Canada,(780) 468-3454,(780) 468-3454,(780) 468-3454
BPQL,Manual Osteopathic College of Canada,,Private Institution,Designated,,2018-10-30,,4620 99 Street,,,Edmonton,Alberta,T6E5H5,Canada,7809166888,7809166888,7809166888
BPTT,Manual Osteopathic College of Canada - Calgary,,Private Institution,Designated,,2019-04-18,,#100- 1167 Kensington Crescent,NW,,Calgary,Alberta,T2N 1X7,Canada,877 768-8400,877 768-8400,877 768-8400
BPUH,Manual Osteopathic College of Canada – Grande Prairie,,Private Institution,Designated,,2019-11-18,,#201- 11402 100 St ,,,Grande Prairie,Alberta,T8V 2N5,Canada,1-877-768-8400,1-877-768-8400,1-877-768-8400
BPUI,Manual Osteopathic College of Canada – Lloydminster,,Private Institution,Designated,,2019-11-18,,Bay 1A- 5712 44 St,,,Lloydminster,Alberta,T9V 0B6,Canada,1-877-768-8400,1-877-768-8400,1-877-768-8400
BPHW,Maskwacis Cultural College,,Private Institution,Designated,,1994-11-09,,Po Box 960,,,Hobbema,Alberta,T0C1N0,Canada,(780) 585-3925,(780) 585-3925,(780) 585-3925
BPMH,Medical Reception College 1 Ltd-Calgary,,Private Institution,Designated,,2010-05-26,,Suite 210,840 7 Avenue SW,,Calgary,Alberta,T2P 3G2,Canada,(403) 701-2837,(403) 701-2837,(403) 701-2837
BPMI,Medical Reception College 1 Ltd-Edmonton,,Private Institution,Designated,,2010-05-26,,10279 Jasper Ave,,,Edmonton,Alberta,T5J1X8,Canada,(403) 701-2837,(403) 701-2837,(403) 701-2837
BPRJ,Mountain View Helicopters,,Private Institution,Designated,,1996-01-01,,Springbank Airport,402A Otter Bay,,Calgary,Alberta,T3Z3S6,Canada,(403) 286-7186,(403) 286-7186,(403) 286-7186
BPNP,NIWE Academy Inc.,,Private Institution,Designated,,2013-02-22,,3817 - 27 Street,,,Calgary,Alberta,T1Y 7G2,Canada,5873519024,5873519024,5873519024
BPGF,Namao Flying Club,,Private Institution,Designated,,2014-05-09,,25 27018 S.H. 633,,,Sturgeon County,Alberta,T8T0E3,Canada,(780) 419-6777,(780) 419-6777,(780) 419-6777
BPNX,National Manual Osteopathic College,,Private Institution,Designated,,2013-09-09,,#203 4911 - 50 Street,,,Innisfail,Alberta,T4G1W4,Canada,4033561581,4033561581,4033561581
BPHV,Nechi Institute: Centre of Indigenous Learning ,,Private Institution,Designated,,2015-10-05,,P.O. Box 2039,Station Main,,St. Albert,Alberta,T8N 2G3,Canada,(780) 459-1884,(780) 459-1884,(780) 459-1884
BPRF,Newman Theological College,,Private Institution,Designated,,1988-12-21,,10012 84 Street,NW,,Edmonton,Alberta,T6A0B2,Canada,(780) 467-5858,(780) 467-5858,(780) 467-5858
BPSP,Nightingale Academy of Health Services Inc.,,Private Institution,Designated,,2003-05-23,,Venta Care Centre,13525 102 Street, ,Edmonton,Alberta,T5E4K3,Canada,(780) 478-5267,(780) 478-5267,(780) 478-5267
BPOH,Numa International Institute of Makeup and Design,,Private Institution,Designated,,2014-10-09,,6410 - 1A Street SW,,,Calgary,Alberta,T2H 0G6,Canada,(403) 394-7884,(403) 394-7884,(403) 394-7884
BPNY,One Beauty Academy - Medicine Hat,,Private Institution,Designated,,2013-09-20,,634 2 Street SE,,,Medicine Hat,Alberta,T1A0C9,Canada,4308949434,4308949434,4308949434
BPOM,One Beauty Academy-Calgary,,Private Institution,Designated,,2015-02-24,,6410-1A Street SW,,,Calgary,Alberta,T2H0G6,Canada,4035276822,4035276822,4035276822
BPQR,One Beauty Academy-Edmonton,,Private Institution,Designated,,2019-02-14,,1424 8882 170 Street,,,Edmonton,Alberta,T5T4M2,Canada,5879995890,5879995890,5879995890
BPOF,One Beauty Academy-Grande Prairie,,Private Institution,Designated,,2014-08-12,,Suite 209 10001-101 Ave,,,Grande Prairie,Alberta,T8V0X9,Canada,4035276822,4035276822,4035276822
BPVJ,One Beauty Inc.- o/a Lethbridge,,Private Institution,Designated,,2021-02-09,,1239 - 2nd Street S,,,Lethbridge,Alberta,T1J 0E5,Canada,587-999-5890,587-999-5890,587-999-5890
BPPR,Painter Decorator College,,Private Institution,Designated,,2017-05-31,,4409-94 Street,,,Edmonton,Alberta,T6E6T7,Canada,5879891954,5879891954,5879891954
BPQE,Peace River Academy,EC Peace River Academy Inc.,Private Institution,Designated,,2018-05-11,,Glenmary School,8801 96 Street,,Peace River,Alberta,T8S1R6,Canada,7804090222,7804090222,7804090222
BPCH,Peace River Bible Institute,,Private Institution,Designated,,1988-12-21,,9601 - 100th Street,P.O. Box 99,,Sexsmith,Alberta,T0H3C0,Canada,(403) 568-3962,(403) 568-3962,(403) 568-3962
BPQC,Peerless Training Institute,Peerless Training Institute Inc.,Private Institution,Designated,,2018-02-12,,#260- 2635-37th Avenue NE,,,Calgary,Alberta,T1Y 5Z6,Canada,(403) 230-2665,(403) 230-2665,(403) 230-2665
BPLK,Pixel Blue College,,Private Institution,Designated,,2008-04-28,,200,10080 Jasper Avenue,,Edmonton,Alberta,T5J1V9,Canada,(780) 756-3990,(780) 756-3990,(780) 756-3990
BPQH,Polished School Of Esthetics,,Private Institution,Designated,,2018-06-26,,207 12 Street B North,,,Lethbridge,Alberta,T1H2K8,Canada,5872207416,5872207416,5872207416
BPDL,Prairie Aviation Training Centre,,Private Institution,Designated,,2007-01-24,,Box 4000,330 5 Ave North,,Three Hills,Alberta,T0M2N0,Canada,(403) 443-2349,(403) 443-2349,(403) 443-2349
BPAP,Prairie Bible Institute,,Private Institution,Designated,,1988-12-21,,Box 4000,330 5th Ave NE,,Three Hills,Alberta,T0M2A0,Canada,4034435511,4034435511,4034435511
BPUO,Prairie Western College,,Private Institution,Designated,,2020-01-07,,915 33 Street NE,,,Calgary,Alberta,T2A 6T2,Canada,,,
BPTM,Professional Institute of Massage Therapy,,Private Institution,Designated,Student(s) attending- EI pending de-designation,2004-11-03,,#310 15 Royal Vista Place NW,,,Calgary,Alberta,T3R0P3,Canada,(403) 247-4319,(403) 247-4319,(403) 247-4319
BPUM,Professional Institute of Massage Therapy Calgary,,Private Institution,Designated,,2019-11-28,,#103 1422 Kensington Road NW ,,,Calgary,Alberta,T2N 3P9,Canada,,,
BPSC,Professional Medical Associates - St. Albert,,Private Institution,Designated,,2002-08-07,,#101 265 Carleton Drive,,,St. Albert,Alberta,T8N 4J9,Canada,7804608410,7804608410,7804608410
BPTS,Professional Medical Associates - Three Hills,,Private Institution,Designated,,2019-04-02,,330 - 5th Avenue NE,,,Three Hills,Alberta,T0M 2N0,Canada,780-460-8410,780-460-8410,780-460-8410
BPNL,Professional Medical Associates-Calgary,,Private Institution,Designated,,2012-10-01,,#112,11420 27 Street SE,,Calgary,Alberta,T2Z3R6,Canada,4035479709,4035479709,4035479709
BPUB,QCom College of Technology (QCT) ,,Private Institution,Designated,,2019-07-30,,417 14 Street NW,,,Calgary,Alberta,T2N 2A1,Canada,403-460-7080,403-460-7080,403-460-7080
BPCN,Reeves College - Calgary City Centre,,Private Institution,Designated,,2006-02-06,,Suite 1500,910 7th Avenue SW,,Calgary,Alberta,T2P3N8,Canada,(403) 290-1511,(403) 290-1511,(403) 290-1511
BPLG,Reeves College - Calgary North,,Private Institution,Designated,,2008-03-26,,#120- 2886 Sunridge Way NE,,,Calgary,Alberta,T1Y 7H9,Canada,(403) 769-1556,(403) 769-1556,(403) 769-1556
BPVA,Reeves College - Calgary South ,,Private Institution,Designated,,2020-10-08,,9- 6624 Centre Street SE,,,Calgary,Alberta,T2H 0C6,Canada,1-877-915-7288,1-877-915-7288,1-877-915-7288
BPSY,Reeves College - Edmonton,,Private Institution,Designated,,2003-11-25,,#500 ,10004Jasper Avenue,,Edmonton,Alberta,T5J 1R3,Canada,(780) 990-1650,(780) 990-1650,(780) 990-1650
BPUZ,Reeves College - Edmonton North,,Private Institution,Designated,,2020-10-06,,Units 174 and 200,Northtown Mall,9450 - 137 Avenue,Edmonton,Alberta,T5E 6C2,Canada,587-442-1098,587-442-1098,587-442-1098
BPLH,Reeves College - Lethbridge,,Private Institution,Designated,,2008-03-26,,#110 601 4th Avenue South,,,Lethbridge,Alberta,T1J0N6,Canada,(403) 381-4469,(403) 381-4469,(403) 381-4469
BPSS,Reeves College - Lloydminster,,Private Institution,Designated,,1988-12-21,,2nd Floor- The Atrium Centre,5012 - 49 Street,,Lloydminster,Alberta,T9V 0K2,Canada,(780) 875-3308,(780) 875-3308,(780) 875-3308
BPUR,Reeves College Edmonton South,,Private Institution,Designated,,2020-04-27,,Unit 103- 9910 39th Avenue,,,Edmonton,Alberta,T6E 5H8,Canada,,,
BPUJ,Risio Institute for Digital Dental Education,,Private Institution,Designated,,2019-11-19,,900 10665 Southport Rd SW,,,Calgary,Alberta,T2W 4Y1,Canada,403-401-1734,403-401-1734,403-401-1734
BPTA,Robertson College - Calgary,,Private Institution,Designated,,2004-02-18,,Suite 100,2912 Memorial Drive SE, ,Calgary,Alberta,T2A 6R1,Canada,(403) 920-0070,(403) 920-0070,(403) 920-0070
BPNK,Robertson College - Edmonton,,Private Institution,Designated,,2012-09-18,,#206- 10145 - 109 Street,,,Edmonton,Alberta,T5J3M5,Canada,7807056633,7807056633,7807056633
BPOB,Robertson College-Calgary SE,,Private Institution,Designated,Student(s) attending- EI pending de-designation,2014-03-25,,5907 - 3 Street SE,,,Calgary,Alberta,T2H 0P3,Canada,403 920 0070,403 920 0070,403 920 0070
BPGS,Rocky Mountain College,,Private Institution,Designated,,1992-08-14,,4039 Brentwood Rd. N.W.,,,Calgary,Alberta,T2L1L1,Canada,4032845100,4032845100,4032845100
BPFC,Rosebud School of the Arts,,Private Institution,Designated,,1988-10-14,,Box 654,,,Rosebud,Alberta,T0J2T0,Canada,4036772350,4036772350,4036772350
BPOA,Rosewood College,Rosewood College Ltd.,Private Institution,Designated,,2013-11-19,,280- 3670 - 63 Avenue ,NE,,Calgary,Alberta,T3J0S4,Canada,4038369578,4038369578,4038369578
BPSM,Rotorworks Inc.,,Private Institution,Designated,,2008-10-16,,Whitecourt Airport,Box 86,,Whitecourt,Alberta,T7S1N3,Canada,(780) 778-6600,(780) 778-6600,(780) 778-6600
BPMT,Royal Health Care Aide Training School - Lethbridge,,Private Institution,Designated,,2011-03-11,,522 - 5 Street South,,,Lethbridge,Alberta,T1J 2B9,Canada,(403) 393-5167,(403) 393-5167,(403) 393-5167
BPEC,Sky Wings Aviation Academy,,Private Institution,Designated,,1988-12-21,,Box 190,Hanger 13,Red Deer Indust. Arpt.,Penhold,Alberta,T0M 1R0,Canada,4038865191,4038865191,4038865191
BPMW,Solomon College Ltd,,Private Institution,Designated,,2011-06-06,,Suite 228,10621 100 Avenue,,Edmonton,Alberta,T5J0B3,Canada,(780) 431-1515,(780) 431-1515,(780) 431-1515
BPNG,South Edmonton School of Massage Therapy,,Private Institution,Designated,,2012-06-07,,#220,6203 - 28th Avenue,,Edmonton,Alberta,T6L 6K3,Canada,(780) 450-0720,(780) 450-0720,(780) 450-0720
BPCI,Southern Alberta Institute of Massage - Lethbridge, ,Private Institution,Designated,,2005-11-07,,534 18 Street,South,,Lethbridge,Alberta,T1J3E7,Canada,(403) 331-5657,(403) 331-5657,(403) 331-5657
BPQQ,Southern Alberta Institute of Massage-Medicine Hat,,Private Institution,Designated,,2019-01-31,,340 Maple Avenue SE,,,Medicine Hat,Alberta,T1A7L5,Canada,4035049694,4035049694,4035049694
BPSG,Springbank Air Training College Ltd.,,Private Institution,Designated,,2002-12-12,,132 Maclaurin Drive,,,Calgary,Alberta,T3Z3S4,Canada,(403) 288-7700,(403) 288-7700,(403) 288-7700
BPJB,St. Mary's University,,Private Institution,Designated,,1997-07-08,,14500 Bannister Road East S.E.,,,Calgary,Alberta,T2X1Z4,Canada,(403) 531-9130,(403) 531-9130,(403) 531-9130
BPJF,St. Stephen's College,,Private Institution,Designated,,1997-12-09,,8810-112th St.,,,Edmonton,Alberta,T6G2J6,Canada,(780) 439-7311,(780) 439-7311,(780) 439-7311
BPLN,Sterling College Ltd.,,Private Institution,Designated,,2008-08-26,,1239 2 Ave South,,,Lethbridge,Alberta,T1J0E5,Canada,(403) 394-7884,(403) 394-7884,(403) 394-7884
BPEZ,Sultana's Beauty Clinic And School,,Private Institution,Designated,,1988-03-23,,76 Boyce Street,,,Red Deer,Alberta,T4R 1L3,Canada,(403) 342-5525,(403) 342-5525,(403) 342-5525
BPPD,Sundance College,,Private Institution,Designated,,2016-06-20,,Unit G 128-28 Street SE,,,Calgary,Alberta,T2A 6J9,Canada,403-455-9010,403-455-9010,403-455-9010
BPUP,Sundance College - Edmonton,,Private Institution,Designated,,2020-01-27,,200- 10115 - 100A STREET,,,EDMONTON,Alberta,T5J 2W2,Canada,,,
BPLP,Super T Aviation Academy,Super T Management Ltd.,Private Institution,Designated,,2008-12-17,,Hangar #11,49 Viscount Ave SW,,Medicine Hat,Alberta,T1A5G4,Canada,(403) 548-6636,(403) 548-6636,(403) 548-6636
BPPQ,Synergy Flight Training Inc.,,Private Institution,Designated,,2017-03-23,,Bldg. 38- 32 - 27018 SH633,Villeneuve Airport,,Strugeon County,Alberta,T8T0E3,Canada,7804532085,7804532085,7804532085
BPOC,TOC Hair Studio Akademy,1701151 Alberta Ltd.,Private Institution,Designated,,2014-04-03,,#201 6008 MacLeod Trail SW,,,Calgary,Alberta,T2H0K1,Canada,4034605919,4034605919,4034605919
BPAL,Taylor College and Seminary,,Private Institution,Designated,,1988-12-21,,11525 - 23rd Avenue,,,Edmonton,Alberta,T6J4T3,Canada,(403) 437-1960,(403) 437-1960,(403) 437-1960
BPPI,The Esthetic Institute Training Center,,Private Institution,Designated,,2016-09-30,,4110 7005 Fairmount Drive,SE,,Calgary,Alberta,T2H0J1,Canada,4032632204,4032632204,4032632204
BPQI,The Esthetic Institute Training Center-Edmonton,,Private Institution,Designated,,2018-09-27,,6012 82 Avenue,,,Edmonton,Alberta,T6B0E7,Canada,4036308975,4036308975,4036308975
BPRC,The Excel Academy,,Private Institution,Designated,,2000-01-02,,10766 97 STREET,,,Edmonton,Alberta,T5H4R2,Canada,(780) 455-2601,(780) 455-2601,(780) 455-2601
BPNE,The Health Care Aide Academy,,Private Institution,Designated,,2012-04-25,,200 5009-49 Street,,,Red Deer ,Alberta,T4N1V4,Canada,4033472018,4033472018,4033472018
BPTX,The Royal Alberta College,,Private Institution,Designated,,2019-05-31,,Room 150 10045 156 Street,The Orange Hub,,Edmonton,Alberta,T5P2P7,Canada,7808874973,7808874973,7808874973
BPPS,Timberline Canadian Alpine Academy ,,Private Institution,Designated,,2017-05-31,,333 Banff Avenue,PO Box 1040,,Banff,Alberta,T1L 1B1,Canada,4034976940,4034976940,4034976940
BPIF,Training Inc. - Lethbridge    ,,Private Institution,Designated,,1995-09-20,,444 - 5 Avenue South,,,Lethbridge,Alberta,T1J0T5,Canada,(403) 320-5100,(403) 320-5100,(403) 320-5100
BPOI,Training Inc.-Cardston,Training Inc.,Private Institution,Designated,,2014-10-29,,58 2 Avenue West,,,Cardston,Alberta,T0K 0K0,Canada,4036534603,4036534603,4036534603
BPOJ,Training Inc.-Pincher Creek,Training Inc.,Private Institution,Designated,,2014-10-29,,715C Main Street,,,Pincher Creek,Alberta,T0K 1W0,Canada,4033205100,4033205100,4033205100
BPJP,University nuhelot'ine thaiyots'ii nistameyimakanak Blue Quills,,Private Institution,Designated,,1998-10-22,,P.O. Box 279,,,St. Paul,Alberta,T0A3A0,Canada,(780) 645-4455,(780) 645-4455,(780) 645-4455
BPBV,Vanguard College,,Private Institution,Designated,,1988-12-21,,12140 - 103rd Street,,,Edmonton,Alberta,T5G 2J9,Canada,7804520808,7804520808,7804520808
BPHO,Victory Bible College,,Private Institution,Designated,,1994-03-25,,10623 West Valley Road SW,,,Calgary,Alberta,T3B 5T2,Canada,403-286-8337,403-286-8337,403-286-8337
BPTY,Visionary Centre for the Performing Arts,,Private Institution,Designated,,2019-05-31,,2804 Calgary Trail NW,,,Edmonton,Alberta,T6J6V7,Canada,7804604430,7804604430,7804604430
BPTZ,Visual College of Art and Design of Calgary,,Private Institution,Designated,,2019-05-31,,100 1035 7th Avenue SW,,,Calgary,Alberta,T2P3E9,Canada,4033511022,4033511022,4033511022
BPMX,Wholistic Health Training and Research Centre,,Private Institution,Designated,,2011-06-06,,Compass Place Building,Suite 500- 10050 - 112 Street,,Edmonton,Alberta,T5K 2J1,Canada,(780) 461-6708,(780) 461-6708,(780) 461-6708
BVAY,Alberta University of the Arts,,Technical and Vocational,Designated,,1988-12-21,,1407 14th Ave.- N.W.,,,Calgary,Alberta,T2N4R3,Canada,(403) 284-7634,(403) 284-7634,(403) 284-7634
BVAP,Banff Centre for Arts and Creativity,,Technical and Vocational,Designated,,1988-12-21,,C/O Accounts Receivable,P.O. Box 1020- Stn 51-,107 Tunnel Mountain Drive,Banff,Alberta,T1L 1H5,Canada,4037626184,4037626184,4037626184
BVAH,Keyano College,,Technical and Vocational,Designated,,1988-12-21,,8115 Franklin Ave.,,,Fort Mcmurray,Alberta,T9H2H7,Canada,(780) 791-4800,(780) 791-4800,(780) 791-4800
BVAM,Lakeland College,,Technical and Vocational,Designated,,1988-12-21,,5707 47 Avenue West,,,Vermillion,Alberta,T9X1K5,Canada,(780) 853-8400,(780) 853-8400,(780) 853-8400
BVAI,Northern Alberta Institute of Technology,,Technical and Vocational,Designated,,1988-12-21,,11762 - 106th Street,,,Edmonton,Alberta,T5G2R1,Canada,(780) 471-6248,(780) 471-6248,(780) 471-6248
BVAJ,Olds College,,Technical and Vocational,Designated,,1988-12-21,,4500-50th St.,,,Olds,Alberta,T4H 1R6,Canada,4035568281,4035568281,4035568281
BVAL,Southern Alberta Institute of Technology,,Technical and Vocational,Designated,,1988-12-21,,1301 16 Ave. N.W.,,,Calgary,Alberta,T2M 0L4,Canada,4032848702,4032848702,4032848702
BUAB,Athabasca University,,University,Designated,,1988-08-24,,1 University Drive,Office Of The Registrar,,Athabasca,Alberta,T9S3A3,Canada,(403) 675-6168,(403) 675-6168,(403) 675-6168
