idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
70,CCNB - Peninsule Acadienne,GVAZ,Technical and Vocational,"232A, avenue de l'Église, Shippagan, New Brunswick, Canada, (506) 336-3073",NB,1,Employment and Social Development Canada,232a avenue de l'église shippagan new brunswick canada 336 3073,,232a avenue de l'église
0,University College of the North,DJAA,Junior College,"436 7th Street East, The Pas, Manitoba, Canada, 204-677-6402",MB,1,Employment and Social Development Canada,436 7th street east the pas manitoba canada 204 677 6402,436,7th street east
1,Herzing College,DPAC,Private Institution,"1700 Portage Ave., Winnipeg, Manitoba, Canada, (204) 775-8175",MB,1,Employment and Social Development Canada,1700 portage ave winnipeg manitoba canada 775 8175,1700,portage ave
2,St. Andrew's College,DPAG,Private Institution,"29 Dysart Road, Winnipeg, Manitoba, Canada, (204) 474-8895",MB,1,Employment and Social Development Canada,29 dysart road winnipeg manitoba canada 474 8895,29,dysart road
3,Providence University College and Theological Seminary,DPAI,Private Institution,"General Delivery, Otterburne, Manitoba, Canada, (204) 433-7488",MB,1,Employment and Social Development Canada,general delivery otterburne manitoba canada 433 7488,433,
4,Royal Winnipeg Ballet-Professional Division,DPAJ,Private Institution,"Professional School, 380 Graham Avenue, Winnipeg, Manitoba, Canada, 204-957-3452",MB,1,Employment and Social Development Canada,professional school 380 graham avenue winnipeg manitoba canada 204 957 3452,380,graham avenue
5,School of Contemporary Dancers,DPAK,Private Institution,"104 - 211 Bannatyne Avenue, Winnipeg, Manitoba, Canada, (204) 452-1239",MB,1,Employment and Social Development Canada,104 211 bannatyne avenue winnipeg manitoba canada 452 1239,104 211,bannatyne avenue
6,Booth University College,DPAP,Private Institution,"447 Webb Place, Winnipeg, Manitoba, Canada, 924-4865",MB,1,Employment and Social Development Canada,447 webb place winnipeg manitoba canada 924 4865,447,webb place
7,Winnipeg Aviation Company Limited,DPAR,Private Institution,"700 South Gate Road, St. Andrews, Manitoba, Canada, (204) 338-7923",MB,1,Employment and Social Development Canada,700 south gate road st andrews manitoba canada 338 7923,700,south gate road
8,Steinbach Bible College,DPAT,Private Institution,"50 PTH 12 North, Steinbach, Manitoba, Canada, (204) 326-6451",MB,1,Employment and Social Development Canada,50 pth 12 north steinbach manitoba canada 326 6451,50,pth 12 north
9,Systems Beauty College Ltd.,DPBC,Private Institution,"Unit C, 763 13th Street, Brandon, Manitoba, Canada, (204) 728-8843",MB,1,Employment and Social Development Canada,unit c 763 13th street brandon manitoba canada 728 8843,763,13th street
10,Brandon Flying Club,DPBI,Private Institution,"R.R.#5, Site 520 - Box 18, Brandon, Manitoba, Canada, (204) 728-7691",MB,1,Employment and Social Development Canada,rr#5 site 520 brandon manitoba canada 728 7691,5,rr#
11,"Hua Xia Acupuncture, Massage, Herb College",DPBJ,Private Institution,"Unit A - 2810 Pembina Hwy., Winnipeg, Manitoba, Canada,",MB,1,Employment and Social Development Canada,unit a 2810 pembina hwy winnipeg manitoba canada,2810,pembina hwy
12,Harv's Air Service,DPBQ,Private Institution,"P.O. Box 1056, Steinbach, Manitoba, Canada, (204) 326-2434",MB,1,Employment and Social Development Canada,steinbach manitoba canada 326 2434,,
13,Commonwealth College Inc,DPBR,Private Institution,"1st Floor 294 William Avenue, Winnipeg, Manitoba, Canada, (204) 944-8202",MB,1,Employment and Social Development Canada,1st floor 294 william avenue winnipeg manitoba canada 944 8202,294,william avenue
14,Robertson College,DPBT,Private Institution,"180 MAIN STREET, Winnipeg, Manitoba, Canada, 204-957-6628",MB,1,Employment and Social Development Canada,180 main street winnipeg manitoba canada 204 957 6628,180,main street
15,H & CO Academy Hair & Nails Inc.,DPCA,Private Institution,"603 Princess Avenue, Brandon, Manitoba, Canada, (204) 727-0358",MB,1,Employment and Social Development Canada,603 princess avenue brandon manitoba canada 727 0358,603,princess avenue
16,Mid-Ocean School of Media Arts,DPCC,Private Institution,"1588 Erin Street, Winnipeg, Manitoba, Canada, (204) 775-3308",MB,1,Employment and Social Development Canada,1588 erin street winnipeg manitoba canada 775 3308,1588,erin street
17,Academy of Learning (South),DPCF,Private Institution,"297 St. Mary's Road, Winnipeg, Manitoba, Canada, (204) 478-8884",MB,1,Employment and Social Development Canada,297 st mary's road winnipeg manitoba canada 478 8884,297,st mary's road
18,Academy of Learning (Winnipeg North),DPCI,Private Institution,"77 Redwood Avenue, 2nd Floor, Winnipeg, Manitoba, Canada, (204) 582-9400",MB,1,Employment and Social Development Canada,77 redwood avenue 2nd floor winnipeg manitoba canada 582 9400,77,redwood avenue
19,Wellington College of Remedial Massage Therapies Inc,DPCK,Private Institution,"435 Berry Street, Winnipeg, Manitoba, Canada, (204) 957-2402",MB,1,Employment and Social Development Canada,435 berry street winnipeg manitoba canada 957 2402,435,berry street
20,Evolve College of Massage Therapy,DPCL,Private Institution,"504-1445 Portage Avenue, Clarion Hotel, Winnipeg, Manitoba, Canada, (204) 772-8999",MB,1,Employment and Social Development Canada,504 1445 portage avenue clarion hotel winnipeg manitoba canada 772 8999,504 1445,portage avenue clarion hotel
21,M.C. College,DPCP,Private Institution,"575 Wall Street, Winnipeg, Manitoba, Canada, (204) 786-5081",MB,1,Employment and Social Development Canada,575 wall street winnipeg manitoba canada 786 5081,575,wall street
22,Academy of Learning (Steinbach),DPCT,Private Institution,"Box 25, 178 Hwy 12 North, Steinbach, Manitoba, Canada, (204) 326-4188",MB,1,Employment and Social Development Canada,178 hwy 12 north steinbach manitoba canada 326 4188,178,hwy 12 north
23,Aveda Institute Winnipeg,DPDI,Private Institution,"80 Rorie Street, Winnipeg, Manitoba, Canada, (204) 956-2693",MB,1,Employment and Social Development Canada,80 rorie street winnipeg manitoba canada 956 2693,80,rorie street
24,Centre for Christian Studies,DPDK,Private Institution,"60 Maryland Street, Woodsworth House, Winnipeg, Manitoba, Canada, 204-783-2728",MB,1,Employment and Social Development Canada,60 maryland street woodsworth house winnipeg manitoba canada 204 783 2728,60,maryland street
25,"CDI College of Business, Technology & Healthcare",DPDO,Private Institution,"280 Main Street, Winnipeg, Manitoba, Canada, (204) 942-1773",MB,1,Employment and Social Development Canada,280 main street winnipeg manitoba canada 942 1773,280,main street
26,Yellowquill College,DPDV,Private Institution,"480 Madison Street, Winnipeg, Manitoba, Canada, (204) 953-2817",MB,1,Employment and Social Development Canada,480 madison street winnipeg manitoba canada 953 2817,480,madison street
27,Northwest Law Enforcement Academy,DPEB,Private Institution,"200 -1821 Wellington Avenue, Winnipeg, Manitoba, Canada, (204) 953-8300",MB,1,Employment and Social Development Canada,200 1821 wellington avenue winnipeg manitoba canada 953 8300,200 1821,wellington avenue
28,Criti Care Emergency Medical Services,DPEC,Private Institution,"106-386 Broadway, Winnipeg, Manitoba, Canada, (204) 989-3671",MB,1,Employment and Social Development Canada,106 386 broadway winnipeg manitoba canada 989 3671,989,manitoba canada
29,Millennia Helicopters Ltd.,DPED,Private Institution,"28083 North Kildonan RPO, Winnipeg, Manitoba, Canada, 204-230-5423",MB,1,Employment and Social Development Canada,28083 north kildonan rpo winnipeg manitoba canada 204 230 5423,,
30,Willis College,DPEG,Private Institution,"200-464 Hargrave Street, Winnipeg, Manitoba, Canada, (204) 956-4708",MB,1,Employment and Social Development Canada,200 464 hargrave street winnipeg manitoba canada 956 4708,200 464,hargrave street
31,CHN College Inc.,DPEH,Private Institution,"670 Main Street, Winnipeg, Manitoba, Canada, 204-947-5237",MB,1,Employment and Social Development Canada,670 main street winnipeg manitoba canada 204 947 5237,670,main street
32,Mountain City Aviation,DPEK,Private Institution,"50 Conner Hill Drive, Morden, Manitoba, Canada,",MB,1,Employment and Social Development Canada,50 conner hill drive morden manitoba canada,50,conner hill drive
33,The Salon Professional Academy,DPEM,Private Institution,"260-1395 Ellice Avenue, Winnipeg, Manitoba, Canada,",MB,1,Employment and Social Development Canada,260 1395 ellice avenue winnipeg manitoba canada,260,ellice avenue
34,Louis Riel Vocational College,DPEN,Private Institution,"108-150 Henry Avenue, Winnipeg, Manitoba, Canada,",MB,1,Employment and Social Development Canada,108 150 henry avenue winnipeg manitoba canada,108,150 henry avenue
35,Code of Excellence Training Centre - Local IBEW 2085,DPEO,Private Institution,"550 Notre Dame Avenue, Winnipeg , Manitoba, Canada, 204-957-0036",MB,1,Employment and Social Development Canada,550 notre dame avenue winnipeg manitoba canada 204 957 0036,550,notre dame avenue
36,Traditional Chinese Medicine and Acupuncture College of Manitoba,DPEQ,Private Institution,"661 Pembina Highway, Winnipeg, Manitoba, Canada,",MB,1,Employment and Social Development Canada,661 pembina highway winnipeg manitoba canada,661,pembina highway
37,H & Co. Academy Esthetics,DPER,Private Institution,"801-10th Street, Brandon, MB, Manitoba, Canada, 2047171700",MB,1,Employment and Social Development Canada,801 10th street brandon mb manitoba canada 2047171700,801,10th street
38,Brandon University,DUAA,University,"270-18th Street, ATTN: Karen Stewart, Brandon, Manitoba, Canada, (204) 728-9699",MB,1,Employment and Social Development Canada,270 18th street attn: karen stewart brandon manitoba canada 728 9699,270,18th street attn karen stewart
39,University of Manitoba,DUAB,University,"Room 422 University Centre, Winnipeg, Manitoba, Canada, (204) 474-9532",MB,1,Employment and Social Development Canada,room 422 university centre winnipeg manitoba canada 474 9532,,
40,University of Winnipeg,DUAD,University,"515 Portage Avenue, Awards and Financial Aid Offic, Winnipeg, Manitoba, Canada, 204-789-1420",MB,1,Employment and Social Development Canada,515 portage avenue awards and financial aid offic winnipeg manitoba canada 204 789 1420,515,portage avenue
41,Universite de Saint-Boniface,DUAF,University,"200 Ave De La Cathedrale, Saint-Boniface, Manitoba, Canada, (204) 237-1818",MB,1,Employment and Social Development Canada,200 ave de la cathedrale saint boniface manitoba canada 237 1818,200,ave de la cathedrale
42,Canadian Mennonite University,DUAK,University,"500 Shaftsbury Boulevard, Winnipeg, Manitoba, Canada, (204) 487-3300",MB,1,Employment and Social Development Canada,500 shaftsbury boulevard winnipeg manitoba canada 487 3300,500,shaftsbury boulevard
43,Assiniboine Community College,DVAA,Technical and Vocational,"1430 Victoria Avenue East, Attention: Bryce Neufeld, Brandon, Manitoba, Canada, (204) 725-8700",MB,1,Employment and Social Development Canada,1430 victoria avenue east attention: bryce neufeld brandon manitoba canada 725 8700,1430,victoria avenue east attention bryce neufeld
44,Louis Riel School Division Arts and Technology Centre,DVAD,Technical and Vocational,"5 de Bourmont Avenue, Winnipeg, Manitoba, Canada, 204-237-8951",MB,1,Employment and Social Development Canada,5 de bourmont avenue winnipeg manitoba canada 204 237 8951,,5 de bourmont avenue
45,Red River College,DVAG,Technical and Vocational,"D101-2055 Notre Dame Avenue, Winnipeg, Manitoba, Canada, (204) 632-3979",MB,1,Employment and Social Development Canada,d101 2055 notre dame avenue winnipeg manitoba canada 632 3979,2055,notre dame avenue
46,Manitoba Institute of Trades and Technology,DVAQ,Technical and Vocational,"7 Fultz Boulevard, Winnipeg, Manitoba, Canada, 204-989-6519",MB,1,Employment and Social Development Canada,7 fultz boulevard winnipeg manitoba canada 204 989 6519,7,fultz boulevard
47,R.B. Russell Vocational High School,DVAU,Technical and Vocational,"364 Dufferin Avenue, Winnipeg, Manitoba, Canada,",MB,1,Employment and Social Development Canada,364 dufferin avenue winnipeg manitoba canada,364,dufferin avenue
48,Manitoba Emergency Services College,DVCR,Technical and Vocational,"1601 VanHorne Avenue East, Brandon, Manitoba, Canada, (204) 726-6855",MB,1,Employment and Social Development Canada,1601 vanhorne avenue east brandon manitoba canada 726 6855,1601,vanhorne avenue east
49,St. James-Assiniboia Continuing Education,DVCU,Technical and Vocational,"470 Hamilton Avenue, Winnipeg, Manitoba, Canada, (204) 832-9637",MB,1,Employment and Social Development Canada,470 hamilton avenue winnipeg manitoba canada 832 9637,470,hamilton avenue
0,Douglas College - All campus's,AJAE,Junior College,"Financial Aid Office, Rm 2740 - 700 Royal Ave, New Westminster, British Columbia, Canada, (604) 527-5487",BC,1,Employment and Social Development Canada,financial aid office rm 2740 700 royal ave new westminster british columbia canada 527 5487,700,royal ave
1,College of the Rockies,AJAF,Junior College,"P.O. Box 8500, Station Main, (2700 College Way), Cranbrook, British Columbia, Canada, 2504892751",BC,1,Employment and Social Development Canada,station main cranbrook british columbia canada 2504892751,,
2,College of New Caledonia,AJAJ,Junior College,"3330 - 22 Ave, Prince George, British Columbia, Canada, 6045615825",BC,1,Employment and Social Development Canada,3330 22 ave prince george british columbia canada 6045615825,3330,22 ave
3,Northern Lights College,AJAK,Junior College,"Dawson Creek Campus, 11401 - 8th Street, Dawson Creek, British Columbia, Canada, 250-782-5251",BC,1,Employment and Social Development Canada,dawson creek campus 11401 8th street dawson creek british columbia canada 250 782 5251,11401,8th street
