X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
598590.062520002014935,4798304.499999998137355,178,290 DELAWARE AVE.,SF New Single Detached Dwelling,16-020249,2016-09-29T00:00:00.000Z,2016-10-19T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-054/16
598560.250000001862645,4798414.499999998137355,182,315 DELAWARE AVE.,PL Plumbing,18-000789,2018-01-12T00:00:00.000Z,2018-01-24T00:00:00.000Z,Water Service Pipe,Single Detached Dwelling,Final,
598492.875000001862645,4798396.999999998137355,184,326 DELAWARE AVE.,SO Other Single Detached Dwelling,16-016006,2016-08-04T00:00:00.000Z,2016-10-04T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
598492.875000001862645,4798396.999999998137355,185,326 DELAWARE AVE.,SO Other Single Detached Dwelling,17-021298,2017-10-19T00:00:00.000Z,2018-01-05T00:00:00.000Z,New,Detached Garage,Occupiable,
598492.875000001862645,4798396.999999998137355,186,326 DELAWARE AVE.,SO Other Single Detached Dwelling,16-016006,2016-11-09T00:00:00.000Z,2016-11-25T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
598524.937480002641678,4798448.499999998137355,189,329 DELAWARE AVE.,PL Plumbing,15-015455,2015-08-14T00:00:00.000Z,2015-08-25T00:00:00.000Z,External Plumbing - New,Single Detached Dwelling,Final,
597807.500000001862645,4798282.499999998137355,190,463 WOODLAND AVE.,DS Designated Structure,17-012775,2017-07-06T00:00:00.000Z,2017-07-13T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
597790.750000001862645,4798300.999999998137355,191,469 WOODLAND AVE.,PL Plumbing,16-020902,2016-10-12T00:00:00.000Z,2016-10-12T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
597654.750000001862645,4798431.999999998137355,192,517 WOODLAND AVE.,PL Plumbing,15-019045,2015-10-05T00:00:00.000Z,2015-10-07T00:00:00.000Z,Sanitary Sewer Conversion,Single Detached Dwelling,Final,
597637.375000001862645,4798448.999999998137355,193,525 WOODLAND AVE.,SO Other Single Detached Dwelling,15-019860,2015-10-15T00:00:00.000Z,2015-10-22T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597637.375000001862645,4798448.999999998137355,194,525 WOODLAND AVE.,SF New Single Detached Dwelling,15-020199,2015-10-22T00:00:00.000Z,2015-11-05T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-047/15
597619.937480002641678,4798465.999999998137355,195,533 WOODLAND AVE.,SO Other Single Detached Dwelling,18-007607,2018-05-01T00:00:00.000Z,2018-05-10T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Issued,
597500.812480002641678,4798590.999999998137355,196,573 WOODLAND AVE.,SO Other Single Detached Dwelling,15-022067,2015-11-24T00:00:00.000Z,2015-12-08T00:00:00.000Z,Addition,Single Detached Dwelling,Final,MD-063/15
596945.812480002641678,4797242.999999998137355,197,1298 ONTARIO ST.,SO Other Single Detached Dwelling,17-020712,2017-10-11T00:00:00.000Z,2017-10-19T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597343.562520002014935,4795413.999999998137355,199,991 LAKESHORE RD.,SO Other Single Detached Dwelling,16-020049,2016-09-27T00:00:00.000Z,2016-09-28T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597336.625000001862645,4795457.499999998137355,200,1005 LAKESHORE RD.,SO Other Single Detached Dwelling,19-009079,2019-05-16T00:00:00.000Z,,Demolition -Building,Single Detached Dwelling,Deficiency Letter,
597331.687520002014935,4795481.499999998137355,201,1011 LAKESHORE RD.,SO Other Single Detached Dwelling,17-004755,2017-03-28T00:00:00.000Z,2017-04-07T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Issued,
597328.187520002014935,4795498.499999998137355,202,1019 LAKESHORE RD.,SO Other Single Detached Dwelling,15-019863,2015-10-15T00:00:00.000Z,2015-10-19T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597888.625000001862645,4805801.499999998137355,203,5122 FOREST GROVE CRES.,SO Other Single Detached Dwelling,18-017182,2018-07-26T00:00:00.000Z,2018-08-10T00:00:00.000Z,New,Accessory Building,Issued,
597873.812480002641678,4805678.999999998137355,204,5094 FOREST GROVE CRES.,SO Other Single Detached Dwelling,19-007246,2019-04-24T00:00:00.000Z,,New,Attached Deck,Deficiency Letter,
596679.125000001862645,4797112.499999998137355,205,1226 LOCKHART RD.,GP Institutional/Government,17-006114,2017-04-13T00:00:00.000Z,2017-05-24T00:00:00.000Z,Renovation (No ZC Reqd),Secondary School,Final,
596679.125000001862645,4797112.499999998137355,206,1226 LOCKHART RD.,GP Institutional/Government,19-008512,2019-05-09T00:00:00.000Z,,Addition,Elementary School,Deficiency Letter,
596679.125000001862645,4797112.499999998137355,208,1226 LOCKHART RD.,PL Plumbing,16-008549,2016-05-17T00:00:00.000Z,2016-06-24T00:00:00.000Z,External Plumbing - Alter/Replace,Institutional/Government,Final,
596955.375000001862645,4797048.499999998137355,210,470 MAPLE AVE.,SO Other Single Detached Dwelling,15-020781,2015-10-30T00:00:00.000Z,2015-11-04T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
596955.375000001862645,4797048.499999998137355,211,470 MAPLE AVE.,SF New Single Detached Dwelling,15-022857,2016-03-02T00:00:00.000Z,2016-09-20T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-073/15
596955.375000001862645,4797048.499999998137355,212,470 MAPLE AVE.,SF New Single Detached Dwelling,15-022857,2015-12-04T00:00:00.000Z,2016-01-08T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-073/15
596675.437480002641678,4797035.999999998137355,213,535 REGINA DR.,SO Other Single Detached Dwelling,17-014227,2017-07-24T00:00:00.000Z,2017-08-01T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596578.187520002014935,4797015.999999998137355,214,556 REGINA DR.,SO Other Single Detached Dwelling,15-011375,2015-06-22T00:00:00.000Z,2015-07-07T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
598267.312480002641678,4798798.999999998137355,215,2360 NEW ST.,P1 Plumbing Site Service,17-024102,2017-12-05T00:00:00.000Z,2017-12-18T00:00:00.000Z,Site Servicing - New,Residential,Issued,
598267.312480002641678,4798798.999999998137355,216,2360 NEW ST.,SO Other Single Detached Dwelling,17-016714,2017-08-21T00:00:00.000Z,2017-08-30T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
598267.312480002641678,4798798.999999998137355,217,2360 NEW ST.,M9 Multi-Res (Part 9),18-019416,2018-06-01T00:00:00.000Z,2018-10-24T00:00:00.000Z,New,Row Townhouse,Issued,535-001/17
598278.062520002014935,4798812.499999998137355,218,2364 NEW ST.,SO Other Single Detached Dwelling,17-016717,2017-08-21T00:00:00.000Z,2017-08-30T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
598289.187520002014935,4798824.499999998137355,219,2368 NEW ST.,SO Other Single Detached Dwelling,17-016715,2017-08-21T00:00:00.000Z,2017-08-30T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
598189.875000001862645,4798545.499999998137355,223,418 SENECA AVE.,SO Other Single Detached Dwelling,17-009553,2017-05-26T00:00:00.000Z,2017-06-12T00:00:00.000Z,New,Attached Deck,Final,
598213.187520002014935,4798604.999999998137355,225,421 SENECA AVE.,SF New Single Detached Dwelling,15-023741,2015-12-21T00:00:00.000Z,2016-01-14T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-084/15
598213.187520002014935,4798604.999999998137355,226,421 SENECA AVE.,SO Other Single Detached Dwelling,15-021692,2015-11-17T00:00:00.000Z,2015-11-20T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597690.750000001862645,4798439.499999998137355,227,2187 CAROLINE ST.,SO Other Single Detached Dwelling,15-021184,2015-11-06T00:00:00.000Z,2015-12-23T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597697.937480002641678,4798447.499999998137355,228,2189 CAROLINE ST.,SO Other Single Detached Dwelling,19-003012,2019-02-19T00:00:00.000Z,2019-02-27T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597339.000000001862645,4798334.499999998137355,229,573 EMERALD ST.,SO Other Single Detached Dwelling,15-023376,2015-12-11T00:00:00.000Z,2016-01-04T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597646.625000001862645,4798493.999999998137355,232,528 LORNE ST.,SO Other Single Detached Dwelling,19-002314,2019-02-07T00:00:00.000Z,,Demolition -Building,Single Detached Dwelling,Deficiency Letter,
597583.062520002014935,4798561.499999998137355,233,552 LORNE ST.,SO Other Single Detached Dwelling,16-021664,2016-10-21T00:00:00.000Z,2016-11-10T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597583.062520002014935,4798561.499999998137355,234,552 LORNE ST.,SO Other Single Detached Dwelling,17-015766,2017-08-10T00:00:00.000Z,2017-10-04T00:00:00.000Z,New,Attached Deck,Issued,
597507.562520002014935,4798630.499999998137355,235,580 LORNE ST.,SO Other Single Detached Dwelling,17-023670,2017-11-28T00:00:00.000Z,2017-12-11T00:00:00.000Z,New,Attached Deck,Final,
597480.625000001862645,4798654.999999998137355,236,588 LORNE ST.,SO Other Single Detached Dwelling,18-005790,2018-04-06T00:00:00.000Z,2018-07-03T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597453.687520002014935,4798679.999999998137355,237,598 LORNE ST.,SO Other Single Detached Dwelling,16-020603,2016-10-05T00:00:00.000Z,2016-10-25T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
597425.562520002014935,4798706.499999998137355,239,608 LORNE ST.,PL Plumbing,18-003240,2018-02-28T00:00:00.000Z,2018-03-02T00:00:00.000Z,Internal Plumbing - New,Single Detached Dwelling,Final,
597425.562520002014935,4798706.499999998137355,240,608 LORNE ST.,SO Other Single Detached Dwelling,16-010106,2016-06-03T00:00:00.000Z,2016-06-15T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597423.937480002641678,4798662.999999998137355,241,603 WATERLOO ST.,SO Other Single Detached Dwelling,18-007315,2018-04-30T00:00:00.000Z,2018-05-29T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597344.750000001862645,4798356.499999998137355,242,2107 WELLINGTON AVE.,SO Other Single Detached Dwelling,17-011794,2017-06-23T00:00:00.000Z,2017-07-10T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597344.750000001862645,4798356.499999998137355,243,2107 WELLINGTON AVE.,SO Other Single Detached Dwelling,17-021774,2017-10-26T00:00:00.000Z,2017-11-09T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
597355.000000001862645,4798367.499999998137355,244,2109 WELLINGTON AVE.,SO Other Single Detached Dwelling,18-008145,2018-05-09T00:00:00.000Z,2018-08-13T00:00:00.000Z,New,Attached Deck,Final,
597355.000000001862645,4798367.499999998137355,245,2109 WELLINGTON AVE.,SO Other Single Detached Dwelling,17-023487,2017-11-23T00:00:00.000Z,2017-11-29T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597286.312480002641678,4798409.999999998137355,246,2107 BELLWOOD AVE.,SO Other Single Detached Dwelling,15-017136,2015-09-09T00:00:00.000Z,2015-09-28T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
597286.312480002641678,4798409.999999998137355,247,2107 BELLWOOD AVE.,SO Other Single Detached Dwelling,15-017136,2015-12-22T00:00:00.000Z,2016-01-19T00:00:00.000Z,Renovation,Single Detached Dwelling,Final,
597342.875000001862645,4798399.499999998137355,248,2116 BELLWOOD AVE.,PL Plumbing,17-010463,2017-06-09T00:00:00.000Z,2017-06-23T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
597317.250000001862645,4798443.499999998137355,249,2119 BELLWOOD AVE.,SO Other Single Detached Dwelling,17-006351,2017-04-21T00:00:00.000Z,2017-05-26T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597437.625000001862645,4798385.499999998137355,250,2128 WELLINGTON AVE.,SO Other Single Detached Dwelling,17-003981,2017-03-15T00:00:00.000Z,2017-03-28T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597516.937480002641678,4798471.999999998137355,252,2160 WELLINGTON AVE.,SO Other Single Detached Dwelling,16-023265,2016-11-21T00:00:00.000Z,2017-02-15T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
597715.062520002014935,4798642.999999998137355,254,539 BRIDGMAN AVE.,PL Plumbing,16-018500,2016-09-02T00:00:00.000Z,2016-09-08T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
597621.375000001862645,4798708.499999998137355,256,565 BRIDGMAN AVE.,PL Plumbing,18-018285,2018-08-02T00:00:00.000Z,2018-08-13T00:00:00.000Z,Water Service Pipe,Single Detached Dwelling,Final,
597621.375000001862645,4798708.499999998137355,257,565 BRIDGMAN AVE.,SO Other Single Detached Dwelling,18-009340,2018-05-17T00:00:00.000Z,2018-06-26T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597622.562520002014935,4798649.999999998137355,258,568 BRIDGMAN AVE.,SO Other Single Detached Dwelling,18-011539,2018-06-11T00:00:00.000Z,2018-08-16T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597622.562520002014935,4798649.999999998137355,259,568 BRIDGMAN AVE.,SF New Single Detached Dwelling,18-020184,2018-08-24T00:00:00.000Z,2018-09-24T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
597733.687520002014935,4798495.499999998137355,260,2205 CAROLINE ST.,SO Other Single Detached Dwelling,18-001028,2018-01-16T00:00:00.000Z,2018-02-27T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
597448.437480002641678,4798759.999999998137355,262,2202 COURTLAND DR.,PL Plumbing,16-005799,2016-04-13T00:00:00.000Z,2016-04-20T00:00:00.000Z,Water Service Pipe,Single Detached Dwelling,Final,
591024.750000001862645,4793482.499999998137355,263,1038 PLAINS VIEW AVE.,SO Other Single Detached Dwelling,17-003505,2017-03-03T00:00:00.000Z,2017-03-08T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
591024.750000001862645,4793482.499999998137355,264,1038 PLAINS VIEW AVE.,SO Other Single Detached Dwelling,17-003971,2017-03-15T00:00:00.000Z,2017-06-12T00:00:00.000Z,Renovation,Single Detached Dwelling,Issued,
590689.250000001862645,4793471.999999998137355,265,819 SPRING GARDENS RD.,PL Plumbing,15-014378,2015-07-30T00:00:00.000Z,2015-08-04T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
590610.437520002014935,4793473.999999998137355,266,835 SPRING GARDENS RD.,SO Other Single Detached Dwelling,18-020237,2018-08-24T00:00:00.000Z,2018-11-01T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
590610.437520002014935,4793473.999999998137355,267,835 SPRING GARDENS RD.,SO Other Single Detached Dwelling,18-020237,2019-01-15T00:00:00.000Z,2019-03-01T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
591910.750000001862645,4794522.999999998137355,268,391 PATRICIA DR.,SF New Single Detached Dwelling,15-014329,2015-07-29T00:00:00.000Z,2015-08-19T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-038/15
591910.750000001862645,4794522.999999998137355,269,391 PATRICIA DR.,SO Other Single Detached Dwelling,15-012779,2015-07-10T00:00:00.000Z,2015-07-29T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
591547.187480002641678,4793494.499999998137355,270,652 BAYSHORE BLVD.,SO Other Single Detached Dwelling,16-021417,2016-10-19T00:00:00.000Z,2016-11-16T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
591529.687480002641678,4793487.999999998137355,271,658 BAYSHORE BLVD.,SO Other Single Detached Dwelling,17-018768,2017-09-18T00:00:00.000Z,2017-09-21T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Issued,
591248.625000001862645,4793475.999999998137355,272,708 SPRING GARDENS RD.,SO Other Single Detached Dwelling,19-002216,2019-02-06T00:00:00.000Z,2019-05-30T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
594086.625000001862645,4795246.999999998137355,273,132 NORTH SHORE BLVD. E,SO Other Single Detached Dwelling,18-023183,2018-09-28T00:00:00.000Z,2018-10-02T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Issued,
598679.812480002641678,4798716.499999998137355,276,334 ST PAUL ST.,SO Other Single Detached Dwelling,15-011130,2015-06-18T00:00:00.000Z,2015-07-02T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
598517.187520002014935,4798315.999999998137355,277,311 SENECA AVE.,SO Other Single Detached Dwelling,19-003392,2019-02-25T00:00:00.000Z,2019-03-27T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
598428.812480002641678,4798400.499999998137355,278,341 SENECA AVE.,SO Other Single Detached Dwelling,15-015202,2015-08-12T00:00:00.000Z,2015-08-24T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Issued,
598730.500000001862645,4798750.999999998137355,280,333 ST PAUL ST.,SO Other Single Detached Dwelling,19-004071,2019-03-11T00:00:00.000Z,2019-05-03T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
598717.500000001862645,4798762.999999998137355,281,337 ST PAUL ST.,SO Other Single Detached Dwelling,17-010925,2017-06-15T00:00:00.000Z,2017-06-29T00:00:00.000Z,Repair (No ZC Reqd),Single Detached Dwelling,Final,
596977.312480002641678,4796880.499999998137355,282,1237 NORTH SHORE BLVD. E,M3 Multi-Res (Part 3),15-019989,2015-10-19T00:00:00.000Z,2015-11-26T00:00:00.000Z,Repair (No ZC Reqd),Apartment,Issued,
596977.312480002641678,4796880.499999998137355,283,1237 NORTH SHORE BLVD. E,PL Plumbing,15-013142,2015-07-15T00:00:00.000Z,2015-08-25T00:00:00.000Z,Internal Plumbing - Alter/Replace,Multi-Residential (Part 3),Issued,
596407.750000001862645,4799696.499999998137355,284,2215 GLENWOOD SCHOOL DR.,SO Other Single Detached Dwelling,15-016229,2015-08-26T00:00:00.000Z,2015-09-08T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
590626.937520002014935,4797869.499999998137355,285,1917 WATERDOWN RD.,SO Other Single Detached Dwelling,18-007376,2018-05-01T00:00:00.000Z,2018-05-01T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
597531.062520002014935,4805891.999999998137355,286,5045 MARJAN LANE,SO Other Single Detached Dwelling,18-022055,2018-09-14T00:00:00.000Z,2018-10-01T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
593469.437480002641678,4795262.499999998137355,288,28 PARK AVE. E,SO Other Single Detached Dwelling,18-028643,2018-12-21T00:00:00.000Z,2019-01-04T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596561.187520002014935,4797917.999999998137355,291,682 HAGER AVE.,SO Other Single Detached Dwelling,16-010154,2016-06-03T00:00:00.000Z,2016-06-14T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596540.500000001862645,4797940.499999998137355,292,690 HAGER AVE.,SO Other Single Detached Dwelling,17-008338,2017-05-12T00:00:00.000Z,2017-05-30T00:00:00.000Z,New,Attached Deck,Final,
596530.187520002014935,4797951.999999998137355,293,694 HAGER AVE.,SO Other Single Detached Dwelling,17-005751,2017-04-12T00:00:00.000Z,2017-06-05T00:00:00.000Z,New,Single Detached Dwelling,Final,
596530.187520002014935,4797951.999999998137355,295,694 HAGER AVE.,SO Other Single Detached Dwelling,17-017365,2017-08-29T00:00:00.000Z,2017-09-18T00:00:00.000Z,Renovation (No ZC Reqd),Accessory Building,Final,
597508.312480002641678,4795092.499999998137355,298,918 LAKESHORE CRT.,SO Other Single Detached Dwelling,19-009074,2019-05-16T00:00:00.000Z,2019-06-03T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Issued,
597488.687520002014935,4795128.999999998137355,299,926 LAKESHORE RD.,SO Other Single Detached Dwelling,19-009081,2019-05-16T00:00:00.000Z,,Demolition -Building,Single Detached Dwelling,Deficiency Letter,
598899.812480002641678,4798481.499999998137355,300,2411 LAKESHORE RD.,PL Plumbing,16-020671,2016-10-06T00:00:00.000Z,2016-10-17T00:00:00.000Z,Building Sewer,Single Detached Dwelling,Final,
