"PermitID","PermitClass","TypeConst","UseCategory","IntendUse","ApplDate","IssDate","PermitNo","Address","legaldesc","GrossAreaSqFt","EstValue","DwellingUnitsCreated","DwellingUnitsDemolished","parcelno","Longitude","Latitude"
"438","Building","Alteration","Residential","Single Detached Dwelling","2004-05-05","2004-05-05","B04-130","108 CHURCH ST","LOT 64 NP549-550","0","2000","0","0","14962","-79.2530","42.9971"
"406","Pool","New","Accessory","","2004-04-26","2004-05-05","W04-012","31 BRIARSDALE CRES","PLAN M69 LOT 41","288","4500","0","0","17444","-79.2787","43.0153"
"407","Pool","New","Accessory","","2004-04-26","2004-05-05","W04-013","256 SCHOLFIELD AVE S","PT LT 351 LT 352;NP 960","346","2500","0","0","9572","-79.2329","42.9886"
"408","Pool","New","Accessory","","2004-04-26","2004-05-05","W04-014","199 WILLSON RD","PT TWP LOT 252","648","500","0","0","13934","-79.2704","42.9983"
"312","Building","Addition","Residential","Single Detached Dwelling","2004-03-23","2004-05-06","B04-074","10 CRERAR AVE","PT LT 6 NP664;RP59R7945 PT1","1853","40000","0","0","18806","-79.2777","43.0242"
"404","Building","New","Accessory","Detached Garage","2004-04-26","2004-05-06","B04-115","42 ANN ST","LOT 30 NP677","528","10000","0","0","10224","-79.2456","43.0060"
"416","Building","Addition","Residential","Single Detached Dwelling","2004-04-28","2004-05-06","B04-118","31 MEMORIAL PARK DR","LOT 6;NP631","376","12000","0","0","2658","-79.2253","42.9829"
"422","Building","Addition","Residential","Single Detached Dwelling","2004-04-29","2004-05-06","B04-123","3 JEFFERSON CRT W","59M213 PTLT59;RP59R9001 PT1,2","256","2600","0","0","1984","-79.2442","43.0191"
"423","Building","New","Accessory","Detached Garage","2004-04-30","2004-05-06","B04-124","28 GRAYSTONE CRES","PLAN M44 LOT 189","320","6000","0","0","4217","-79.2788","43.0102"
"432","Building","Addition","Residential","Single Detached Dwelling","2004-05-03","2004-05-06","B04-127","13 WINDERMERE CRT","PLAN 93 LOT 77 NP641","111","20000","0","0","18538","-79.2543","43.0160"
"388","Building","Alteration","Residential","Group Home","2004-04-20","2004-05-07","B04-109","6 GRETEL PL","PLAN 59M230 LOT 86","0","13000","0","0","1889","-79.2438","43.0250"
"444","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-06","2004-05-07","P04-032","7 LAUGHLIN PL","LOT 30 NP619","0","1200","0","0","6053","-79.2617","42.9998"
"375","Building","New","Residential","Single Detached Dwelling","2004-04-14","2004-05-11","B04-101","96 THOROLD RD","PLAN 191 LOT 3","1647","180000","1","0","15525","-79.2449","43.0040"
"437","Building","New","Accessory","Shed","2004-05-04","2004-05-11","B04-129","161 WALTS ST","PLAN M47 LOT 4","192","5000","0","0","22","-79.2831","42.9976"
"439","Building","New","Accessory","Shed","2004-05-05","2004-05-11","B04-131","16 WOODGATE DR","PLAN 93 LOT 157","130","700","0","0","18263","-79.2566","43.0166"
"440","Building","Addition","Residential","Semi-Detached Dwelling","2004-05-05","2004-05-11","B04-132","206 COMMERCIAL ST","PT LT363 PT LT364 NP963;59R5524 PT 1,2","84","1000","0","0","7014","-79.2422","42.9689"
"441","Building","Addition","Residential","Single Detached Dwelling","2004-05-05","2004-05-11","B04-133","325 LEA CRES","PLAN 59M246 LOT 119","194","1500","0","0","19285","-79.2885","43.0022"
"428","Pool","New","Accessory","","2004-04-29","2004-05-11","W04-015","37 RANDOLPH ST","PLAN THOMAS BURGAR;PTLT2 PTLT3 NP557","288","7500","0","0","20163","-79.2451","42.9900"
"435","Pool","New","Accessory","","2004-05-04","2004-05-11","W04-018","91 EMPRESS AVE","PLAN 30 LOT 813 LOT 814;NP 951","113","500","0","0","8188","-79.2306","42.9799"
"434","Pool","New","Accessory","","2004-05-04","2004-05-12","W04-017","583 MOYER RD","CN 2 PTLT13;59R7332 PTS19 23,24","452","3600","0","0","22656","-79.1869","43.0163"
"451","Building","Alteration","Residential","Single Detached Dwelling","2004-05-10","2004-05-13","B04-140","66 GRIFFITH ST","PLAN HOOKER ASHER PT LOT 46","0","5000","0","0","10838","-79.2485","42.9888"
"455","Building","Addition","Residential","Semi-Detached Dwelling","2004-05-10","2004-05-13","B04-141","71 JACKSON CRT W","59M 211 PT LT 6;RP59R8875 PT 12","156","4650","0","0","2043","-79.2455","43.0199"
"456","Building","New","Accessory","Detached Garage","2004-05-10","2004-05-13","B04-142","305 COMMANDO ST","PLAN 54 LOT 131 NP973","396","18000","0","0","7859","-79.2401","42.9824"
"462","Building","Alteration","Residential","Single Detached Dwelling","2004-05-11","2004-05-13","B04-145","278 BURGAR ST","PLAN 25 LOT 147 PT LOT 135;NP573","0","8000","0","0","9809","-79.2428","42.9851"
"461","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-11","2004-05-13","P04-034","175 YOUNG ST","PLAN 25 PT LOT 59 NP573","0","1120","0","0","10989","-79.2444","42.9893"
"445","Pool","New","Accessory","","2004-05-06","2004-05-13","W04-020","491 QUAKER RD","PT TWP LOT234;59R 11165 PT 1","452","3000","0","0","18111","-79.2687","43.0218"
"391","Building","New","Residential","Single Detached Dwelling","2004-04-21","2004-05-14","B04-112","260 FOXTAIL AVE","PLAN 59M246 LOT 106","1359","100000","1","0","19298","-79.2890","43.0013"
"429","Pool","New","Accessory","","2004-05-04","2004-05-14","W04-016","14 SHERWOOD FOREST TRL","PLAN NS17 LOT 56","648","28000","0","0","16395","-79.2636","43.0096"
"454","Pool","New","Accessory","","2004-05-10","2004-05-14","W04-021","31 CLAREMOUNT CIR","PLAN 79 LOT 34 NP627","512","20000","0","0","14548","-79.2688","43.0020"
"295","Building","Addition","Residential","Apartment","2004-03-18","2004-05-18","B04-072","649 TANGUAY AVE","PLAN22 LT140-157 LTS181-1187PT LTS170-180 PT LTS188-194;RP 59R-5600 PT 2","427","110000","0","0","2603","-79.2250","42.9905"
"403","Building","New","Residential","Single Detached Dwelling","2004-04-26","2004-05-19","B04-114","121 ADAH CRT","PLAN 59M 249 LOT 8","2512","250000","1","0","15445","-79.2450","43.0055"
"477","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-19","2004-05-19","P04-036","127 MARGERY RD","LT23 PT LT 22;NP602","0","900","0","0","2368","-79.2410","42.9986"
"457","Building","New","Residential","Single Detached Dwelling","2004-05-11","2004-05-20","B04-143","357 LEA CRES","PLAN 59M246 LOT 123","1302","100000","1","0","19281","-79.2891","43.0022"
"474","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-18","2004-05-20","P04-035","66 GRIFFITH ST","PL HOOKER ASHER PT LT 46","0","1000","0","0","10838","-79.2485","42.9888"
"492","Building","Alteration","Residential","Single Detached Dwelling","2004-05-19","2004-05-21","B04-165","280 BURGAR ST","PT LT 135 PT LT 136 NP573","0","8000","0","0","9808","-79.2430","42.9851"
"493","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-19","2004-05-21","P04-037","515 LLOYD AVE","LOT 69 NP673","0","1000","0","0","13530","-79.2782","42.9997"
"473","Pool","New","Accessory","","2004-05-17","2004-05-21","W04-022","318 COMMANDO ST","PLAN 973 LOT 104","360","3500","0","0","7611","-79.2396","42.9829"
"475","Pool","New","Accessory","","2004-05-18","2004-05-21","W04-023","94 COLBECK DR","PL M86 LT8 PT BLK14;59R10738PTS17,18","452","2500","0","0","11986","-79.2681","42.9874"
"466","Building","Addition","Residential","Duplex","2004-05-13","2004-05-25","B04-149","37 RICE RD","PLAN 20 LOT 163 TO 165","1389","40000","0","0","28183","-79.2705","43.0053"
"479","Building","New","Accessory","Detached Garage","2004-05-17","2004-05-25","B04-156","17 HURON ST","LOT 83 LOT 84 NP781","650","10000","0","0","5903","-79.2479","42.9487"
"486","Building","Addition","Residential","Single Detached Dwelling","2004-05-19","2004-05-25","B04-160","59 LEA CRES","PLAN 59M246 LOT 42","407","4000","0","0","19202","-79.2879","42.9985"
"491","Building","Addition","Residential","Single Detached Dwelling","2004-05-19","2004-05-25","B04-164","820 EAST MAIN ST","LOT 37 LOT 38 NP974","556","40000","0","0","8882","-79.2307","42.9938"
"512","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-05-25","2004-05-25","P04-038","11 SPENCER ST","PT LT4 PT LT5 PT LT6 NP 579","0","1500","0","0","8929","-79.2367","42.9941"
"430","Building","New","Residential","Single Detached Dwelling","2004-04-30","2004-05-26","B04-125","133 OLD COURSE TRL","PLAN 59M269 LOT 12","2009","300000","1","0","20621","-79.2198","43.0227"
"433","Building","New","Residential","Single Detached Dwelling","2004-05-03","2004-05-26","B04-128","100 ABBEY RD","PLAN 59M 277 LOT 33","2060","290000","1","0","16171","-79.2553","43.0105"
"506","Building","Alteration","Residential","Detached Garage","2004-05-25","2004-05-26","B04-178","278 DOANS RIDGE RD","CON 6 PT LOT 12","264","5000","0","0","4775","-79.1831","42.9829"
"383","Pool","New","Accessory","","2004-04-19","2004-05-26","W04-010","653 CARL RD","CON2 PT13;RP59R 7332 PT8","999","24000","0","0","22664","-79.1867","43.0203"
"421","Building","Alteration","Commercial","Retail/Office","2004-04-29","2004-05-27","B04-122","53 EAST MAIN ST","PT LTS 7, 8, LT 12, NP551","5734","200000","0","0","10747","-79.2489","42.9917"
"501","Building","New","Commercial","Temporary Structure","2004-05-21","2004-05-27","B04-173","980 EAST MAIN ST","CON4 PT LT21 RD78 PT3","5600","2500","0","0","8844","-79.2272","42.9950"
"458","Building","New","Residential","Single Detached Dwelling","2004-05-11","2004-05-28","B04-144","179 COLBECK DR","PLAN 59M299 LOT 14","1720","190000","1","0","12461","-79.2717","42.9866"
"465","Building","New","Residential","Single Detached Dwelling","2004-05-11","2004-05-28","B04-146","166 IVA ST","LT 120-121, PL 946","1273","170000","1","0","6674","-79.2355","42.9705"
"483","Building","New","Residential","Single Detached Dwelling","2004-05-18","2004-05-28","B04-157","21 GREEN POINTE DR","PLAN 59M 277 LOT 43","3003","200000","1","0","16029","-79.2553","43.0054"
"485","Building","New","Residential","Single Detached Dwelling","2004-05-19","2004-05-28","B04-159","162 COLBECK DR","PLAN 59M301 LOT 6","1608","242400","1","0","12392","-79.2709","42.9862"
"495","Building","Addition","Residential","Single Detached Dwelling","2004-05-20","2004-05-28","B04-167","227 GADSBY AVE","PLAN M79 LOT 56","123","6000","0","0","6218","-79.2476","43.0095"
"431","Building","New","Residential","Single Detached Dwelling","2004-04-30","2004-05-31","B04-126","142 MUIRFIELD TRL","PLAN 59M286 PARTS 1, 2 ON PLAN 59R-11887","1770","260000","1","0","23314","-79.2144","43.0210"
"509","Building","Addition","Residential","Single Detached Dwelling","2004-05-25","2004-05-31","B04-181","69 LEA CRES","PLAN 59M246 LOT 43","112","2000","0","0","19201","-79.2879","42.9987"
"518","Building","Addition","Residential","Single Detached Dwelling","2004-05-26","2004-05-31","B04-187","23 OAKLAND AVE","LT172 PTLTS169,170,171NP605;59R5971 PT2","150","1850","0","0","11950","-79.2617","42.9882"
"484","Building","New","Commercial","Temporary Structure","2004-05-18","2004-06-01","B04-158","800 NIAGARA ST","PT TWP LTS 229, 230;59R1742 PT3 PT4","800","2000","0","0","25029","-79.2466","43.0156"
"487","Building","New","Residential","Single Detached Dwelling","2004-05-19","2004-06-01","B04-161","136 FOXTAIL AVE","PLAN 59M246 LOT 82","1215","100000","1","0","19052","-79.2889","42.9995"
"515","Building","Addition","Residential","Single Detached Dwelling","2004-05-25","2004-06-01","B04-184","7 GREEN POINTE DR","PT TWP LT241;RP 59R11783 PT 1","340","2700","0","0","16477","-79.2553","43.0065"
"537","Building","Alteration","Residential","Single Detached Dwelling","2004-05-31","2004-06-01","B04-199","473 WRIGHT ST","PLAN 13 LOT 57 LOT 58 NP936","0","5000","0","0","3087","-79.2387","42.9699"
"538","Building","Alteration","Residential","Single Detached Dwelling","2004-05-31","2004-06-01","B04-200","71 MCMASTER AVE","PLAN 46 LOT 109 NP594","0","9800","0","0","2277","-79.2407","42.9961"
"540","Building","Alteration","Residential","Single Detached Dwelling","2004-05-31","2004-06-01","B04-202","1177 ONTARIO RD","PLAN 57 LOT 21 LOT 22;NP 976","0","1000","0","0","8045","-79.2266","42.9750"
"523","Pool","New","Accessory","","2004-05-27","2004-06-01","W04-027","711 BUCHNER RD","CON 6 PT LOT 12","452","4500","0","0","4780","-79.1836","42.9837"
"417","Building","New","Residential","Semi-Detached Dwelling","2004-04-28","2004-06-02","B04-119","264 AUTUMN CRES","PLAN 59M246 LOT 174","2000","130000","2","0","19444","-79.2864","43.0023"
"418","Building","New","Residential","Semi-Detached Dwelling","2004-04-28","2004-06-02","B04-120","226 AUTUMN CRES","PLAN 59M246 LOT 171","2000","130000","2","0","21718","-79.2864","43.0018"
"419","Building","New","Residential","Single Detached Dwelling","2004-04-28","2004-06-02","B04-121","420 AUTUMN CRES","PLAN 59M246 LOT 127","1568","90000","1","0","19277","-79.2887","43.0025"
"502","Building","Addition","Residential","Single Detached Dwelling","2004-05-21","2004-06-03","B04-174","711 BUCHNER RD","CON 6 PT LOT 12","568","3000","0","0","4780","-79.1836","42.9837"
"516","Building","Alteration","Residential","Apartment","2004-05-25","2004-06-03","B04-185","14 WESTDALE DR","PT LOT 251","3025","92000","0","0","19514","-79.2675","42.9950"
"517","Building","Alteration","Residential","Apartment","2004-05-26","2004-06-03","B04-186","16 WESTDALE DR","PT LOT 251","1940","92000","0","0","19513","-79.2674","42.9957"
"547","Building","Alteration","Residential","Single Detached Dwelling","2004-06-02","2004-06-03","B04-206","68 ALMOND ST","PLAN 58 LTS 18, 19 NP606","0","8200","0","0","2252","-79.2363","43.0025"
"542","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-06-01","2004-06-03","P04-039","55 ROSS ST","PLAN 63 LOT 74 NP611","0","1100","0","0","9994","-79.2417","42.9950"
"545","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-06-03","2004-06-03","P04-040","1065 ONTARIO RD","CON 6 PT LOT 22","0","2000","0","0","8067","-79.2322","42.9750"
"528","Building","Addition","Residential","Single Detached Dwelling","2004-05-27","2004-06-04","B04-192","70 ROSS ST","LOT 11 NP584","288","1200","0","0","2532","-79.2411","42.9954"
"535","Building","Addition","Accessory","Shed","2004-05-31","2004-06-04","B04-197","32 DUNKIRK RD","PLAN 64 LOT 8 NP612","240","4500","0","0","3663","-79.2415","42.9832"
"544","Building","Addition","Residential","Single Detached Dwelling","2004-06-01","2004-06-04","B04-204","300 RIVERSIDE DR","PLAN61 LT15 NP980;RP 59R1025 PT 6","171","1500","0","0","852","-79.2735","42.9791"
"531","Sign","New","Commercial","Auto Service Station","2004-05-28","2004-06-04","S04-003","87 LINCOLN ST","CON 6 PT LOT 27","192","2500","0","0","1315","-79.2595","42.9830"
"513","Pool","New","Accessory","","2004-05-25","2004-06-04","W04-026","50 ROLLING ACRES DR","LOT 275 NP640","452","4000","0","0","16749","-79.2672","43.0083"
"488","Building","New","Agricultural","Storage","2004-05-19","2004-06-07","B04-162","680 COLBECK DR","PT LT 1, CON 14, PT1, 59R-4368","960","15000","0","0","3539","-79.2879","42.9693"
"494","Building","New","Residential","Single Detached Dwelling","2004-05-19","2004-06-07","B04-166","777 CLARE AVE","PT TWP LOT 246;59R9794 PT2","1207","85000","1","0","25867","-79.2814","43.0119"
"522","Building","Addition","Residential","Single Detached Dwelling","2004-05-27","2004-06-07","B04-188","561 DEERE ST","PLAN 13 LOT 213 LOT 214;NP936","795","30000","0","0","3017","-79.2397","42.9687"
"525","Building","New","Residential","Single Detached Dwelling","2004-05-27","2004-06-07","B04-189","251 FOXTAIL AVE","PLAN 59M246 LOT 14","1300","100000","1","0","19089","-79.2897","43.0011"
"548","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-06-03","2004-06-07","P04-041","94 ROOSEVELT AVE","LOT 267 PT PCL C;NP 973","0","700","0","0","7719","-79.2382","42.9812"
"549","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-06-03","2004-06-07","P04-042","820 EAST MAIN ST","LOT 37 LOT 38 NP974","0","1100","0","0","8882","-79.2307","42.9938"
"532","Pool","New","Accessory","","2004-05-28","2004-06-07","W04-028","152 REDWOOD CRT","PLAN 59M-256 LOT 16","608","38000","0","0","18463","-79.2575","43.0216"
"543","Pool","New","Accessory","","2004-06-01","2004-06-07","W04-029","82 MACOOMB DR","LOT 136 NP641","346","3400","0","0","18241","-79.2591","43.0169"
"503","Building","Alteration","Residential","Group Home","2004-05-25","2004-06-08","B04-175","6 GRETEL PL","PLAN 59M230 LOT 86","1176","16000","0","0","1889","-79.2438","43.0250"
"508","Building","Alteration","Residential","Group Home","2004-05-25","2004-06-08","B04-180","28 PROMENADE RICHELIEU","Lot 124, 123, 122, NP953 59R7976 Plan 32","1030","14000","0","0","2581","-79.2226","42.9911"
"514","Building","Addition","Commercial","Restaurant","2004-05-26","2004-06-09","B04-183","1 GRIFFITH ST","CON5 PT LTS25, 26;59R3183 PT1&ROW PT3","602","15000","0","0","11534","-79.2518","42.9881"
"539","Building","Alteration","Residential","Single Detached Dwelling","2004-05-31","2004-06-09","B04-201","65 MCMASTER AVE","PLAN 63 LOT 63 NP611","0","9800","0","0","2524","-79.2408","42.9961"
"555","Building","New","Accessory","Detached Garage","2004-06-04","2004-06-09","B04-209","110 TRELAWN PKY","L0T 115 NP641","360","4000","0","0","18605","-79.2550","43.0168"
"554","Building","New","Accessory","Single Detached Dwelling","2004-06-07","2004-06-09","B04-210","110 PARKWAY","LOT 226 LOT 227;NP598","524","4500","0","0","14687","-79.2573","43.0012"
"560","Plumbing","Alteration","Residential","Single Detached Dwelling","2004-06-08","2004-06-09","P04-043","101 GLENWOOD PKY","LOT 119 NP821","0","1000","0","0","5522","-79.2441","42.9430"
