OBJECTID,PERMITNUMBER,DESCRIPTION,APPLIEDDATE,ISSUEDDATE,COMPLETEDDATE,STATUSCURRENT,ORIGINALADDRESS1,ORIGINALADDRESS2,ORIGINALCITY,ORIGINALSTATE,ORIGINALZIP,PERMITCLASS,WORKCLASS
96,16-116577-00-C3,"Alteration to the existing sprinkler system to relocate sprinkler heads at the ""Medical Office"" and corridors on the second storey of the 2-storey commercial building.",2016-06-23T00:00:00.000Z,2016-07-19T00:00:00.000Z,2016-08-09T00:00:00.000Z,Closed,232 CANNON E,NULL,HAMILTON,ON,NULL,Offices,Alteration
97,16-118893-00-C3,To install a fire alarm system in the entire building.,2016-07-15T00:00:00.000Z,2016-08-22T00:00:00.000Z,,Issued,224 JAMES S,NULL,HAMILTON,ON,NULL,Offices,Alteration
98,16-118182-00-C3,"Alterations to the exterior cladding of the entire 4 storey office building, Remove the existing front entrance canopy on the East side of the building and construct a new lower roof extension with a parapet wall above the existing East entrance and Construct a new glass square canopy above the South entrance door as per plan approved.",2016-07-07T00:00:00.000Z,2016-08-26T00:00:00.000Z,,Issued,163 CENTENNIAL N,NULL,HAMILTON,ON,NULL,Offices,Alteration
100,16-105709-00-C3,Alterations to 17th Floor of the commercial building for new office space.,2016-03-03T00:00:00.000Z,2016-04-15T00:00:00.000Z,2016-08-15T00:00:00.000Z,Closed,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Offices,Alteration
101,16-103974-00-C3,"Alterations to the North section 472 m2 of the existing commercial building for a new office Keller Williams Realty.  Including new interior partitions, exterior roof, plumping, electrical and HVAC as per plan approved. ",2016-02-12T00:00:00.000Z,2016-06-22T00:00:00.000Z,,Issued,1044 CANNON E,NULL,HAMILTON,ON,NULL,Offices,Alteration
102,16-108323-00-C3,Alterations to the existing commercial building as per plan approved. To move the loading dock door and connect new trench drains to existing. To construct a new wall partition between the loading dock and distribution area and  To add a new hydraulic lift table at the loading dock.,2016-04-04T00:00:00.000Z,2016-05-25T00:00:00.000Z,,Issued,44 FRID,NULL,HAMILTON,ON,L8P 4M4,Offices,Alteration
103,16-104970-00-C3,Alterations to the ground floor offices (CCOHS Offices) of the existing 2-storey commercial building to construct a new meeting room.,2016-02-26T00:00:00.000Z,2016-03-22T00:00:00.000Z,,Revised,135 HUNTER E,NULL,HAMILTON,ON,NULL,Offices,Alteration
104,16-104621-00-C3,Alterations to existing Unit 7 of a group 'D' office space. Work includes minor architectural demolition of existing partitions and mechanical and electrical services. Includes construction f new partitions and upgrades to mechanical and electrical services to suit new layout.,2016-02-22T00:00:00.000Z,2016-04-06T00:00:00.000Z,2017-01-06T00:00:00.000Z,Closed,45 GODERICH,NULL,HAMILTON,ON,NULL,Offices,Alteration
105,16-104626-00-C3,Alterations to 17th Floor of the commercial building to improve washrooms and new fire rated corridor (landlord work only).,2016-02-22T00:00:00.000Z,2016-04-07T00:00:00.000Z,,Revised,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Offices,Alteration
106,16-105680-00-C3,Alterations to renovate existing office space including sprinkler work within existing BECKFIELD BUILDING.,2016-03-03T00:00:00.000Z,2016-03-24T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,100 WEST 5TH,NULL,HAMILTON,ON,NULL,Offices,Alteration
107,16-105690-00-C3,Alterations to renovate unit 102 and 104 of the 4-storey existing office building. Two units will be converted to one tenant space.,2016-03-03T00:00:00.000Z,2016-04-08T00:00:00.000Z,,Issued,849 UPPER WENTWORTH,NULL,HAMILTON,ON,NULL,Offices,Alteration
108,16-110025-00-C3,Alterations to Unit 38 of the 1-storey commercial building to renovate office space.,2016-04-19T00:00:00.000Z,2016-05-20T00:00:00.000Z,,Issued,1070 STONE CHURCH E,NULL,HAMILTON,ON,L8W 3K8,Offices,Alteration
109,16-112115-00-C3,To remove existing electromagnetic locking devices and install electric strikes throughout the building as shown. No locking device to be installed on level 5.,2016-05-10T00:00:00.000Z,2016-07-04T00:00:00.000Z,,Issued,45 MAIN E,NULL,HAMILTON,ON,NULL,Offices,Alteration
110,16-112074-00-C3,"To repair the underground parking of the courthouse, “JOHN SOPINKA COURTHOUSE”. Work includes structural, mechanical and electrical work.",2016-05-06T00:00:00.000Z,2016-07-19T00:00:00.000Z,,Issued,45 MAIN E,NULL,HAMILTON,ON,NULL,Offices,Alteration
111,16-113938-00-C3,"Alterations to the 3rd floor of the 12-storey office building to create ""MINACS"".",2016-05-30T00:00:00.000Z,2016-07-30T00:00:00.000Z,,Issued,120 KING W,NULL,HAMILTON,ON,L8P 4V2,Offices,Alteration
115,15-128971-00-C3,Alterations to the interior of the ground floor of the existing 2-storey office building by new partition walls to expand the existing Dental and Family Doctor office into new space.,2015-12-07T00:00:00.000Z,2016-02-12T00:00:00.000Z,2016-06-07T00:00:00.000Z,Closed,260 NEBO,NULL,HAMILTON,ON,NULL,Offices,Alteration
112,16-114132-00-C3,Alteration to a part of the ground floor of the existing commercial building to relocate sprinkler heads.,2016-05-30T00:00:00.000Z,2016-06-27T00:00:00.000Z,2016-08-23T00:00:00.000Z,Closed,970 SOUTH SERVICE,NULL,STONEY CREEK,NULL,NULL,Offices,Alteration
113,15-124269-01-C3,Permit revised: to include alterations to the mechanical system for the third floor.  Alterations to the third floor of the existing building to create office spaces.,2015-12-18T00:00:00.000Z,2016-01-26T00:00:00.000Z,2016-02-04T00:00:00.000Z,Closed,10 GEORGE,NULL,HAMILTON,ON,L8P 1C8,Offices,Alteration
114,15-123077-00-C3,Alterations to existing building to construct a canopy and two bay windows.,2015-09-30T00:00:00.000Z,2016-05-30T00:00:00.000Z,,Issued,51 JOHN S,NULL,HAMILTON,ON,NULL,Offices,Alteration
116,11-109164-01-C3,PERMIT REVISED To add three new apartment units to the basement.  To convert the existing building to a professional and/or business office (excluding medical offices) and having two residential units on the 2nd floor.,2015-10-19T00:00:00.000Z,2016-04-07T00:00:00.000Z,2016-06-06T00:00:00.000Z,Closed,55 WENTWORTH S,NULL,HAMILTON,ON,NULL,Offices,Alteration
117,15-129820-00-C3,"To install two (2) electromagnetic locking devices on the 2nd floor, one (1) electromagnetic locking device on the 3ed floor, two (2) hold-open devices on the 2nd floor and four (4) hold-open devices on the 3ed floor.",2015-12-17T00:00:00.000Z,2016-02-24T00:00:00.000Z,,Issued,20 EDUCATION,NULL,HAMILTON,ON,NULL,Offices,Alteration
118,15-130196-00-C3,"Alterations to the existing medical office, ""STONECHURCH FAMILY HEALTH CENTRE"".",2015-12-24T00:00:00.000Z,2016-02-04T00:00:00.000Z,,Issued,1475 UPPER OTTAWA,NULL,HAMILTON,ON,NULL,Offices,Alteration
119,15-128880-00-C3,Alterations to the interior of Unit 1 for Coldwell Banker Pinnacle.,2015-12-07T00:00:00.000Z,2016-01-12T00:00:00.000Z,2016-03-22T00:00:00.000Z,Closed,318 DUNDURN S,NULL,HAMILTON,ON,L8P 4L4,Offices,Alteration
120,15-128049-00-C3,Alterations to Unit 103 of the office building to relocate and install sprinkler heads.,2015-11-24T00:00:00.000Z,2016-08-31T00:00:00.000Z,,Issued,55 HEAD,NULL,DUNDAS,NULL,NULL,Offices,Alteration
121,15-128672-00-C3,Alterations to the interior of the existing building to install a new fire alarm system.,2015-12-02T00:00:00.000Z,2016-03-03T00:00:00.000Z,2016-06-20T00:00:00.000Z,Closed,57 STUART,NULL,HAMILTON,ON,NULL,Offices,Alteration
122,16-109856-00-C3,Alterations to the second floor of the existing building for fire separation upgrades.,2016-04-18T00:00:00.000Z,2016-05-16T00:00:00.000Z,,Issued,10 GEORGE,NULL,HAMILTON,ON,L8P 1C8,Offices,Alteration
123,16-109036-00-C3,"Alterations to the ground floor of the 1-storey commercial building for ""LIFELABS"".",2016-04-12T00:00:00.000Z,2016-05-25T00:00:00.000Z,,Revised,60 HATT,NULL,DUNDAS,ON,NULL,Offices,Alteration
124,16-109073-00-C3,"Alterations to the existing commercial building to re-demise unit 1B into two (2) separate suites to create a new office, ""PERCEPTION EYECARE"".",2016-04-11T00:00:00.000Z,2016-05-06T00:00:00.000Z,2016-08-05T00:00:00.000Z,Closed,35 UPPER CENTENNIAL,NULL,STONEY CREEK,NULL,NULL,Offices,Alteration
125,16-110343-00-C3,"Alterations to the office space on the second storey of the 2-storey commercial building to create ""Medical Office"".",2016-04-21T00:00:00.000Z,2016-06-07T00:00:00.000Z,2016-08-09T00:00:00.000Z,Closed,232 CANNON E,NULL,HAMILTON,ON,NULL,Offices,Alteration
126,16-104626-01-C3,PERMIT REVISED for modifications to the office layout and washrooms. Alterations to 17th Floor of the commercial building to improve washrooms and new fire rated corridor (landlord work only).,2016-04-29T00:00:00.000Z,2016-05-30T00:00:00.000Z,,Issued,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Offices,Alteration
127,16-107074-00-C3,"Alterations to the existing building for the interior fit-out of Units 1 and 2 for an office, ""BRUCE TRAIL ASSOCIATION"". ",2016-03-18T00:00:00.000Z,2016-04-21T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,55 HEAD,NULL,DUNDAS,NULL,NULL,Offices,Tenant  Improve
128,16-108733-00-C3,Alterations to the first floor of the existing 3-storey commercial office building for the interior fit-out of two office suites.,2016-04-06T00:00:00.000Z,2016-05-04T00:00:00.000Z,2016-08-23T00:00:00.000Z,Closed,970 SOUTH SERVICE,NULL,STONEY CREEK,NULL,NULL,Offices,Tenant  Improve
131,16-112190-00-C3,"Alterations to existing building for modification to the layout, structural repairs, new clinic and pharmacy and alterations to the façade ""WAL-MART"".",2016-05-10T00:00:00.000Z,2016-06-11T00:00:00.000Z,,Revised,1051 GARNER W,NULL,ANCASTER,ON,NULL,Department Stores,Alteration
129,16-112190-01-C3,"REVISION 1: Alterations to existing building to modify exterior façade, install finishes to washroom and replace all roof top units,  Alterations to existing building for modification to the layout, structural repairs, new clinic and pharmacy and alterations to the façade ""WAL-MART"".",2016-06-30T00:00:00.000Z,2016-08-08T00:00:00.000Z,,Issued,1051 GARNER W,NULL,ANCASTER,ON,NULL,Department Stores,Alteration
130,16-116746-00-C3,"Alterations to the interior of the Department Store ""Canadian Tire"" to construct two new storage rack systems.",2016-06-24T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-10-17T00:00:00.000Z,Closed,2160 RYMAL E,NULL,GLANBROOK,ON,NULL,Department Stores,Alteration
132,15-130052-00-C3,Alterations to the exterior façade of the building.,2015-12-17T00:00:00.000Z,2016-01-21T00:00:00.000Z,,Issued,54 JAMES N,NULL,HAMILTON,ON,NULL,Markets,Alteration
133,16-105835-00-C3,Alterations to unit C1.2. of the existing one storey building for the Interior fit-up for LCBO retail store.,2016-03-04T00:00:00.000Z,2016-05-10T00:00:00.000Z,2016-08-23T00:00:00.000Z,Closed,1191 WILSON W,C1.1-C1.4,ANCASTER,ON,L9G 0E8,Retail Complex/Plaza/Mall,New Construction
134,16-105119-00-C3,To construct FOUNDATIONS ONLY for a future 1-storey commercial building CANADIAN TIRE store.,2016-02-26T00:00:00.000Z,2016-04-13T00:00:00.000Z,2016-10-17T00:00:00.000Z,Closed,2160 RYMAL E,NULL,GLANBROOK,ON,NULL,Retail Complex/Plaza/Mall,New Construction
135,16-105132-00-C3,"To construct the 5,892 m2 1-storey CANADIAN TIRE store with mezzanine.",2016-02-26T00:00:00.000Z,2016-05-25T00:00:00.000Z,2016-11-04T00:00:00.000Z,Closed,2160 RYMAL E,NULL,GLANBROOK,ON,NULL,Retail Complex/Plaza/Mall,New Construction
136,16-119188-00-C3,"To construct a 1-storey, 291.55m2 retail plaza building 'SHELL B'.",2016-07-20T00:00:00.000Z,2016-11-10T00:00:00.000Z,,Issued,1685 MAIN W,NULL,HAMILTON,ON,L8S 1G5,Retail Complex/Plaza/Mall,New Construction
137,15-128668-00-C3,"To construct the SHELL ONLY of a 1-storey, 825.90 m2 retail building.  Work includes demising walls for five (5) units, underground plumbing, and rooftop HVAC units. ",2015-12-02T00:00:00.000Z,2016-01-07T00:00:00.000Z,,Revised,1179 WILSON W,C5,ANCASTER,NULL,NULL,Retail Complex/Plaza/Mall,New Construction
138,15-128684-00-C3,"To construct the SHELL ONLY of a 1-storey, 725.29 m2 retail building.  Work includes demising walls for three (3) units, underground plumbing, and rooftop HVAC units.",2015-12-02T00:00:00.000Z,2016-01-07T00:00:00.000Z,,Revised,1183 WILSON W,C4,ANCASTER,NULL,NULL,Retail Complex/Plaza/Mall,New Construction
139,16-119188-01-C3,"PERMIT REVISED TO CORRECT MUNICIPAL ADDRESS ONLY.  To construct a 1-storey, 291.55m2 retail plaza building 'SHELL B'.",2016-12-15T00:00:00.000Z,2016-12-15T00:00:00.000Z,,Issued,1711 MAIN W,B,HAMILTON,ON,L8S 1G5,Retail Complex/Plaza/Mall,New Construction
140,15-128684-01-C3,"PERMIT REVISED for demising wall configuration (including mechanical, electrical, sprinkler). To construct the SHELL ONLY of a 1-storey, 725.29 m2 retail building.  Work includes demising walls for three (3) units, underground plumbing, and rooftop HVAC units.",2016-10-17T00:00:00.000Z,2016-11-14T00:00:00.000Z,,Issued,1183 WILSON W,C4,ANCASTER,NULL,NULL,Retail Complex/Plaza/Mall,New Construction
141,15-128668-01-C3,"PERMIT REVISED for demising wall configuration (including mechanical, electrical, sprinkler). To construct the SHELL ONLY of a 1-storey, 825.90 m2 retail building.  Work includes demising walls for five (5) units, underground plumbing, and rooftop HVAC units. ",2016-10-17T00:00:00.000Z,2016-11-14T00:00:00.000Z,,Issued,1179 WILSON W,C5,ANCASTER,NULL,NULL,Retail Complex/Plaza/Mall,New Construction
142,16-129905-00-C3,"Alterations to unit 100 of the existing multi storey commercial building ""Jackson Square"" to create ""FRESHII"".",2016-10-14T00:00:00.000Z,2016-11-15T00:00:00.000Z,,Revised,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Retail Complex/Plaza/Mall,Alteration
143,16-128350-00-C3,"Alterations to Unit F1 to construct new exterior glazing, door and interior demising wall to subdivide the tenant space into two vacant units: Unit F1a & F1b.",2016-09-26T00:00:00.000Z,2016-10-26T00:00:00.000Z,2016-11-18T00:00:00.000Z,Closed,94 HWY 8,NULL,STONEY CREEK,ON,L8G 4H3,Retail Complex/Plaza/Mall,Alteration
144,16-132102-00-C3,Alterations to Unit 3 of the existing 1-storey plaza building to create a take-out restaurant.,2016-11-11T00:00:00.000Z,2016-12-08T00:00:00.000Z,,Issued,1242 UPPER JAMES,NULL,HAMILTON,ON,NULL,Retail Complex/Plaza/Mall,Alteration
148,16-129905-01-C3,"PERMIT REVISED to extend exhaust ducts through the underground parking garage to the exhaust shaft.  Alterations to unit 100 of the existing multi storey commercial building ""Jackson Square"" to create ""FRESHII"".",2016-12-09T00:00:00.000Z,2016-12-14T00:00:00.000Z,2017-01-05T00:00:00.000Z,Closed,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Retail Complex/Plaza/Mall,Alteration
145,16-118377-01-C3,"PERMIT REVISED to correct the owner information. Alterations units 7 and 8 of the 1-storey commercial building to create paint store ""Sherwin-Williams"".",2016-09-14T00:00:00.000Z,2016-09-14T00:00:00.000Z,2016-12-20T00:00:00.000Z,Closed,1317 BARTON E,H4,HAMILTON,ON,L8H 2V4,Retail Complex/Plaza/Mall,Alteration
146,16-131282-00-C3,"Alterations to Unit 8 of the shell building for the interior fit-out of the optometrist office, “FYidoctors”.",2016-11-02T00:00:00.000Z,2016-12-20T00:00:00.000Z,,Issued,1191 WILSON W,C1.1-C1.4,ANCASTER,ON,L9G 0E8,Retail Complex/Plaza/Mall,Alteration
147,15-121218-01-C3,"PERMIT REVISED to include enclosure of window on west and south exterior wall, as shown on the plan. Alterations to the north, east and west exterior walls of a 2-storey commercial plaza.",2016-11-23T00:00:00.000Z,2016-11-24T00:00:00.000Z,,Issued,969 FENNELL E,NULL,HAMILTON,ON,L8T 1R1,Retail Complex/Plaza/Mall,Alteration
149,16-133144-00-C3,Alterations to Unit 251E to construct new demising walls to create 2 suites (251C & 251D) for future tenant.,2016-11-24T00:00:00.000Z,2016-12-23T00:00:00.000Z,,Issued,999 UPPER WENTWORTH,NULL,HAMILTON,ON,L9A 4X5,Retail Complex/Plaza/Mall,Alteration
150,16-131340-00-C3,"Alterations to Unit N11 for a future retail store; no mechanical, plumbing or electrical work.",2016-11-02T00:00:00.000Z,2016-11-29T00:00:00.000Z,2016-12-22T00:00:00.000Z,Closed,75 CENTENNIAL N,NULL,HAMILTON,ON,L8E 2P2,Retail Complex/Plaza/Mall,Alteration
151,16-120702-01-C3,"PERMIT REVISED to include the repair works to the structural steel columns, as shown on the plan.  To repair the brick veneer and brick as shown on the plan along the perimeter of the building. ",2016-11-21T00:00:00.000Z,2016-11-21T00:00:00.000Z,2017-01-11T00:00:00.000Z,Closed,550 FENNELL E,NULL,HAMILTON,ON,L8V 1T1,Retail Complex/Plaza/Mall,Alteration
152,13-114114-00-C3,Alterations to the exterior of the existing 5-storey commercial building including window replacement and storefront and cornice reconstruction.,2013-07-17T00:00:00.000Z,2016-02-23T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,11 KING E,NULL,HAMILTON,ON,NULL,Retail Complex/Plaza/Mall,Alteration
153,15-106096-00-C3,"Alterations to relocate a dry cleaning establishment from Unity 8 to Unit 9 ""COSMOS DRY CLEANING""",2015-03-23T00:00:00.000Z,2016-01-15T00:00:00.000Z,,Issued,399 GREENHILL,NULL,HAMILTON,ON,L8K 5E5,Retail Complex/Plaza/Mall,Alteration
154,15-130128-00-C3,Alterations to Unit 115-2 of the 1-storey commercial building for a dental office.,2015-12-24T00:00:00.000Z,2016-02-01T00:00:00.000Z,2016-04-01T00:00:00.000Z,Closed,521 HWY 8,NULL,STONEY CREEK,ON,L8G 1G4,Retail Complex/Plaza/Mall,Alteration
155,16-110487-00-C3,"Alterations to Units 210 (""LE CHATEAU"") & 213B (""SIRENS"") for the construction of two (2) demising walls to subdivide the existing two (2) units into three (3) units: Units 210A (""LE CHATEAU""), 213 (vacant) & 213A (future ""ROOTS"").",2016-04-22T00:00:00.000Z,2016-05-17T00:00:00.000Z,2016-09-15T00:00:00.000Z,Closed,999 UPPER WENTWORTH,NULL,HAMILTON,ON,L9A 4X5,Retail Complex/Plaza/Mall,Alteration
156,15-112359-02-C3,"REVISED TO ELIMINATE THE CONDITION THAT A SEPARATE PERMIT IS REQUIRED FOR THE ALTERATIONS TO THE SPRINKLER SYSTEM. REVISED SCOPE OF WORK INCLUDING EXPANSION INTO ADJACENT TENANT SPACE. Alterations to the interior of the existing ""SHOPPERS DRUG MART"" in the existing 1-storey commercial building.",2016-03-24T00:00:00.000Z,2016-03-24T00:00:00.000Z,2016-05-19T00:00:00.000Z,Closed,1300 GARTH,NULL,HAMILTON,ON,L9C 4L7,Retail Complex/Plaza/Mall,Alteration
157,16-105338-00-C3,"Alterations to Unit 144, ""H & M"", to expand into adjoining Unit 145.",2016-03-01T00:00:00.000Z,2016-04-07T00:00:00.000Z,2016-07-12T00:00:00.000Z,Closed,999 UPPER WENTWORTH,NULL,HAMILTON,ON,L9A 4X5,Retail Complex/Plaza/Mall,Alteration
158,16-106538-00-C3,"Alterations to one unit of the 2-storey commercial/residential building to create ""WAX SALON"".",2016-03-11T00:00:00.000Z,2016-04-11T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,321 OTTAWA N,NULL,HAMILTON,ON,NULL,Retail Complex/Plaza/Mall,Alteration
159,16-106718-00-C3,"Alterations to Unit B5 of the shell building for the interior fit-out of the dental office, “DR RAMI EL SEBAI PROFESSIONAL DENTISTRY CORPORATION”.",2016-03-15T00:00:00.000Z,2016-05-11T00:00:00.000Z,2016-11-14T00:00:00.000Z,Closed,1146 WILSON W,NULL,ANCASTER,ON,L9G 3K9,Retail Complex/Plaza/Mall,Alteration
161,16-103982-00-C3,"Alterations to the interior of existing Unit 3 on the ground floor for tenant ""BLACKBIRD STUDIO""",2016-02-12T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-04-01T00:00:00.000Z,Closed,123 JAMES N,NULL,HAMILTON,ON,NULL,Retail Complex/Plaza/Mall,Alteration
160,16-106612-00-C3,Alterations to the ground floor interior of the existing Royal Bank branch.,2016-03-15T00:00:00.000Z,2016-04-13T00:00:00.000Z,2016-12-20T00:00:00.000Z,Closed,1145 BARTON E,NULL,HAMILTON,ON,L8H 2V4,Retail Complex/Plaza/Mall,Alteration
162,16-111604-00-C3,"Change of use to convert existing office to a retail store, ""OUT OF BASEMENT ANTIQUE AND COLLECTIBLES"".",2016-05-05T00:00:00.000Z,2016-06-01T00:00:00.000Z,,Issued,321 OTTAWA N,NULL,HAMILTON,ON,NULL,Retail Complex/Plaza/Mall,Alteration
