OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_PUBLIC_UNITS,MENTAL_HEALTH_PRIVATE_PAY_UNITS,SENIOR_ASSISTED_LIVING,SENIOR_PUBLIC_UNITS,SENIOR_PRIVATE_PAY_UNITS,SUPPORTIVE_RECOVERY,SUPPORTIVE_RECOVERY_PUBLIC_UNITS,SUPPORTIVE_RECOVERY_PRIVATE_PAY_UNITS,LONGITUDE,LATITUDE
Randy (Cole) Iszak,Back on Track House Five,Assisted Living,8067 147th Street,Surrey,V3S 9T9,(604) 594-7750,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,7,-122.8144248,49.1505187
R. Cole Izsak,Back on Track House Six,Assisted Living,14669 90 Ave,Surrey,V3R 1A5,(778) 316-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.8159541,49.1666206
Dora MacQuarrie,Serenity Acres,Assisted Living,6188 VLA Road,Chase,V0E 1M1,(250) 679-3530,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,3,N,,,-119.6990309,50.8201237
MPA Society,Glacierview Apartments,Assisted Living,33134 Marshall Road,Abbotsford,V2S 1K5,(604) 809-7364,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.3063657,49.0377195
InnerVisions Recovery Society,Miller House,Assisted Living,20581 A Maple Crescent,Maple Ridge,V2X 1R7,(604) 465-3228,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,10,0,-122.6516919,49.2066449
Karis Support Society,Karis Support Society,Assisted Living,550 Rowcliffe Avenue,Kelowna,V1Y 5Y9,250-860-9507,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,12,0,-119.4913599,49.881377
It's Up To You Recovery House Society,It's Up To You - Site 3,Assisted Living,13272 113B Ave,Surrey,V3R 2K9,(604) 723-6326,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.8541659,49.209
Hope for Freedom Society,Hope for Freedom Oxford House,Assisted Living,3135 Oxford Street,Port Coquitlam,V3B 4C4,(604) 464-0475,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.7673811,49.2694271
Talitha Koum Society,Talitha Koum Society - Starr House,Assisted Living,1820 Como Lake Avenue,Coquitlam,V3J3P8,604-492-3393,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,4,0,-122.8431436,49.2631387
Langley Seniors Village 3 LLP,Langley Seniors Village,Assisted Living,20363-65th Ave,Langley,V2Y 3E3,(604) 539-9934,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,64,26,N,,,-122.6582236,49.1209898
Maple Ridge Seniors Village 3 LLP,Maple Ridge Seniors Village,Assisted Living,22141-119th Ave,Maple Ridge,V2X 2Y7,(604) 466-3053,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,30,N,,,-122.6084592,49.2193789
Nanaimo Seniors Village 3 LLP,Nanaimo Seniors Village,Assisted Living,6085 Uplands Drive,Nanaimo,V9V 1T8,(250) 729-9524,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,18,82,N,,,-124.0386077,49.2364583
Amandeep Kaur Rai,Night and Day (108A Ave),Assisted Living,14677 108A Ave,Surrey,V3R 1W7,(604) 496-7075,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.8155453,49.1998109
Revolution Recovery LTD,Revolution Recovery 60th Ave,Assisted Living,14465 60th Avenue,Surrey,V3S 1R4,(778) 591-8064,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,7,0,-122.8214979,49.1120083
Wellesley Seniors Village 3 LLP,Wellesley Seniors Village,Assisted Living,2800 Blanshard Street,Victoria,V8T 5B5,(250) 383-9099,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,40,34,N,,,-123.3644222,48.4403101
Williams Lake Seniors 3 LLP,Williams Lake Seniors Village,Assisted Living,1455 Western Ave,Williams Lake,V2G 5N1,(250) 305-1131,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,21,19,N,,,-122.1593926,52.1520084
Nihal Maligaspe,Redwood Residence,Assisted Living,1901 Alder Rd,Quesnel,V2J 3T3,(778) 466-5400,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Northern Health,N,,,Y,1,10,N,,,-122.4562579,52.974107
Ross Place Seniors Residence Society,Ross Place Retirement Residence,Assisted Living,2638 Ross Lane,Victoria,V8T 5M4,(250) 361-2150,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,40,0,N,,,-123.3654353,48.4376299
The Hamlets at Vernon Residence Inc,The Hamlets at Vernon,Assisted Living,3050 29 Ave,Vernon,V1T 9Y9,(236) 426-1488,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,20,N,,,-119.2714963,50.2628515
Saanich Senior Living Inc.,Amica on the Gorge,Assisted Living,994 Gorge Road W,Victoria,V9A 1P2,250-220-8000,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,91,N,,,-123.4194668,48.4533074
Robert Cecil Jones,Pathway to Freedom House 5,Assisted Living,9101 Prince Charles Blvd,Surrey,V3V 1R9,778-888-7617,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,5,0,-122.8614008,49.1681443
Pioneer Community Living Association,Lina's Place,Assisted Living,1307  - 1309 Sixth Ave,New Westminster,V3M 3C2,(604) 522-5390,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,5,N,,,N,,,-122.9330402,49.2066339
Stepping Stones Recovery House for Women,Stepping Stones Recovery House for Women,Assisted Living,1535 Burgess Rd,Courtenay,V9N 5R8,(250) 897-0360,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,2,2,-125.0094248,49.6765561
Tapestry WV Limited Partnership,Tapestry at Wesbrook Village,Assisted Living,3338 Wesbrook Mall,Vancouver,V6S 0A6,(604) 225-5000,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,Y,0,20,N,,,-123.234744,49.2545548
Turning Points Collaborative Society,Bill's Place Addictions Recovery Program,Assisted Living,2504 - 43 Ave,Vernon,V1T 3K9,(250) 549-6144,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,0,12,-119.2650755,50.2745478
Back on Track,Back on Track Recovery - The Fortress Unit 2,Assisted Living,9889 140 St,Surrey,V3T 4M4,(778) 316-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8345193,49.1823321
Rosemary Heights Seniors Village 3 LLP,Rosemary Heights Seniors Village,Assisted Living,15240- 34th Ave,Surrey,V3S 2J9,(778) 545-5000,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,42,21,N,,,-122.8006006,49.0635552
Selkirk Seniors Village 3 LLP,Selkirk Seniors Village,Assisted Living,385 Waterfront Crescent,Victoria,V8T 5K7,(250) 940-1028,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,25,16,N,,,-123.3784494,48.4421823
Summerland Seniors 3 LLP,Summerland Seniors Village,Assisted Living,12803 Atkinson Road,Summerland,V0H 1Z4,(250) 404-4400,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,18,22,N,,,-119.6687918,49.6000554
Stanford Seniors Village 3 LLP,Stanford Seniors Village,Assisted Living,250 Craig Street,Parksville,V9P 0A7,(250) 951-0811,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,23,29,N,,,-124.3111913,49.3163287
Tapestry AW Limited Partnership,Tapestry at Arbutus Walk,Assisted Living,2799 Yew Street,Vancouver,V6K 4W2,(604) 736-1640,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,Y,0,30,N,,,-123.1558237,49.2615284
Baptist Housing Hallmark Society,Hallmark on the Park,Assisted Living,3055 Princess Street,Abbotsford,V2T 4A8,(604) 859-0053,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,22,47,N,,,-122.34484,49.0571207
Into Action Recovery Society,Into Action House 2,Assisted Living,6293 Marine Drive,Burnaby,V3N 2Y2,(778) 231-8565,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,10,0,-122.9625194,49.2028022
Wagner Hills Farm Society,Wagner Hills Women's Campus,Assisted Living,460 216th Street,Langley,V2Z 1R6,(604) 530-6228,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,6,-122.6215432,49.0095434
Options Community Services Society,Blair House,Assisted Living,7902 139A St,Surrey,V3W 5H5,(604) 597-1943,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.8357029,49.1464159
1013779 BC LTD,Carefree Manor,Assisted Living,812 Cariboo Trail,100 Mile House,V0K 2E3,(250) 395-4807,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,17,3,N,,,-121.2975223,51.6335523
Our Place Society,Our Place Society Therapeutic Community,Assisted Living,94 Talcott Rd,View Royal,V9B 6L9,250-940-5080,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,35,0,-123.4427413,48.463277
Penticton Recovery Resource Society,Discovery House-Winnipeg St,Assisted Living,633 Winnipeg Street,Penticton,V2A 5N1,(250) 490-3076,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,13,0,-119.5932079,49.4932916
Coast Foundation Society (1974),Coast Mental Health - Storeys,Assisted Living,8080 Anderson Road,Richmond,V6Y 0J5,(604) 376-2375,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,Y,0,38,N,,,N,,,-123.1352502,49.1631212
Glenwood Seniors Community Partnership,Glenwood Seniors Community,Assisted Living,1458 Glenwood Drive,Agassiz,V0M 1A3,(604) 796-8778,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,10,22,N,,,-121.7581786,49.2308549
Talitha Koum Society,Talitha Koum Society - Gianna House,Assisted Living,2941 Spuraway Ave,Coquitlam,V3C 2C6,(604) 475-3730,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.8097505,49.2626069
Prime Time (Abby Lane) Inc,Amica White Rock,Assisted Living,15333 16 Ave,Surrey,V4A 1R6,(778) 545-8800,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,92,N,,,-122.7979723,49.0313216
PHS Community Services Society,Douglas Street Community Supportive Recovery,Assisted Living,2915 Douglas Street,Victoria,V8T 4M8,250-208-9870,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,22,0,-123.3680714,48.4419158
Yahweh Saves Recovery Ministry,Joshua House - Chilliwack,Assisted Living,60550 Chilliwack Lake Rd,Chilliwack,V4Z 1A7,604-858-7279,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,34,-121.5527538,49.1006691
1058016 BC LTD,Acorn Recovery Living,Assisted Living,6817 135A Street,Surrey,V3W 4X2,250-552-1552,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,6,-122.8472991,49.1265815
333 Recovery Homes Society,333 Trinity Men's Recovery House,Assisted Living,333 11 Ave E,Prince Rupert,V8J 2W4,(250) 627-3093,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Northern Health,N,,,N,,,Y,5,0,-130.3089809,54.3128273
1041090 BC Ltd. (dba Parkside Community),Parkside Community (1041090 BC Ltd),Assisted Living,743 Okanagan Ave,Chase,V0E 1M0,(250) 679-4477,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,20,27,N,,,-119.6870947,50.818371
The Bridge Youth & Family Services,The Bridge Adult Supported Recovery,Assisted Living,760 Hwy 33 West,Kelowna,V1X 1Y4,(250) 763-0456,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,4,1,-119.4009594,49.8895254
Verve Senior Living,Granville Gardens Retirement,Assisted Living,"Suite 100, 1550 W 49 Ave",Vancouver,V6M 0B3,(604) 563-3540,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,Y,0,30,N,,,-123.1404386,49.2265328
Casa Loma Seniors Village 3 LLP,Casa Loma Seniors Village,Assisted Living,4646 Headquarters Road,Courtenay,V9N 7J3,(250) 897-1033,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,26,40,N,,,-124.9934349,49.7027566
Courtenay Seniors Village 3 LLP,Comox Valley Seniors Village,Assisted Living,4640 Headquarters Road,Courtenay,V9N 7J3,(250) 331-1183,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,58,25,N,,,-124.9930277,49.7023661
Kamloops Seniors Village 3 LLP,Kamloops Seniors Village,Assisted Living,1220 Hugh Allan Drive,Kamloops,V1S 2B3,(250) 571-1800,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,51,N,,,-120.3729788,50.6499607
Back on Track Recovery LTD.,Back on Track Recovery - The Fortress Unit 4,Assisted Living,9889 140 St,Surrey,V3T 4M4,(778) 316-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8345193,49.1823321
Powell River Miklat Recovery House Society,Miklat House,Assisted Living,5298 McGuffie Ave,Powell River,V8A 3T6,(604) 483-6462,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,N,,,Y,3,3,-124.5173367,49.8595597
Craftco Care Homes Inc,Country Roads Lodge,Assisted Living,11811 Sinclair Road,Summerland,V0H 1Z0,(778) 516-7447,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,10,N,,,-119.6888823,49.5963939
Berwick Retirement Qualicum Beach LTD.,Berwick Qualicum Beach,Assisted Living,120 First Avenue West,Qualicum Beach,V8K0B4,250-738-6200,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,10,N,,,-124.4429948,49.3479396
The Salvation Army Addiction & Rehabilitation Centre (ARC),The Salvation Army ARC,Assisted Living,525 Johnson Street,Victoria,V8W 1M2,(250) 384-3396,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,5,4,-123.3697996,48.4273495
Ruth and Naomi Mission,Oasis Residential Addiction Treatment Services for Women,Assisted Living,46129 Princess Ave,Chilliwack,V2P 2A8,(604) 795-2322,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-121.9482986,49.1709595
Berton Evertt,Suncrest Retirement Community - Manor Care (White Rock) Inc.,Assisted Living,2567 King George Blvd,Surrey,V4E 0P9,(604) 542-6200,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,35,N,,,-122.7977862,49.0485655
Round Lake Alcohol And Drug Treatment Society,Round Lake Treatment Centre,Assisted Living,200 Emery Louis Rd.,Armstrong,V0E 1B5,(250) 546-3077,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,29,0,-119.1964935,50.4073547
Options Community Services Society,Nichol Place,Assisted Living,8048 -140 Street,Surrey,V3W 5K7,(604) 954-1260,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.8342764,49.1490501
Phoenix 4 Enterprises LTD.,The New Leaf Supportive Recovery,Assisted Living,4517 Redford St,Port Alberni,V9N 3P9,(250) 736-1235,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,6,6,-124.8010783,49.2454824
Port Coquitlam Senior Citizens' Housing Society,Hawthorne Tower,Assisted Living,2111 Hawthorne Avenue,Port Coquitlam,V3C 1W3,(604) 941-4051,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,70,0,N,,,-122.776622,49.2576762
