,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
99,KINSOL PHARMACY,803 1 AVE NE,,CALGARY,587-351-8923,Over 4 weeks,,PFIZER,MODERNA,,True,"51.053204850656506, -114.04529941496357",,POINT (-114.045299414964 51.053204850657),-114.045299414964,51.053204850657
100,SHOPPERS DRUG MART #326,A6-4900 MOLLY BANNISTER DR,,RED DEER,403-343-3355,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"52.243003187314564, -113.80983374585057",,POINT (-113.809833745851 52.243003187315),-113.809833745851,52.243003187315
101,PHARMASAVE #3011,10652 WINTERBURN RD NW,,EDMONTON,825-202-8450,Over 4 weeks,,PFIZER,,,False,"53.55168656967882, -113.68978773504392",,POINT (-113.689787735044 53.551686569679),-113.689787735044,53.551686569679
102,LOBLAW PHARMACY #1566,4950 137 AVE,,EDMONTON,780-472-4735,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,MODERNA,,True,"53.59864085203749, -113.41112287257238",,POINT (-113.411122872572 53.598640852037),-113.411122872572,53.598640852037
103,PINERIDGE PHARMACY,7-3250 60 ST NE,,CALGARY,403-568-0095,Over 4 weeks,,PFIZER,,,True,"51.08112709976177, -113.94636894773072",,POINT (-113.946368947731 51.081127099762),-113.946368947731,51.081127099762
104,Brentwood Village Mall,3630 Brentwood Road NW,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,False,"51.085152769286786, -114.12627621505915",,POINT (-114.126276215059 51.085152769287),-114.126276215059,51.085152769287
105,GATEWAY PHARMACY,942-3803 CALGARY TR NW,,EDMONTON,780-466-6337,Over 4 weeks,,PFIZER,MODERNA,,True,"53.477515287887115, -113.49482182275202",,POINT (-113.494821822752 53.477515287887),-113.494821822752,53.477515287887
106,REXALL #7513,101-180 MIQUELON AVE,,DEVON,780-987-3793,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"53.353256386987084, -113.73123477025264",,POINT (-113.731234770253 53.353256386987),-113.731234770253,53.353256386987
107,SHOPPERS DRUG MART #385,1436 KENSINGTON RD NW,,CALGARY,403-521-0329,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"51.05269886382991, -114.09439645753315",,POINT (-114.094396457533 51.05269886383),-114.094396457533,51.05269886383
108,PHARMASAVE #308,114 49 AVE W,,CLARESHOLM,403-625-2727,Over 4 weeks,,PFIZER,,,False,"50.025439697552336, -113.58225197690759",,POINT (-113.582251976908 50.025439697552),-113.582251976908,50.025439697552
109,EXCELHEALTH PHARMACY,100-3916 MACLEOD TR SW,,CALGARY,587-351-4036,Over 4 weeks,https://bookyourvisit.ca/excelhealth,PFIZER,,,True,"51.01890955538959, -114.06217891667741",,POINT (-114.062178916677 51.01890955539),-114.062178916677,51.01890955539
110,RITA'S APOTHECARY & HOME HEALTHCARE,5036A 50 ST,,BARRHEAD,780-674-6656,Over 4 weeks,,PFIZER,,,True,"54.12022289566741, -114.40431282443072",,POINT (-114.404312824431 54.120222895667),-114.404312824431,54.120222895667
111,SHOPPERS DRUG MART #2402,400-4300 SOUTH PARK DR,,STONY PLAIN,780-963-6946,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.53867399507577, -113.98007708629883",,POINT (-113.980077086299 53.538673995076),-113.980077086299,53.538673995076
112,SHOPPERS DRUG MART #2370,12955 153 AVE NW,,EDMONTON,780-476-3738,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.61659835670509, -113.54323425353178",,POINT (-113.543234253532 53.616598356705),-113.543234253532,53.616598356705
113,BRINTNELL PHARMACY & TRAVEL CLINIC,3-4303 167 AVE NW,,EDMONTON,587-525-8650,Over 4 weeks,https://www.brintnellpharmacy.com,PFIZER,MODERNA,,True,"53.62865841575362, -113.40755581476326",,POINT (-113.407555814763 53.628658415754),-113.407555814763,53.628658415754
114,VISTA HEIGHTS PHARMACY,110-2066 18 AVE NE,,CALGARY,403-291-4525,Over 4 weeks,,PFIZER,,,False,"51.06949308072653, -114.01254828797657",,POINT (-114.012548287977 51.069493080727),-114.012548287977,51.069493080727
115,ABEX PHARMACY,103-121 TOWN CREST RD,,FORT SASKATCHEWAN,780-589-2239,Over 4 weeks,,PFIZER,MODERNA,,True,"53.6820620351159, -113.23907973042873",,POINT (-113.239079730429 53.682062035116),-113.239079730429,53.682062035116
116,SHOPPERS DRUG MART #344,EDMONTON CITY CENTRE WEST,D112-10200 102 AVE NW,EDMONTON,780-428-7110,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.54386923497756, -113.49409464581535",,POINT (-113.494094645815 53.543869234978),-113.494094645815,53.543869234978
117,SHOPPERS DRUG MART #2301,14135 23 AVE NW,,EDMONTON,780-436-5135,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,False,"53.453473532897284, -113.56318520196224",,POINT (-113.563185201962 53.453473532897),-113.563185201962,53.453473532897
118,OKOTOKS H.C. PHARMACY,1-74 ELIZABETH ST,,OKOTOKS,403-995-1080,Over 4 weeks,https://www.okotokshcpharmacy.ca,PFIZER,MODERNA,,True,"50.726004721433924, -113.97844073086426",,POINT (-113.978440730864 50.726004721434),-113.978440730864,50.726004721434
119,TOWER DRUGS,137-131 9 AVE SW,,CALGARY,403-261-2006,Over 4 weeks,,MODERNA,,,False,"51.04446146037294, -114.06505991705005",,POINT (-114.06505991705 51.044461460373),-114.06505991705,51.044461460373
120,WAL-MART PHARMACY #5708,500-201 SOUTHRIDGE DR,,OKOTOKS,403-995-1375,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"50.70388337214059, -113.97140065545172",,POINT (-113.971400655452 50.703883372141),-113.971400655452,50.703883372141
121,CLEARWATER PHARMACY,15345 97 ST NW,,EDMONTON,780-476-8383,Over 4 weeks,,PFIZER,,,True,"53.61519918359258, -113.4904052395351",,POINT (-113.490405239535 53.615199183593),-113.490405239535,53.615199183593
122,RABBIT HILL PHARMACY,14030 23 AVE NW,,EDMONTON,780-989-5100,Over 4 weeks,,PFIZER,MODERNA,,True,"53.45498602789189, -113.56253484798893",,POINT (-113.562534847989 53.454986027892),-113.562534847989,53.454986027892
123,SAFEWAY PHARMACY #8912,2425 34 AVE SW,,CALGARY,403-217-1011,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.02281845941304, -114.11570886394131",,POINT (-114.115708863941 51.022818459413),-114.115708863941,51.022818459413
124,SOBEYS PHARMACY #5020,3000-356 CRANSTON RD SE,,CALGARY,403-257-9800,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"50.88029462674482, -113.97745854588962",,POINT (-113.97745854589 50.880294626745),-113.97745854589,50.880294626745
125,TARADALE PHARMACY,525-6520 FALCONRIDGE DR NE,,CALGARY,587-349-4250,Over 4 weeks,https://www.travelcliniccalgary.ca/,PFIZER,,,True,"51.09990146246621, -113.94627913054288",,POINT (-113.946279130543 51.099901462466),-113.946279130543,51.099901462466
126,MEDICINE SHOPPE PHARMACY 410,108-1 HAWTHORNE GATE,,SPRUCE GROVE,780-760-7621,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/spruce-grove/medicine-shoppe-pharmacy-410-7045340,PFIZER,MODERNA,,True,"53.55346652001119, -113.93356800177534",,POINT (-113.933568001775 53.553466520011),-113.933568001775,53.553466520011
127,SAFEWAY PHARMACY #8826,7740 18 ST SE,,CALGARY,403-279-2220,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"50.98412453824299, -114.01370198298227",,POINT (-114.013701982982 50.984124538243),-114.013701982982,50.984124538243
128,MEDICINE SHOPPE PHARMACY 314,3105-230 EVERSYDE BLVD SW,,CALGARY,403-201-0180,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-314-7012400,PFIZER,MODERNA,,True,"50.90883936951267, -114.11016373070873",,POINT (-114.110163730709 50.908839369513),-114.110163730709,50.908839369513
129,PHARMASAVE WHITEHORN #3018,BAY 17-4525 52 ST NE,,CALGARY,403-888-1551,Over 4 weeks,,PFIZER,MODERNA,,True,"51.09201308779239, -113.95860062900658",,POINT (-113.958600629007 51.092013087792),-113.958600629007,51.092013087792
130,PELICAN PLACE PHARMACY,110-10 PELICAN PL,,SYLVAN LAKE,403-864-5192,Over 4 weeks,,PFIZER,,,True,"52.29941312875432, -114.09597233877264",,POINT (-114.095972338773 52.299413128754),-114.095972338773,52.299413128754
131,GIROUX PHARMASAVE,215-4 VERSAILLES AVE,,ST ALBERT,780-569-3302,Over 4 weeks,,PFIZER,MODERNA,,True,"53.63998680671451, -113.6714258326471",,POINT (-113.671425832647 53.639986806715),-113.671425832647,53.639986806715
132,SAFEWAY PHARMACY #8924,110-2020 SHERWOOD DR,,SHERWOOD PARK,780-467-3222,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.53113465285072, -113.29305939031596",,POINT (-113.293059390316 53.531134652851),-113.293059390316,53.531134652851
133,Northgate Village Mall,495 36 Street NE,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,False,"51.05583255470261, -113.98529805738859",,POINT (-113.985298057389 51.055832554703),-113.985298057389,51.055832554703
134,ARROWWOOD PHARMACY,3-6 RAILWAY AVE W,,ARROWWOOD,403-534-3333,Over 4 weeks,,PFIZER,,,True,"50.73747534532372, -113.15229277790553",,POINT (-113.152292777906 50.737475345324),-113.152292777906,50.737475345324
135,SOBEYS PHARMACY #1139,200-500 COUNTRY HILLS BLVD NE,,CALGARY,403-567-9302,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"51.155556580980765, -114.05793962684885",,POINT (-114.057939626849 51.155556580981),-114.057939626849,51.155556580981
136,D&M PHARMACY AND TRAVEL CLINIC,1505 19 ST NW,,CALGARY,587-353-0377,Over 4 weeks,https://www.travelpharmacy.ca,PFIZER,MODERNA,,True,"51.07046504501041, -114.10698622868519",,POINT (-114.106986228685 51.07046504501),-114.106986228685,51.07046504501
137,WAINWRIGHT VALUE DRUG MART,306 10 ST,,WAINWRIGHT,780-842-4488,Over 4 weeks,,PFIZER,,,False,"52.83497926746803, -110.8598753574836",,POINT (-110.859875357484 52.834979267468),-110.859875357484,52.834979267468
138,LANDMARK PHARMACY,283-1623 CENTRE ST NW,,CALGARY,587-349-3727,Over 4 weeks,,PFIZER,MODERNA,,False,"51.066821417880945, -114.06357047263437",,POINT (-114.063570472634 51.066821417881),-114.063570472634,51.066821417881
139,COVENTRY PHARMACY,110-790 COVENTRY DR NE,,CALGARY,403-453-9194,Over 4 weeks,https://www.calgarytravelclinics.com,PFIZER,MODERNA,,True,"51.1581152545846, -114.04254335211733",,POINT (-114.042543352117 51.158115254585),-114.042543352117,51.158115254585
140,PETRA PHARMACY,1010 MAYOR MAGRATH DR S,,LETHBRIDGE,403-942-3731,Over 4 weeks,https://www.pharmachoice.com,PFIZER,,,True,"49.68356939590436, -112.80552872903975",,POINT (-112.80552872904 49.683569395904),-112.80552872904,49.683569395904
141,SHOPPERS DRUG MART #340,2-5700 HWY 2A,,LACOMBE,403-782-3220,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"52.473901488555796, -113.71838447694594",,POINT (-113.718384476946 52.473901488556),-113.718384476946,52.473901488556
142,SHOPPERS DRUG MART #2379,10405 JASPER AVE NW,,EDMONTON,780-670-3690,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,False,"53.54071761966063, -113.49994600163943",,POINT (-113.499946001639 53.540717619661),-113.499946001639,53.540717619661
143,COALDALE PHARMASAVE,1910 20 AVE,,COALDALE,403-345-3744,Over 4 weeks,,PFIZER,MODERNA,,True,"49.728132226356266, -112.62179024575389",,POINT (-112.621790245754 49.728132226356),-112.621790245754,49.728132226356
144,MEDICINE SHOPPE PHARMACY 225,8111 118 AVE NW,,EDMONTON,780-477-1192,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-225-7002977,PFIZER,MODERNA,,True,"53.570287846857205, -113.46604355944503",,POINT (-113.466043559445 53.570287846857),-113.466043559445,53.570287846857
145,ROYAL OAK PHARMACY,228-500 ROYAL OAK DR NW,,CALGARY,403-455-3565,Over 4 weeks,https://royaloakpharmacy.medmeapp.ca/schedule,PFIZER,MODERNA,,True,"51.139591831550895, -114.23291117873006",,POINT (-114.23291117873 51.139591831551),-114.23291117873,51.139591831551
146,COPPERSTONE PHARMACY,115-10 COPPERSTONE ST SE,,CALGARY,403-724-9744,Over 4 weeks,,PFIZER,MODERNA,,True,"50.91593971051723, -113.93367290338861",,POINT (-113.933672903389 50.915939710517),-113.933672903389,50.915939710517
147,GLENBROOK PHARMACY,12718 66 ST NW,,EDMONTON,7804789093,Over 4 weeks,https://bookyourvisit.ca/glenbrook,PFIZER,MODERNA,,True,"53.5861073192768, -113.4431783465774",,POINT (-113.443178346577 53.586107319277),-113.443178346577,53.586107319277
148,SAFEWAY PHARMACY #8908,38 AVE & MILLWOODS RD NW,,EDMONTON,780-461-5152,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.47163184316331, -113.4516839712972",,POINT (-113.451683971297 53.471631843163),-113.451683971297,53.471631843163
149,SAFEWAY PHARMACY #8880,9710 170 ST NW,,EDMONTON,780-486-4248,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"53.53428913547101, -113.6175458982624",,POINT (-113.617545898262 53.534289135471),-113.617545898262,53.534289135471
150,SOUTH COUNTRY CO-OP LTD. @TABER PHARMACY,4926 46 AVE,,TABER,403-223-5984,Over 4 weeks,,PFIZER,,,False,"49.78568311080898, -112.1290168549614",,POINT (-112.129016854961 49.785683110809),-112.129016854961,49.785683110809
151,WESTMOUNT REMEDY'S RX PHARMACY,1031-200 SOUTHRIDGE DR,,OKOTOKS,403-917-0655,Over 4 weeks,https://westmountremedys.business.site/,PFIZER,,,True,"50.70674986893613, -113.9778523731936",,POINT (-113.977852373194 50.706749868936),-113.977852373194,50.706749868936
152,KOEGLER'S PHARMASAVE,1334 VETERANS ST,,PINCHER CREEK,403-627-2444,Over 4 weeks,,PFIZER,MODERNA,,False,"49.49537939716937, -113.94659670150695",,POINT (-113.946596701507 49.495379397169),-113.946596701507,49.495379397169
153,LEIBEL'S PHARMACY,7B VILLAGE DR RR2,,WESTEROSE,780-586-0796,Over 4 weeks,,MODERNA,,,False,"52.96127346949749, -114.02797917073933",,POINT (-114.027979170739 52.961273469497),-114.027979170739,52.961273469497
154,SHOPPERS DRUG MART #2366,106-19489 SETON CRES. SE,,CALGARY,403-279-7726,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"50.88138986766014, -113.95972229140364",,POINT (-113.959722291404 50.88138986766),-113.959722291404,50.88138986766
155,NORTH EAST PHARMACY,7210 144 AVE NW,,EDMONTON,780-478-3322,Over 4 weeks,,PFIZER,,,False,"53.606394592080065, -113.45181508629685",,POINT (-113.451815086297 53.60639459208),-113.451815086297,53.60639459208
156,HEWES WAY PHARMACY,101-2551 HEWES WAY NW,,EDMONTON,780-462-8757,Over 4 weeks,,PFIZER,,,False,"53.45670287538831, -113.42463373264657",,POINT (-113.424633732647 53.456702875388),-113.424633732647,53.456702875388
157,DRUGSTORE PHARMACY #9043,1252 HWY 9 S,,DRUMHELLER,403-823-4795,Over 4 weeks,https://www.extrafoods.ca/covid19,PFIZER,,,False,"51.445397587290024, -112.70238815818142",,POINT (-112.702388158181 51.44539758729),-112.702388158181,51.44539758729
158,BEAUMONT CENTRE PHARMACY,5003 50 AVE,,BEAUMONT,780-929-9299,Over 4 weeks,https://beaumontcentrepharmacy.medmeapp.ca/schedule/,PFIZER,,,False,"53.352338079323665, -113.4157081705898",,POINT (-113.41570817059 53.352338079324),-113.41570817059,53.352338079324
159,BLACKFALDS PROFESSIONAL PHARMACY,1-5049 PARKWOOD RD,,BLACKFALDS,403-600-2280,Over 4 weeks,https://blackfaldsprofessionalpharmacy.ca,MODERNA,,,True,"52.38192670760238, -113.78758138758376",,POINT (-113.787581387584 52.381926707602),-113.787581387584,52.381926707602
160,SHOPPERS DRUG MART #352,584 RIVERBEND SQ NW,,EDMONTON,780-988-6657,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.46875528231995, -113.58912304397113",,POINT (-113.589123043971 53.46875528232),-113.589123043971,53.46875528232
161,SAVE-ON-FOODS PHARMACY #6661,LONDONDERRY MALL,137 AVE & 66 ST,EDMONTON,780-473-8351,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,True,"53.60174264048406, -113.44712894243845",,POINT (-113.447128942438 53.601742640484),-113.447128942438,53.601742640484
162,SHOPPERS DRUG MART #2386,310-505 MAIN ST,,AIRDRIE,403-948-5858,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.28871179508346, -114.01510935750551",,POINT (-114.015109357506 51.288711795083),-114.015109357506,51.288711795083
163,MILLWOODS ARP DRUGS,4213 23 AVE NW,,EDMONTON,780-461-9823,Over 4 weeks,,PFIZER,,,False,"53.45486592257216, -113.40747854410871",,POINT (-113.407478544109 53.454865922572),-113.407478544109,53.454865922572
164,MINT HEALTH + DRUGS: CRYSTAL RIDGE,2-55 WHEATLAND TR,,STRATHMORE,403-901-2244,Over 4 weeks,https://www.mintdrugs.com,PFIZER,MODERNA,,True,"51.0592229328412, -113.39918355953846",,POINT (-113.399183559538 51.059222932841),-113.399183559538,51.059222932841
165,SAMS DRUG MART,102-4620 48 ST,,STONY PLAIN,780-571-1221,Over 4 weeks,https://www.samsdrugmart.com,PFIZER,MODERNA,,True,"53.53304050146822, -114.00224735593348",,POINT (-114.002247355933 53.533040501468),-114.002247355933,53.533040501468
166,ATHABASCA VALUE DRUG MART,4911 50 ST,,ATHABASCA,780-675-2188,Over 4 weeks,,PFIZER,MODERNA,,True,"54.72048468234039, -113.28620918775312",,POINT (-113.286209187753 54.72048468234),-113.286209187753,54.72048468234
167,MINT HEALTH + DRUGS MAIN STREET,5106 50 ST,,STONY PLAIN,780-963-3728,Over 4 weeks,https://www.mintdrugs.com,MODERNA,,,False,"53.528441085962406, -114.00744303061153",,POINT (-114.007443030612 53.528441085962),-114.007443030612,53.528441085962
168,WAL-MART PHARMACY #3154,239 WYE RD,,SHERWOOD PARK,780-464-5107,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.51120200151407, -113.31687549401438",,POINT (-113.316875494014 53.511202001514),-113.316875494014,53.511202001514
169,"PHARM, DRUGSTORE + MORE",103A-3009 14 ST SW,,CALGARY,403-764-3080,Over 4 weeks,https://www.thepharmdrugstore.com/,PFIZER,,,True,"51.02731533774539, -114.09436601366582",,POINT (-114.094366013666 51.027315337745),-114.094366013666,51.027315337745
170,GRANDE BANKS PHARMACY,105-10302 67 AVE,,GRANDE PRAIRIE,780-533-5200,Over 4 weeks,,PFIZER,,,True,"55.14111232697484, -118.8053751877427",,POINT (-118.805375187743 55.141112326975),-118.805375187743,55.141112326975
171,SHOPPERS DRUG MART #356,3625 SHAGANAPPI TRAIL NW,,CALGARY,403-288-0111,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.08500551840911, -114.15718178593289",,POINT (-114.157181785933 51.085005518409),-114.157181785933,51.085005518409
172,LOBLAW PHARMACY #4971,210 5 AVE W,,COCHRANE,403-932-0415,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,MODERNA,,True,"51.187791420941494, -114.47551860146694",,POINT (-114.475518601467 51.187791420941),-114.475518601467,51.187791420941
173,IMAGINE HEALTH PHARMACY-DOWNTOWN CALGARY,100-300 6 AVE SE,,CALGARY,403-775-9669,Over 4 weeks,,PFIZER,MODERNA,,True,"51.0475576800923, -114.05737419180795",,POINT (-114.057374191808 51.047557680092),-114.057374191808,51.047557680092
174,WAL-MART PHARMACY #3147,11050 103 AVE,,GRANDE PRAIRIE,780-513-3745,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"55.17283297139456, -118.82720519027446",,POINT (-118.827205190274 55.172832971395),-118.827205190274,55.172832971395
175,SHOPPERS DRUG MART #328,10955 23 AVE NW,,EDMONTON,780-436-3055,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.45328401025234, -113.51179752580096",,POINT (-113.511797525801 53.453284010252),-113.511797525801,53.453284010252
176,CALGARY CO-OP PHARMACY #8,2580 SOUTHLAND DR SW,,CALGARY,403-299-5400,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,,,True,"50.962740956250414, -114.12098155284991",,POINT (-114.12098155285 50.96274095625),-114.12098155285,50.96274095625
177,DIDSBURY VALUE DRUG MART,1710 20 ST,,DIDSBURY,403-335-3307,Over 4 weeks,,PFIZER,,,False,"51.658797868980535, -114.13779804549866",,POINT (-114.137798045499 51.658797868981),-114.137798045499,51.658797868981
178,PLAZA IDA DISPENSARY,6A-5030 47 AVE,,RED DEER,403-340-3784,Over 4 weeks,,PFIZER,,,True,"52.27011711506772, -113.8055308480182",,POINT (-113.805530848018 52.270117115068),-113.805530848018,52.270117115068
